,#genes,genes
1,19,"['Gm29216', 'Gm13340', 'Supt7l', 'mt-Co1', 'Sez6', 'Gm10925', 'mt-Cytb', 'mt-Tm', 'mt-Atp6', 'Mt3', 'Fth1', 'Mt1', 'mt-Tf', 'Pip5k1a', 'Cplx1', 'Kcnj10', 'Nsmf', 'Cpe', 'mt-Tv']"
2,20,"['Slc6a11', 'Plp1', 'mt-Nd4', 'Ndrg2', 'Aldoc', 'Apoe', 'Mbp', 'Scd2', 'Sparcl1', 'Mobp', 'Qk', 'Tcf7l2', 'Tubb4a', 'Prkcd', 'Atp1a2', 'Pcp4', 'Plekhb1', 'Apod', 'Gm13339', 'Bcas1']"
3,112,"['Camk2n1', 'Nrgn', 'Calm2', 'Egr1', 'Enc1', 'Olfm1', 'Vsnl1', 'Atp1a1', 'Efhd2', 'Syt1', 'Mef2c', 'Chn1', 'Gpm6a', 'Tmsb4x', 'Calm1', 'Prkcb', 'Ier5', 'Cyfip2', 'Cx3cl1', 'Ppp3r1', 'Homer1', 'Lamp5', 'Tspan7', 'Arpp19', 'Satb2', 'Slc17a7', 'Ppp3ca', 'Kalrn', '3110035E14Rik', 'Ptk2b', '1110008P14Rik', 'Baiap2', 'Sv2b', 'Phf24', 'Dclk1', 'Gm11549', 'Napa', 'Mmp17', 'Ywhag', 'Ephx4', 'Itpr1', 'Ndrg3', 'Gm12155', 'Gm26723', 'Gabra1', 'Stx1a', 'Fam131a', 'Nr4a1', 'Nptx1', 'Tbr1', 'Hsp90ab1', 'Lingo1', 'Hpca', 'Nrsn1', 'Dkk3', 'Dgkz', 'Dusp3', 'Vamp2', 'Mdh2', 'Gm8326', 'Cdk9', 'Dpysl2', 'Nudt4', 'Zbtb18', 'Stmn1', 'Ncald', 'Mpped1', 'Plcb1', 'Npdc1', 'Ccl27a', 'Id2', 'Serpini1', 'Osbpl1a', 'Igsf9b', 'Glrb', 'Pcbp2', 'Cacnb4', 'Brinp1', 'Ppp1r9a', 'Chgb', 'Eif4a2', 'Psap', 'Klc1', 'Ube2ql1', 'Gm6788', 'Pak1', 'Pld3', 'Slc12a5', 'Nptn', 'Gabrg2', 'Rtn4', 'Tuba1a', 'Sept8', 'Grin2a', 'Actr1b', 'Gnb2', 'Rab6a', 'Plcxd2', 'Rpl7a-ps10', 'Hnrnpk', 'Sipa1l1', 'Bcl11a', 'Ccng1', 'Fxyd7', 'Satb1', 'Dynll1', 'Inf2', 'Arpc2', 'Mpc1', 'Ndufa1', 'Nlk', 'Rpl15-ps2']"
4,79,"['mt-Rnr2', 'mt-Rnr1', 'Gm20594', 'Ift46', 'Gm42418', 'Gm26917', 'Fbn1', 'Lars2', 'Malat1', 'Rn18s-rs5', 'Mir6236', 'Mir6240', 'Gm42959', 'Gm2651', 'Lbx1', 'Nr2f2', 'Fam212a', 'Gm15564', 'Map2', 'Gm24245', 'Unc13c', 'Hap1', 'Nnat', 'Mios', 'mt-Nd4l', 'Lypd1', 'Phox2a', 'Itgb8', 'BC001981', '2900052N01Rik', 'Zcchc12', 'Taco1os', 'Hpcal1', 'Wdr6', 'Gm24270', 'Gm12896', 'Gm7292', 'Gm12061', 'Gpr101', 'Glra3', 'AA474408', 'Nop9', 'Gm23935', 'n-R5-8s1', 'Cachd1', 'Emilin2', 'Pura', 'Pom121l2', 'Gm24601', 'Luzp2', 'Tmem255a', 'Gm25911', 'Gm43352', 'Nkx2-2', 'Camk2d', 'Arhgap5', 'Gm9517', 'Kcnq1ot1', 'Ptprz1', 'Sox11', 'mt-Nd5', 'Esr1', 'Csmd3', 'Apc', 'Pwwp2a', 'Gas2l3', 'Stox2', 'Tnrc6b', 'Scn5a', 'Gm44560', 'Pdzrn4', 'Arhgap6', 'Gm6767', 'RP23-99K2.5', 'Ube3a', 'Ice2', 'Abcb1a', 'Npas3', 'Crlf1']"
5,68,"['Gm28661', 'Snap25', 'Gm13341', 'Psd', 'Cck', 'mt-Nd1', 'Scn1b', 'Eef1a2', 'Adcy1', 'mt-Co2', 'Gm28437', 'Atp2b2', 'Ndufa4', 'Kcnab2', 'Atp1b1', 'Dynll2', 'Dnm1', 'Ubb', 'Glul', 'Atp2a2', 'Actb', 'Eef2', 'Scrt1', 'Diras2', 'Atp5b', 'Sncb', 'Scg5', 'Arf3', 'Epn1', 'Nat8l', 'Snrpn', 'Aldoa', 'Syt13', 'Hspa8', 'Mapk10', 'Stxbp1', 'Tcf25', 'Sema7a', 'Ndufb2', 'Ctsb', 'AI593442', 'Ckb', 'Hapln4', 'Rtn3', 'Mdh1', 'Gm8355', 'Ndufa2', 'Ociad2', 'Ghitm', 'Cox8a', 'Ywhah', 'Rab6b', 'Hlf', 'Camk2b', 'Tuba4a', 'Map4k2', 'Selenok', 'Gm7899', 'Grin1', 'Gm5575', 'Kcnj3', 'Ly6e', 'Rpl28-ps3', 'Rps21', 'Fscn1', 'Dlg4', 'Spsb1', 'Gm7808']"
6,49,"['Gm17494', 'Gm10076', 'Basp1', 'Lmo4', 'Nsg2', 'R3hdm1', 'Rnu5g', 'Gabrb3', 'Snca', 'Grin1os', 'Gm29236', 'Gm26444', 'Scn2a', 'Fam81a', 'Junb', 'Rps26', 'Tmem30a', 'Zfp365', 'Gm24265', 'Egr4', 'Ngef', 'Rtn1', 'Lrrc4c', '2010300C02Rik', 'Foxg1', 'Dnaja2', 'Mal2', 'Mapk1', 'Nr4a2', 'Tusc3', 'Dusp14', 'Slc39a10', 'Npas4', 'Gm20659', 'Rock2', 'Mkl2', 'Cckbr', 'Nrn1', 'Sort1', 'Hivep2', 'Gucy1b3', 'Ccni', 'Actg1', 'Atl1', '9530082P21Rik', 'Romo1', 'Mettl9', 'Nap1l1', 'Kcnh1']"
7,15,"['mt-Tl1', 'Rcan2', 'Ppp1r9b', 'Ncdn', 'mt-Tp', 'mt-Tw', 'mt-Tn', 'Akr7a5', 'Slc24a2', 'Mt2', 'Hsd11b1', 'Git1', 'Rgs4', 'Pdp1', 'Shank3']"
8,22,"['Gm24447', 'Gm26035', 'Gm23624', 'Rn7s1', 'Gm26461', 'Rnu2-10', 'Gm25106', 'Arpp21', 'Gria2', 'Ids', 'Nptxr', 'Gda', 'Nov', 'Negr1', 'Rn7s2', 'Gm24146', 'Gm23971', 'Gm26316', 'Tspan13', 'RP23-149L23.1', 'Gm24407', 'Prkacb']"
9,25,"['Sparc', 'Slc17a6', 'Agt', 'Tmcc2', 'Rbms3', 'Ccdc136', 'Evi2a', 'Gja1', 'Sash1', 'Clic4', 'Rab37', 'RP23-424C4.8', 'Gjb1', 'Patj', 'Synpo2', 'Rgs16', 'Zfhx3', 'St3gal4', 'Fa2h', 'Plod1', 'Slc6a9', 'Spock2', 'Mapt', 'Grin2d', 'Nexn']"
10,21,"['Chchd10', 'Stmn3', 'Cox6c', 'Calm3', 'Ina', 'Pink1', 'Cox6a1', 'Dlgap3', 'Prdx6', 'Atp5a1', 'Clip3', 'Ociad1', 'Ap2a1', 'Rims3', 'Tppp', 'Nefl', 'Atp6ap1', 'Eno2', 'Itm2b', 'Cycs', 'Map1a']"
