"cluster","#genes","genes"
"1","53","Gene9683, Gene8468, Gene8954, Gene6675, Gene5233, Gene1835, Gene2534, Gene7093, Gene1450, Gene3729, Gene3495, Gene4883, Gene4271, Gene3063, Gene5448, Gene102, Gene6797, Gene824, Gene3642, Gene550, Gene9543, Gene8595, Gene5211, Gene8262, Gene5182, Gene2714, Gene5670, Gene5771, Gene1262, Gene4125, Gene5029, Gene1848, Gene663, Gene5878, Gene3513, Gene574, Gene4161, Gene2744, Gene8936, Gene8433, Gene5275, Gene7296, Gene9000, Gene9497, Gene5217, Gene4255, Gene1199, Gene1472, Gene6337, Gene3079, Gene4343, Gene6970, Gene7472"
"2","95","Gene8588, Gene864, Gene2921, Gene6201, Gene4648, Gene4749, Gene3922, Gene608, Gene6487, Gene1921, Gene1541, Gene4935, Gene2946, Gene7890, Gene3123, Gene8165, Gene3651, Gene6607, Gene126, Gene3336, Gene6463, Gene1135, Gene4027, Gene9989, Gene1071, Gene2582, Gene3901, Gene5616, Gene4415, Gene3362, Gene5977, Gene5136, Gene1878, Gene7720, Gene5953, Gene1637, Gene4478, Gene1837, Gene7030, Gene5565, Gene9271, Gene4628, Gene597, Gene1032, Gene9953, Gene7701, Gene9985, Gene8947, Gene9482, Gene6082, Gene3312, Gene3814, Gene7270, Gene1803, Gene809, Gene533, Gene344, Gene6380, Gene1592, Gene7535, Gene422, Gene7361, Gene9475, Gene6230, Gene9716, Gene3780, Gene7537, Gene8882, Gene7557, Gene4704, Gene8313, Gene2157, Gene794, Gene2741, Gene958, Gene2088, Gene3948, Gene5620, Gene4952, Gene654, Gene7850, Gene1959, Gene7382, Gene1373, Gene7809, Gene2839, Gene3883, Gene2171, Gene7978, Gene4578, Gene2773, Gene9942, Gene9128, Gene3521, Gene2001"
"3","118","Gene8076, Gene6019, Gene2794, Gene5502, Gene2121, Gene3998, Gene2826, Gene6404, Gene9322, Gene59, Gene4652, Gene2503, Gene6522, Gene9342, Gene577, Gene628, Gene9590, Gene829, Gene1598, Gene7372, Gene6782, Gene4611, Gene142, Gene2984, Gene1671, Gene8927, Gene2505, Gene7791, Gene838, Gene2734, Gene8781, Gene921, Gene863, Gene8642, Gene9646, Gene1345, Gene7014, Gene8016, Gene9413, Gene4572, Gene5227, Gene3723, Gene2237, Gene5472, Gene6790, Gene3392, Gene2024, Gene2338, Gene5611, Gene3350, Gene188, Gene1499, Gene8386, Gene5551, Gene7333, Gene8478, Gene9396, Gene3157, Gene6489, Gene5027, Gene9215, Gene3876, Gene1561, Gene6011, Gene7094, Gene5219, Gene8161, Gene4980, Gene4796, Gene9349, Gene7656, Gene9546, Gene6431, Gene5120, Gene9224, Gene1079, Gene4922, Gene5846, Gene7182, Gene595, Gene3274, Gene2123, Gene9444, Gene4807, Gene8458, Gene5834, Gene9722, Gene9115, Gene2570, Gene4632, Gene681, Gene1536, Gene4761, Gene8277, Gene881, Gene5579, Gene3251, Gene782, Gene8810, Gene4905, Gene9306, Gene2369, Gene4953, Gene5753, Gene7733, Gene9660, Gene981, Gene4060, Gene5765, Gene7940, Gene963, Gene8640, Gene7695, Gene2556, Gene194, Gene6829, Gene1882, Gene1826"
"4","25","Gene630, Gene8676, Gene3798, Gene2682, Gene9326, Gene5916, Gene4197, Gene3667, Gene162, Gene1278, Gene731, Gene3758, Gene4354, Gene8070, Gene6284, Gene434, Gene2598, Gene9371, Gene5481, Gene4762, Gene5347, Gene2634, Gene912, Gene7415, Gene5583"
"5","124","Gene9042, Gene1190, Gene6084, Gene8520, Gene989, Gene626, Gene9867, Gene5974, Gene6114, Gene6795, Gene9050, Gene6674, Gene4122, Gene8348, Gene804, Gene6157, Gene2324, Gene9063, Gene8029, Gene9822, Gene214, Gene9009, Gene776, Gene415, Gene4402, Gene63, Gene4406, Gene6430, Gene2482, Gene8275, Gene2341, Gene2642, Gene9039, Gene7725, Gene5436, Gene6277, Gene7117, Gene5359, Gene9132, Gene1351, Gene7716, Gene7026, Gene9067, Gene3413, Gene9965, Gene305, Gene8898, Gene1883, Gene6809, Gene9453, Gene6383, Gene3432, Gene1337, Gene4856, Gene2716, Gene7232, Gene843, Gene4718, Gene1809, Gene6191, Gene7522, Gene6253, Gene8521, Gene461, Gene8065, Gene6254, Gene3574, Gene5902, Gene6272, Gene9023, Gene3267, Gene8738, Gene567, Gene3338, Gene1802, Gene5334, Gene5826, Gene3892, Gene1206, Gene5839, Gene1084, Gene810, Gene1438, Gene4102, Gene18, Gene4167, Gene2219, Gene1025, Gene2473, Gene5708, Gene1057, Gene2897, Gene5054, Gene7962, Gene8989, Gene501, Gene2739, Gene7110, Gene8109, Gene2030, Gene9804, Gene5470, Gene7509, Gene2620, Gene2888, Gene7645, Gene3205, Gene1920, Gene3547, Gene8266, Gene1044, Gene6152, Gene3378, Gene6677, Gene9504, Gene9692, Gene1706, Gene8776, Gene5056, Gene5789, Gene2752, Gene8664, Gene5968, Gene8182"
"6","42","Gene4015, Gene7383, Gene7908, Gene6373, Gene3684, Gene705, Gene3494, Gene8077, Gene5958, Gene10, Gene6479, Gene4014, Gene86, Gene1836, Gene6547, Gene2263, Gene354, Gene848, Gene645, Gene5103, Gene1035, Gene6555, Gene8187, Gene2391, Gene957, Gene2907, Gene2973, Gene5785, Gene4444, Gene377, Gene7438, Gene3613, Gene6009, Gene1754, Gene7582, Gene4179, Gene749, Gene1442, Gene5131, Gene4957, Gene7898, Gene8040"
"7","84","Gene3027, Gene5860, Gene4637, Gene5230, Gene6900, Gene5348, Gene7091, Gene5639, Gene8560, Gene8639, Gene6273, Gene4896, Gene2390, Gene4769, Gene6857, Gene9372, Gene4865, Gene3476, Gene5118, Gene3204, Gene9053, Gene220, Gene2233, Gene8459, Gene326, Gene9619, Gene9790, Gene1865, Gene8051, Gene2545, Gene1566, Gene7875, Gene3769, Gene8942, Gene1516, Gene2091, Gene8659, Gene6453, Gene3793, Gene7379, Gene5750, Gene8426, Gene3032, Gene7195, Gene413, Gene6418, Gene3250, Gene9680, Gene1697, Gene2740, Gene2226, Gene9290, Gene9852, Gene3132, Gene2279, Gene189, Gene9866, Gene5239, Gene4487, Gene5566, Gene5330, Gene3293, Gene2072, Gene2217, Gene6719, Gene8693, Gene1045, Gene5532, Gene3162, Gene7156, Gene3626, Gene5403, Gene3994, Gene4588, Gene9507, Gene7823, Gene106, Gene5304, Gene7429, Gene2588, Gene8082, Gene6436, Gene1209, Gene5232"
"8","41","Gene2851, Gene1060, Gene1886, Gene3551, Gene4618, Gene6915, Gene8841, Gene6986, Gene8115, Gene2400, Gene4017, Gene9116, Gene1390, Gene2544, Gene2610, Gene9667, Gene7358, Gene7868, Gene2962, Gene2356, Gene8268, Gene936, Gene9818, Gene8207, Gene5544, Gene7251, Gene3477, Gene6578, Gene7285, Gene2194, Gene5372, Gene900, Gene904, Gene2028, Gene4146, Gene9539, Gene4708, Gene3194, Gene3978, Gene9935, Gene1274"
"9","22","Gene2291, Gene2591, Gene6837, Gene8686, Gene1726, Gene4692, Gene4721, Gene8326, Gene1711, Gene6736, Gene6940, Gene1320, Gene3468, Gene5714, Gene4111, Gene8112, Gene1401, Gene1189, Gene7235, Gene6002, Gene6877, Gene6573"
"10","35","Gene5283, Gene7830, Gene1404, Gene7083, Gene226, Gene6227, Gene4279, Gene862, Gene471, Gene2042, Gene6365, Gene7808, Gene6474, Gene9351, Gene7579, Gene225, Gene2599, Gene763, Gene3638, Gene2140, Gene9436, Gene8048, Gene1321, Gene7570, Gene7276, Gene1074, Gene7171, Gene7503, Gene613, Gene6450, Gene3110, Gene8228, Gene150, Gene4231, Gene5774"
