"cluster","#genes","genes"
"79","30","Gene7443, Gene8179, Gene8052, Gene6126, Gene7597, Gene4438, Gene8258, Gene3408, Gene7320, Gene7515, Gene592, Gene5494, Gene9259, Gene660, Gene7994, Gene7340, Gene9591, Gene4138, Gene6415, Gene5185, Gene7136, Gene6636, Gene238, Gene226, Gene7446, Gene9916, Gene9258, Gene9985, Gene4716, Gene9780"
"13","27","Gene6343, Gene7887, Gene1703, Gene9656, Gene6256, Gene6999, Gene9396, Gene8216, Gene4941, Gene5040, Gene5249, Gene9376, Gene1060, Gene488, Gene9059, Gene4951, Gene8007, Gene6896, Gene5696, Gene695, Gene3315, Gene6764, Gene3705, Gene130, Gene8871, Gene3078, Gene2405"
"7","48","Gene3279, Gene118, Gene934, Gene6880, Gene2992, Gene1380, Gene7884, Gene853, Gene4528, Gene1956, Gene5020, Gene6099, Gene2777, Gene7758, Gene4580, Gene8195, Gene4607, Gene8781, Gene9415, Gene6163, Gene9553, Gene8393, Gene2747, Gene1369, Gene5604, Gene1724, Gene5672, Gene4400, Gene5539, Gene6604, Gene1892, Gene6448, Gene2521, Gene9729, Gene9084, Gene3656, Gene3600, Gene2821, Gene1026, Gene9855, Gene3340, Gene6547, Gene313, Gene6585, Gene6315, Gene7698, Gene3596, Gene9390"
"9","42","Gene9947, Gene5210, Gene1278, Gene5179, Gene3331, Gene9218, Gene7967, Gene1625, Gene4281, Gene7811, Gene3795, Gene8316, Gene4068, Gene8476, Gene2414, Gene79, Gene3999, Gene9202, Gene6650, Gene9320, Gene7457, Gene5445, Gene7357, Gene1492, Gene4218, Gene2051, Gene9496, Gene2550, Gene3047, Gene7258, Gene8755, Gene6467, Gene6694, Gene7918, Gene578, Gene8261, Gene4274, Gene7807, Gene6628, Gene5686, Gene5369, Gene3590"
"8","42","Gene5395, Gene9523, Gene6396, Gene4647, Gene8948, Gene1282, Gene6662, Gene6948, Gene9684, Gene2681, Gene5458, Gene3262, Gene4811, Gene3481, Gene1061, Gene4003, Gene8708, Gene1023, Gene7268, Gene1225, Gene6112, Gene4816, Gene4919, Gene4967, Gene7854, Gene1707, Gene4644, Gene5050, Gene1852, Gene616, Gene4930, Gene3604, Gene765, Gene8721, Gene4219, Gene5855, Gene7691, Gene6706, Gene6017, Gene3708, Gene1112, Gene7033"
"19","20","Gene3846, Gene3543, Gene3017, Gene6584, Gene5944, Gene1143, Gene3181, Gene5328, Gene4664, Gene1923, Gene7936, Gene4983, Gene1451, Gene4674, Gene4721, Gene5183, Gene855, Gene1125, Gene6412, Gene2626"
"14","24","Gene9015, Gene5279, Gene3725, Gene4724, Gene6983, Gene9103, Gene2724, Gene1732, Gene6546, Gene3902, Gene6153, Gene9287, Gene1980, Gene6477, Gene5259, Gene7818, Gene6521, Gene6548, Gene1847, Gene5181, Gene7824, Gene6869, Gene8226, Gene733"
"15","23","Gene5859, Gene6239, Gene4155, Gene3221, Gene1293, Gene2903, Gene8512, Gene3254, Gene4893, Gene3185, Gene1337, Gene8013, Gene4564, Gene7702, Gene9300, Gene859, Gene6251, Gene2994, Gene8979, Gene3701, Gene5184, Gene2723, Gene4938"
"11","31","Gene7259, Gene6829, Gene8654, Gene6688, Gene9783, Gene577, Gene9174, Gene5071, Gene1297, Gene2346, Gene5415, Gene2509, Gene7879, Gene6265, Gene1211, Gene128, Gene6837, Gene5158, Gene8404, Gene8270, Gene4434, Gene4472, Gene7103, Gene3065, Gene2825, Gene2290, Gene9324, Gene2306, Gene7711, Gene7637, Gene5363"
"12","31","Gene2261, Gene8106, Gene9247, Gene3257, Gene5783, Gene1222, Gene1491, Gene7849, Gene7002, Gene3252, Gene9397, Gene3608, Gene1603, Gene2595, Gene5297, Gene9260, Gene6228, Gene4091, Gene3024, Gene8347, Gene3111, Gene9447, Gene4115, Gene7314, Gene9191, Gene1775, Gene8850, Gene9393, Gene9014, Gene2506, Gene4074"
