"cluster","#genes","genes"
"1","94","Otx2, Cab39l, Kl, Cul4b, Clic6, Eef1a1, Gm6767, Stk39, Pcp4l1, Rbm47, Tpt1, Vat1l, Ttr, Prlr, Brwd3, Ezr, Fam81a, Tead1, Enpp2, Tpt1-ps3, Trpm3, Msx1, F5, Snora73b, Tbcel, Ap1s2, Mpp7, Sowahc, Npr3, Col9a3, Iqub, AF357399, Tbc1d9, Gm6170, Sgk3, Nqo1, Dab2, Rn7s1, Cdkn1c, Snora28, Ahcyl2, Spa17, Fam161a, Spag16, Prr32, Fsd1l, Gm26461, Ttc21a, Odc1, Spata6, Tpt1-ps5, Vwa3a, Gm5869, Nedd4, Gm13456, Prps2, Ccdc153, Eif4g2, Vamp8, Thumpd3, Slc2a12, Sh3bgrl, Car12, Mlf1, Cdr2, Lrriq1, Strip2, Msi2, Rdh5, Lars2, Lrrc23, Calml4, Kif27, Spef2, Cfap44, Snora30, Arl4a, Mospd1, Slc4a2, Rbp1, Cfap54, Sostdc1, Igf2, Sh3d19, Dstn, Foxj1, Ppp1r1b, Dynlrb2, Glis3, 2310030G06Rik, Ybx1, Casc1, Tmem72, Gm24245"
"2","44","Zbtb1, Ccdc106, Pak7, Hrasls, Mir9-3hg, Triobp, Syvn1, Rnf31, Ndufaf8, Lmbrd2, Adck2, Akain1, Nebl, Ebf1, Amigo2, Tmem167b, Smagp, Bcl2l11, Gm45499, Bmpr1b, Adrm1, Puf60, Rps19-ps8, Dclre1b, Snrpd2, Map6d1, Gm13127, Scaper, Arfgef3, Arnt, Rpl23a-ps5, Kcnj9, Gm16638, Cdk7, Sec24a, Gm5215, Wdr36, Rps18-ps1, Palmd, Prpf31, Xpo5, Fzd3, Ppp1r1a, Trappc1"
"3","45","Aldoc, Nap1l5, Phospho2, Hmga1-rs1, Tmem129, Tada3, Igsf1, Gad2, Adam15, Dnajc15, Tomm40, Pdzd7, Trappc5, Gm13226, Gm43435, Slc17a6, Hexim2, Sept6, Rpl21-ps3, Rbm3, Fah, Tekt5, Flcn, Dyrk2, Zeb1, Asb16, Acat3, Sh3bgrl2, Kti12, Irx3, Mpc1, Exosc9, Gm14296, Pi4k2a, Meis1, Gm12622, Rpl31-ps12, Comt, Slco3a1, Unc13c, Rb1cc1, Efcab2, Gm11979, Gm7079, Ppp2r5c"
"4","250","Adcyap1r1, Nkain2, 2610021A01Rik, Nlgn3, Zfhx3, Ano8, Gnpda2, Tkt, Coq10a, Esyt2, Rabep1, Ssr3, Pigk, Psmb6, Dusp6, Umps, Gm20620, Gstp1, Nampt, Zfp846, Csf1, Nsun2, Nipa1, Qpct, Gm15604, Mtss1, Lbr, Ogdh, Ccndbp1, Gm14407, Golgb1, Sf3b1, Kcnb2, Dennd5a, Gm7308, Apoo, Hdac10, Mcl1, Gm9354, Smg6, Zc3h7a, Gm7618, Hs3st4, Gm30023, Stat5b, Wdr75, Ifnar1, Pomt1, Eif5b, Tmem11, Tvp23b, Dnlz, Glra3, Faf1, Tmed7, Mrpl39, Asxl2, Lrp10, Stau1, Pygo1, Bcas2, Gm42522, Med25, Itm2a, Bhlhb9, Mlc1, Armcx4, Hnrnpa3, Cpped1, Kcnab2, Gm6433, Apba1, Acbd6, Ubxn7, Gm4761, Cited2, Gm10653, Gm28659, Pcdh19, Bok, Fbxl16, Rbm8a, Uvssa, Scap, Gm10126, Ddt, Nes, Fn3k, Stat2, Hnrnph2, Paqr8, Gm6807, Klhl8, Tmem55b, Impdh1, D1Ertd622e, Rps2-ps9, Mapk8ip2, Vhl, C130071C03Rik, Atp1b2, Slc41a1, Aatk, March2, Arhgap15, Axin2, Zfp148, Rps2-ps2, Wnk3, Pibf1, Mib2, Yif1a, Gm29201, Orc2, Thoc3, Gm15877, Pttg1, Lrch3, Tfb2m, Pcbd2, Tmem18, Gm6415, Marveld1, Nacc2, Tpd52l1, Trp53, Gm12110, Immt, Mbnl2, Xab2, Usp4, Impad1, S100a10, Tfe3, Stat5a, Zscan12, Eps15, Rab3b, Nt5m, Cd151, Zranb1, Mdm2, Gpr34, Ndufs7, Kcmf1, Mtss1l, Cep120, Uros, Med30, Fbxl20, Fam13a, Yipf5, Psen2, Garnl3, Prr13, Gm6344, Zfp1, Man1b1, Pias2, Nrsn2, Gm14044, Col1a2, Cdc42ep4, Atg2a, Soat1, Fezf2, Adam11, Maip1, Abhd18, Clock, Gm4459, Rmdn1, Gm12176, Gm1840, Gm19353, Tmem150c, Nlgn2, Acyp1, Dab2ip, Ttc14, Selenoo, Spon1, Gm7335, Pdzd8, Mapk1ip1, Gm12328, Uvrag, Gm37450, Gm10420, Gm10240, Tonsl, Hnrnpu, Ercc6, Adss, Fgfrl1, Ggt7, Paip1, Clip1, Samd4b, Selenop, Sap18, Kcnc1, Pcgf2, Zfp51, Srp54a.1, Gm26606, Gm42664, Nop14, Twistnb, Zic1, Gm16412, Gm19880, Gm8213, Aldh5a1, Ndn, Erp44, Mon2, Syt12, CAAA01180111.2, Dnm3, Gm5525, Mir7669, Psmf1, Spock2, Rpl29-ps2, Slc6a11, Gm11273, Tmod3, Med16, Tmem136, Gm5607, Wrap53, Rit2, Abl2, Gm26649, Gm1821, Zmat1, Gm12311, Cep63, Mtg1, Gm13981, RP23-424C4.8, Zdhhc14, Inpp4a, Gm10059, Ube2n, Arc, Pcmtd1, Usp31, Gabarap"
"5","72","Apod, Plp1, Cldn11, Mbp, Qk, Mobp, Cnp, Ermn, Fth1, Gfap, Mal, Trf, Cryab, Gng11, Tmcc3, Lpar1, Tspan2, Foxn3, Bcas1, Cpd, Plin3, Slc12a2, Prr5l, Ndrg1, Car2, Serpinb1a, Ugt8a, Gatm, Fnbp1, Plekhh1, Ttyh2, Myrf, Ccl6, Cers2, Sox2ot, Gpr37, Pacs2, Mag, Pip4k2a, Malat1, Erbin, Clmn, Pkp4, Zdhhc20, Wasf2, Trim59, Chd7, Gsn, Pbxip1, Wnk1, Tnfaip6, Scd2, Ppp1r14a, Mog, Myo6, Csrp1, Sox10, Lamp1, Tmem125, Fa2h, Itpk1, Fam172a, Plekhb1, Prkd3, Shtn1, Sh3glb1, Pde8a, Padi2, S100b, Wscd1, Cd82, Gm16106"
"6","209","Rpl19-ps9, Gm44261, Rab22a, Lrfn4, Mllt1, Tcerg1, Ints8, Elovl6, Smpd4, B230209E15Rik, Hsd17b4, Cacul1, Gm2830, Gmeb2, Vars, Rps11-ps4, Cycs-ps2, Ccdc175, Gm26759, Vwa8, B4galt2, Slc39a3, 1110004E09Rik, Ttc39c, Cmc4, BC003965, Gm7117, Abi2, Extl3, Abcb8, Anapc11, Ostc, Zfp219, Gm15531, Erlin2, Mrpl54, C1qa, Crmp1, Gm9013, Psmd12, Lypd1, Lrrc75a, Capn2, Gm10053, Pitpnm2, Sppl3, Gm20430, Gm14279, Oaz1-ps, Gm44978, Bola1, Pnn, Magi1, Frmd4b, Anapc1, 2810006K23Rik, Galnt10, Clcn3, Auh, Spire1, Unc5d, Clip4, Ppp2r2c, Gm11625, Mb21d2, Pcnx3, Ddx18, Robo1, 9130024F11Rik, Ccnt1, Slc7a1, Endod1, Dgat2, A230006K03Rik, Abl1, Pcyt1b, Gmeb1, Gm12174, Tmem86a, Cep290, Rnf34, Mapk8, Wrb, Atxn2l, Fam20b, Tagap, Dr1, Snrpg, Nelfcd, Bmyc, Stab2, Mtif3, Gm7287, Mpv17, Gm15131, Msrb2, B3galt1, Tpr, Sacs, Lypla2, Gm6444, Slc35f1, Rala, Rfk, Cdk5rap3, Cplx1, Rps11-ps2, Zkscan1, Lgals8, Cyp51, Tbck, Ikzf5, Nadk, Tmeff2, Gtf3c4, Ankrd17, Ctbs, Rsrc2, Galnt18, Gtf2ird1, Clns1a, RP23-2N7.4, Gm27178, Ndufc2, Rpl13a-ps1, Orai3, Slc25a19, Fnbp1l, Rapgef2, D8Ertd738e, Slc35e1, 5730455P16Rik, Gm6921, Ccm2, Gm13140, Gm15349, Zc3h12b, Sox4, Clta, Rmdn3, Trappc8, Sik3, Gm12466, Lrrc4c, Nfasc, Carmil1, Gm8317, Scn8a, Gm29257, Mthfs, Cpox, Isg20l2, Col6a2, Auts2, Gm5069, Chst8, Ckb-ps1, Clic5, Hhex, Ankrd24, Gm9899, Macrod1, Caskin1, Lamtor5, Gm6394, Ss18l1, Idnk, Gys1, Hnrnpc, Cd2bp2, Gm16238, Kcna1, Vps4a, Oxct1, Map3k10, Socs5, Dync2li1, Fam192a, Snhg15, Pcgf3, Tspan17, Gm13340, Terf2ip, Dctn4, Chd5, Kbtbd4, Prpf18, Mitf, Celsr2, Gm12691, Gon4l, Zkscan3, Rps23, Prrg3, Itpr2, Mcfd2, Elmod1, Prkaca, Hspa14, B4galt6, C230062I16Rik, Sar1b, Rpp14, Prnp, Cir1, Pomgnt2, Srsf5, Rps11-ps3, Sec61a1"
"7","122","Unc50, Nt5c3b, 2210408F21Rik, Plpp6, Plch2, Scnm1, Pcnp, Exoc2, Rptor, Utp6, Shd, Mocs2, Bptf, Olfml3, Degs2, Mrps2, Eif2b1, Fam219b, Snip1, 4932438A13Rik, Lix1, Gm43437, Hcfc1, Bcl2l1, Trhde, Tef, Enoph1, Pank2, Pick1, Gatsl2, Dars, Rasgrp2, Gm1976, Nkain4, Zfp945, Ing2, Fam104a, Gm8523, Dhx38, Gm20111, S100a13, Stk10, Magee1, Tbl2, Ctif, Foxk1, Appbp2, Slc7a14, Nup153, Dgkq, Cramp1l, Akirin1, Vtn, Tstd3, Tmem39a, Bap1, Rgs8, Mbd3, D130020L05Rik, Opa3, Ttc1, Kiss1r, Kctd9, Gm12389, Sulf2, Ablim2, Prkaa2, Thumpd1, Slit3, Atrx, Max, Adam10, Fam45a, Dagla, Mtx2, Gm8304, Ttbk2, Gm43649, Ppp2r3c, Emg1, Rcor3, Begain, March9, Herc1, Gm11970, Glce, Zcchc6, Rgs10, Rbm24, Ccdc97, Adgrl1, Coq2, Gcdh, Unc80, Gm37720, Plxna4, Gm12341, Srr, Oat, Gm10012, 2810002D19Rik, Zfp937, Cdkl1, Eps15l1, Ptk7, Clk1, Erp29, Lamtor3, Khdrbs2, Gm15661, Fip1l1, Ankhd1, Rexo4, Atn1, Hrh1, Zbtb17, Slc5a6, Tsen2, Gm17994, Fam65b, Lgr4, Gcc1"
"8","35","Zfp867, Il1rapl1, Gm44389, Gm14416, Sec16a, 2210418O10Rik, Rpl35a-ps2, Mr1, Caly, Aftph, Fbxo44, Gabpa, Zfyve9, Sdc3, Srm, Itga4, Trappc11, Tyro3, Micu3, Blvra, Dcaf10, Dnajc14, Rprd2, Aox1, Trappc3, Slc1a4, Coasy, Wwox, Dda1, Vps18, Gm3695, Tdp2, Gm18959, Ankrd10, Srgap3"
"9","143","Ssbp2, Ric8b, Lyrm1, Dapk1, Ndufs3, Gga3, Akirin2, Dopey1, Impa1, Slc35f3, Chordc1, Prmt8, Btg1, Rnf111, Msl3, Gm9347, Ccny, RP24-502M22.1, Brcc3, Larp6, Lyrm4, Crebzf, Tbce, A530058N18Rik, Gcc2, Sirt1, Gfm2, A830039N20Rik, St8sia1, Cd83, Hivep1, Ap1b1, Rere, Med19, Mllt10, Pdpr, Katnal2, Ctcf, Tmem126b, Slu7, Ell2, Zfp251, Zyg11b, Efnb1, Gm16089, Alg14, Rasal1, Ptprr, Pcdh10, Edem3, Rfwd2, Pycrl, Bcl7b, Gar1, Tnks1bp1, Gm16060, Ncald, Erdr1, Gxylt1, Gnai3, Exoc4, Olfr982, Scarb1, Sod2, Agk, Ppp1r12a, Rsf1, Chmp4b, Slc25a15, Cse1l, Inha, RP24-219P17.8, Got2, Ddhd2, Mink1, Apbb2, Atg16l1, Bex2, Gm12034, Gm11281, Gm11873, Aatf, Gm11836, Inpp5k, B4galt5, Trim33, Zfp628, Anks1b, Nf2, Asb8, Epc1, Mdm4-ps, Acat1, Gm28530, Gm42480, Psmg2, Frg1, Zfas1, Gp1bb, Rpl27-ps3, Tmem147, Gm15946, Fut9, Adhfe1, Adat3, Etfa, Rcc1l, Rph3a, Pcdh7, Mrps10, Lmtk2, Rnf44, Actr3, Atp13a1, Gm16585, Khdrbs1, Cetn3, Arl5b, Osbpl5, Lsm5, Dnal1, Polr2k, Itgam, RP23-6C18.3, Nolc1, Wsb1, Alg5, Fam126b, Ceacam5, Camta1, Eapp, Wasl, Pomp, Mkl2, Tmem189, Foxj3, RP24-275P22.2, Neurod1, Vamp7, Mapk7, Gpr89, RP23-261O3.5, Trib2"
"10","69","Kif26b, Abcb10, Wnt7a, Atp2b3, Cdc5l, Sord, Pex6, Ppp1r18, C530008M17Rik, Cntnap2, Zbtb4, Utp11, Dkkl1, Trim7, Atp8b2, Ccdc127, Tipin, Gm43444, Tmem132c, Sdc2, Fnbp4, Vegfb, Tmem106c, 1110051M20Rik, Zfyve27, Cdk18, Pgr, Tepsin, Tmem184b, Echdc1, Metrn, Ireb2, Gm5421, Hmg20b, Coro7, Crot, Rsbn1, Pak2, Mfap1a, Ngrn, Gm5272, Atf4, Khnyn, Kdm6b, Bag6, Gm13392, Polm, Man2a2, Cenpo, Inppl1, Uqcc3, Acvr1b, Scp2-ps2, Numbl, Sdhaf1, Klf16, Psmd1, Ppm1h, Pxdc1, Mpp3, Gm7351, Vps16, Gm4767, Slc16a2, Arhgef3, Pwwp2a, Gm14237, Ccdc186, Gm42933"
