"cluster","#genes","genes"
"1","61","Gene3110, Gene2284, Gene1223, Gene5431, Gene6952, Gene457, Gene9959, Gene1719, Gene2023, Gene4669, Gene381, Gene8853, Gene9993, Gene8252, Gene3074, Gene8735, Gene4353, Gene4326, Gene154, Gene5983, Gene8993, Gene9449, Gene32, Gene7549, Gene7421, Gene6743, Gene1951, Gene4885, Gene6615, Gene9071, Gene6823, Gene4294, Gene9133, Gene5222, Gene888, Gene3406, Gene729, Gene9106, Gene4127, Gene1067, Gene8257, Gene6214, Gene6571, Gene9688, Gene241, Gene3239, Gene1359, Gene4264, Gene8643, Gene1434, Gene3292, Gene6747, Gene8694, Gene8405, Gene3078, Gene3191, Gene1477, Gene3643, Gene5584, Gene1341, Gene2031"
"2","91","Gene95, Gene8640, Gene3202, Gene4706, Gene5103, Gene185, Gene5619, Gene6134, Gene6643, Gene3291, Gene4607, Gene6107, Gene1403, Gene2460, Gene8080, Gene3246, Gene9518, Gene9472, Gene8411, Gene2405, Gene2719, Gene9165, Gene8330, Gene8395, Gene9298, Gene5888, Gene7337, Gene8221, Gene3826, Gene6265, Gene1313, Gene9779, Gene5580, Gene9303, Gene9746, Gene3094, Gene5684, Gene1999, Gene3549, Gene213, Gene4079, Gene1266, Gene1797, Gene388, Gene5239, Gene3937, Gene5449, Gene4794, Gene5326, Gene1911, Gene5683, Gene250, Gene9281, Gene3212, Gene3720, Gene6307, Gene1698, Gene5004, Gene6343, Gene4530, Gene9757, Gene5897, Gene1461, Gene5800, Gene5289, Gene8483, Gene2419, Gene7231, Gene1967, Gene1265, Gene9895, Gene8, Gene5308, Gene1551, Gene6224, Gene7173, Gene7159, Gene8152, Gene1877, Gene7216, Gene8973, Gene4996, Gene78, Gene9433, Gene944, Gene714, Gene2935, Gene3272, Gene7924, Gene8176, Gene8174"
"3","93","Gene7878, Gene8540, Gene956, Gene7839, Gene5754, Gene6566, Gene4260, Gene5306, Gene3395, Gene8519, Gene484, Gene1624, Gene4808, Gene9249, Gene1878, Gene5443, Gene2035, Gene2279, Gene9260, Gene7433, Gene818, Gene9018, Gene8320, Gene3503, Gene8987, Gene626, Gene9365, Gene107, Gene5610, Gene6908, Gene8745, Gene3541, Gene4379, Gene306, Gene1705, Gene249, Gene3031, Gene1374, Gene3132, Gene3151, Gene7791, Gene1047, Gene223, Gene9045, Gene8063, Gene890, Gene3796, Gene4115, Gene900, Gene721, Gene1690, Gene9442, Gene856, Gene4697, Gene5255, Gene685, Gene8765, Gene2944, Gene1382, Gene8212, Gene4620, Gene8722, Gene3526, Gene4652, Gene2444, Gene7778, Gene3364, Gene4176, Gene8139, Gene7459, Gene6540, Gene49, Gene4939, Gene5793, Gene8956, Gene741, Gene9523, Gene6764, Gene5029, Gene6217, Gene7871, Gene327, Gene1836, Gene1787, Gene3705, Gene4982, Gene2037, Gene204, Gene929, Gene6406, Gene2618, Gene9410, Gene5992"
"4","57","Gene6950, Gene3702, Gene6587, Gene8094, Gene538, Gene3701, Gene4787, Gene5837, Gene6196, Gene9324, Gene2667, Gene4636, Gene6255, Gene4584, Gene6465, Gene2605, Gene1984, Gene8336, Gene161, Gene2558, Gene7453, Gene6481, Gene6897, Gene5945, Gene5907, Gene1800, Gene1149, Gene238, Gene1537, Gene4992, Gene1402, Gene9142, Gene3523, Gene784, Gene1821, Gene2606, Gene6424, Gene6987, Gene8344, Gene4224, Gene1579, Gene551, Gene6071, Gene8299, Gene6471, Gene6368, Gene4029, Gene2372, Gene1521, Gene4146, Gene2261, Gene2453, Gene3232, Gene4201, Gene7146, Gene3898, Gene6260"
"5","57","Gene4157, Gene5845, Gene9178, Gene3184, Gene3064, Gene4830, Gene3820, Gene3548, Gene8030, Gene7692, Gene5841, Gene2672, Gene9160, Gene4144, Gene7274, Gene2229, Gene6971, Gene449, Gene9691, Gene2708, Gene4814, Gene9865, Gene7097, Gene8550, Gene3798, Gene3030, Gene2864, Gene1438, Gene6101, Gene6412, Gene3499, Gene6559, Gene2102, Gene2873, Gene9043, Gene5928, Gene6877, Gene6712, Gene3176, Gene9975, Gene9246, Gene9169, Gene5283, Gene8187, Gene5349, Gene1329, Gene5579, Gene5923, Gene778, Gene9020, Gene5591, Gene2963, Gene3862, Gene4358, Gene6097, Gene5432, Gene8689"
"6","32","Gene5551, Gene1677, Gene8693, Gene5918, Gene3011, Gene838, Gene6596, Gene8568, Gene3085, Gene7993, Gene1106, Gene9483, Gene2204, Gene9191, Gene7310, Gene2566, Gene9481, Gene2415, Gene4616, Gene6333, Gene8333, Gene7688, Gene825, Gene8229, Gene3086, Gene6186, Gene1404, Gene6488, Gene7747, Gene5954, Gene4715, Gene695"
"7","53","Gene1183, Gene6454, Gene8934, Gene4668, Gene8996, Gene1474, Gene2120, Gene7208, Gene8989, Gene7729, Gene8340, Gene3756, Gene7217, Gene7583, Gene8526, Gene463, Gene2729, Gene6674, Gene9337, Gene7849, Gene5669, Gene7174, Gene6951, Gene6839, Gene5732, Gene5645, Gene1125, Gene9412, Gene1297, Gene824, Gene8932, Gene4681, Gene2160, Gene581, Gene5644, Gene9815, Gene7233, Gene5804, Gene4850, Gene9936, Gene1022, Gene495, Gene6859, Gene6035, Gene924, Gene8588, Gene5399, Gene487, Gene9843, Gene8856, Gene8696, Gene5608, Gene7504"
"8","27","Gene7982, Gene4341, Gene5906, Gene2922, Gene7020, Gene6870, Gene7999, Gene1730, Gene4129, Gene3369, Gene1754, Gene8404, Gene423, Gene1479, Gene1631, Gene7699, Gene6518, Gene3533, Gene3519, Gene2359, Gene5935, Gene5820, Gene8574, Gene7439, Gene5990, Gene7775, Gene1157"
"9","31","Gene5362, Gene9457, Gene3290, Gene2512, Gene9, Gene2126, Gene3375, Gene8921, Gene5728, Gene6900, Gene1546, Gene9222, Gene3244, Gene2583, Gene960, Gene9577, Gene1185, Gene1673, Gene9790, Gene3468, Gene4487, Gene8183, Gene2058, Gene7123, Gene1706, Gene1542, Gene5474, Gene9575, Gene9082, Gene5020, Gene8492"
"10","29","Gene125, Gene4203, Gene3941, Gene877, Gene4167, Gene7515, Gene7189, Gene5475, Gene6979, Gene9891, Gene3384, Gene3594, Gene7401, Gene4617, Gene3972, Gene5227, Gene3909, Gene1945, Gene1687, Gene1695, Gene8457, Gene7558, Gene4463, Gene3006, Gene7698, Gene2448, Gene6350, Gene3742, Gene9591"
