"cluster","#genes","genes"
"1","40","Gene1759, Gene9013, Gene9815, Gene7710, Gene4048, Gene7952, Gene6229, Gene5939, Gene5511, Gene269, Gene3163, Gene9185, Gene5886, Gene3334, Gene3851, Gene6050, Gene3621, Gene3437, Gene3695, Gene5449, Gene3473, Gene9857, Gene9586, Gene7177, Gene2580, Gene9866, Gene1962, Gene7144, Gene9944, Gene8915, Gene1414, Gene6527, Gene4229, Gene9897, Gene8426, Gene2449, Gene7733, Gene2144, Gene9870, Gene1883"
"2","121","Gene3302, Gene789, Gene4752, Gene3523, Gene6285, Gene9199, Gene1881, Gene8184, Gene8770, Gene9488, Gene3836, Gene8753, Gene9757, Gene8563, Gene9636, Gene5745, Gene7477, Gene6195, Gene8589, Gene2949, Gene4209, Gene293, Gene9256, Gene7217, Gene9533, Gene634, Gene6706, Gene8388, Gene6574, Gene7939, Gene9597, Gene460, Gene3883, Gene8440, Gene8726, Gene3079, Gene1476, Gene9986, Gene8423, Gene2997, Gene9131, Gene6966, Gene9818, Gene2675, Gene5261, Gene2163, Gene6020, Gene2959, Gene6988, Gene5545, Gene2836, Gene8526, Gene1146, Gene2767, Gene1897, Gene3315, Gene8766, Gene6622, Gene6840, Gene4063, Gene267, Gene7774, Gene6664, Gene4357, Gene4022, Gene9909, Gene4994, Gene3876, Gene5542, Gene9194, Gene8329, Gene5553, Gene6137, Gene378, Gene7088, Gene557, Gene5308, Gene5623, Gene9371, Gene1906, Gene5050, Gene8226, Gene7844, Gene2513, Gene9493, Gene21, Gene9457, Gene6421, Gene7972, Gene8055, Gene898, Gene8969, Gene3361, Gene9260, Gene6930, Gene1850, Gene2801, Gene8327, Gene6929, Gene8688, Gene8923, Gene6370, Gene5539, Gene4244, Gene6784, Gene9903, Gene7090, Gene540, Gene6012, Gene1375, Gene9367, Gene7926, Gene2203, Gene5027, Gene6880, Gene6099, Gene2528, Gene5115, Gene9755, Gene955, Gene6004"
"3","134","Gene5730, Gene6435, Gene3815, Gene523, Gene650, Gene2806, Gene6816, Gene8435, Gene4183, Gene4749, Gene9337, Gene8971, Gene1010, Gene1329, Gene5334, Gene9139, Gene2566, Gene2503, Gene4707, Gene1289, Gene714, Gene1871, Gene1753, Gene5832, Gene8059, Gene1079, Gene92, Gene2177, Gene394, Gene1787, Gene4036, Gene5147, Gene7151, Gene2187, Gene4823, Gene1960, Gene5321, Gene1452, Gene1608, Gene2083, Gene7337, Gene1081, Gene4651, Gene847, Gene6116, Gene1935, Gene6422, Gene6038, Gene2620, Gene1114, Gene2666, Gene7357, Gene5377, Gene8887, Gene6833, Gene7663, Gene7866, Gene3086, Gene4539, Gene8680, Gene1180, Gene2074, Gene8906, Gene8485, Gene5431, Gene572, Gene1293, Gene4718, Gene9558, Gene410, Gene1125, Gene9890, Gene6861, Gene8855, Gene8305, Gene7717, Gene3797, Gene5014, Gene6130, Gene9064, Gene4851, Gene3108, Gene2766, Gene2212, Gene8034, Gene292, Gene8631, Gene6410, Gene4869, Gene3266, Gene2236, Gene3985, Gene9441, Gene4023, Gene1767, Gene6942, Gene2409, Gene7375, Gene4193, Gene1567, Gene6134, Gene8413, Gene4795, Gene979, Gene6120, Gene7573, Gene7297, Gene1350, Gene6554, Gene3691, Gene3359, Gene7527, Gene7084, Gene1358, Gene9977, Gene8445, Gene8294, Gene5860, Gene4264, Gene6103, Gene7689, Gene7696, Gene4029, Gene6766, Gene6560, Gene2200, Gene7594, Gene8760, Gene2837, Gene2202, Gene1609, Gene8438, Gene4399, Gene8362"
"4","21","Gene5805, Gene494, Gene612, Gene9496, Gene7799, Gene961, Gene2287, Gene1009, Gene6106, Gene3422, Gene4095, Gene3237, Gene5324, Gene6572, Gene4706, Gene8606, Gene1950, Gene9856, Gene1505, Gene1549, Gene8373"
"5","20","Gene2363, Gene8499, Gene6325, Gene5087, Gene9832, Gene5856, Gene9445, Gene6858, Gene6031, Gene361, Gene780, Gene2340, Gene5908, Gene1359, Gene4822, Gene5173, Gene6579, Gene9520, Gene4806, Gene2850"
"6","31","Gene1235, Gene5928, Gene3873, Gene902, Gene4890, Gene819, Gene2642, Gene289, Gene1708, Gene9695, Gene9951, Gene7154, Gene484, Gene9970, Gene276, Gene2980, Gene816, Gene697, Gene3119, Gene4507, Gene2194, Gene7319, Gene4281, Gene3238, Gene8590, Gene5595, Gene1939, Gene2865, Gene1057, Gene6019, Gene2176"
"7","51","Gene9700, Gene3459, Gene569, Gene5080, Gene3548, Gene9770, Gene8102, Gene1485, Gene7580, Gene1258, Gene5696, Gene2089, Gene2316, Gene5946, Gene2950, Gene9062, Gene2747, Gene5368, Gene3823, Gene6756, Gene7680, Gene3125, Gene229, Gene504, Gene2070, Gene591, Gene5104, Gene7424, Gene7857, Gene49, Gene640, Gene2648, Gene1919, Gene6399, Gene8638, Gene6790, Gene8228, Gene1979, Gene9149, Gene777, Gene6284, Gene7021, Gene662, Gene587, Gene1137, Gene5476, Gene752, Gene5292, Gene7483, Gene5353, Gene3525"
"8","29","Gene5724, Gene2470, Gene2396, Gene8284, Gene7358, Gene8314, Gene8097, Gene4536, Gene4650, Gene8450, Gene8109, Gene5236, Gene1692, Gene2689, Gene5171, Gene2602, Gene3773, Gene5053, Gene5608, Gene1725, Gene395, Gene6381, Gene2371, Gene7158, Gene3907, Gene3347, Gene6358, Gene4629, Gene40"
"9","58","Gene9249, Gene7869, Gene1997, Gene3051, Gene1969, Gene8543, Gene2574, Gene3720, Gene3982, Gene8463, Gene3060, Gene3140, Gene6697, Gene306, Gene1043, Gene4350, Gene7871, Gene5644, Gene111, Gene5402, Gene706, Gene3637, Gene2752, Gene6670, Gene8681, Gene1676, Gene9297, Gene8465, Gene5849, Gene2611, Gene2841, Gene4680, Gene4983, Gene5057, Gene6750, Gene3314, Gene2826, Gene9759, Gene4844, Gene7432, Gene3228, Gene5347, Gene2130, Gene6075, Gene4845, Gene321, Gene9316, Gene5801, Gene1770, Gene5495, Gene6829, Gene1108, Gene3689, Gene3610, Gene4727, Gene9710, Gene5490, Gene8963"
"10","67","Gene6475, Gene1477, Gene3715, Gene8663, Gene7310, Gene8839, Gene5742, Gene9044, Gene262, Gene6736, Gene8692, Gene142, Gene2942, Gene8301, Gene6643, Gene9908, Gene2860, Gene1291, Gene4416, Gene5335, Gene4053, Gene8694, Gene6666, Gene4375, Gene5277, Gene8984, Gene152, Gene8675, Gene2058, Gene7953, Gene8961, Gene6265, Gene7508, Gene4198, Gene1683, Gene5434, Gene5209, Gene2339, Gene5341, Gene5510, Gene7101, Gene8552, Gene5371, Gene7909, Gene7709, Gene7032, Gene8763, Gene6724, Gene5613, Gene5415, Gene402, Gene2493, Gene8323, Gene195, Gene8436, Gene7667, Gene8192, Gene5555, Gene3031, Gene9259, Gene6927, Gene1686, Gene1428, Gene3781, Gene4213, Gene6508, Gene5554"
"11","40","Gene205, Gene884, Gene6513, Gene6445, Gene952, Gene9965, Gene2291, Gene3701, Gene6744, Gene2219, Gene408, Gene1782, Gene7495, Gene869, Gene8200, Gene8899, Gene959, Gene3113, Gene4104, Gene4277, Gene2263, Gene2012, Gene310, Gene1101, Gene7895, Gene6549, Gene7734, Gene2564, Gene4232, Gene1791, Gene1209, Gene9184, Gene7900, Gene3388, Gene9600, Gene6904, Gene6870, Gene5657, Gene7170, Gene4164"
