,col,#genes,genes
0,V1,51,"['ENSMUSG00000052609', 'ENSMUSG00000046961', 'ENSMUSG00000054263', 'ENSMUSG00000059323', 'ENSMUSG00000045193', 'ENSMUSG00000025092', 'ENSMUSG00000116409', 'ENSMUSG00000042320', 'ENSMUSG00000055725', 'ENSMUSG00000032186', 'ENSMUSG00000034959', 'ENSMUSG00000042121', 'ENSMUSG00000040350', 'ENSMUSG00000052783', 'ENSMUSG00000000673', 'ENSMUSG00000026589', 'ENSMUSG00000038605', 'ENSMUSG00000059336', 'ENSMUSG00000020546', 'ENSMUSG00000024018', 'ENSMUSG00000000244', 'ENSMUSG00000037995', 'ENSMUSG00000030322', 'ENSMUSG00000037134', 'ENSMUSG00000033703', 'ENSMUSG00000038692', 'ENSMUSG00000087406', 'ENSMUSG00000048897', 'ENSMUSG00000026556', 'ENSMUSG00000044068', 'ENSMUSG00000085971', 'ENSMUSG00000056418', 'ENSMUSG00000109715', 'ENSMUSG00000025494', 'ENSMUSG00000034245', 'ENSMUSG00000039852', 'ENSMUSG00000041762', 'ENSMUSG00000070304', 'ENSMUSG00000048905', 'ENSMUSG00000034848', 'ENSMUSG00000041528', 'ENSMUSG00000072762', 'ENSMUSG00000023072', 'ENSMUSG00000022504', 'ENSMUSG00000037318', 'ENSMUSG00000049232', 'ENSMUSG00000000732', 'ENSMUSG00000022358', 'ENSMUSG00000089815', 'ENSMUSG00000056014', 'ENSMUSG00000030468']"
1,V10,235,"['ENSMUSG00000032584', 'ENSMUSG00000081979', 'ENSMUSG00000013367', 'ENSMUSG00000040554', 'ENSMUSG00000078776', 'ENSMUSG00000090307', 'ENSMUSG00000112711', 'ENSMUSG00000103921', 'ENSMUSG00000077239', 'ENSMUSG00000086190', 'ENSMUSG00000020787', 'ENSMUSG00000096296', 'ENSMUSG00000104030', 'ENSMUSG00000020812', 'ENSMUSG00000098483', 'ENSMUSG00000110751', 'ENSMUSG00000082032', 'ENSMUSG00000105728', 'ENSMUSG00000084935', 'ENSMUSG00000097891', 'ENSMUSG00000112148', 'ENSMUSG00000025409', 'ENSMUSG00000050150', 'ENSMUSG00000074344', 'ENSMUSG00000102300', 'ENSMUSG00000090101', 'ENSMUSG00000030173', 'ENSMUSG00000097072', 'ENSMUSG00000082436', 'ENSMUSG00000105356', 'ENSMUSG00000046650', 'ENSMUSG00000102293', 'ENSMUSG00000079356', 'ENSMUSG00000107362', 'ENSMUSG00000030178', 'ENSMUSG00000076030', 'ENSMUSG00000091575', 'ENSMUSG00000041741', 'ENSMUSG00000082936', 'ENSMUSG00000084368', 'ENSMUSG00000020401', 'ENSMUSG00000053646', 'ENSMUSG00000089146', 'ENSMUSG00000061462', 'ENSMUSG00000033029', 'ENSMUSG00000006948', 'ENSMUSG00000098184', 'ENSMUSG00000086913', 'ENSMUSG00000045392', 'ENSMUSG00000114769', 'ENSMUSG00000104337', 'ENSMUSG00000027676', 'ENSMUSG00000113735', 'ENSMUSG00000094484', 'ENSMUSG00000043036', 'ENSMUSG00000112328', 'ENSMUSG00000115373', 'ENSMUSG00000065089', 'ENSMUSG00000098447', 'ENSMUSG00000047643', 'ENSMUSG00000117369', 'ENSMUSG00000045053', 'ENSMUSG00000051703', 'ENSMUSG00000041096', 'ENSMUSG00000022899', 'ENSMUSG00000032332', 'ENSMUSG00000109784', 'ENSMUSG00000095710', 'ENSMUSG00000114707', 'ENSMUSG00000058254', 'ENSMUSG00000093385', 'ENSMUSG00000105221', 'ENSMUSG00000028613', 'ENSMUSG00000101135', 'ENSMUSG00000107845', 'ENSMUSG00000046991', 'ENSMUSG00000086813', 'ENSMUSG00000104342', 'ENSMUSG00000082202', 'ENSMUSG00000086150', 'ENSMUSG00000061798', 'ENSMUSG00000110174', 'ENSMUSG00000071317', 'ENSMUSG00000087484', 'ENSMUSG00000045790', 'ENSMUSG00000086670', 'ENSMUSG00000003134', 'ENSMUSG00000034427', 'ENSMUSG00000111935', 'ENSMUSG00000075286', 'ENSMUSG00000033439', 'ENSMUSG00000097021', 'ENSMUSG00000030757', 'ENSMUSG00000099003', 'ENSMUSG00000116697', 'ENSMUSG00000107227', 'ENSMUSG00000040118', 'ENSMUSG00000093803', 'ENSMUSG00000111600', 'ENSMUSG00000111792', 'ENSMUSG00000087898', 'ENSMUSG00000075609', 'ENSMUSG00000105226', 'ENSMUSG00000089659', 'ENSMUSG00000066952', 'ENSMUSG00000036636', 'ENSMUSG00000089571', 'ENSMUSG00000048502', 'ENSMUSG00000112528', 'ENSMUSG00000082028', 'ENSMUSG00000025491', 'ENSMUSG00000024137', 'ENSMUSG00000101279', 'ENSMUSG00000085733', 'ENSMUSG00000104698', 'ENSMUSG00000113889', 'ENSMUSG00000107750', 'ENSMUSG00000088226', 'ENSMUSG00000111064', 'ENSMUSG00000111116', 'ENSMUSG00000073409', 'ENSMUSG00000082342', 'ENSMUSG00000074336', 'ENSMUSG00000104226', 'ENSMUSG00000116987', 'ENSMUSG00000101698', 'ENSMUSG00000046793', 'ENSMUSG00000107271', 'ENSMUSG00000026958', 'ENSMUSG00000112023', 'ENSMUSG00000098140', 'ENSMUSG00000055413', 'ENSMUSG00000105707', 'ENSMUSG00000084433', 'ENSMUSG00000039653', 'ENSMUSG00000087132', 'ENSMUSG00000001946', 'ENSMUSG00000068263', 'ENSMUSG00000114055', 'ENSMUSG00000025372', 'ENSMUSG00000108154', 'ENSMUSG00000065725', 'ENSMUSG00000087252', 'ENSMUSG00000028028', 'ENSMUSG00000028327', 'ENSMUSG00000103970', 'ENSMUSG00000086695', 'ENSMUSG00000082676', 'ENSMUSG00000116226', 'ENSMUSG00000086860', 'ENSMUSG00000023795', 'ENSMUSG00000099068', 'ENSMUSG00000113041', 'ENSMUSG00000086693', 'ENSMUSG00000044350', 'ENSMUSG00000097767', 'ENSMUSG00000003184', 'ENSMUSG00000049109', 'ENSMUSG00000083055', 'ENSMUSG00000107955', 'ENSMUSG00000095730', 'ENSMUSG00000102764', 'ENSMUSG00000092595', 'ENSMUSG00000067571', 'ENSMUSG00000103867', 'ENSMUSG00000034837', 'ENSMUSG00000111737', 'ENSMUSG00000031445', 'ENSMUSG00000090202', 'ENSMUSG00000039431', 'ENSMUSG00000020785', 'ENSMUSG00000086628', 'ENSMUSG00000113766', 'ENSMUSG00000106186', 'ENSMUSG00000020836', 'ENSMUSG00000104018', 'ENSMUSG00000109638', 'ENSMUSG00000091631', 'ENSMUSG00000031441', 'ENSMUSG00000082405', 'ENSMUSG00000113459', 'ENSMUSG00000054978', 'ENSMUSG00000094286', 'ENSMUSG00000110717', 'ENSMUSG00000097572', 'ENSMUSG00000032297', 'ENSMUSG00000100798', 'ENSMUSG00000022721', 'ENSMUSG00000024347', 'ENSMUSG00000110415', 'ENSMUSG00000117575', 'ENSMUSG00000098320', 'ENSMUSG00000060550', 'ENSMUSG00000038180', 'ENSMUSG00000035835', 'ENSMUSG00000099204', 'ENSMUSG00000045934', 'ENSMUSG00000082088', 'ENSMUSG00000110127', 'ENSMUSG00000097048', 'ENSMUSG00000103706', 'ENSMUSG00000085148', 'ENSMUSG00000105374', 'ENSMUSG00000093052', 'ENSMUSG00000108388', 'ENSMUSG00000102599', 'ENSMUSG00000064390', 'ENSMUSG00000039194', 'ENSMUSG00000112719', 'ENSMUSG00000082214', 'ENSMUSG00000032198', 'ENSMUSG00000105392', 'ENSMUSG00000114165', 'ENSMUSG00000101746', 'ENSMUSG00000102874', 'ENSMUSG00000111965', 'ENSMUSG00000057722', 'ENSMUSG00000068452', 'ENSMUSG00000076839', 'ENSMUSG00000086442', 'ENSMUSG00000109317', 'ENSMUSG00000109680', 'ENSMUSG00000082424', 'ENSMUSG00000032323', 'ENSMUSG00000108484', 'ENSMUSG00000010097', 'ENSMUSG00000102151', 'ENSMUSG00000102336', 'ENSMUSG00000108060', 'ENSMUSG00000107050', 'ENSMUSG00000103149', 'ENSMUSG00000088151', 'ENSMUSG00000077457', 'ENSMUSG00000095961', 'ENSMUSG00000037974']"
2,V11,124,"['ENSMUSG00000082394', 'ENSMUSG00000001739', 'ENSMUSG00000028177', 'ENSMUSG00000037594', 'ENSMUSG00000059149', 'ENSMUSG00000117502', 'ENSMUSG00000086245', 'ENSMUSG00000056174', 'ENSMUSG00000111485', 'ENSMUSG00000113858', 'ENSMUSG00000085024', 'ENSMUSG00000053044', 'ENSMUSG00000079247', 'ENSMUSG00000036957', 'ENSMUSG00000108365', 'ENSMUSG00000074881', 'ENSMUSG00000097595', 'ENSMUSG00000109305', 'ENSMUSG00000080730', 'ENSMUSG00000115194', 'ENSMUSG00000049929', 'ENSMUSG00000107758', 'ENSMUSG00000050530', 'ENSMUSG00000099773', 'ENSMUSG00000104241', 'ENSMUSG00000026131', 'ENSMUSG00000083708', 'ENSMUSG00000106484', 'ENSMUSG00000114907', 'ENSMUSG00000097828', 'ENSMUSG00000036186', 'ENSMUSG00000082079', 'ENSMUSG00000103693', 'ENSMUSG00000107944', 'ENSMUSG00000060961', 'ENSMUSG00000116618', 'ENSMUSG00000089643', 'ENSMUSG00000034212', 'ENSMUSG00000083720', 'ENSMUSG00000022180', 'ENSMUSG00000082724', 'ENSMUSG00000090925', 'ENSMUSG00000093726', 'ENSMUSG00000114617', 'ENSMUSG00000094125', 'ENSMUSG00000094336', 'ENSMUSG00000095824', 'ENSMUSG00000096337', 'ENSMUSG00000096484', 'ENSMUSG00000098747', 'ENSMUSG00000091239', 'ENSMUSG00000110866', 'ENSMUSG00000046410', 'ENSMUSG00000071722', 'ENSMUSG00000104012', 'ENSMUSG00000052414', 'ENSMUSG00000103622', 'ENSMUSG00000034220', 'ENSMUSG00000022755', 'ENSMUSG00000081128', 'ENSMUSG00000103032', 'ENSMUSG00000111362', 'ENSMUSG00000082310', 'ENSMUSG00000027366', 'ENSMUSG00000022738', 'ENSMUSG00000079440', 'ENSMUSG00000117246', 'ENSMUSG00000115517', 'ENSMUSG00000086430', 'ENSMUSG00000113582', 'ENSMUSG00000109458', 'ENSMUSG00000087549', 'ENSMUSG00000073555', 'ENSMUSG00000097637', 'ENSMUSG00000054136', 'ENSMUSG00000097176', 'ENSMUSG00000097952', 'ENSMUSG00000053395', 'ENSMUSG00000109016', 'ENSMUSG00000109729', 'ENSMUSG00000108688', 'ENSMUSG00000021953', 'ENSMUSG00000045441', 'ENSMUSG00000022246', 'ENSMUSG00000024164', 'ENSMUSG00000019178', 'ENSMUSG00000083560', 'ENSMUSG00000033187', 'ENSMUSG00000065421', 'ENSMUSG00000028222', 'ENSMUSG00000021194', 'ENSMUSG00000115816', 'ENSMUSG00000070063', 'ENSMUSG00000113749', 'ENSMUSG00000097933', 'ENSMUSG00000024899', 'ENSMUSG00000027175', 'ENSMUSG00000037577', 'ENSMUSG00000097951', 'ENSMUSG00000083335', 'ENSMUSG00000081613', 'ENSMUSG00000096094', 'ENSMUSG00000037072', 'ENSMUSG00000105130', 'ENSMUSG00000017300', 'ENSMUSG00000037705', 'ENSMUSG00000035954', 'ENSMUSG00000091415', 'ENSMUSG00000090693', 'ENSMUSG00000061186', 'ENSMUSG00000112411', 'ENSMUSG00000086817', 'ENSMUSG00000097784', 'ENSMUSG00000091993', 'ENSMUSG00000114588', 'ENSMUSG00000101945', 'ENSMUSG00000060811', 'ENSMUSG00000081118', 'ENSMUSG00000084686', 'ENSMUSG00000091800', 'ENSMUSG00000050370', 'ENSMUSG00000103336', 'ENSMUSG00000081705', 'ENSMUSG00000037035']"
3,V12,67,"['ENSMUSG00000068270', 'ENSMUSG00000075302', 'ENSMUSG00000033207', 'ENSMUSG00000032394', 'ENSMUSG00000104121', 'ENSMUSG00000097561', 'ENSMUSG00000084917', 'ENSMUSG00000105549', 'ENSMUSG00000093669', 'ENSMUSG00000002032', 'ENSMUSG00000030994', 'ENSMUSG00000116702', 'ENSMUSG00000060680', 'ENSMUSG00000081104', 'ENSMUSG00000079657', 'ENSMUSG00000094649', 'ENSMUSG00000018569', 'ENSMUSG00000085007', 'ENSMUSG00000096323', 'ENSMUSG00000021340', 'ENSMUSG00000061561', 'ENSMUSG00000004105', 'ENSMUSG00000069913', 'ENSMUSG00000102748', 'ENSMUSG00000097950', 'ENSMUSG00000097226', 'ENSMUSG00000040498', 'ENSMUSG00000054514', 'ENSMUSG00000089753', 'ENSMUSG00000105851', 'ENSMUSG00000038239', 'ENSMUSG00000105454', 'ENSMUSG00000101264', 'ENSMUSG00000106936', 'ENSMUSG00000029248', 'ENSMUSG00000017943', 'ENSMUSG00000105641', 'ENSMUSG00000108528', 'ENSMUSG00000042498', 'ENSMUSG00000111348', 'ENSMUSG00000023828', 'ENSMUSG00000107970', 'ENSMUSG00000032985', 'ENSMUSG00000117324', 'ENSMUSG00000064450', 'ENSMUSG00000030291', 'ENSMUSG00000104620', 'ENSMUSG00000104252', 'ENSMUSG00000053862', 'ENSMUSG00000083684', 'ENSMUSG00000087632', 'ENSMUSG00000007783', 'ENSMUSG00000051980', 'ENSMUSG00000085972', 'ENSMUSG00000021684', 'ENSMUSG00000083837', 'ENSMUSG00000056399', 'ENSMUSG00000100222', 'ENSMUSG00000063838', 'ENSMUSG00000045095', 'ENSMUSG00000097679', 'ENSMUSG00000040387', 'ENSMUSG00000115161', 'ENSMUSG00000082082', 'ENSMUSG00000097451', 'ENSMUSG00000026175', 'ENSMUSG00000061068']"
4,V13,254,"['ENSMUSG00000027540', 'ENSMUSG00000018899', 'ENSMUSG00000096727', 'ENSMUSG00000055170', 'ENSMUSG00000025492', 'ENSMUSG00000024101', 'ENSMUSG00000053175', 'ENSMUSG00000116127', 'ENSMUSG00000025509', 'ENSMUSG00000082967', 'ENSMUSG00000041515', 'ENSMUSG00000066363', 'ENSMUSG00000031155', 'ENSMUSG00000078954', 'ENSMUSG00000032661', 'ENSMUSG00000075602', 'ENSMUSG00000019876', 'ENSMUSG00000038037', 'ENSMUSG00000020297', 'ENSMUSG00000004040', 'ENSMUSG00000015804', 'ENSMUSG00000006310', 'ENSMUSG00000026946', 'ENSMUSG00000025794', 'ENSMUSG00000113706', 'ENSMUSG00000008690', 'ENSMUSG00000026249', 'ENSMUSG00000052776', 'ENSMUSG00000053957', 'ENSMUSG00000033880', 'ENSMUSG00000090319', 'ENSMUSG00000027514', 'ENSMUSG00000009863', 'ENSMUSG00000038580', 'ENSMUSG00000033701', 'ENSMUSG00000097971', 'ENSMUSG00000019173', 'ENSMUSG00000046718', 'ENSMUSG00000001123', 'ENSMUSG00000073633', 'ENSMUSG00000116829', 'ENSMUSG00000033970', 'ENSMUSG00000028790', 'ENSMUSG00000025651', 'ENSMUSG00000063388', 'ENSMUSG00000027429', 'ENSMUSG00000024099', 'ENSMUSG00000046721', 'ENSMUSG00000028343', 'ENSMUSG00000041481', 'ENSMUSG00000024041', 'ENSMUSG00000046999', 'ENSMUSG00000100913', 'ENSMUSG00000048852', 'ENSMUSG00000029581', 'ENSMUSG00000096102', 'ENSMUSG00000020407', 'ENSMUSG00000019710', 'ENSMUSG00000032578', 'ENSMUSG00000022014', 'ENSMUSG00000055839', 'ENSMUSG00000022956', 'ENSMUSG00000035297', 'ENSMUSG00000029657', 'ENSMUSG00000083050', 'ENSMUSG00000027078', 'ENSMUSG00000025480', 'ENSMUSG00000095524', 'ENSMUSG00000104713', 'ENSMUSG00000027832', 'ENSMUSG00000061787', 'ENSMUSG00000037977', 'ENSMUSG00000011114', 'ENSMUSG00000053358', 'ENSMUSG00000050957', 'ENSMUSG00000031672', 'ENSMUSG00000070645', 'ENSMUSG00000048758', 'ENSMUSG00000037991', 'ENSMUSG00000020357', 'ENSMUSG00000025498', 'ENSMUSG00000034872', 'ENSMUSG00000031504', 'ENSMUSG00000034266', 'ENSMUSG00000090881', 'ENSMUSG00000010045', 'ENSMUSG00000021771', 'ENSMUSG00000019494', 'ENSMUSG00000039236', 'ENSMUSG00000066245', 'ENSMUSG00000055681', 'ENSMUSG00000040328', 'ENSMUSG00000031154', 'ENSMUSG00000022751', 'ENSMUSG00000056749', 'ENSMUSG00000034708', 'ENSMUSG00000026238', 'ENSMUSG00000020089', 'ENSMUSG00000003072', 'ENSMUSG00000018916', 'ENSMUSG00000071644', 'ENSMUSG00000054072', 'ENSMUSG00000019578', 'ENSMUSG00000022283', 'ENSMUSG00000028639', 'ENSMUSG00000021807', 'ENSMUSG00000037405', 'ENSMUSG00000026260', 'ENSMUSG00000057789', 'ENSMUSG00000020460', 'ENSMUSG00000055044', 'ENSMUSG00000102399', 'ENSMUSG00000078922', 'ENSMUSG00000002227', 'ENSMUSG00000060992', 'ENSMUSG00000105965', 'ENSMUSG00000037321', 'ENSMUSG00000078853', 'ENSMUSG00000026934', 'ENSMUSG00000080303', 'ENSMUSG00000061518', 'ENSMUSG00000057123', 'ENSMUSG00000022477', 'ENSMUSG00000000399', 'ENSMUSG00000041703', 'ENSMUSG00000083630', 'ENSMUSG00000030685', 'ENSMUSG00000056851', 'ENSMUSG00000031590', 'ENSMUSG00000061104', 'ENSMUSG00000116227', 'ENSMUSG00000025487', 'ENSMUSG00000017721', 'ENSMUSG00000024742', 'ENSMUSG00000044703', 'ENSMUSG00000115602', 'ENSMUSG00000066407', 'ENSMUSG00000020903', 'ENSMUSG00000105103', 'ENSMUSG00000081696', 'ENSMUSG00000027642', 'ENSMUSG00000028416', 'ENSMUSG00000107035', 'ENSMUSG00000063316', 'ENSMUSG00000093798', 'ENSMUSG00000028037', 'ENSMUSG00000048967', 'ENSMUSG00000114054', 'ENSMUSG00000005510', 'ENSMUSG00000084106', 'ENSMUSG00000038583', 'ENSMUSG00000106082', 'ENSMUSG00000051067', 'ENSMUSG00000057173', 'ENSMUSG00000084257', 'ENSMUSG00000028270', 'ENSMUSG00000064215', 'ENSMUSG00000104217', 'ENSMUSG00000021877', 'ENSMUSG00000103011', 'ENSMUSG00000026750', 'ENSMUSG00000109957', 'ENSMUSG00000063445', 'ENSMUSG00000020415', 'ENSMUSG00000031551', 'ENSMUSG00000086882', 'ENSMUSG00000078967', 'ENSMUSG00000024914', 'ENSMUSG00000024387', 'ENSMUSG00000042700', 'ENSMUSG00000066861', 'ENSMUSG00000031813', 'ENSMUSG00000059658', 'ENSMUSG00000006058', 'ENSMUSG00000069236', 'ENSMUSG00000066724', 'ENSMUSG00000029715', 'ENSMUSG00000065990', 'ENSMUSG00000046805', 'ENSMUSG00000005779', 'ENSMUSG00000055780', 'ENSMUSG00000033579', 'ENSMUSG00000047562', 'ENSMUSG00000020022', 'ENSMUSG00000002981', 'ENSMUSG00000023903', 'ENSMUSG00000082246', 'ENSMUSG00000036733', 'ENSMUSG00000026158', 'ENSMUSG00000083474', 'ENSMUSG00000052139', 'ENSMUSG00000022570', 'ENSMUSG00000034566', 'ENSMUSG00000042535', 'ENSMUSG00000035594', 'ENSMUSG00000081093', 'ENSMUSG00000024392', 'ENSMUSG00000000301', 'ENSMUSG00000104093', 'ENSMUSG00000030682', 'ENSMUSG00000084017', 'ENSMUSG00000049577', 'ENSMUSG00000028961', 'ENSMUSG00000032997', 'ENSMUSG00000012519', 'ENSMUSG00000114092', 'ENSMUSG00000029156', 'ENSMUSG00000057580', 'ENSMUSG00000064353', 'ENSMUSG00000027698', 'ENSMUSG00000109754', 'ENSMUSG00000035227', 'ENSMUSG00000034171', 'ENSMUSG00000045827', 'ENSMUSG00000078965', 'ENSMUSG00000017830', 'ENSMUSG00000050440', 'ENSMUSG00000081325', 'ENSMUSG00000030681', 'ENSMUSG00000057666', 'ENSMUSG00000062647', 'ENSMUSG00000032369', 'ENSMUSG00000045665', 'ENSMUSG00000007029', 'ENSMUSG00000029561', 'ENSMUSG00000103850', 'ENSMUSG00000022354', 'ENSMUSG00000055762', 'ENSMUSG00000000184', 'ENSMUSG00000024308', 'ENSMUSG00000015542', 'ENSMUSG00000030884', 'ENSMUSG00000082599', 'ENSMUSG00000003970', 'ENSMUSG00000117455', 'ENSMUSG00000049932', 'ENSMUSG00000031167', 'ENSMUSG00000036330', 'ENSMUSG00000033307', 'ENSMUSG00000106545', 'ENSMUSG00000038880', 'ENSMUSG00000040269', 'ENSMUSG00000083380', 'ENSMUSG00000024369', 'ENSMUSG00000110550', 'ENSMUSG00000023939', 'ENSMUSG00000005625', 'ENSMUSG00000038467', 'ENSMUSG00000039376', 'ENSMUSG00000035692', 'ENSMUSG00000088891', 'ENSMUSG00000096476', 'ENSMUSG00000032458', 'ENSMUSG00000107251']"
5,V14,263,"['ENSMUSG00000113903', 'ENSMUSG00000093548', 'ENSMUSG00000089648', 'ENSMUSG00000114514', 'ENSMUSG00000097628', 'ENSMUSG00000039081', 'ENSMUSG00000081906', 'ENSMUSG00000098169', 'ENSMUSG00000030205', 'ENSMUSG00000086917', 'ENSMUSG00000102859', 'ENSMUSG00000023949', 'ENSMUSG00000081413', 'ENSMUSG00000085611', 'ENSMUSG00000107747', 'ENSMUSG00000030032', 'ENSMUSG00000097762', 'ENSMUSG00000116708', 'ENSMUSG00000069996', 'ENSMUSG00000094122', 'ENSMUSG00000099775', 'ENSMUSG00000089782', 'ENSMUSG00000082208', 'ENSMUSG00000106574', 'ENSMUSG00000036196', 'ENSMUSG00000081594', 'ENSMUSG00000091194', 'ENSMUSG00000005268', 'ENSMUSG00000083245', 'ENSMUSG00000082308', 'ENSMUSG00000070816', 'ENSMUSG00000109711', 'ENSMUSG00000098019', 'ENSMUSG00000097748', 'ENSMUSG00000087390', 'ENSMUSG00000093629', 'ENSMUSG00000099192', 'ENSMUSG00000029917', 'ENSMUSG00000083928', 'ENSMUSG00000081023', 'ENSMUSG00000019890', 'ENSMUSG00000114034', 'ENSMUSG00000083454', 'ENSMUSG00000037535', 'ENSMUSG00000094278', 'ENSMUSG00000095134', 'ENSMUSG00000100254', 'ENSMUSG00000093579', 'ENSMUSG00000103467', 'ENSMUSG00000103103', 'ENSMUSG00000094185', 'ENSMUSG00000085487', 'ENSMUSG00000075014', 'ENSMUSG00000026418', 'ENSMUSG00000113268', 'ENSMUSG00000047220', 'ENSMUSG00000116590', 'ENSMUSG00000103922', 'ENSMUSG00000081262', 'ENSMUSG00000104643', 'ENSMUSG00000081084', 'ENSMUSG00000108163', 'ENSMUSG00000110165', 'ENSMUSG00000083440', 'ENSMUSG00000060128', 'ENSMUSG00000042793', 'ENSMUSG00000082550', 'ENSMUSG00000106764', 'ENSMUSG00000112851', 'ENSMUSG00000095139', 'ENSMUSG00000036216', 'ENSMUSG00000062962', 'ENSMUSG00000082706', 'ENSMUSG00000083049', 'ENSMUSG00000047155', 'ENSMUSG00000093023', 'ENSMUSG00000074357', 'ENSMUSG00000047591', 'ENSMUSG00000114998', 'ENSMUSG00000073598', 'ENSMUSG00000047347', 'ENSMUSG00000081187', 'ENSMUSG00000089267', 'ENSMUSG00000106208', 'ENSMUSG00000100490', 'ENSMUSG00000083890', 'ENSMUSG00000117308', 'ENSMUSG00000037379', 'ENSMUSG00000093593', 'ENSMUSG00000097987', 'ENSMUSG00000087239', 'ENSMUSG00000072884', 'ENSMUSG00000113854', 'ENSMUSG00000071332', 'ENSMUSG00000084711', 'ENSMUSG00000021872', 'ENSMUSG00000083627', 'ENSMUSG00000117522', 'ENSMUSG00000083337', 'ENSMUSG00000050854', 'ENSMUSG00000098159', 'ENSMUSG00000078870', 'ENSMUSG00000021758', 'ENSMUSG00000081170', 'ENSMUSG00000081871', 'ENSMUSG00000097975', 'ENSMUSG00000112255', 'ENSMUSG00000097083', 'ENSMUSG00000062874', 'ENSMUSG00000084807', 'ENSMUSG00000035187', 'ENSMUSG00000100046', 'ENSMUSG00000114853', 'ENSMUSG00000081660', 'ENSMUSG00000023959', 'ENSMUSG00000105676', 'ENSMUSG00000049460', 'ENSMUSG00000031104', 'ENSMUSG00000111914', 'ENSMUSG00000116508', 'ENSMUSG00000076051', 'ENSMUSG00000112972', 'ENSMUSG00000096946', 'ENSMUSG00000102179', 'ENSMUSG00000100164', 'ENSMUSG00000087605', 'ENSMUSG00000041075', 'ENSMUSG00000082675', 'ENSMUSG00000081295', 'ENSMUSG00000086012', 'ENSMUSG00000086517', 'ENSMUSG00000109371', 'ENSMUSG00000112587', 'ENSMUSG00000001622', 'ENSMUSG00000016346', 'ENSMUSG00000045350', 'ENSMUSG00000091587', 'ENSMUSG00000048782', 'ENSMUSG00000102832', 'ENSMUSG00000036770', 'ENSMUSG00000097381', 'ENSMUSG00000080860', 'ENSMUSG00000111312', 'ENSMUSG00000073716', 'ENSMUSG00000104122', 'ENSMUSG00000079177', 'ENSMUSG00000082872', 'ENSMUSG00000100922', 'ENSMUSG00000103506', 'ENSMUSG00000109401', 'ENSMUSG00000083780', 'ENSMUSG00000106327', 'ENSMUSG00000105962', 'ENSMUSG00000112271', 'ENSMUSG00000116120', 'ENSMUSG00000115264', 'ENSMUSG00000083670', 'ENSMUSG00000080774', 'ENSMUSG00000024530', 'ENSMUSG00000096755', 'ENSMUSG00000097028', 'ENSMUSG00000042938', 'ENSMUSG00000028137', 'ENSMUSG00000091318', 'ENSMUSG00000007021', 'ENSMUSG00000056910', 'ENSMUSG00000117300', 'ENSMUSG00000081504', 'ENSMUSG00000042708', 'ENSMUSG00000091818', 'ENSMUSG00000027661', 'ENSMUSG00000086206', 'ENSMUSG00000098972', 'ENSMUSG00000097494', 'ENSMUSG00000098652', 'ENSMUSG00000117059', 'ENSMUSG00000105535', 'ENSMUSG00000081574', 'ENSMUSG00000084024', 'ENSMUSG00000115743', 'ENSMUSG00000076315', 'ENSMUSG00000086716', 'ENSMUSG00000047910', 'ENSMUSG00000110612', 'ENSMUSG00000002799', 'ENSMUSG00000107996', 'ENSMUSG00000024331', 'ENSMUSG00000097459', 'ENSMUSG00000106657', 'ENSMUSG00000015085', 'ENSMUSG00000103222', 'ENSMUSG00000034799', 'ENSMUSG00000097734', 'ENSMUSG00000109008', 'ENSMUSG00000082578', 'ENSMUSG00000113132', 'ENSMUSG00000081824', 'ENSMUSG00000073737', 'ENSMUSG00000069379', 'ENSMUSG00000098047', 'ENSMUSG00000104243', 'ENSMUSG00000028417', 'ENSMUSG00000081739', 'ENSMUSG00000111358', 'ENSMUSG00000007682', 'ENSMUSG00000110972', 'ENSMUSG00000046408', 'ENSMUSG00000064925', 'ENSMUSG00000089739', 'ENSMUSG00000097035', 'ENSMUSG00000084838', 'ENSMUSG00000081157', 'ENSMUSG00000046312', 'ENSMUSG00000081483', 'ENSMUSG00000102861', 'ENSMUSG00000081751', 'ENSMUSG00000072407', 'ENSMUSG00000107482', 'ENSMUSG00000079941', 'ENSMUSG00000101077', 'ENSMUSG00000095500', 'ENSMUSG00000038195', 'ENSMUSG00000107470', 'ENSMUSG00000025094', 'ENSMUSG00000035129', 'ENSMUSG00000111985', 'ENSMUSG00000081081', 'ENSMUSG00000081126', 'ENSMUSG00000097840', 'ENSMUSG00000025185', 'ENSMUSG00000104760', 'ENSMUSG00000098085', 'ENSMUSG00000094530', 'ENSMUSG00000035864', 'ENSMUSG00000065649', 'ENSMUSG00000099492', 'ENSMUSG00000037636', 'ENSMUSG00000045333', 'ENSMUSG00000035934', 'ENSMUSG00000004947', 'ENSMUSG00000098135', 'ENSMUSG00000083793', 'ENSMUSG00000022225', 'ENSMUSG00000082484', 'ENSMUSG00000049832', 'ENSMUSG00000086937', 'ENSMUSG00000097219', 'ENSMUSG00000110120', 'ENSMUSG00000073608', 'ENSMUSG00000048832', 'ENSMUSG00000083100', 'ENSMUSG00000057969', 'ENSMUSG00000112347', 'ENSMUSG00000096356', 'ENSMUSG00000078898', 'ENSMUSG00000083678', 'ENSMUSG00000082057', 'ENSMUSG00000079429', 'ENSMUSG00000068876', 'ENSMUSG00000055523', 'ENSMUSG00000113651', 'ENSMUSG00000043468', 'ENSMUSG00000105476']"
