"cluster","#genes","genes"
"1","781","Tsc1, Arhgef3, Fahd1, Cecr6, Tdrd7, Higd1a, Prpf8, Ier3ip1, Slu7, Hnrnpul2, Limd2, Psma1, Arfgap1, Gtf2e2, Arhgef9, Actr3b, Dlat, 4930430F08Rik, Thumpd1, Stx4a, Ubr3, Celsr2, Acsl1, Shisa5, Gorasp1, Nsdhl, Chchd6, Pde3b, Nifk, Net1, Pex5, Eif4b, Nudt10, Etf1, Pde8b, Myl9, Dhx57, Gm12251, Orc6, Rpl27a-ps1, Lactb, Nr4a1, Arrdc3, Zfp24, Tbc1d14, Dcun1d5, Mgat5, Zfp664, Dlg1, Ftl1, Rnf214, Papola, Ppp2r2c, Ss18l2, Ick, Sugp2, Hmox2, Arc, Rnf146, Raph1, Cdk5, Pdcd2l, Nhlrc1, Cdk9, Pamr1, Ddx5, Lin7c, Dnajb6, Svbp, D430019H16Rik, Wipf3, Rab33b, Gm14044, Sestd1, Dhrs3, Bcar1, Gm13009, Huwe1, Gba2, Pttg1, Tjp2, Zwint, Vps18, Sbf1, Atp6v0e2, Iqsec2, Gm11273, Dbndd2, Car10, Gm14567, Lrrk2, Dhps, Get4, Ccng1, Rnf14, Abcf2, Smdt1, RP23-115A18.3, Gabrg3, Adcy2, Exoc3, Dync1h1, Sorbs2, Arhgap26, Nsmf, Tcaf1, Pias1, Lrtm2, Trappc10, Rps15a-ps7, Gm36189, Cog7, Snrpc, Psmd14, Nt5c, Sema3e, Gcn1l1, Gm12469, Pqbp1, Ehmt2, Stk40, Slc30a3, Osbpl8, Ppp2r1b, Slc9a6, Polr1b, Pogz, 2810025M15Rik, Ric8a, Tmem163, Hsf2, Syt13, Lrp12, Gm2796, Cabp7, Vps29, Rpl3-ps1, Dnajc11, Tesk1, Ahctf1, Gm8731, Snd1, Mtmr4, Ipo13, Tesc, Kcnab2, Igf1, Pmepa1, Cry2, Esd, Erf, Tbca, Pnisr, Bysl, Polr2f, Zmat2, Plscr4, Atp5l-ps2, Tmem33, Clvs1, Mbnl2, Cdc37, Rbbp5, Zfp280c, Leprotl1, Megf8, Atxn2, Plrg1, Zswim8, Dusp6, Golga7b, Gm8624, Gm45380, Nr3c2, Rpl5, Anxa6, Snx10, Fam120b, Ndufs3, Phactr1, Napg, Hspa9, Ccl27a, Nell2, Fasn, Taf12, Fastk, Tnpo3, Sub1, Rps6kc1, 1700020I14Rik, Trap1, Micu3, 1700123O20Rik, Ndufaf5, Bola1, Ciao1, 3110035E14Rik, Tecpr1, Tnrc6a, Slc4a1ap, Klhdc4, Keap1, Nat8f1, Umps, Klf16, Atf2, Cabp1, Ndufc2, Atp5j2, Cfl1, Rpl27a-ps2, Usp31, Luc7l2, Sel1l, Exoc3l, Gm6133, G6pc3, Gm4525, Top2b, Sf3b4, Matk, Tnpo2, Smim10l1, Bdp1, Fam168b, Nlk, Mrpl11, Mesdc2, C1qtnf4, Zrsr1, Mef2c, Zfp707, Agmo, Rpl36a, Zranb2, Gm8420, Eftud2, Tmem63c, Fam168a, Zfp26, Ttc21b, Ptp4a2, Lrp11, Xrn1, Asb3, Sbk1, Irf2bp1, Sv2a, Cpt1c, Ywhae, Wdr92, Ergic1, Hilpda, Map9, Kazn, Herc4, Ube2k, Gm26445, Cacybp, Tmem35a, Pmm1, Phip, Tsen15, Ppp6r1, Psmd6, Bhlhe40, Fam120a, Nploc4, Slc25a44, Suz12, Adss, Begain, Gm38247, Etfb, Rfx3, Ifih1, Slc33a1, Washc2, Pbx1, Cxcl14, Pop5, Gm7504, Necab2, Gpcpd1, March5, Ccny, Tax1bp1, Scn2a, Angel2, Gpi1, Gm6142, Pnma3, Ngef, Rpl17-ps4, Grhpr, Zbtb14, Snx33, Gm15590, Sf3b5, Olfr800, Arnt2, Cars, Tmem60, Ercc8, Pex11b, Hs2st1, Gm10736, Prkag2, Cox5a, Preb, Mphosph6, Rnf121, Rps10-ps2, Cep83, Asns, Faah, Dlgap1, Gm7867, Adk, Rasgrp1, Dnajc8, Sptan1, Ltv1, Selenow, Gm6060, Ctsb, Ppp4r3b, Ftsj1, Map7d2, Sema5a, Dst, Aph1b, Slc8a2, Hint1, Nr1d2, Gm12380, Pcdh8, Cmtm7, Eri1, Ppfia3, Ccl21c, Rnf103, Zdhhc8, Lrrc58, Car11, Ywhaq, Usp14, Hist1h4h, Cx3cl1, Fut9, Pbxip1, Poll, Ppp2r5b, Dlgap4, Ube2o, Gm19243, B930095G15Rik, Sgf29, Gm12163, BC031181, mt-Tq, Txnl1, Mpeg1, Smarcal1, Kcna4, Pgam5, Xpo7, Tspan31, Rpl31, Cadm3, St13, Gpc1, Ipo5, Svip, Rpl36a-ps2, 2610002M06Rik, RP23-288I20.5, Gm14513, Csnk1g2, Tnnt1, Gm5356, Ppp1cc, Meaf6, App, Ttc13, Lzts3, Ckap5, Cacnb4, Taf1b, Arpp19, Ccdc97, Pxylp1, Sobp, Atp5j, Oaz2, Ptms, Ndufs2, Gm15483, Yes1, Fyb, Ptgr2, Ebf2, Aimp2, Rpl23a-ps5, Lmtk2, Fubp3, Cgnl1, Csnk1g3, Mafb, Arhgef12, Cct5, Gm5575, Kctd1, Mrpl12, Atpif1, Atp23, Ggnbp1, Sumo2, Cox11, Fezf2, B230334C09Rik, Ctdsp2, Psmb7, Emc10, Ino80c, Arhgap1, Omg, Gm4742, Rps23-ps1, Pex13, Tmem86a, Ssu72, Sat2, Dcun1d2, Rsrp1, Gp1bb, Dnaja2, Tsnax, Uqcrc2, Rpl7-ps7, Ide, Pfkp, Eif5a, Rec8, Dnaja1, Arpc5, Grsf1, Relt, Cacng7, Plppr4, Arpc4, Kpna6, Smpd2, Hbs1l, Zfpm1, Krt12, Tcea1, Nudcd3, Aldh1a2, Phf12, Adam17, Aph1a, Zfp950, Spon1, Hprt, Sptbn4, Phb, Rit2, Atp5a1, Slc36a4, Psmc2, Dzip3, Dnajb5, Gm11969, Fcgr3, Kcnd2, Aprt, 1110004F10Rik, Gm6028, Thoc7, Fuom, Tial1, Cdan1, Fam169a, Kidins220, Rb1cc1, Chrm1, Cluap1, Strn4, Pycard, Atp2b1, Exog, Mgst1, Gm4045, Mapkap1, Ash1l, Abhd14b, Cops9, Psmb6, Kirrel3, Prkar2a, Bag4, Auts2, Syt11, Rad54l2, Atl1, Prosc, Siae, Sart1, Akt3, Naa25, Golgb1, Babam1, Med13l, RP23-137I3.2, Prep, Crot, Trim30a, Sash1, RP24-86L13.2, Rasal2, Gm22752, Gtf2h5, Eif4g3, Ccndbp1, Gm4332, Nmnat2, Kcnmb4, Tepsin, Pou3f1, Rps23-ps2, Pofut2, Zyx, Kif5c, Pip4k2b, Smarcb1, Ssx2ip, Lonp2, Tchh, Emc1, Map4k4, Dgat1, Atp10d, Chd3, Syt16, Slc1a1, Map3k6, Cops7a, Psmb3, Stx7, Fam131b, Eif3f, Snupn, Plekha1, Acot13, Nucks1, Sar1a, RP23-434A12.4, Vars, Tyrobp, Rfc1, Ube2d2a, Braf, Rabep1, Dynll1, Sin3b, Ttll3, Sqrdl, Mamdc2, Lypla2, Gm3854, Tmx2, Gpx4, Thy1, Kcnc1, Scn8a, Podxl, Stim2, Cd84, Tpm1, Rab27b, Gm5045, Gm13755, Prkcg, Hivep3, Gm14806, Snrk, Sptbn2, Dennd5a, Dpysl2, Polb, Slk, Lingo1, Ap3d1, Ctgf, St6galnac5, Ephx4, Grn, Scn2b, Slc4a8, Slc9a1, Tmem258, Dbn1, Glt1d1, Gm35067, Prkaca, Sgta, Fbxl21, AU040320, Cds2, Serinc3, Aplp2, Ndufb2, Gprc5b, Cox6a2, Gss, Rps10, Rsph3a, Acp2, Eps8, Sh2b1, Nxt2, Sprn, BC005537, Cbll1, Kdm5a, Tanc2, Diras2, Large1, Gm6681, Mid2, Prkcb, Adgrb2, Mta1, Agap1, Reep5, Zfp423, Fam118b, Tecr, Ppm1e, Rccd1, Enoph1, Tmem54, Dnajc19, Hdgfrp3, Blcap, Scn1b, Cnot10, Ctss, Slc39a3, Dip2b, Mknk2, Sh3bgrl2, Stard10, Myl6, Rbbp7, Arhgef2, Git1, Tubb3, Klhdc8b, Atp13a2, Rgs7, Sec22b, AI413582, Mapkapk2, Strap, Gm867, Mul1, Dirc2, Pip5k1c, Uqcc2, Psmb1, Ccdc33, Ascc2, Ermp1, Lrrc8b, Clip2, Actb, Fam171b, Sft2d2, Gm7424, Gm13132, Wdfy3, Lct, Actr2, Ndufb10, Chrnb1, Rplp2, Hnrnpu, Mrps26, Timm17b, Gprin1, RP23-65M10.2, Gm17018, Mapre2, Msl2, Mtch1, Pum1, Rph3a, Phyhipl, Sys1, Sh3gl2, Tomm20, Pvr, Ddost, Acin1, Pclo, Khdrbs3, Ccdc187, Tmem199, Gm45529, Gm13623, mt-Nd6, Mrm1, Gm5075, Plcxd2, Cct2, Rabif, AI480526, Ndufaf7, Tspan13, Ddx25, Npy, Zfand5, Mt2, Gm14427, Vamp2, C1qb, Hpf1, Gm16020, Spns2, Pfdn1, Crebzf, Dctn3, Srcin1, Trak1, Nlgn2, Cfap20, Rnf181, Gm9385, Ryr2, Erc2, Oprl1, Atxn7l3, Gm10169, Mras, Btbd3, Pds5b, Ndufb7, Fry, Bmp1, Cdc40, Ksr2, 1110004E09Rik, Tpm3, Fdft1, Rps27-ps1, Cnppd1, St3gal3, Nrxn2, Alkbh5, C1qbp, Ccnt2, Hcn1, Brd8, Actn4, Dhx15, Gm11808, Nr2f1, Tpd52, Gm12164, Strn3, Ankrd45, Lrrc6, Gm1043, Tbc1d30, Fnip1, Sike1, B4galnt1, Anapc16"
"2","128","Serp2, Commd10, Supt4a, Wbscr17, Gm37377, Thrsp, Evi5, Pak1, Gm9703, Rb1, Gm16238, Rpl19-ps9, Reln, Pdzd4, Snw1, Eif1, Btbd6, Slc25a38, Ppa2, Rfk, Bre, Mrpl49, Gm17786, Rnf150, Micu2, Pnpla8, Senp3, Tvp23b, Sars, Etnk1, Map2k5, Ankrd54, Fam102a, Gabra5, Gpn1, Nol4l, Pfkl, Gm38274, Cttnbp2nl, P4htm, Dkk3, Grip1, Neurod2, Syngap1, Yipf5, Hnrnph1, Gm11408, Dph5, Itgav, Gm6395, Wdr33, Gadd45a, Nova2, Hdhd2, Cyld, Lig4, Ncan, Ephb6, B3galt2, Pik3c3, Rpl19-ps1, Arhgdig, Actr6, Cemip, Arhgap25, Gm8599, Eif2ak1, RP23-358M4.7, Kcnh3, Gfod2, Unc13a, Ctnnd2, Rpusd4, Gm13757, A2ml1, Ramp1, Slc12a8, Ttc39b, Dcun1d4, Fam195a, Casc4, Tnks2, Chid1, Mark1, Smim7, Rpl31-ps8, Fam160b1, Prdm8, Fam126b, Gm10689, Gm1821, Pttg1ip, Taf11, Arfgef2, Gm28911, Gm20604, Bag1, Clasp2, Hars2, Ate1, Itpka, Cnih3, Srpk2, Anapc7, Gm5857, Prpf4b, Stat3, RP23-424C4.8, Nsun3, Rps13-ps5, Ascc1, Rin1, Bahd1, Atp11b, Zcchc8, Grik2, Nfat5, Mypop, Psmc4, Ctnnd1, Gm5121, Ttl, Gm10240, Chkb, Luzp1, Magi1, Fbxo4, Kcnq2"
"3","30","Clic6, Gm42418, Gm26917, Lars2, Rn18s-rs5, Enpp2, Mir6240, Cul4b, Ttr, 1500015O10Rik, Kl, Cab39l, Igfbp2, Rbm47, Igf2, Mir6236, Otx2, Ezr, Gm24245, Prlr, Pcp4l1, Ppp1r1b, Cox8b, Gm15564, Fbn1, Fam212a, Car12, Gm24270, Rdh5, Tpt1-ps3"
"4","91","Dmpk, Cetn4, Mea1, Atp11c, Zfp369, Rilpl2, RP24-454N4.2, Sun1, Maats1, Limd1, Olfr285, Zfp110, Zbtb26, Hexim1, Synj2bp, Gtf3a, Fras1, Efcab1, Slc19a1, Gpr173, Gm7799, Pigh, Trpm7, Gm8394, Malat1, Card10, Gm6548, 2810468N07Rik, Axin2, Hist2h3c2, Wdr20, Dhx40, Asrgl1, Samd1, Gm9780, Nans, Ints8, Rpl32, Wdr38, Cntn2, Map4k3, Il1r1, Gm15578, Xpo1, Guk1, Slc9a8, BC034090, Tomm40, Commd6, Daam1, Tmem212, Pcdhgb7, Cntnap5a, Lztr1, Gm6274, Rbms3, Ndufa6, Gpbp1l1, Ankrd10, Rnf170, Kctd8, Rpsa-ps1, Ar, Cntnap2, Usp3, Pltp, Cd24a, Alas1, Kdelr3, Donson, Gm9002, Wdr3, Gm5453, Tubgcp3, Srp68, Gm28439, Fgf9, Pgls, Gm8268, Nup188, Art3, Rpl7a, Ift140, Gm5564, Gm5881, Glb1, Rftn2, Gm14165, Vim, Ralgps1, Nnt"
"5","70","Kcnq1ot1, AI854703, Mtap, AI314180, Gadd45b, Ttbk1, Emilin2, Lrp8, Eno1, Tmem18, Gm9013, Klk6, Xlr3a, Yipf2, Tnfaip6, Pelo, Med30, Tmem125, Evi2a, Rps18-ps3, Cpsf6, Ambra1, Gm7901, Mettl18, Dnajc3, Pold4, Serpinh1, Atp6v0a2, Cnot7, Mtus1, Gm27178, Rpl31-ps6, Zbtb41, Nus1, Etfdh, Gm17383, Gm42522, Dpysl4, Zfp959, Gmpr2, Gpkow, Wdpcp, Gm5687, Pdgfa, Entpd5, Iars, Zdhhc6, Nek6, Il1rapl1, Nkrf, Gm6155, Gm8444, Cspg4, Cfap161, Rps16-ps3, Rbak, Fam134b, Flt1, Pcdh11x, Ostm1, Elmod3, Chordc1, Gm15067, Gng5, Rpl18a-ps1, Capns1, Arsg, Nrg3, Gm16418, Jtb"
"6","121","Crip1, Zfp426, Coasy, Hspa1b, Rarres2, Ccdc3, Pth1r, Prpf39, Hist2h2aa2, Rcn3, Zfp1, Mcm7, Medag, Ybx3, Brpf1, Gm17807, Naca, Abca4, Pigp, Dolk, Cenpq, Sema6d, Sult1a1, Cyp2u1, Lypla1, Asic1, Cand2, Ldb2, Atpaf1, Tspan6, Kctd3, Gabrb2, Ehd3, Ubac1, Gstt1, Pdzd2, Aldh18a1, Pgpep1, Hist1h2al, Gm9843, Myg1, Pccb, Gm6612, Sf3a3, Upf3b, Cubn, Ifitm2, F8a, Mllt10, Sh3bp4, Ier5l, Cpne7, Klf15, Rps6-ps4, Slc17a5, Abcg2, Fem1a, Itgb1, Slc38a10, Gigyf2, Cib1, Ndufb9, Secisbp2l, Fktn, Nwd1, Gcc1, Gm13436, Gm8163, Gm14274, Rbsn, 1600012H06Rik, Fam32a, Rgs9, Tmem63a, Slc35g1, 9130604C24Rik, Iffo1, Slc25a26, Naf1, Zfas1, Rasgef1c, Sphk2, Srl, Eci1, Spout1, Dis3l, Fam114a2, Usp16, Gm3839, Gm16073, Surf4, Stk36, Nup88, Tbl1xr1, Cmc4, Flna, Ndrg1, Kif13a, Rpl26-ps4, Pkd1, Armt1, RP23-313P23.4, Tcn2, Gm27166, 2810002D19Rik, Gm6654, 1700007K13Rik, Strip2, Gm8101, Fat3, S1pr3, Rpl18, Sos1, Gm5135, Gm29236, Mmaa, Nav1, Arl11, Rpl18-ps2, Lrrc4c, Brat1"
"7","93","Olfr77, Sfr1, Cenpt, Galk2, Epc1, Tubb2a, Igfbp6, Rwdd4a, 1810026B05Rik, Mnt, Psmd3, Ino80e, Nabp1, Chml, Pim3, RP23-105H5.5, Snx11, Atp2a3, Cib2, Gm13875, Rnf19a, Stt3a, Ercc2, Mien1, Pigf, Eif4g1, Gm13815, Mrpl36, Mrpl48, Fbxo32, Pdcd6ip, Gm14234, Gm9719, Flnb, Tspyl4, Rsad2, Klhl5, Larp6, Mamld1, Gm31166, Qrfpr, Zc3h18, Urgcp, Tceanc2, Tprkb, Mtpn, Dpep2, Gm9354, Klhl18, Cpsf1, Mtrr, Rpl29, Bmpr1a, RP24-418L10.2, Sec24d, Zfp623, Tfrc, Alad, Zbtb37, Gm12508, Ngrn, Zufsp, Arhgap45, Mus81, Coq3, Afdn, Imp4, Slc2a4rg-ps, Scrib, Rsu1, Gm12517, Gm13714, Tmem176b, RP24-219P17.4, Megf6, Eif3s6-ps1, B9d2, Chpf, Fbxo18, Rps2-ps4, Mns1, AU021092, Bcs1l, Rgag4, G530011O06Rik, RP24-502M22.1, Abce1, Tpgs1, Adssl1, Ppp6r3, Gm10029, Ago2, Mybl1"
"8","20","Gm9866, Slc25a36, Gm5559, Srsf10, Rp9, E330009J07Rik, Gm4943, Vamp3, Mpzl1, Lgals9, Arhgef7, C030015E24Rik, Fam216a, Gm6158, Gm45236, Atp5l-ps1, Wipf2, 2810021J22Rik, Rab3b, Gm7027"
"9","39","Ggps1, Slc10a7, Zfp943, Gm16134, Trh, Trim47, Bckdk, Ubxn2b, Nat8f4, Gm10913, Enpp4, Pald1, Gm26881, Mrpl39, Zfp7, Tex264, Polr3f, Vbp1, Wdr48, Pou3f4, Ccdc62, Prkab1, Lhfpl5, Trmt2a, Fam78a, Esam, Plscr1, Ptrh1, Brinp2, Tspan11, 2810455O05Rik, Eif3a, Mmgt2, Pla2g4e, Dpp4, C230004F18Rik, Slitrk1, Timm10, Gm10545"
"10","38","Tnks1bp1, Lypd1, Uhrf2, Bhlhe22, Ercc5, Trib2, Gapdh, Fam163b, Dennd4c, Sipa1l3, Baiap2, Ncdn, Camsap3, Camta2, Mapk1, Magohb, Pgbd5, Fkbp1a, Olfm1, Zfand3, Mmel1, Doc2b, Gm6316, Sept11, Otulin, Oprk1, C1ql2, 2410022M11Rik, Lzic, Dpep1, Cbfb, Tmsb4x, Gpm6a, Fam84a, Dbpht2, Nlgn3, Zbtb18, Celf5"
"11","23","Apip, Comtd1, Ubxn8, Ak2, Gtf2h2, Ell2, Pigc, Diaph2, B230206L02Rik, Gm33952, BC051665, Stoml2, Aspa, Mapre1, Gm26527, Zmym3, Zfp512b, Uxt, Macrod1, Igdcc4, Stk11ip, Gm13408, Cenpw"
"12","22","Gm7860, RP23-471H21.2, Apopt1, Ecscr, Hnrnpr, Rundc3b, Kmt5c, Dna2, Rpl7a-ps11, Kdm4b, Gm12276, Atp10a, Gm28151, Gm19617, Exosc2, Runx2, 6030458C11Rik, Sema3a, Ppfia4, Gm7846, Gm7638, Capn12"
"13","47","Rbm27, Kcnh4, Sin3a, 9330179D12Rik, Zbtb43, Gm12035, Erlin2, Celsr3, Tenm1, Fabp3, Dync2h1, Gm6317, Toe1, Cilp, RP24-225A16.3, Mlip, Lrrc10b, Ccr5, Slc7a11, Gtf3c2, Dennd1c, Syt14, Pum3, Dido1, Got2, Gm28320, Arhgef11, Cav2, Lonrf1, Eif2b3, Zc3h13, Ikbke, Rnf122, Gm12641, Mfap3, Tor1b, Gm8825, Idnk, Fmnl2, Zc3hav1l, Larp1b, Ppp1r15b, Trmt10b, Rad54l, Igfbp4, P2ry6, D130051D11Rik"
"14","48","Mplkip, Fam122b, Prpsap2, Snta1, Rpl35a-ps3, Cd72, 2010320M18Rik, Slc22a23, Harbi1, Dennd4a, 1110006O24Rik, Gm1947, Ddr1, Orc2, Gpr12, Lhfpl3, Osbpl6, Pycr2, Slc39a8, Papss2, Cdh26, Fam214a, Ubr2, Gm36445, Dyrk3, Gm42730, Tdg-ps, Ankrd12, Gm8869, Cntd1, BC017643, Htr7, Proscos, Bbs2, Gm8097, Scara3, Washc3, Gm43566, Gm16136, Ctdspl, Ngly1, Gm8464, Aamdc, Zfp763, Ncoa6, Gm3294, Ttc9c, Fbxo2"
