,#genes,genes
1,72,"['Supt7l', 'Sez6', 'mt-Tf', 'mt-Tm', 'Atp1b1', 'mt-Tl1', 'mt-Tv', 'mt-Tq', 'Nap1l5', 'Lrrc17', 'mt-Te', 'mt-Tc', 'mt-Tp', 'mt-Tl2', 'Ubb', 'Kif3a', 'Rtn1', 'Vsnl1', 'Ndrg4', 'Ctsb', 'Tmx2', 'Pip5k1a', 'Atp5b', 'mt-Ta', 'Dynll2', 'mt-Th', 'mt-Ti', 'Rtn3', 'Ckb', 'Clstn1', 'Dnm1', 'Gabra1', 'mt-Tn', 'Tuba1a', 'mt-Tw', 'Ldhb', 'Atp5g3', 'Mpc2', 'Stxbp1', 'Tmx4', 'Chgb', 'Atp5f1', 'Mdh2', '6330403K07Rik', 'Meg3', 'Camk2n2', 'Maged1', 'Dpysl2', 'Slc25a4', 'Slc6a1', 'Gabrg2', 'Scg5', 'Ndufa4', 'Atp2a2', 'App', 'Hspa8', 'Gm15728', 'Atp5a1', 'Rps21', 'Tcf25', '2810433D01Rik', 'Idh3g', 'Oaz1', 'Slc12a5', 'Slc25a3', 'Ywhag', 'Cst3', 'Impact', 'Gm26631', 'Slc22a17', 'Mdh1', 'Nme1']"
2,85,"['Slc6a11', 'Sparc', 'Gm28437', 'mt-Co3', 'mt-Cytb', 'Sparcl1', 'Mbp', 'mt-Nd1', 'Gm29216', 'Ndrg2', 'Cpe', 'Gm13340', 'Gm10925', 'Agt', 'Aldoc', 'Mobp', 'Fth1', 'Gm13339', 'Apod', 'Atp1a2', 'Plp1', 'mt-Atp6', 'Scd2', 'Trf', 'Qdpr', 'mt-Nd2', 'Gm28661', 'Mal', 'Vamp1', 'Plekhb1', 'RP23-269H21.1', 'Tcf7l2', 'Unc13c', 'Calb2', 'Nefh', 'Gm11410', 'Apoe', 'Gm12155', 'Kcnj10', 'mt-Nd3', 'Cldn11', 'Eef2', 'Slc17a6', 'Itih3', 'Serpine2', 'Gm13341', 'Kcnc1', 'Olig1', 'Syt11', 'S100b', 'Bcas1', 'Hdac11', 'Endod1', 'Gm28438', 'Ttyh2', 'Rcan2', 'Nat8l', 'Kndc1', 'Gatm', 'Zcchc12', 'Scd1', 'Ntsr2', 'Gpr37', 'Nacc2', 'Selenop', 'Wscd1', 'Myrf', 'Dnm3', 'Tubb4a', 'Cnp', 'Pla2g7', 'Adarb1', 'Car2', 'RP23-424C4.8', 'Gm17383', 'Pcbd1', 'Tspan2', 'Arl2', 'Rimkla', 'Insig1', 'Litaf', 'Gprc5b', 'Il33', 'Mog', 'Pcp4']"
3,45,"['Camk2n1', 'Calm2', 'Gpm6a', 'Mef2c', 'Tspan7', 'Snap25', 'Adcy1', 'Prkcb', 'Ywhah', 'Olfm1', 'Nrgn', 'Nptn', 'Atp1a1', 'Itpr1', 'Cck', 'Sptbn2', 'Syt1', 'Gria2', 'Egr1', 'Lamp5', 'Chn1', 'Pcsk2', 'Diras2', 'Zfp365', 'Tbr1', 'Nrn1', 'Ppp3r1', 'Rtn4', 'Serinc1', 'Kcnab1', 'Efhd2', 'Ppp3ca', 'Hsph1', 'Cyfip2', 'Nr4a1', 'Dmtn', 'Rab6b', 'Atp2b2', 'Atp2b1', 'Pld3', 'Ywhaz', 'Ndrg3', 'Stac2', 'Mpped1', 'AI593442']"
4,99,"['Gm26917', 'Gm42418', 'mt-Rnr1', 'Rn18s-rs5', 'Mir6240', 'mt-Rnr2', 'Gm42959', 'Lars2', 'Gm20594', 'Mir6236', 'mt-Nd5', 'Fbn1', 'Ift46', 'Gm24245', 'Lbx1', 'Cachd1', 'Tbx1', 'Gm15564', 'Mios', 'mt-Nd4l', 'Fam212a', 'Gm12896', 'Crlf1', 'Apc', 'Malat1', 'Sox9', 'BC001981', 'Eef1a1', 'n-R5-8s1', 'Kl', 'Gm24270', 'Clic6', 'Gm23935', 'E130116L18Rik', 'Pom121l2', 'Map2', 'Otud1', 'Msx1', 'Phox2a', 'Gm13456', '1700088E04Rik', 'Gm24601', 'Dbi', 'S100a1', 'Cab39l', 'Rps25-ps1', 'Ttr', 'Srp54a', 'Cox8b', 'Zbtb20', 'Gm9800', 'Nop9', 'Tpt1', 'Ak3', 'Fgf2', 'Slc46a3', 'Pla2g16', 'Gm6767', 'Lrrc63', 'Sh3d19', '1600020E01Rik', 'Cul4b', 'Gm8399', 'Sowahc', 'Cdkn1c', 'Emilin2', 'Hba-a1', 'Gm4076', 'Cdr2', 'Otx2', 'Gm12643', 'Cmip', 'Pcmtd1', 'Gm9780', 'Smim8', 'Gna13', 'Gfap', 'Sept10', 'Trpm3', 'Gm10222', 'Ercc6l2', 'Pura', 'Evi5', 'Calml4', 'Prlr', 'Plxnb2', 'Gm43352', 'Tab2', 'Gm25911', 'Gm10126', 'Enpp2', 'Gm13392', 'Cfap126', 'Igf2', 'Gm9521', 'Dbpht2', 'Acaa2', 'Dgkb', 'Nde1']"
5,22,"['mt-Tr', 'Cox7b', 'Timm22', 'Nme7', 'Gm5963', 'Pja2', 'Idh3a', 'Dnaja1', 'Rnu2-10', 'Hnrnpk', 'mt-Tt', 'Actg1', 'G3bp2', 'Ldha', 'Tubb2a', 'Ddx5', 'Eif4a2', 'Ubqln2', 'Astn1', 'Grina', 'Tspyl1', 'Mrfap1']"
6,29,"['Scg2', 'Tspyl4', 'Ahi1', 'Canx', 'Ndn', 'Resp18', 'Peg3', 'Ttc3', 'Sv2a', 'Gaa', 'Gm11478', 'Gprasp2', 'Uqcrc1', 'Disp2', 'Hsp90aa1', 'Zwint', 'Tmem147', 'Got1', 'Rps3a1', 'Rpl3-ps1', 'Ndufv2', 'Podxl2', 'Gm6023', 'Nefl', 'Rpl3-ps2', 'Pnmal2', 'Rps3a3', 'Rims3', 'Gm12918']"
7,22,"['Fbxl16', 'Arpp21', 'Ncald', 'Zbtb18', 'Slc17a7', 'Rab6a', 'Gm26723', 'Lrrc8b', 'Gpr26', 'Dclk1', 'Sv2b', 'Npas4', 'Dgkz', 'Arf3', 'Gucy1b3', 'Enc1', 'Ddn', 'Pi4ka', 'Fam212b', 'Mkl2', 'Pgm2l1', 'Foxg1']"
8,19,"['Hint1', 'Atp5o', 'Tshz2', 'Ndufs6', 'Cox7a2', 'Cmpk2', 'Map7d1', 'Nrep', 'Dhcr24', 'Gm4750', 'Kcna2', 'Mir703', 'Hars', 'Ndufb8', 'Olfr912.1', 'Pgk1', 'Rpl38-ps2', 'Epb41l3', 'Napa']"
9,40,"['Basp1', 'Nsg2', 'Glyr1', 'Phactr1', 'Fry', 'Rheb', 'Kcnf1', 'Atp6v0d1', 'Mmd', 'Oxr1', 'Klc1', 'Gabrb3', 'Nap1l1', 'Fam163b', 'Dnaja2', 'Gm17786', 'Prkacb', 'Sptan1', 'Elmod1', 'Itm2c', 'Ywhab', 'Rgs4', 'Mpc1', 'Apbb1', 'Grk2', 'Slc4a10', 'Gm20659', 'Lancl1', 'Kcnj3', 'Ptpn5', 'Opcml', 'Cadps', 'Serinc3', 'Scn2a', 'Kcnb1', 'Osbpl1a', 'Pfn2', 'Etl4', 'Atp6v1e1', 'Slitrk1']"
10,23,"['Stmn3', 'Gm8326', 'Sucla2', 'Prdx2', 'Cox4i1', 'Gm7899', 'Gad1', 'Atp5j2', 'Gm24276', 'Rnf187', 'Gm12816', 'Rpl34-ps2', 'Pnkd', 'Rps3a2', 'Gm8355', 'Faim2', 'Gtf2i', 'Rpsa', 'Dnajc19', 'Dcun1d4', 'Rab3c', 'Sncb', 'Cox6c']"
