,#genes,genes
1,650,"['Gene3786', 'Gene1310', 'Gene4907', 'Gene3650', 'Gene6855', 'Gene1678', 'Gene816', 'Gene84', 'Gene7085', 'Gene7481', 'Gene6027', 'Gene1025', 'Gene4510', 'Gene9282', 'Gene6532', 'Gene4138', 'Gene6539', 'Gene6566', 'Gene1972', 'Gene1679', 'Gene8058', 'Gene4709', 'Gene3273', 'Gene4529', 'Gene6439', 'Gene9692', 'Gene2583', 'Gene6435', 'Gene7104', 'Gene2432', 'Gene2359', 'Gene9025', 'Gene7312', 'Gene2581', 'Gene2591', 'Gene2247', 'Gene7683', 'Gene3511', 'Gene4712', 'Gene7231', 'Gene7957', 'Gene4246', 'Gene8456', 'Gene6857', 'Gene9934', 'Gene5306', 'Gene732', 'Gene9020', 'Gene2006', 'Gene3784', 'Gene2251', 'Gene6355', 'Gene3113', 'Gene6273', 'Gene7947', 'Gene2689', 'Gene8111', 'Gene24', 'Gene7805', 'Gene3899', 'Gene4473', 'Gene2355', 'Gene1784', 'Gene518', 'Gene4171', 'Gene3696', 'Gene4267', 'Gene793', 'Gene2300', 'Gene7051', 'Gene6360', 'Gene5825', 'Gene9785', 'Gene1012', 'Gene3147', 'Gene5980', 'Gene1997', 'Gene1148', 'Gene7716', 'Gene285', 'Gene6796', 'Gene5733', 'Gene4840', 'Gene2447', 'Gene1567', 'Gene5089', 'Gene4055', 'Gene6157', 'Gene7073', 'Gene4383', 'Gene8813', 'Gene2783', 'Gene8862', 'Gene4872', 'Gene4264', 'Gene7428', 'Gene6921', 'Gene273', 'Gene8936', 'Gene8668', 'Gene1160', 'Gene3455', 'Gene7169', 'Gene2174', 'Gene2106', 'Gene1195', 'Gene4815', 'Gene301', 'Gene6102', 'Gene7445', 'Gene2470', 'Gene492', 'Gene922', 'Gene5454', 'Gene5694', 'Gene4431', 'Gene7665', 'Gene1894', 'Gene268', 'Gene9075', 'Gene9134', 'Gene4047', 'Gene7250', 'Gene7724', 'Gene6504', 'Gene690', 'Gene9027', 'Gene8809', 'Gene777', 'Gene3415', 'Gene5532', 'Gene6367', 'Gene4869', 'Gene486', 'Gene1991', 'Gene7011', 'Gene7461', 'Gene3584', 'Gene9607', 'Gene1957', 'Gene556', 'Gene8531', 'Gene7031', 'Gene8390', 'Gene5451', 'Gene4298', 'Gene5570', 'Gene534', 'Gene6992', 'Gene7610', 'Gene5964', 'Gene5272', 'Gene7331', 'Gene6094', 'Gene1372', 'Gene2166', 'Gene2248', 'Gene885', 'Gene9276', 'Gene8391', 'Gene5865', 'Gene258', 'Gene1225', 'Gene5194', 'Gene2965', 'Gene257', 'Gene5692', 'Gene3305', 'Gene6493', 'Gene9042', 'Gene480', 'Gene3467', 'Gene5101', 'Gene8764', 'Gene1098', 'Gene1519', 'Gene1872', 'Gene6614', 'Gene4763', 'Gene8488', 'Gene6852', 'Gene5', 'Gene4694', 'Gene9064', 'Gene7316', 'Gene8191', 'Gene2455', 'Gene590', 'Gene4385', 'Gene7355', 'Gene3652', 'Gene1171', 'Gene321', 'Gene2512', 'Gene4167', 'Gene5213', 'Gene3073', 'Gene6403', 'Gene3440', 'Gene1686', 'Gene3262', 'Gene2159', 'Gene3026', 'Gene8954', 'Gene5092', 'Gene8821', 'Gene4891', 'Gene5204', 'Gene1765', 'Gene6610', 'Gene3151', 'Gene6345', 'Gene692', 'Gene6082', 'Gene2613', 'Gene3662', 'Gene9386', 'Gene3932', 'Gene6517', 'Gene5390', 'Gene3038', 'Gene9326', 'Gene6268', 'Gene5937', 'Gene653', 'Gene6783', 'Gene3855', 'Gene1044', 'Gene6372', 'Gene7763', 'Gene8681', 'Gene3823', 'Gene1462', 'Gene3747', 'Gene9457', 'Gene3945', 'Gene7410', 'Gene9839', 'Gene1859', 'Gene5261', 'Gene9958', 'Gene6615', 'Gene3707', 'Gene3176', 'Gene7818', 'Gene8781', 'Gene715', 'Gene4018', 'Gene5952', 'Gene3769', 'Gene361', 'Gene7057', 'Gene9561', 'Gene7813', 'Gene8350', 'Gene7012', 'Gene9426', 'Gene8051', 'Gene6659', 'Gene3866', 'Gene8345', 'Gene2029', 'Gene8686', 'Gene1527', 'Gene2399', 'Gene9485', 'Gene2347', 'Gene6020', 'Gene699', 'Gene7290', 'Gene8559', 'Gene7520', 'Gene7399', 'Gene1994', 'Gene7853', 'Gene1141', 'Gene7837', 'Gene5834', 'Gene1934', 'Gene6164', 'Gene9914', 'Gene4821', 'Gene9131', 'Gene8704', 'Gene3940', 'Gene8580', 'Gene2649', 'Gene4714', 'Gene8270', 'Gene8377', 'Gene2418', 'Gene12', 'Gene9834', 'Gene2750', 'Gene502', 'Gene9522', 'Gene891', 'Gene4800', 'Gene3550', 'Gene3187', 'Gene9643', 'Gene5414', 'Gene8406', 'Gene4245', 'Gene1727', 'Gene2292', 'Gene6611', 'Gene9030', 'Gene652', 'Gene3871', 'Gene8784', 'Gene1354', 'Gene1410', 'Gene7258', 'Gene4686', 'Gene3100', 'Gene9297', 'Gene5239', 'Gene8771', 'Gene3902', 'Gene6804', 'Gene5611', 'Gene4718', 'Gene5098', 'Gene2900', 'Gene1021', 'Gene4401', 'Gene9748', 'Gene5597', 'Gene5544', 'Gene2600', 'Gene1937', 'Gene4537', 'Gene2278', 'Gene143', 'Gene7505', 'Gene4059', 'Gene411', 'Gene790', 'Gene6561', 'Gene6293', 'Gene8886', 'Gene2514', 'Gene6799', 'Gene1802', 'Gene9753', 'Gene7065', 'Gene7054', 'Gene3469', 'Gene3765', 'Gene3464', 'Gene571', 'Gene6176', 'Gene9428', 'Gene688', 'Gene4248', 'Gene2764', 'Gene1560', 'Gene4433', 'Gene6463', 'Gene6812', 'Gene9499', 'Gene9006', 'Gene9703', 'Gene1843', 'Gene712', 'Gene2871', 'Gene1318', 'Gene3654', 'Gene7081', 'Gene2678', 'Gene1224', 'Gene675', 'Gene9616', 'Gene5512', 'Gene3003', 'Gene9128', 'Gene8950', 'Gene1698', 'Gene204', 'Gene5003', 'Gene6306', 'Gene4937', 'Gene908', 'Gene7006', 'Gene9446', 'Gene5310', 'Gene208', 'Gene6684', 'Gene4723', 'Gene3562', 'Gene4367', 'Gene5757', 'Gene3480', 'Gene1124', 'Gene5393', 'Gene4416', 'Gene4271', 'Gene4656', 'Gene6516', 'Gene4251', 'Gene5920', 'Gene1389', 'Gene264', 'Gene8265', 'Gene4949', 'Gene8710', 'Gene1192', 'Gene7129', 'Gene1575', 'Gene3574', 'Gene5935', 'Gene3402', 'Gene4971', 'Gene1269', 'Gene8363', 'Gene2421', 'Gene5202', 'Gene5292', 'Gene8085', 'Gene6304', 'Gene5578', 'Gene9050', 'Gene2304', 'Gene9986', 'Gene5042', 'Gene4465', 'Gene8631', 'Gene3593', 'Gene1813', 'Gene8242', 'Gene1723', 'Gene2860', 'Gene8086', 'Gene6549', 'Gene1893', 'Gene1314', 'Gene1058', 'Gene4274', 'Gene5384', 'Gene6003', 'Gene38', 'Gene1050', 'Gene2858', 'Gene1223', 'Gene1080', 'Gene5168', 'Gene7199', 'Gene2815', 'Gene7557', 'Gene3355', 'Gene8280', 'Gene9332', 'Gene2584', 'Gene2135', 'Gene1534', 'Gene2505', 'Gene5774', 'Gene4469', 'Gene2939', 'Gene193', 'Gene4572', 'Gene4105', 'Gene8645', 'Gene7013', 'Gene8413', 'Gene5683', 'Gene5237', 'Gene781', 'Gene8020', 'Gene1941', 'Gene4575', 'Gene8571', 'Gene3924', 'Gene7966', 'Gene4065', 'Gene4112', 'Gene5645', 'Gene6324', 'Gene3077', 'Gene3691', 'Gene8217', 'Gene8462', 'Gene1865', 'Gene8861', 'Gene3246', 'Gene7426', 'Gene9617', 'Gene1935', 'Gene4418', 'Gene6502', 'Gene9206', 'Gene7996', 'Gene4084', 'Gene7619', 'Gene8573', 'Gene3399', 'Gene8537', 'Gene40', 'Gene6631', 'Gene6686', 'Gene9687', 'Gene2675', 'Gene4376', 'Gene4289', 'Gene3381', 'Gene7304', 'Gene9854', 'Gene6037', 'Gene4574', 'Gene5939', 'Gene9555', 'Gene6173', 'Gene1995', 'Gene1585', 'Gene8666', 'Gene2268', 'Gene2963', 'Gene2544', 'Gene1415', 'Gene3219', 'Gene5812', 'Gene2881', 'Gene6494', 'Gene4504', 'Gene9482', 'Gene5493', 'Gene6184', 'Gene302', 'Gene8435', 'Gene7248', 'Gene6390', 'Gene5339', 'Gene638', 'Gene5491', 'Gene2172', 'Gene8040', 'Gene5052', 'Gene8829', 'Gene2930', 'Gene9525', 'Gene4823', 'Gene5012', 'Gene4127', 'Gene7333', 'Gene2780', 'Gene7589', 'Gene5759', 'Gene8268', 'Gene8195', 'Gene1538', 'Gene9863', 'Gene4213', 'Gene6932', 'Gene8311', 'Gene6013', 'Gene5351', 'Gene4337', 'Gene2610', 'Gene9557', 'Gene7385', 'Gene4377', 'Gene2612', 'Gene2471', 'Gene6468', 'Gene3248', 'Gene772', 'Gene5271', 'Gene4278', 'Gene221', 'Gene1896', 'Gene4152', 'Gene113', 'Gene1014', 'Gene9710', 'Gene2589', 'Gene7962', 'Gene6359', 'Gene283', 'Gene1603', 'Gene625', 'Gene8900', 'Gene806', 'Gene812', 'Gene7532', 'Gene9427', 'Gene8534', 'Gene8542', 'Gene9709', 'Gene6823', 'Gene1066', 'Gene8293', 'Gene1473', 'Gene6519', 'Gene2498', 'Gene1697', 'Gene1929', 'Gene4655', 'Gene5294', 'Gene8170', 'Gene3403', 'Gene3552', 'Gene7748', 'Gene2018', 'Gene641', 'Gene3181', 'Gene3758', 'Gene7798', 'Gene1836', 'Gene8261', 'Gene8334', 'Gene1607', 'Gene3963', 'Gene1791', 'Gene7492', 'Gene6303', 'Gene5521', 'Gene2081', 'Gene9512', 'Gene4017', 'Gene5936', 'Gene622', 'Gene9805', 'Gene2487', 'Gene4139', 'Gene429', 'Gene1381', 'Gene6132', 'Gene4121', 'Gene8346', 'Gene4450', 'Gene70', 'Gene5829', 'Gene2937', 'Gene4088', 'Gene5184', 'Gene3110', 'Gene1429', 'Gene5555', 'Gene3270', 'Gene9577', 'Gene1614', 'Gene3298', 'Gene5784', 'Gene3695', 'Gene3090', 'Gene5498', 'Gene6397', 'Gene5457', 'Gene3409']"
2,85,"['Gene459', 'Gene4720', 'Gene650', 'Gene7058', 'Gene1647', 'Gene3933', 'Gene5695', 'Gene6460', 'Gene5562', 'Gene4475', 'Gene9396', 'Gene2280', 'Gene9283', 'Gene3663', 'Gene9312', 'Gene9668', 'Gene2156', 'Gene4672', 'Gene4318', 'Gene3882', 'Gene5159', 'Gene4595', 'Gene9322', 'Gene6747', 'Gene3507', 'Gene8545', 'Gene6446', 'Gene3925', 'Gene4692', 'Gene8832', 'Gene4622', 'Gene6672', 'Gene6699', 'Gene9462', 'Gene4374', 'Gene9443', 'Gene2964', 'Gene689', 'Gene973', 'Gene125', 'Gene5207', 'Gene9054', 'Gene2716', 'Gene4898', 'Gene1923', 'Gene3894', 'Gene1572', 'Gene6970', 'Gene1289', 'Gene5655', 'Gene2468', 'Gene9751', 'Gene4596', 'Gene6051', 'Gene2806', 'Gene438', 'Gene4321', 'Gene3607', 'Gene8423', 'Gene2358', 'Gene7670', 'Gene9559', 'Gene2710', 'Gene9090', 'Gene6032', 'Gene2098', 'Gene9189', 'Gene6882', 'Gene814', 'Gene658', 'Gene9214', 'Gene7681', 'Gene9661', 'Gene112', 'Gene2892', 'Gene3681', 'Gene7433', 'Gene9564', 'Gene2197', 'Gene6099', 'Gene5342', 'Gene4555', 'Gene2631', 'Gene2778', 'Gene4943']"
3,325,"['Gene9740', 'Gene7591', 'Gene7242', 'Gene343', 'Gene1261', 'Gene9588', 'Gene1367', 'Gene3036', 'Gene7275', 'Gene1554', 'Gene1666', 'Gene2085', 'Gene6395', 'Gene3671', 'Gene5671', 'Gene6663', 'Gene5487', 'Gene3231', 'Gene670', 'Gene6824', 'Gene5405', 'Gene6941', 'Gene5582', 'Gene170', 'Gene4913', 'Gene9937', 'Gene1851', 'Gene7351', 'Gene8662', 'Gene1444', 'Gene6206', 'Gene4902', 'Gene9804', 'Gene9175', 'Gene7867', 'Gene3610', 'Gene6327', 'Gene1029', 'Gene8250', 'Gene8674', 'Gene8330', 'Gene356', 'Gene1157', 'Gene8747', 'Gene9619', 'Gene5260', 'Gene4679', 'Gene9011', 'Gene4260', 'Gene3793', 'Gene7732', 'Gene4175', 'Gene366', 'Gene3006', 'Gene7368', 'Gene98', 'Gene3442', 'Gene1950', 'Gene5947', 'Gene219', 'Gene4566', 'Gene7736', 'Gene1176', 'Gene2113', 'Gene4226', 'Gene7735', 'Gene1180', 'Gene757', 'Gene9405', 'Gene8926', 'Gene4982', 'Gene5781', 'Gene5708', 'Gene5263', 'Gene2877', 'Gene8902', 'Gene2129', 'Gene7595', 'Gene2859', 'Gene6806', 'Gene8411', 'Gene2776', 'Gene7956', 'Gene4497', 'Gene43', 'Gene253', 'Gene826', 'Gene7162', 'Gene9578', 'Gene3929', 'Gene1228', 'Gene4305', 'Gene1396', 'Gene9750', 'Gene822', 'Gene9892', 'Gene6160', 'Gene5743', 'Gene2516', 'Gene1064', 'Gene8903', 'Gene4155', 'Gene6985', 'Gene9411', 'Gene3244', 'Gene640', 'Gene6113', 'Gene6697', 'Gene769', 'Gene8894', 'Gene6894', 'Gene7745', 'Gene1421', 'Gene8978', 'Gene4953', 'Gene8374', 'Gene1350', 'Gene1517', 'Gene3596', 'Gene7195', 'Gene3764', 'Gene8694', 'Gene5747', 'Gene1811', 'Gene742', 'Gene8610', 'Gene8393', 'Gene2178', 'Gene9452', 'Gene832', 'Gene4557', 'Gene5021', 'Gene6070', 'Gene2073', 'Gene2360', 'Gene9419', 'Gene9648', 'Gene1671', 'Gene7825', 'Gene3702', 'Gene2382', 'Gene4637', 'Gene9656', 'Gene2510', 'Gene1557', 'Gene7070', 'Gene4565', 'Gene4049', 'Gene3885', 'Gene2853', 'Gene8914', 'Gene4192', 'Gene5872', 'Gene5017', 'Gene2551', 'Gene2076', 'Gene2453', 'Gene5144', 'Gene8550', 'Gene5753', 'Gene6469', 'Gene6903', 'Gene2998', 'Gene4606', 'Gene1881', 'Gene115', 'Gene3844', 'Gene7329', 'Gene7642', 'Gene3438', 'Gene4220', 'Gene8745', 'Gene1833', 'Gene8021', 'Gene7578', 'Gene427', 'Gene5022', 'Gene7311', 'Gene5561', 'Gene1717', 'Gene4349', 'Gene2849', 'Gene7414', 'Gene1729', 'Gene8137', 'Gene9407', 'Gene4827', 'Gene4779', 'Gene9168', 'Gene2718', 'Gene388', 'Gene8180', 'Gene7499', 'Gene2800', 'Gene7365', 'Gene965', 'Gene2245', 'Gene9180', 'Gene8877', 'Gene4624', 'Gene1662', 'Gene855', 'Gene825', 'Gene8683', 'Gene6152', 'Gene5415', 'Gene4046', 'Gene4713', 'Gene2661', 'Gene8678', 'Gene5018', 'Gene4157', 'Gene5556', 'Gene7921', 'Gene7303', 'Gene9498', 'Gene1914', 'Gene7820', 'Gene6178', 'Gene1122', 'Gene8915', 'Gene8497', 'Gene6242', 'Gene1266', 'Gene1478', 'Gene4756', 'Gene9079', 'Gene9430', 'Gene8449', 'Gene1542', 'Gene101', 'Gene9769', 'Gene5900', 'Gene9570', 'Gene3446', 'Gene1889', 'Gene182', 'Gene3313', 'Gene441', 'Gene1659', 'Gene8059', 'Gene6352', 'Gene7476', 'Gene2673', 'Gene9988', 'Gene8556', 'Gene8054', 'Gene1185', 'Gene6012', 'Gene9634', 'Gene3693', 'Gene8647', 'Gene1806', 'Gene7574', 'Gene3040', 'Gene8031', 'Gene2530', 'Gene9530', 'Gene8119', 'Gene439', 'Gene3437', 'Gene2862', 'Gene3476', 'Gene2315', 'Gene144', 'Gene8586', 'Gene5914', 'Gene5646', 'Gene6601', 'Gene9540', 'Gene6662', 'Gene4467', 'Gene5857', 'Gene5170', 'Gene9303', 'Gene6125', 'Gene3465', 'Gene8048', 'Gene4215', 'Gene3333', 'Gene7588', 'Gene1771', 'Gene2845', 'Gene3575', 'Gene6019', 'Gene5223', 'Gene9838', 'Gene5566', 'Gene7695', 'Gene4003', 'Gene150', 'Gene7103', 'Gene731', 'Gene7973', 'Gene2143', 'Gene61', 'Gene9691', 'Gene470', 'Gene7787', 'Gene80', 'Gene7141', 'Gene3157', 'Gene6984', 'Gene4122', 'Gene8742', 'Gene2504', 'Gene515', 'Gene5701', 'Gene6582', 'Gene1474', 'Gene1216', 'Gene8453', 'Gene5138', 'Gene2056', 'Gene9414', 'Gene1366', 'Gene5876', 'Gene1116', 'Gene4765', 'Gene5977', 'Gene2945', 'Gene5192', 'Gene5762', 'Gene2791', 'Gene7422']"
4,441,"['Gene8658', 'Gene1897', 'Gene7940', 'Gene6320', 'Gene2536', 'Gene7593', 'Gene7110', 'Gene6091', 'Gene4402', 'Gene3178', 'Gene8918', 'Gene5002', 'Gene5542', 'Gene869', 'Gene8001', 'Gene7260', 'Gene7917', 'Gene415', 'Gene485', 'Gene8749', 'Gene8906', 'Gene9410', 'Gene5793', 'Gene3757', 'Gene1907', 'Gene572', 'Gene1629', 'Gene6767', 'Gene3009', 'Gene2703', 'Gene3900', 'Gene3805', 'Gene9063', 'Gene8803', 'Gene7538', 'Gene9176', 'Gene5586', 'Gene3233', 'Gene9375', 'Gene5424', 'Gene9680', 'Gene8754', 'Gene2518', 'Gene5911', 'Gene2878', 'Gene8772', 'Gene3366', 'Gene3528', 'Gene9497', 'Gene3290', 'Gene8880', 'Gene4459', 'Gene15', 'Gene1801', 'Gene4153', 'Gene4576', 'Gene2433', 'Gene1693', 'Gene697', 'Gene3649', 'Gene4941', 'Gene3641', 'Gene6687', 'Gene4142', 'Gene8285', 'Gene6454', 'Gene6872', 'Gene9554', 'Gene2797', 'Gene2252', 'Gene4952', 'Gene7286', 'Gene5893', 'Gene5365', 'Gene4538', 'Gene9642', 'Gene3294', 'Gene5497', 'Gene2048', 'Gene5978', 'Gene7349', 'Gene3011', 'Gene2310', 'Gene524', 'Gene8732', 'Gene3656', 'Gene2908', 'Gene8699', 'Gene4453', 'Gene6262', 'Gene7968', 'Gene9274', 'Gene7635', 'Gene9539', 'Gene956', 'Gene5131', 'Gene7702', 'Gene576', 'Gene6916', 'Gene5308', 'Gene5744', 'Gene6674', 'Gene4890', 'Gene5881', 'Gene9632', 'Gene7211', 'Gene39', 'Gene6962', 'Gene4812', 'Gene5499', 'Gene3405', 'Gene8972', 'Gene5859', 'Gene7014', 'Gene9340', 'Gene2407', 'Gene4195', 'Gene4904', 'Gene2651', 'Gene8959', 'Gene3225', 'Gene1828', 'Gene1523', 'Gene4875', 'Gene4156', 'Gene8879', 'Gene2627', 'Gene3411', 'Gene2049', 'Gene149', 'Gene5259', 'Gene7806', 'Gene7675', 'Gene457', 'Gene1577', 'Gene6431', 'Gene3934', 'Gene8098', 'Gene2340', 'Gene865', 'Gene8368', 'Gene7295', 'Gene6231', 'Gene3400', 'Gene8788', 'Gene9589', 'Gene2901', 'Gene9081', 'Gene909', 'Gene7317', 'Gene2572', 'Gene896', 'Gene4651', 'Gene9230', 'Gene938', 'Gene92', 'Gene7466', 'Gene3406', 'Gene8530', 'Gene1246', 'Gene484', 'Gene8068', 'Gene1481', 'Gene8746', 'Gene6392', 'Gene9010', 'Gene111', 'Gene3837', 'Gene9292', 'Gene975', 'Gene8043', 'Gene5929', 'Gene2693', 'Gene915', 'Gene9721', 'Gene1905', 'Gene2823', 'Gene41', 'Gene9253', 'Gene6867', 'Gene7776', 'Gene1151', 'Gene8849', 'Gene817', 'Gene9833', 'Gene2078', 'Gene8520', 'Gene3503', 'Gene6596', 'Gene179', 'Gene5276', 'Gene1822', 'Gene139', 'Gene3079', 'Gene2000', 'Gene345', 'Gene4021', 'Gene8218', 'Gene1725', 'Gene9586', 'Gene9897', 'Gene189', 'Gene118', 'Gene3045', 'Gene9348', 'Gene2079', 'Gene5430', 'Gene6147', 'Gene4244', 'Gene2139', 'Gene3089', 'Gene7710', 'Gene5972', 'Gene4364', 'Gene2369', 'Gene8967', 'Gene3146', 'Gene8160', 'Gene1119', 'Gene9342', 'Gene4419', 'Gene9797', 'Gene6162', 'Gene3449', 'Gene4793', 'Gene6993', 'Gene6044', 'Gene3309', 'Gene3453', 'Gene9135', 'Gene1967', 'Gene4577', 'Gene6595', 'Gene7691', 'Gene1651', 'Gene3135', 'Gene3895', 'Gene5742', 'Gene8878', 'Gene8799', 'Gene42', 'Gene580', 'Gene8352', 'Gene5063', 'Gene8533', 'Gene4148', 'Gene2653', 'Gene8108', 'Gene8254', 'Gene8737', 'Gene9998', 'Gene7213', 'Gene624', 'Gene9453', 'Gene7456', 'Gene8806', 'Gene5921', 'Gene6521', 'Gene7330', 'Gene475', 'Gene1', 'Gene23', 'Gene9029', 'Gene2062', 'Gene836', 'Gene4340', 'Gene2550', 'Gene8165', 'Gene9732', 'Gene8366', 'Gene460', 'Gene8505', 'Gene937', 'Gene4036', 'Gene2740', 'Gene6881', 'Gene3789', 'Gene1425', 'Gene7693', 'Gene5011', 'Gene7015', 'Gene8672', 'Gene691', 'Gene7450', 'Gene4558', 'Gene4627', 'Gene2785', 'Gene4201', 'Gene6552', 'Gene824', 'Gene5057', 'Gene4776', 'Gene943', 'Gene4413', 'Gene1508', 'Gene5107', 'Gene6657', 'Gene8245', 'Gene2615', 'Gene6790', 'Gene7134', 'Gene6039', 'Gene7454', 'Gene3189', 'Gene7885', 'Gene778', 'Gene6648', 'Gene8096', 'Gene9376', 'Gene4747', 'Gene9534', 'Gene9871', 'Gene4170', 'Gene532', 'Gene7117', 'Gene2548', 'Gene7727', 'Gene3826', 'Gene9218', 'Gene8506', 'Gene2896', 'Gene1588', 'Gene2033', 'Gene3943', 'Gene1794', 'Gene3120', 'Gene2539', 'Gene7352', 'Gene4745', 'Gene5418', 'Gene2414', 'Gene5606', 'Gene8639', 'Gene5266', 'Gene1832', 'Gene7874', 'Gene1867', 'Gene63', 'Gene9670', 'Gene3683', 'Gene4281', 'Gene4665', 'Gene6960', 'Gene1773', 'Gene7747', 'Gene4427', 'Gene7815', 'Gene5741', 'Gene7264', 'Gene6478', 'Gene5761', 'Gene5765', 'Gene5280', 'Gene6398', 'Gene1792', 'Gene2656', 'Gene2986', 'Gene6890', 'Gene1235', 'Gene1338', 'Gene7573', 'Gene2473', 'Gene8039', 'Gene3997', 'Gene5678', 'Gene2199', 'Gene9654', 'Gene5325', 'Gene4516', 'Gene5240', 'Gene984', 'Gene9387', 'Gene1213', 'Gene7925', 'Gene8381', 'Gene4674', 'Gene146', 'Gene8765', 'Gene1236', 'Gene2765', 'Gene5705', 'Gene8939', 'Gene2086', 'Gene6416', 'Gene3359', 'Gene8630', 'Gene2766', 'Gene1643', 'Gene7319', 'Gene1047', 'Gene3779', 'Gene6953', 'Gene7131', 'Gene5228', 'Gene2889', 'Gene6859', 'Gene5332', 'Gene5975', 'Gene9928', 'Gene5225', 'Gene5854', 'Gene9369', 'Gene5402', 'Gene4315', 'Gene19', 'Gene9149', 'Gene174', 'Gene7632', 'Gene6302', 'Gene7953', 'Gene7677', 'Gene7819', 'Gene5125', 'Gene8867', 'Gene2177', 'Gene5863', 'Gene2141', 'Gene6451', 'Gene681', 'Gene8689', 'Gene8006', 'Gene9191', 'Gene3858', 'Gene1409', 'Gene4223', 'Gene4302', 'Gene4549', 'Gene7613', 'Gene5483', 'Gene751', 'Gene6447', 'Gene9357', 'Gene9455', 'Gene2617', 'Gene8474', 'Gene5593', 'Gene5364', 'Gene6086', 'Gene1072', 'Gene4178', 'Gene2829']"
5,137,"['Gene5718', 'Gene323', 'Gene7095', 'Gene5218', 'Gene6005', 'Gene6887', 'Gene1696', 'Gene607', 'Gene7197', 'Gene3594', 'Gene4689', 'Gene5934', 'Gene8347', 'Gene9397', 'Gene872', 'Gene4760', 'Gene3332', 'Gene2243', 'Gene293', 'Gene4428', 'Gene6912', 'Gene2282', 'Gene5432', 'Gene5323', 'Gene912', 'Gene1334', 'Gene4060', 'Gene9166', 'Gene1498', 'Gene5379', 'Gene7785', 'Gene9119', 'Gene4999', 'Gene6726', 'Gene7478', 'Gene1101', 'Gene6246', 'Gene6341', 'Gene3886', 'Gene9112', 'Gene4126', 'Gene2240', 'Gene5515', 'Gene3425', 'Gene7150', 'Gene168', 'Gene9852', 'Gene7002', 'Gene2181', 'Gene7637', 'Gene5203', 'Gene7773', 'Gene2917', 'Gene2566', 'Gene1779', 'Gene6732', 'Gene7905', 'Gene8385', 'Gene3413', 'Gene9872', 'Gene1762', 'Gene719', 'Gene3549', 'Gene1996', 'Gene6404', 'Gene5600', 'Gene6839', 'Gene2445', 'Gene2880', 'Gene5304', 'Gene255', 'Gene1082', 'Gene4639', 'Gene4698', 'Gene4933', 'Gene2443', 'Gene7010', 'Gene4930', 'Gene7572', 'Gene7547', 'Gene6835', 'Gene6919', 'Gene8735', 'Gene7008', 'Gene9096', 'Gene5231', 'Gene4044', 'Gene3838', 'Gene9673', 'Gene4738', 'Gene6043', 'Gene4527', 'Gene1886', 'Gene8801', 'Gene7758', 'Gene2561', 'Gene803', 'Gene4441', 'Gene5710', 'Gene1924', 'Gene2565', 'Gene9291', 'Gene9755', 'Gene7565', 'Gene7463', 'Gene1675', 'Gene2891', 'Gene4327', 'Gene2540', 'Gene6161', 'Gene8169', 'Gene6768', 'Gene7603', 'Gene3492', 'Gene5106', 'Gene6695', 'Gene8211', 'Gene5010', 'Gene7125', 'Gene4001', 'Gene883', 'Gene500', 'Gene9069', 'Gene6834', 'Gene6795', 'Gene1515', 'Gene5048', 'Gene6077', 'Gene3583', 'Gene847', 'Gene5005', 'Gene9051', 'Gene3303', 'Gene7497', 'Gene6411', 'Gene7623', 'Gene2031']"
