"cluster","#genes","genes"
"1","55","Gene9740, Gene7242, Gene1367, Gene9588, Gene5487, Gene1666, Gene6663, Gene5671, Gene3671, Gene6395, Gene1554, Gene670, Gene1261, Gene343, Gene9804, Gene6824, Gene1029, Gene3036, Gene6941, Gene4679, Gene7591, Gene7867, Gene9011, Gene8747, Gene1157, Gene8250, Gene8662, Gene8330, Gene9619, Gene6327, Gene3442, Gene5260, Gene1444, Gene170, Gene7732, Gene6206, Gene4260, Gene3231, Gene4902, Gene3610, Gene7275, Gene1950, Gene219, Gene4913, Gene7736, Gene98, Gene1851, Gene4566, Gene3006, Gene7351, Gene3793, Gene2113, Gene1176, Gene9405, Gene7735"
"2","119","Gene6855, Gene84, Gene3650, Gene4907, Gene3786, Gene1678, Gene816, Gene1310, Gene1025, Gene7085, Gene6532, Gene6027, Gene1972, Gene9282, Gene8058, Gene4510, Gene6539, Gene4709, Gene1679, Gene6439, Gene6435, Gene2583, Gene7312, Gene7481, Gene2247, Gene2591, Gene5306, Gene2581, Gene9692, Gene8456, Gene3784, Gene732, Gene9025, Gene2432, Gene2359, Gene3511, Gene9020, Gene7957, Gene6355, Gene5218, Gene24, Gene2006, Gene6273, Gene4138, Gene2689, Gene7805, Gene6857, Gene1784, Gene6566, Gene2251, Gene7104, Gene5980, Gene793, Gene1148, Gene2355, Gene4529, Gene3696, Gene3113, Gene7947, Gene4171, Gene1997, Gene9785, Gene6360, Gene1567, Gene9934, Gene4055, Gene5825, Gene7716, Gene2447, Gene7073, Gene6796, Gene518, Gene285, Gene8111, Gene2783, Gene1012, Gene4840, Gene6157, Gene8862, Gene7428, Gene2300, Gene5733, Gene273, Gene4246, Gene5089, Gene4383, Gene7231, Gene4267, Gene4264, Gene4473, Gene8813, Gene4760, Gene3147, Gene6102, Gene492, Gene7051, Gene1160, Gene922, Gene3455, Gene7683, Gene3899, Gene9134, Gene2106, Gene1195, Gene8668, Gene7169, Gene7724, Gene2174, Gene6912, Gene5694, Gene8936, Gene4431, Gene5532, Gene4712, Gene7445, Gene5454, Gene2470, Gene7031, Gene1894"
"3","77","Gene9283, Gene1647, Gene9312, Gene4475, Gene2280, Gene5695, Gene7058, Gene5159, Gene3663, Gene6887, Gene459, Gene650, Gene9396, Gene9322, Gene4595, Gene6747, Gene1696, Gene4720, Gene3507, Gene8832, Gene4692, Gene5562, Gene6699, Gene2156, Gene3933, Gene3882, Gene6672, Gene6460, Gene4672, Gene9462, Gene4318, Gene8545, Gene689, Gene2964, Gene973, Gene9668, Gene1572, Gene4622, Gene5207, Gene4898, Gene9443, Gene5934, Gene1923, Gene4374, Gene6446, Gene125, Gene5655, Gene9054, Gene3925, Gene9751, Gene3594, Gene6005, Gene3894, Gene6051, Gene2716, Gene438, Gene2468, Gene8423, Gene2806, Gene5323, Gene3607, Gene7260, Gene3332, Gene6970, Gene4596, Gene2536, Gene8906, Gene2358, Gene7917, Gene1289, Gene2826, Gene9559, Gene814, Gene6320, Gene2710, Gene7670, Gene2098"
"4","45","Gene6670, Gene8721, Gene6323, Gene8949, Gene3625, Gene323, Gene5002, Gene5265, Gene3167, Gene2184, Gene5718, Gene9598, Gene7487, Gene8001, Gene8354, Gene5155, Gene1249, Gene1907, Gene4459, Gene4689, Gene5167, Gene7453, Gene8803, Gene872, Gene5793, Gene7320, Gene6962, Gene8883, Gene6851, Gene2567, Gene293, Gene4852, Gene3678, Gene6454, Gene6916, Gene3723, Gene485, Gene3759, Gene2243, Gene4291, Gene4872, Gene3805, Gene1526, Gene7286, Gene1897"
"5","47","Gene4584, Gene2690, Gene5356, Gene958, Gene1383, Gene154, Gene6337, Gene9497, Gene2344, Gene5978, Gene3757, Gene9123, Gene3649, Gene8240, Gene869, Gene5586, Gene5405, Gene8658, Gene5388, Gene9175, Gene149, Gene8637, Gene6985, Gene4366, Gene7956, Gene8374, Gene6389, Gene8918, Gene366, Gene1339, Gene2921, Gene9253, Gene8098, Gene2549, Gene356, Gene5948, Gene5115, Gene8674, Gene15, Gene1250, Gene685, Gene3405, Gene7349, Gene3294, Gene2651, Gene5365, Gene4155"
"6","61","Gene2676, Gene8327, Gene4554, Gene1365, Gene2241, Gene1060, Gene7823, Gene842, Gene5809, Gene8421, Gene4256, Gene7723, Gene2157, Gene9844, Gene4212, Gene7842, Gene7829, Gene5811, Gene3237, Gene391, Gene4921, Gene1547, Gene1166, Gene6241, Gene1360, Gene8887, Gene495, Gene8782, Gene3938, Gene7364, Gene1146, Gene9875, Gene7245, Gene7600, Gene6832, Gene4451, Gene1551, Gene3546, Gene8498, Gene2914, Gene4845, Gene9005, Gene2449, Gene9451, Gene1457, Gene9043, Gene9351, Gene850, Gene5926, Gene5832, Gene1673, Gene7272, Gene6232, Gene1731, Gene4054, Gene2318, Gene6153, Gene9203, Gene989, Gene5898, Gene9101"
"7","24","Gene444, Gene5363, Gene5492, Gene966, Gene8387, Gene3197, Gene9824, Gene2968, Gene8084, Gene7639, Gene7680, Gene8182, Gene2841, Gene9514, Gene5114, Gene410, Gene2574, Gene3670, Gene4967, Gene8757, Gene7560, Gene4974, Gene5662, Gene2974"
"8","59","Gene6313, Gene5189, Gene5674, Gene3431, Gene9727, Gene1970, Gene5677, Gene933, Gene2011, Gene7788, Gene9521, Gene7889, Gene6292, Gene2257, Gene3293, Gene4204, Gene5916, Gene5873, Gene7475, Gene1297, Gene996, Gene8145, Gene6089, Gene3889, Gene6522, Gene9116, Gene4415, Gene1443, Gene5506, Gene3346, Gene5481, Gene3577, Gene9334, Gene2125, Gene5501, Gene1344, Gene5234, Gene3078, Gene9548, Gene7696, Gene3508, Gene3024, Gene6506, Gene79, Gene7633, Gene8153, Gene9454, Gene4965, Gene1646, Gene6371, Gene1133, Gene614, Gene9645, Gene8430, Gene8232, Gene9004, Gene2187, Gene4100, Gene6150"
"9","33","Gene6213, Gene6442, Gene4513, Gene8306, Gene7508, Gene820, Gene3917, Gene8577, Gene9049, Gene6838, Gene1406, Gene6873, Gene2462, Gene821, Gene528, Gene530, Gene1482, Gene449, Gene6227, Gene5478, Gene3069, Gene5716, Gene2210, Gene7729, Gene1090, Gene7338, Gene3514, Gene4104, Gene9718, Gene3037, Gene6289, Gene4678, Gene6660"
"10","24","Gene3773, Gene841, Gene7367, Gene8028, Gene5004, Gene2880, Gene7585, Gene3939, Gene2266, Gene18, Gene6893, Gene3481, Gene7173, Gene919, Gene1589, Gene9909, Gene5163, Gene8708, Gene9438, Gene3829, Gene894, Gene1306, Gene3554, Gene7449"
