"cluster","#genes","genes"
"1","178","Scd2, Qk, Mbp, Fth1, Mog, Qdpr, Car2, Mobp, Apod, Ndrg1, Trf, Plekhb1, Cldn11, Tmem88b, Gatm, Cd81, Mag, Cryab, Ermn, Pllp, Mal, Slc12a2, Cnp, Erbin, Bcas1, Il33, Csrp1, Lpar1, Tspan2, Pacs2, Gpr37, Plp1, Ugt8a, Ttyh2, Gjc3, Ppp1r14a, Gltp, Sept4, Fa2h, Myrf, Sox10, Anln, Gjc2, Evi2a, Tubb4a, Olig1, Litaf, Phldb1, Slain1, Psat1, Lamp1, Tppp3, Serpinb1a, Prr18, Rhog, Sirt2, Slc44a1, Aspa, Wscd1, Gna12, Itgb4, Clic4, Sox2ot, Plekhh1, Myo6, Cers2, Neat1, Jam3, Opalin, Fnbp1, Tmcc3, Ddc, Rnf13, Nkx6-2, Tmbim1, Desi1, Cntn2, Carhsp1, Gsn, Kif5b, Smco3, Selenop, Pip4k2a, Gab1, Fgfr2, Abca2, Aplp1, Efnb3, S100b, Car14, Elovl1, Frmd8, Tprn, Hepacam, Pla2g16, Tmem63a, 5031439G07Rik, Klk6, Npc1, Plcl1, Tnfaip6, Endod1, Nmral1, Sez6l2, Lgi3, Adi1, Fth-ps3, Rdx, Pkp4, Hipk2, Gprc5b, Bin1, March8, Olig2, Gjb1, Oxsr1, Adamts4, Foxn3, Trim59, Rcbtb1, Sccpdh, 1700047M11Rik, Ddr1, Wnk1, Degs1, Hapln2, Enpp6, Atp1b3, S100a16, Plod1, Gal3st1, Tmem125, Phlpp1, A230001M10Rik, Aatk, Arhgef10, Cpox, Plin3, Pmp22, Gstm7, Pls1, Magt1, Grb14, Cd82, Map7, Dnajb2, Clu, Tm7sf3, Josd2, Apoe, Kif5a, Kif1b, Padi2, Rhou, Gpm6b, Nkx2-2, Dbndd2, S1pr5, Tspan15, Arrdc3, Ccp110, Adamtsl4, Arhgap23, Sox8, C030029H02Rik, Ly6g6f, Micall1, Cpm, Efhd1, Bpgm, Zfp488, Prr5l, Tmem98, Gpr62, Pde8a, Cd9, Srd5a1, Mpzl1"
"2","67","Slc6a11, Nrsn2, Nap1l5, Resp18, Sparc, Zcchc12, Abat, Aldoc, Rit2, Sparcl1, Gprasp2, Ndn, Calb2, Rpl38, Itih3, Scg2, Ache, Baiap3, Usp29, Serpine2, Tmsb10, Hap1, Ahi1, Ndrg2, AW551984, Igsf1, Impact, Pitx2, Agt, Vamp1, Tcf7l2, Slc17a6, Ctnnb1, Nrip2, Cpe, Pla2g7, Camk2n2, Usmg5, Htr2c, Dgkk, mt-Tm, 6330403K07Rik, Zwint, Tmem255a, Zfp423, Dlk1, Cbln1, Cbln4, Sfrp5, Etnppl, Ubb, Atp1a2, Ctxn3, B630019K06Rik, Zfhx3, Peg3, Nts, Foxp2, Scoc, Cox5b, Pcsk1n, Rmst, Gap43, Tmem130, Acsbg1, Gprasp1, Gm1821"
"3","71","Igf2, Slc13a4, Mgp, Slc6a20a, Vim, Ogn, Itih2, Igfbp2, Col1a2, Slc6a13, Otx2, Lbp, Ptgds, Col3a1, Hba-a1, Hbb-bs, Hbb-bt, Hba-a2, Serpinh1, Fmod, Serping1, Aldh1a2, Col1a1, Dcn, Gm45396, Vtn, Fbln1, Gjb2, Cfh, Rsph1, Rbp1, Anxa2, Aebp1, Lyz2, Msx1, Cox8b, Csrp2, Vwf, H2-Aa, Pltp, 1500015O10Rik, Dab2, Pcolce, Efemp1, Kcnj13, Fam46c, Timp3, Rarres2, Cp, Cd74, Vstm4, Cldn2, Gm12151, Plxnb2, Zic2, Calml4, Ifitm3, Rnf113a1, Ak7, Slc22a6, Alas2, Gm12854, Perp, Folr1, Slc13a3, Tagln, Enkur, S100a11, 2310039H08Rik, Id3, Foxd1"
"4","46","Nptxr, Rtn1, Pgm2l1, Syn2, Arf3, Fkbp1a, Rasgef1a, Gda, Ywhaz, Syn1, Aldoa, Prkar1b, Cyp26b1, Hpcal4, Prkcb, Calm2, Cck, Stxbp1, Snx10, Snca, Atp6v1g2, Ctxn1, Calm3, Pja2, Dnm1, Hpcal1, Lypd1, Sh3gl2, Itpr1, Diras2, Vstm2l, Pip5k1c, Crip2, Phyhip, Snap91, Atp2b4, Syt4, Gpm6a, Rimbp2, Rprm, Thra, Bex2, Map2, Sv2b, Ttc3, Fxyd7"
"5","127","Stard3nl, Capn12, Apeh, Oxsm, RP24-232D3.1, Plcg2, Calhm2, Rpl36a-ps2, Ift43, Scrib, Mfsd5, Rps8, Tnfrsf9, Pop1, Chrnb2, Sirt1, Rhpn2, 9030612E09Rik, Carf, Emg1, Gm5121, Pdzd9, Nkd1, Rp9, Snora21, Rps11-ps5, Gm12254, Exosc7, Ndfip1, Cpxm2, Ripk2, Zfp940, Eif1-ps1, Tob1, Krt9, Gramd1a, Matn4, Med31, Ifi47, Ccdc159, Gm5070, Rpl31-ps11, 3632454L22Rik, Rpl9, Sec1, Bmt2, Tmem159, Rars, Fam149a, Pcbd1, 5330438D12Rik, Gm5124, Naca, Usb1, Cdk5rap2, Cct3, Gm5967, Gm15843, Tmem192, Ttc4, Sncaip, 9530068E07Rik, Mtm1, Gm11687, Gm8494, Gm8019, Cables1, Snhg12, Pde7a, Kif20a, Abcg1, Gm7027, Lin54, Commd6, Ahr, Gm37773, Kti12, Tasp1, Gm25937, Cbx7, Slc22a21, 6330409D20Rik, Zfp639, Gm14200, N4bp2l1, Abcb1a, Gm33051, Bbs7, Lrif1, 4930528J11Rik, Psma5, Gm15536, Gm12380, Brpf3, Trappc3l, Gm14279, Khnyn, Rad50, Commd2, Eloa, Gm11353, RP23-114G13.7, Ddx51, Rft1, Sord, Ddx42, Tril, Pcnx3, Sun1, Fam160b1, Rpl29, Gm11631, Gm5905, Gm5805, Timmdc1, Harbi1, Slc25a25, Tcea1, Sdhc, Gm24951, Hps1, Gpr180, Fgf14, Gm12609, 1700052K11Rik, Zfp13, Manf"
"6","131","Cplx1, Ptpn4, Rora, Adarb1, Atp2a2, Prkcd, Tnnt1, Pcp4, Ramp3, Zic1, Pdp1, Ptpn3, Gabra4, Plekhg1, Ntng1, Rab37, Ccdc136, Plcb4, Patj, Rgs16, Sptbn1, Nrip3, Amotl1, Lef1, Synpo2, Rap1gds1, Spock1, Fam20c, Shox2, Cit, Nefh, Eps8l2, Elmo1, Ndrg4, Atp6ap2, Hcn4, Nsmf, Hspa12a, Kcnc2, Rgs4, Slc24a2, F2r, Trnp1, Bok, Grm1, Pitpnc1, Kitl, Tpd52l1, Vipr2, 1810041L15Rik, Zmat4, Spock3, Abhd12b, Pcp4l1, Fam19a4, Ldhb, Rab3c, Aplp2, Mgst3, Gabrd, Rasgrp1, Opn3, Grm4, Clmn, Cpne9, Gpr153, Ildr2, Atp1b1, Syt9, Edil3, Rnf152, Kcnc1, Kndc1, Scrt1, Gabbr2, Vav3, Rims3, Rasd1, Tmem56, Inpp5a, Adra1b, Slitrk6, Gm43398, Nefm, Spock2, Sgpp2, Shank3, Lhfp, Xylt2, Adarb2, Reps2, Nell1, Rasl11a, Mrvi1, Tiam1, Lrrtm1, Kcnd3, Tmem25, Plxdc1, Cacng5, Adamts15, Dbndd1, Nexn, St3gal4, Hlf, Avpi1, Cdkl5, Snap25, Nrxn3, Tanc1, Ttll7, Epn3, Necab3, Tespa1, Rab6b, Sh3d19, Ina, Prkch, Mdh1, Kcne4, Arap2, Lrtm2, Fhdc1, Epb41l3, Thsd7a, Adamts19, Slc9a3r1, Lynx1, Ankrd34c, Rgs8, Zic3"
"7","102","RP23-440I21.3, Egfl8, Rgs9, Rpl15-ps3, Zfp446, Gm13641, Elmod1, Slc30a6, Wfdc18, Drd2, Armc10, Stk38, Abhd5, Rtf1, Gm5160, Wdr13, Strip1, Fip1l1, Pnisr, Cdc25b, H3f3a-ps2, Gm8696, Plekha5, Osbpl8, Gatad2b, Gm12882, Spice1, Prkaa1, Mnat1, Gm4760, Gins2, Trpc7, Fam206a, Polr2d, Myef2, Stk26, Sik1, Stn1, 9130604C24Rik, Gm6686, Cops7b, Gm4631, Pgrmc2, Doc2g, Piwil2, Adnp2, Itga4, Kat2a, 9530080O11Rik, St7, Tmem186, H2afx, Spata1, E230020A03Rik, Cmbl, Trhr, Mpdz, Ghrhr, Gm6981, RP23-149M9.4, Snx4, Xpr1, Timm17a, Ctgf, Lrrc17, Dopey1, Fam76a, Sclt1, Zfp507, Foxred2, Arl5a, Dcps, Myt1, Gm45743, Pnn, Ugdh, Trmt10a, Bub3, Per3, Nup85, Ttll4, Stk32a, Wdr45b, Cep164, Gm3671, Eif5a, Psma4, Snupn, Morc4, Rpl36al, Coa6, Map3k19, Mprip, 4930570G19Rik, Atad1, Nanos3, Tmem147os, Gm12372, Rnf168, Gm15621, Pxdn, Capn7"
"8","111","Atpaf2, Gm19246, Gm15779, Gm10268, Rhno1, Pkib, Rps15a-ps1, Mcm6, Gm11266, Moxd1, Lin37, Gnl2, Tmem240, 1110008F13Rik, Gm15952, H3f3c, Gm8268, Ptpn6, Gm7432, Nat8f2, Fndc3b, Ackr2, Fam120c, Gm4374, Ssbp1, L3mbtl2, Hist1h2bl, Mrpl40, Gm4525, Gm8087, Ehbp1l1, Prdx2-rs3, Rufy3, Dnlz, Tmem251, Qpctl, Pno1, Gm18709, Tsr1, Mbd1, Lmcd1, Ubl4a, Gm996, Tmem237, Gm13488, Trip13, Atp9a, Spns2, Gm6887, Gm37713, Uchl4, 4933439C10Rik, Eif2ak1, Sgpp1, Pebp1, Mrgbp, Spaca6, Nsmaf, Krt222, Prrc2b, Tubb2a, Pla2g4d, Acbd4, Stip1, Slc35c1, Rptor, Gm12739, BC003965, 4732491K20Rik, 2810039B14Rik, Gm5607, Wfdc1, Gk5, Zfp768, Tfip11, Bace2, Gm6155, Saysd1, Mrm3, Gpt2, Atp5f1, Twsg1, Zfp316, Dyrk3, Tmem88, E2f6, Uhrf2, Slc7a2, Rpl38-ps1, Gm14794, Kcnh6, Rnf114, Dnajc13, Gm6057, 4930522L14Rik, Zkscan17, Atp1a3, St7l, Kcns3, Cfl1, Mmgt1, Gm8302, Ppp2r5b, Ccbe1, Actn2, Timm50, Stard9, Usf2, Drd1, Rsph3a, Gm2445"
"9","215","Ube2v1, Eva1b, Entpd1, Adgra2, Gm4070, Fancd2, Dgcr8, Pwp1, 1110051M20Rik, Znrf2, Brwd1, Uap1l1, Gm14322, Art3, Gm12741, Rpl26-ps4, Eng, Rabgap1, Emc9, Suz12, Spin2c, Ythdc2, Mief1, Gm44162, Oscp1, Xpc, Rlf, Borcs8, Elfn1, Chmp6, Msrb3, Acad9, Gps1, Gm43008, Cisd1, Xxylt1, C77080, Tnks1bp1, Stxbp2, Tbcel, Rnf219, Slain2, Xdh, Tmem67, Abcb7, Pigo, Otud3, Erbb4, Fbxo8, Rasgrp3, Gm29736, Nras, Bcl10, Mre11a, Dbf4, Ikzf5, Gins4, Clk4, Gm4217, Gm37424, Nr2f1, Ankle2, Tst, Gtf2h2, Gm13038, AV356131, Gm8762, Haus5, Myo9b, Aph1b, Gm10115, Shc4, Rbpj, Inpp1, Dido1, Tmem167, Slc4a1ap, Nrm, Rap1b, Btaf1, Fam107a, Ube2d-ps, Cluap1, Dcaf4, Atad2b, Arrdc4, Bahcc1, Rmnd5b, Zfp26, Gm12760, Haus4, Ddx55, Zfp422, Npr1, Tbl2, Gm694, Nr2c2, Tep1, Jdp2, Gm42595, Zfp74, Sat2, Ift57, Gm5855, Slc27a2, Bhlha9, Zfp931, Samsn1, Zfp362, Cebpz, Vwc2l, Gm6139, RP23-80D20.2, Prrx1, Cep131, Gbp2, Lamb2, Fcer1g, Sept6, Tnks, Cdk5r2, Hirip3, Amdhd2, Mfsd2b, Phrf1, Mlxip, Adamtsl5, Usp3, Rel, Gm14418, Tpd52, Gm15609, Gnai2, Hip1, Acsl4, Nr4a1, Dnajc2, Enox1, Nubp1, Trmt1, Gm5605, Rnf128, Pou2f2, Gabrb2, Crabp2, Pttg1, Gm44890, Tmtc1, Lamc1, Magee2, Sdpr, Gm11945, Prg4, Aldob, Eif3b, Gas8, Slbp, Ang, Pgghg, Qars, Rad23a, Dzip1l, B3gat2, Fam198b, Pcdhb8, Hdac6, Mrpl55, Zfp874b, Gm29367, 2810013P06Rik, Mesdc2, Gm9143, Bcl7c, Gja4, Slc9a1, Rasa1, Maf, Gadd45a, D1Ertd622e, Adh7, RP24-361I17.1, Klhl28, F730043M19Rik, Plod2, Mcts1, Fbxo28, St6galnac6, 1500015A07Rik, Zfp729a, Gadd45g, Asic1, Igf1, Ctnnd2, 1600020E01Rik, Gm44163, Neurl1b, Grpel1, Snta1, Zfp771, Rest, Tspan6, Nudt6, Faah, Apc2, Gdpd1, Tnnt2, Acads, Cltc, Capn2, Igfbp7, Rps27a-ps1, Tmc4, Utp18, Tgfbr2, Rasl11b"
"10","59","Mri1, Clic5, Abcc9, Rps15a-ps2, Utp20, Dnajc19, Zfp143, Zfp592, Adam12, Ndp, Gm10029, Efemp2, Furin, Zkscan1, Mpp7, 3110045C21Rik, Ikzf4, Heatr3, Gm12123, Crtc2, Mcur1, Gm6919, 9130011E15Rik, Exosc10, Col13a1, Psen2, Gm7482, Mxd1, Psmd5, A430105I19Rik, Angel1, Mterf2, Rybp-ps, Rbms2, Gm9457, Wfdc17, Gm15531, Eif4e3, Gpc6, Gm7558, Fbrsl1, Osgin2, Rin2, RP24-181E5.4, Atic, C4a, Polr3d, Rem2, Nhej1, Nubp2, Gm12362, Ucma, BC048507, Mllt10, Eif3l, Gm7816, Tet1, Car8, Bend7"
