"cluster","#genes","genes"
"1","254","Gene553, Gene4320, Gene6310, Gene6383, Gene2812, Gene9722, Gene9627, Gene2937, Gene5204, Gene4159, Gene8810, Gene543, Gene704, Gene7391, Gene4684, Gene2506, Gene2306, Gene4699, Gene3020, Gene4494, Gene5922, Gene2342, Gene2653, Gene7347, Gene8024, Gene2993, Gene7753, Gene8181, Gene8716, Gene7927, Gene9, Gene3872, Gene4633, Gene1152, Gene528, Gene4915, Gene2072, Gene6592, Gene3064, Gene3187, Gene5551, Gene4656, Gene9710, Gene7014, Gene2408, Gene2688, Gene6742, Gene4964, Gene2226, Gene5176, Gene1717, Gene5171, Gene7598, Gene4129, Gene7470, Gene7426, Gene8839, Gene6760, Gene2535, Gene5099, Gene6500, Gene2103, Gene7989, Gene5060, Gene6298, Gene2771, Gene8305, Gene8, Gene2047, Gene6024, Gene6185, Gene8117, Gene9806, Gene6084, Gene7219, Gene1060, Gene7294, Gene4501, Gene31, Gene2614, Gene3594, Gene3718, Gene5174, Gene5595, Gene3598, Gene6599, Gene2275, Gene3708, Gene8821, Gene3033, Gene4945, Gene8971, Gene4666, Gene3188, Gene6672, Gene5490, Gene472, Gene7636, Gene8070, Gene7656, Gene6825, Gene716, Gene9110, Gene1437, Gene9650, Gene8686, Gene6252, Gene5327, Gene3079, Gene4298, Gene4221, Gene1565, Gene4861, Gene3199, Gene4697, Gene5385, Gene2515, Gene4088, Gene721, Gene2795, Gene1281, Gene8447, Gene382, Gene9829, Gene6285, Gene3591, Gene3599, Gene4141, Gene4496, Gene1080, Gene3407, Gene5081, Gene2341, Gene2920, Gene2260, Gene7448, Gene6534, Gene8163, Gene556, Gene3998, Gene1480, Gene4763, Gene7493, Gene6112, Gene9112, Gene9704, Gene5237, Gene6065, Gene3612, Gene4817, Gene7895, Gene4905, Gene3958, Gene9901, Gene7399, Gene2967, Gene4492, Gene6504, Gene5123, Gene4375, Gene3434, Gene9210, Gene214, Gene6452, Gene8077, Gene1321, Gene5656, Gene9771, Gene1978, Gene7535, Gene7969, Gene2572, Gene4444, Gene3814, Gene9561, Gene1764, Gene124, Gene5079, Gene9236, Gene6567, Gene6733, Gene8673, Gene7936, Gene3365, Gene1844, Gene9260, Gene4804, Gene4521, Gene1280, Gene4831, Gene5917, Gene4232, Gene8532, Gene5091, Gene3306, Gene6501, Gene6654, Gene8418, Gene3743, Gene2948, Gene9135, Gene6126, Gene5388, Gene915, Gene8158, Gene4354, Gene7323, Gene8470, Gene5730, Gene4241, Gene753, Gene6934, Gene4912, Gene3928, Gene459, Gene1219, Gene1613, Gene439, Gene6098, Gene3804, Gene2527, Gene899, Gene5161, Gene7762, Gene7750, Gene8664, Gene8388, Gene3780, Gene2395, Gene8462, Gene9885, Gene2222, Gene7630, Gene1389, Gene3596, Gene3554, Gene6253, Gene7521, Gene2721, Gene9610, Gene1706, Gene7405, Gene9963, Gene6260, Gene8972, Gene8693, Gene7909, Gene4193, Gene6555, Gene3901, Gene8900, Gene6969, Gene879, Gene2456"
"6","68","Gene3340, Gene9181, Gene6976, Gene5196, Gene3238, Gene948, Gene5374, Gene7955, Gene4081, Gene8244, Gene4165, Gene4023, Gene6552, Gene4956, Gene8783, Gene5372, Gene9430, Gene2957, Gene5149, Gene5948, Gene5916, Gene4677, Gene9849, Gene2373, Gene1315, Gene5780, Gene149, Gene2315, Gene5203, Gene1218, Gene6462, Gene3246, Gene167, Gene1277, Gene467, Gene7510, Gene7693, Gene6041, Gene2861, Gene4599, Gene5766, Gene942, Gene3140, Gene6638, Gene4160, Gene2389, Gene1123, Gene5047, Gene499, Gene1446, Gene7761, Gene2622, Gene6977, Gene8482, Gene7923, Gene6015, Gene8236, Gene3663, Gene1896, Gene463, Gene4834, Gene4584, Gene6967, Gene6812, Gene3107, Gene2534, Gene2751, Gene1305"
"7","59","Gene9545, Gene8054, Gene3975, Gene3003, Gene881, Gene9735, Gene4012, Gene2284, Gene2648, Gene6516, Gene5246, Gene7161, Gene6123, Gene2126, Gene5443, Gene5719, Gene9223, Gene9798, Gene7302, Gene1489, Gene9692, Gene5678, Gene9750, Gene7331, Gene9698, Gene3162, Gene6082, Gene3364, Gene2903, Gene313, Gene7314, Gene9983, Gene8748, Gene6171, Gene8497, Gene945, Gene9593, Gene5959, Gene2272, Gene3313, Gene5583, Gene2223, Gene7479, Gene3542, Gene123, Gene4179, Gene4044, Gene3632, Gene3687, Gene5944, Gene2558, Gene1221, Gene7824, Gene281, Gene6189, Gene8546, Gene1777, Gene2985, Gene4696"
"5","74","Gene1242, Gene6741, Gene5283, Gene9220, Gene9908, Gene7099, Gene4513, Gene3450, Gene4536, Gene2096, Gene2220, Gene3983, Gene7061, Gene3103, Gene9764, Gene1670, Gene1548, Gene9585, Gene1546, Gene3647, Gene1361, Gene988, Gene6193, Gene9945, Gene7175, Gene3869, Gene285, Gene2715, Gene893, Gene7188, Gene6437, Gene849, Gene665, Gene706, Gene3137, Gene8517, Gene8519, Gene1357, Gene108, Gene6575, Gene9065, Gene3115, Gene759, Gene4326, Gene343, Gene6605, Gene954, Gene9252, Gene7525, Gene5278, Gene542, Gene8417, Gene4658, Gene3549, Gene5570, Gene8569, Gene3335, Gene9956, Gene6264, Gene3465, Gene3666, Gene9047, Gene6316, Gene4445, Gene8658, Gene5586, Gene825, Gene1837, Gene550, Gene3309, Gene3756, Gene9693, Gene545, Gene2586"
"2","205","Gene7545, Gene9649, Gene3194, Gene5441, Gene9498, Gene7687, Gene2386, Gene65, Gene3263, Gene9927, Gene8420, Gene7300, Gene7864, Gene1112, Gene3540, Gene6100, Gene6220, Gene8216, Gene9421, Gene8834, Gene3537, Gene3387, Gene6780, Gene5083, Gene7153, Gene9434, Gene2643, Gene9391, Gene5628, Gene571, Gene7588, Gene1888, Gene6086, Gene5921, Gene3056, Gene2214, Gene1385, Gene2587, Gene8599, Gene7578, Gene1091, Gene2768, Gene494, Gene2119, Gene4435, Gene3245, Gene8297, Gene5114, Gene2354, Gene5573, Gene5904, Gene8764, Gene5716, Gene7862, Gene7497, Gene4250, Gene4985, Gene9933, Gene5914, Gene7368, Gene3512, Gene2672, Gene6568, Gene3706, Gene2864, Gene686, Gene9039, Gene6293, Gene1506, Gene2095, Gene8726, Gene3308, Gene6105, Gene455, Gene6889, Gene3442, Gene4753, Gene1128, Gene2514, Gene4663, Gene4246, Gene9881, Gene4929, Gene8919, Gene360, Gene2800, Gene6125, Gene2269, Gene2668, Gene5767, Gene7403, Gene7183, Gene2813, Gene5454, Gene368, Gene6288, Gene2675, Gene5189, Gene2740, Gene4561, Gene6174, Gene217, Gene3472, Gene7348, Gene6502, Gene3674, Gene8770, Gene129, Gene8877, Gene3683, Gene620, Gene1879, Gene4015, Gene486, Gene8780, Gene6195, Gene2684, Gene4231, Gene719, Gene4395, Gene6602, Gene2690, Gene770, Gene2105, Gene8399, Gene1181, Gene1650, Gene9389, Gene3227, Gene6520, Gene6957, Gene8882, Gene1734, Gene1562, Gene8302, Gene5187, Gene1234, Gene8731, Gene6005, Gene9825, Gene5713, Gene5186, Gene83, Gene1312, Gene9023, Gene1419, Gene9686, Gene9599, Gene8665, Gene5776, Gene468, Gene647, Gene8580, Gene8622, Gene6530, Gene1472, Gene1337, Gene7899, Gene639, Gene5669, Gene2209, Gene5422, Gene9767, Gene8458, Gene4092, Gene5263, Gene4374, Gene8260, Gene3978, Gene7205, Gene3587, Gene3940, Gene306, Gene9378, Gene7677, Gene9775, Gene4397, Gene2358, Gene5778, Gene8529, Gene7551, Gene5129, Gene4509, Gene3433, Gene4119, Gene2451, Gene9286, Gene8460, Gene4429, Gene4508, Gene7433, Gene4112, Gene4720, Gene4920, Gene8549, Gene6709, Gene1324, Gene9268, Gene8259, Gene7842, Gene5245, Gene6772, Gene6453, Gene1105, Gene1119"
"10","30","Gene4082, Gene4839, Gene8193, Gene4212, Gene739, Gene6561, Gene5574, Gene8379, Gene8702, Gene4689, Gene5105, Gene8538, Gene6169, Gene646, Gene8892, Gene535, Gene5978, Gene2030, Gene527, Gene2139, Gene2002, Gene1025, Gene4503, Gene9762, Gene4163, Gene3714, Gene7710, Gene4093, Gene4970, Gene1508"
"15","23","Gene9042, Gene7231, Gene613, Gene7049, Gene1168, Gene5024, Gene7103, Gene247, Gene1410, Gene7308, Gene365, Gene7482, Gene4201, Gene871, Gene8275, Gene8011, Gene4040, Gene4741, Gene2930, Gene103, Gene2068, Gene8942, Gene4147"
"4","97","Gene8350, Gene1878, Gene1223, Gene5553, Gene8149, Gene3572, Gene5329, Gene8086, Gene3727, Gene476, Gene2464, Gene32, Gene4549, Gene1773, Gene2137, Gene1595, Gene5409, Gene7451, Gene7410, Gene2799, Gene9062, Gene3864, Gene2369, Gene9452, Gene5348, Gene9813, Gene6083, Gene5667, Gene5400, Gene4628, Gene7611, Gene9782, Gene7558, Gene2067, Gene6902, Gene808, Gene429, Gene9142, Gene14, Gene412, Gene2079, Gene193, Gene3682, Gene5862, Gene6197, Gene8823, Gene9370, Gene1073, Gene6673, Gene2347, Gene208, Gene6299, Gene7529, Gene2046, Gene636, Gene2966, Gene3639, Gene2, Gene3745, Gene5213, Gene8720, Gene5021, Gene4418, Gene7044, Gene5611, Gene3964, Gene724, Gene7262, Gene7178, Gene1630, Gene4107, Gene2101, Gene5141, Gene4734, Gene2081, Gene3592, Gene3328, Gene477, Gene3022, Gene3060, Gene7469, Gene3100, Gene2231, Gene6768, Gene249, Gene1436, Gene4453, Gene5252, Gene9167, Gene8581, Gene4960, Gene7446, Gene6978, Gene2620, Gene1115, Gene5188, Gene9833"
"17","33","Gene5799, Gene171, Gene7304, Gene9701, Gene1973, Gene9136, Gene5736, Gene4208, Gene4571, Gene3231, Gene6052, Gene4622, Gene9547, Gene9081, Gene8310, Gene3445, Gene6828, Gene5935, Gene314, Gene185, Gene9950, Gene3721, Gene2243, Gene4514, Gene174, Gene1318, Gene6239, Gene1449, Gene4497, Gene6869, Gene5894, Gene5541, Gene7570"
"11","30","Gene2577, Gene8719, Gene162, Gene8601, Gene3927, Gene8344, Gene5729, Gene9646, Gene48, Gene6133, Gene7358, Gene2962, Gene9450, Gene5177, Gene2116, Gene5830, Gene3739, Gene4498, Gene5190, Gene6248, Gene7455, Gene3893, Gene1332, Gene6302, Gene4436, Gene3464, Gene7072, Gene2491, Gene2227, Gene8992"
