"cluster","#genes","genes"
"15","24","Gene6796, Gene6855, Gene4265, Gene7576, Gene7507, Gene3398, Gene1101, Gene6496, Gene3083, Gene9064, Gene3339, Gene9029, Gene3473, Gene9299, Gene5619, Gene3932, Gene9475, Gene4448, Gene1519, Gene6422, Gene1638, Gene7280, Gene3760, Gene4047"
"18","22","Gene7665, Gene7540, Gene2891, Gene6484, Gene2901, Gene971, Gene9101, Gene991, Gene2712, Gene7746, Gene8596, Gene6716, Gene6074, Gene6000, Gene8489, Gene7519, Gene9311, Gene870, Gene5311, Gene2638, Gene767, Gene8465"
"4","115","Gene2577, Gene171, Gene7304, Gene9786, Gene3198, Gene2775, Gene196, Gene9136, Gene2300, Gene8719, Gene162, Gene6933, Gene3043, Gene1325, Gene6257, Gene8757, Gene3231, Gene3972, Gene9703, Gene299, Gene6052, Gene257, Gene5276, Gene4622, Gene8601, Gene4967, Gene4757, Gene471, Gene3774, Gene3927, Gene8169, Gene5984, Gene5727, Gene8344, Gene9547, Gene5729, Gene9081, Gene8310, Gene3860, Gene3205, Gene9160, Gene8822, Gene6648, Gene9646, Gene48, Gene2880, Gene339, Gene5941, Gene6133, Gene8868, Gene8112, Gene5244, Gene2203, Gene9450, Gene5177, Gene5588, Gene4505, Gene3630, Gene5980, Gene2116, Gene3513, Gene5830, Gene4706, Gene3739, Gene6828, Gene3268, Gene9584, Gene5935, Gene6221, Gene5250, Gene4498, Gene5834, Gene2070, Gene9950, Gene2856, Gene3721, Gene5572, Gene5190, Gene1804, Gene2243, Gene235, Gene9866, Gene174, Gene6248, Gene7455, Gene3893, Gene8974, Gene1332, Gene2916, Gene6302, Gene9454, Gene688, Gene9019, Gene6239, Gene1449, Gene4436, Gene8706, Gene6869, Gene1273, Gene7707, Gene9711, Gene4781, Gene3464, Gene7072, Gene2491, Gene7522, Gene4507, Gene295, Gene5894, Gene4953, Gene2227, Gene8955, Gene8992, Gene1186, Gene5541"
"12","28","Gene2194, Gene7231, Gene1913, Gene1168, Gene1095, Gene2247, Gene5024, Gene7103, Gene247, Gene6394, Gene7308, Gene5913, Gene7482, Gene8058, Gene4201, Gene871, Gene1297, Gene3820, Gene2585, Gene1830, Gene8275, Gene8011, Gene4040, Gene4741, Gene2068, Gene1009, Gene8942, Gene4147"
"21","21","Gene1749, Gene4749, Gene9267, Gene7638, Gene7134, Gene250, Gene4115, Gene4488, Gene4255, Gene6656, Gene8659, Gene6018, Gene8294, Gene5500, Gene6172, Gene6532, Gene1234, Gene5201, Gene8372, Gene3529, Gene8411"
"9","33","Gene3975, Gene3003, Gene9735, Gene2284, Gene2648, Gene6516, Gene6123, Gene5443, Gene9223, Gene5678, Gene7331, Gene9698, Gene3364, Gene2903, Gene313, Gene7314, Gene9983, Gene8497, Gene9593, Gene2272, Gene3313, Gene5583, Gene2223, Gene7479, Gene3542, Gene4179, Gene4044, Gene2558, Gene1221, Gene7824, Gene8546, Gene1777, Gene4696"
"5","85","Gene3631, Gene8786, Gene1797, Gene5673, Gene7195, Gene8160, Gene5610, Gene7050, Gene7120, Gene5286, Gene8037, Gene131, Gene8954, Gene7769, Gene3868, Gene7012, Gene3783, Gene5817, Gene1744, Gene9976, Gene4526, Gene1930, Gene4758, Gene117, Gene2230, Gene1748, Gene6612, Gene8734, Gene3680, Gene92, Gene1380, Gene2434, Gene303, Gene2393, Gene8730, Gene3611, Gene9163, Gene2772, Gene5399, Gene9342, Gene3704, Gene1035, Gene9362, Gene6066, Gene4191, Gene2100, Gene9719, Gene279, Gene9699, Gene4285, Gene5492, Gene1545, Gene4315, Gene3475, Gene4366, Gene75, Gene6001, Gene4389, Gene7649, Gene8026, Gene9777, Gene7810, Gene3069, Gene541, Gene4957, Gene6593, Gene7245, Gene1301, Gene5547, Gene3641, Gene7918, Gene7591, Gene5036, Gene1551, Gene9072, Gene9790, Gene6781, Gene2181, Gene259, Gene4525, Gene547, Gene6613, Gene8889, Gene3732, Gene1010"
"20","21","Gene3692, Gene4120, Gene1708, Gene6779, Gene6161, Gene3716, Gene7418, Gene3985, Gene2929, Gene4234, Gene5692, Gene842, Gene4182, Gene6019, Gene5338, Gene1608, Gene5437, Gene7914, Gene9258, Gene8099, Gene9896"
"17","22","Gene4384, Gene811, Gene6206, Gene6031, Gene3143, Gene4630, Gene3888, Gene9911, Gene298, Gene1299, Gene2950, Gene7154, Gene5478, Gene6722, Gene625, Gene154, Gene6580, Gene4806, Gene7411, Gene3239, Gene1005, Gene7702"
"22","21","Gene150, Gene9618, Gene1775, Gene1951, Gene8550, Gene9369, Gene4857, Gene6374, Gene1411, Gene3518, Gene2549, Gene2619, Gene1604, Gene859, Gene1904, Gene1796, Gene4860, Gene9427, Gene1399, Gene5859, Gene2900"
"14","25","Gene4357, Gene2943, Gene353, Gene3810, Gene5806, Gene1184, Gene3909, Gene8830, Gene3846, Gene7228, Gene8787, Gene6309, Gene5566, Gene4557, Gene273, Gene9937, Gene5833, Gene60, Gene3388, Gene3456, Gene6658, Gene1339, Gene1118, Gene1771, Gene7968"
"8","40","Gene6780, Gene2643, Gene5628, Gene6086, Gene2587, Gene3794, Gene8297, Gene5573, Gene3512, Gene3706, Gene4730, Gene3442, Gene4663, Gene2813, Gene5454, Gene2675, Gene7348, Gene8770, Gene8877, Gene6602, Gene770, Gene2105, Gene9389, Gene8882, Gene2109, Gene9825, Gene468, Gene5422, Gene3978, Gene7205, Gene4397, Gene4508, Gene8144, Gene4720, Gene4920, Gene8549, Gene6709, Gene6689, Gene8259, Gene6453"
