"cluster","#genes","genes"
"20","24","Gene8588, Gene4347, Gene7537, Gene8740, Gene4704, Gene2768, Gene3637, Gene7246, Gene2312, Gene6977, Gene1301, Gene4666, Gene4737, Gene4149, Gene895, Gene6934, Gene1688, Gene8303, Gene7016, Gene3497, Gene6686, Gene7323, Gene906, Gene3545"
"2","193","Gene6201, Gene864, Gene2921, Gene6487, Gene4648, Gene126, Gene1135, Gene1921, Gene9128, Gene4935, Gene608, Gene5166, Gene4749, Gene7890, Gene6607, Gene2946, Gene3306, Gene3922, Gene794, Gene3651, Gene8993, Gene1637, Gene1541, Gene6230, Gene4478, Gene5136, Gene8108, Gene939, Gene7753, Gene5565, Gene6463, Gene6905, Gene9953, Gene5806, Gene6029, Gene4522, Gene97, Gene3814, Gene3901, Gene3123, Gene7978, Gene3575, Gene8165, Gene1394, Gene1828, Gene3092, Gene2582, Gene4027, Gene6914, Gene5001, Gene3336, Gene8644, Gene4628, Gene6842, Gene8541, Gene4527, Gene2383, Gene6593, Gene1071, Gene3536, Gene5616, Gene7809, Gene5971, Gene5813, Gene7757, Gene8110, Gene2157, Gene9155, Gene7557, Gene8953, Gene6082, Gene9870, Gene4059, Gene9942, Gene1878, Gene2839, Gene3608, Gene2792, Gene1803, Gene1745, Gene8415, Gene8410, Gene8882, Gene9985, Gene9866, Gene9114, Gene6868, Gene8421, Gene6870, Gene2615, Gene2328, Gene522, Gene597, Gene3935, Gene8318, Gene2099, Gene8153, Gene9475, Gene80, Gene3025, Gene7352, Gene4845, Gene7897, Gene5821, Gene4415, Gene8896, Gene909, Gene9948, Gene1592, Gene199, Gene8677, Gene7129, Gene5876, Gene3207, Gene1024, Gene1354, Gene3826, Gene6311, Gene1030, Gene5953, Gene8324, Gene9989, Gene7005, Gene6949, Gene2088, Gene7536, Gene337, Gene7469, Gene1837, Gene5752, Gene6888, Gene4952, Gene7686, Gene9381, Gene3556, Gene9706, Gene7724, Gene9196, Gene809, Gene9363, Gene9970, Gene4057, Gene3936, Gene6106, Gene6985, Gene9716, Gene3639, Gene9589, Gene7407, Gene344, Gene5762, Gene8969, Gene1021, Gene852, Gene5035, Gene7052, Gene2558, Gene9001, Gene6876, Gene9270, Gene7919, Gene591, Gene9005, Gene8877, Gene4889, Gene8947, Gene8294, Gene6239, Gene1373, Gene4525, Gene7518, Gene3716, Gene8608, Gene6326, Gene7535, Gene9123, Gene8903, Gene9655, Gene4458, Gene4471, Gene9201, Gene3815, Gene4055, Gene2360, Gene7976, Gene3783, Gene2541, Gene3375, Gene1093, Gene9581, Gene4757, Gene1041, Gene191"
"4","78","Gene9590, Gene628, Gene7372, Gene8076, Gene2503, Gene7791, Gene9342, Gene4652, Gene3998, Gene9322, Gene6404, Gene5502, Gene1598, Gene8478, Gene8781, Gene3594, Gene2406, Gene4611, Gene838, Gene1345, Gene8919, Gene9646, Gene8873, Gene7733, Gene9374, Gene4572, Gene2381, Gene2121, Gene7633, Gene5895, Gene8668, Gene8161, Gene5071, Gene2024, Gene2369, Gene7699, Gene5342, Gene5255, Gene9546, Gene3876, Gene1561, Gene8010, Gene9722, Gene963, Gene3720, Gene8277, Gene1050, Gene2250, Gene8532, Gene5822, Gene8797, Gene8840, Gene7843, Gene8736, Gene3291, Gene4340, Gene2753, Gene2237, Gene2123, Gene5681, Gene2338, Gene4953, Gene6829, Gene1400, Gene9349, Gene2734, Gene1217, Gene6114, Gene1178, Gene2329, Gene506, Gene9472, Gene4855, Gene1312, Gene977, Gene4980, Gene9572, Gene4394"
"11","32","Gene8927, Gene8766, Gene9263, Gene5834, Gene2450, Gene8016, Gene3130, Gene1817, Gene5131, Gene1826, Gene230, Gene6583, Gene4738, Gene4065, Gene9932, Gene6057, Gene875, Gene8791, Gene1766, Gene9830, Gene9819, Gene6137, Gene7239, Gene5649, Gene4155, Gene9645, Gene8250, Gene7556, Gene4130, Gene5308, Gene6368, Gene6908"
"1","240","Gene8954, Gene8468, Gene9683, Gene1880, Gene8266, Gene1835, Gene3729, Gene4271, Gene5233, Gene5582, Gene6675, Gene63, Gene3495, Gene6117, Gene4883, Gene38, Gene7093, Gene6272, Gene8603, Gene3642, Gene5771, Gene824, Gene2534, Gene1450, Gene5448, Gene8262, Gene3063, Gene2650, Gene2607, Gene215, Gene8654, Gene1977, Gene9910, Gene6970, Gene6411, Gene5182, Gene6788, Gene5949, Gene1008, Gene4261, Gene8463, Gene550, Gene8525, Gene2296, Gene3412, Gene4479, Gene3430, Gene5397, Gene7137, Gene2892, Gene7899, Gene2837, Gene8200, Gene9497, Gene5211, Gene4125, Gene2714, Gene6524, Gene8081, Gene817, Gene2207, Gene4808, Gene4771, Gene7712, Gene4901, Gene8103, Gene1246, Gene6107, Gene7967, Gene8247, Gene574, Gene3265, Gene2559, Gene9305, Gene6218, Gene7466, Gene1720, Gene6791, Gene663, Gene9092, Gene1472, Gene9421, Gene9101, Gene4007, Gene340, Gene7499, Gene4557, Gene252, Gene6037, Gene347, Gene4734, Gene858, Gene5683, Gene9770, Gene3574, Gene6638, Gene3349, Gene7067, Gene5571, Gene7785, Gene6624, Gene3949, Gene626, Gene4805, Gene7110, Gene641, Gene8776, Gene6401, Gene4121, Gene8977, Gene4658, Gene102, Gene1046, Gene2729, Gene6297, Gene5838, Gene367, Gene2532, Gene1349, Gene5105, Gene8730, Gene6585, Gene6626, Gene8818, Gene6993, Gene437, Gene3513, Gene4924, Gene4301, Gene8595, Gene2865, Gene6797, Gene8134, Gene4819, Gene3797, Gene797, Gene6725, Gene2473, Gene8493, Gene7663, Gene1408, Gene3866, Gene2068, Gene5334, Gene5333, Gene843, Gene7083, Gene6644, Gene6337, Gene403, Gene589, Gene6215, Gene1904, Gene1481, Gene4784, Gene3739, Gene2681, Gene4580, Gene464, Gene5417, Gene2222, Gene9214, Gene2002, Gene9642, Gene7343, Gene104, Gene9073, Gene7412, Gene6803, Gene994, Gene5369, Gene3102, Gene6323, Gene1848, Gene8385, Gene4697, Gene1756, Gene6855, Gene697, Gene8529, Gene7901, Gene3106, Gene1619, Gene3115, Gene6752, Gene9607, Gene1607, Gene8988, Gene2326, Gene246, Gene7794, Gene9498, Gene2217, Gene5315, Gene9025, Gene5727, Gene8554, Gene5555, Gene4977, Gene9067, Gene1088, Gene9388, Gene6059, Gene3537, Gene447, Gene2621, Gene2464, Gene1290, Gene2553, Gene2543, Gene8330, Gene3995, Gene1334, Gene4162, Gene6049, Gene4345, Gene834, Gene9966, Gene2685, Gene7604, Gene9380, Gene9136, Gene87, Gene8728, Gene776, Gene3509, Gene5473, Gene5413, Gene1163, Gene3094, Gene4452, Gene4454, Gene5113, Gene7769, Gene5276, Gene8379, Gene603, Gene7225, Gene5767, Gene712"
"13","30","Gene3948, Gene4601, Gene5620, Gene1972, Gene1763, Gene7634, Gene5500, Gene25, Gene6832, Gene2850, Gene4112, Gene7086, Gene7488, Gene5247, Gene8618, Gene865, Gene533, Gene6730, Gene221, Gene1570, Gene7400, Gene3971, Gene1161, Gene9277, Gene3697, Gene6231, Gene6889, Gene2799, Gene5137, Gene3453"
"37","22","Gene7101, Gene8676, Gene6208, Gene8508, Gene715, Gene2090, Gene1504, Gene2755, Gene9167, Gene1968, Gene719, Gene6566, Gene518, Gene8070, Gene1901, Gene8006, Gene341, Gene6552, Gene8758, Gene4879, Gene3785, Gene9220"
"14","29","Gene2171, Gene5122, Gene8120, Gene9984, Gene6096, Gene7053, Gene6189, Gene8960, Gene9803, Gene3692, Gene6704, Gene7437, Gene3896, Gene9836, Gene2470, Gene4439, Gene9500, Gene9176, Gene3668, Gene7731, Gene1019, Gene4358, Gene6174, Gene2074, Gene317, Gene3745, Gene7195, Gene1624, Gene1232"
"8","38","Gene9652, Gene6739, Gene5765, Gene4463, Gene5804, Gene6194, Gene4631, Gene7322, Gene7817, Gene4985, Gene6587, Gene6636, Gene3308, Gene15, Gene5103, Gene9520, Gene2678, Gene1302, Gene5563, Gene8680, Gene6427, Gene2059, Gene93, Gene8068, Gene3047, Gene8685, Gene4062, Gene5658, Gene494, Gene510, Gene9995, Gene7493, Gene6819, Gene1133, Gene9765, Gene457, Gene6729, Gene2561"
"19","24","Gene6085, Gene9923, Gene5249, Gene5075, Gene9954, Gene5379, Gene5313, Gene6668, Gene4590, Gene9158, Gene987, Gene7945, Gene231, Gene50, Gene5343, Gene748, Gene1488, Gene6357, Gene4126, Gene8456, Gene7199, Gene1616, Gene8769, Gene2390"
"10","36","Gene4197, Gene3461, Gene7642, Gene9927, Gene9247, Gene290, Gene5063, Gene3736, Gene4014, Gene6146, Gene2037, Gene771, Gene6801, Gene8956, Gene3216, Gene7445, Gene604, Gene1416, Gene6874, Gene1819, Gene2786, Gene2138, Gene8816, Gene5921, Gene667, Gene197, Gene8764, Gene1107, Gene2634, Gene9004, Gene2912, Gene7018, Gene3129, Gene8067, Gene812, Gene3067"
"5","49","Gene6489, Gene5206, Gene5745, Gene595, Gene8094, Gene8767, Gene3157, Gene3338, Gene3271, Gene4857, Gene4030, Gene4144, Gene229, Gene9393, Gene7678, Gene5338, Gene6647, Gene4185, Gene8911, Gene3010, Gene4764, Gene6828, Gene5231, Gene5170, Gene3022, Gene4553, Gene4042, Gene6004, Gene7066, Gene7738, Gene7398, Gene5708, Gene88, Gene956, Gene5816, Gene8821, Gene4608, Gene5013, Gene3411, Gene8387, Gene3118, Gene9733, Gene2120, Gene1931, Gene7646, Gene9707, Gene7367, Gene5337, Gene7043"
"17","25","Gene4586, Gene6155, Gene872, Gene9175, Gene6727, Gene6009, Gene1522, Gene3059, Gene4371, Gene8302, Gene156, Gene936, Gene666, Gene1958, Gene6372, Gene8091, Gene1167, Gene1313, Gene7462, Gene9198, Gene5979, Gene425, Gene5440, Gene4605, Gene1849"
"15","27","Gene123, Gene8216, Gene890, Gene2236, Gene3840, Gene383, Gene4858, Gene4544, Gene8536, Gene1674, Gene3890, Gene2195, Gene2874, Gene633, Gene5774, Gene9554, Gene3953, Gene6753, Gene1978, Gene334, Gene6305, Gene1697, Gene4519, Gene6652, Gene6077, Gene3810, Gene8705"
"3","101","Gene163, Gene1190, Gene2572, Gene7254, Gene9009, Gene3086, Gene9039, Gene5916, Gene4644, Gene6209, Gene8445, Gene5946, Gene7666, Gene4816, Gene408, Gene6867, Gene5628, Gene2864, Gene4159, Gene7544, Gene1083, Gene208, Gene3880, Gene415, Gene4408, Gene409, Gene6772, Gene5569, Gene8011, Gene9951, Gene1841, Gene7595, Gene6420, Gene1253, Gene70, Gene1737, Gene41, Gene7232, Gene5270, Gene4269, Gene4820, Gene9367, Gene8384, Gene927, Gene7380, Gene9056, Gene3831, Gene2677, Gene6379, Gene7186, Gene6202, Gene9384, Gene1577, Gene6151, Gene5839, Gene6573, Gene4170, Gene4288, Gene6986, Gene2867, Gene5289, Gene7035, Gene1337, Gene4842, Gene8838, Gene840, Gene3622, Gene2739, Gene7608, Gene7668, Gene3818, Gene8018, Gene7998, Gene4507, Gene2501, Gene6562, Gene5567, Gene4324, Gene8521, Gene6109, Gene1781, Gene9063, Gene524, Gene3902, Gene946, Gene2414, Gene9815, Gene6204, Gene2007, Gene1731, Gene515, Gene9149, Gene3052, Gene2523, Gene8436, Gene1322, Gene3946, Gene1792, Gene7609, Gene1108, Gene4909"
