"cluster","#genes","genes"
"12","29","Gene8588, Gene4347, Gene7537, Gene8740, Gene4704, Gene2768, Gene3637, Gene7246, Gene2312, Gene6977, Gene1301, Gene4836, Gene4666, Gene4737, Gene895, Gene6934, Gene1688, Gene4579, Gene8303, Gene7016, Gene3497, Gene7766, Gene6686, Gene6167, Gene7323, Gene5051, Gene3163, Gene906, Gene3545"
"1","192","Gene6201, Gene864, Gene2921, Gene8095, Gene6487, Gene4648, Gene126, Gene1135, Gene1921, Gene9128, Gene4935, Gene608, Gene4749, Gene7890, Gene6607, Gene2946, Gene3306, Gene3922, Gene794, Gene3651, Gene8993, Gene1637, Gene1541, Gene6230, Gene4478, Gene5136, Gene8108, Gene939, Gene7753, Gene5565, Gene6463, Gene6905, Gene9953, Gene5806, Gene6029, Gene4522, Gene97, Gene9961, Gene3814, Gene3901, Gene3123, Gene7978, Gene3575, Gene8165, Gene1394, Gene1828, Gene3092, Gene2582, Gene4027, Gene6914, Gene5001, Gene3336, Gene8644, Gene4628, Gene6842, Gene8541, Gene4527, Gene6593, Gene1071, Gene3536, Gene5616, Gene7809, Gene5971, Gene5813, Gene7757, Gene8110, Gene2157, Gene9155, Gene7557, Gene8953, Gene6082, Gene9870, Gene4059, Gene9942, Gene1878, Gene2839, Gene3608, Gene2792, Gene1803, Gene1745, Gene8415, Gene8410, Gene8882, Gene9985, Gene9866, Gene9114, Gene6868, Gene8421, Gene3665, Gene6870, Gene2615, Gene2328, Gene522, Gene597, Gene3935, Gene8318, Gene2099, Gene8153, Gene9475, Gene80, Gene7352, Gene4845, Gene609, Gene7897, Gene5821, Gene8825, Gene4415, Gene8896, Gene9948, Gene1592, Gene199, Gene8677, Gene5876, Gene3207, Gene1024, Gene1354, Gene3826, Gene6311, Gene1030, Gene5953, Gene8324, Gene9989, Gene7005, Gene6949, Gene2088, Gene7536, Gene337, Gene7469, Gene1837, Gene5752, Gene6888, Gene4952, Gene7686, Gene9381, Gene3556, Gene9706, Gene7724, Gene9196, Gene809, Gene9363, Gene9970, Gene4057, Gene3936, Gene6106, Gene6985, Gene9716, Gene3639, Gene9589, Gene7407, Gene344, Gene5762, Gene8969, Gene1021, Gene852, Gene5035, Gene7052, Gene2558, Gene9001, Gene6876, Gene9270, Gene7919, Gene591, Gene9005, Gene8877, Gene4889, Gene8947, Gene8294, Gene1373, Gene4525, Gene7518, Gene3716, Gene8608, Gene6326, Gene7535, Gene9123, Gene8903, Gene9655, Gene4458, Gene4471, Gene9201, Gene3815, Gene4055, Gene2360, Gene7976, Gene3783, Gene2541, Gene3375, Gene1093, Gene9581, Gene4757, Gene1041, Gene191"
"4","65","Gene628, Gene2503, Gene7791, Gene9342, Gene4652, Gene3998, Gene9322, Gene6404, Gene5502, Gene1598, Gene8781, Gene3594, Gene4611, Gene838, Gene1345, Gene8919, Gene8873, Gene7733, Gene9311, Gene4572, Gene2381, Gene2121, Gene7633, Gene5895, Gene8668, Gene8161, Gene5071, Gene2024, Gene2369, Gene6522, Gene7699, Gene5342, Gene5255, Gene9546, Gene1561, Gene9722, Gene963, Gene3720, Gene2528, Gene8277, Gene1050, Gene2250, Gene8532, Gene1385, Gene5822, Gene7843, Gene8736, Gene3291, Gene2237, Gene2123, Gene5681, Gene2338, Gene4953, Gene1400, Gene5301, Gene9349, Gene2734, Gene1217, Gene1178, Gene4855, Gene1312, Gene977, Gene4980, Gene9572, Gene4394"
"2","159","Gene8954, Gene8468, Gene9683, Gene1835, Gene3729, Gene4271, Gene5233, Gene5582, Gene6675, Gene3495, Gene6117, Gene4883, Gene38, Gene7093, Gene8603, Gene3642, Gene5771, Gene824, Gene2534, Gene1450, Gene5448, Gene8262, Gene3063, Gene2650, Gene215, Gene8654, Gene1977, Gene9910, Gene6970, Gene6411, Gene5182, Gene6788, Gene1008, Gene4261, Gene550, Gene2296, Gene3412, Gene4479, Gene3430, Gene5397, Gene2892, Gene7899, Gene2837, Gene8200, Gene9497, Gene4125, Gene2714, Gene8081, Gene4771, Gene7712, Gene4901, Gene8103, Gene6107, Gene7967, Gene574, Gene2559, Gene9305, Gene6218, Gene7466, Gene6791, Gene663, Gene1472, Gene9101, Gene4007, Gene7499, Gene4557, Gene252, Gene6037, Gene347, Gene858, Gene5683, Gene9770, Gene6638, Gene3349, Gene7067, Gene5571, Gene7785, Gene626, Gene4805, Gene641, Gene4121, Gene4658, Gene102, Gene2729, Gene8730, Gene6626, Gene8818, Gene437, Gene3513, Gene4301, Gene8595, Gene2865, Gene6797, Gene4819, Gene3797, Gene797, Gene6725, Gene7663, Gene3866, Gene2068, Gene7083, Gene6644, Gene403, Gene589, Gene1904, Gene1481, Gene4784, Gene3739, Gene2681, Gene4580, Gene464, Gene5417, Gene9214, Gene2002, Gene7343, Gene104, Gene7412, Gene6803, Gene994, Gene5369, Gene3102, Gene1848, Gene1756, Gene6855, Gene697, Gene8529, Gene7901, Gene3106, Gene1619, Gene3650, Gene9607, Gene1607, Gene8988, Gene246, Gene7794, Gene9498, Gene3144, Gene9025, Gene5727, Gene5555, Gene4977, Gene9388, Gene6059, Gene447, Gene2621, Gene2464, Gene2543, Gene8330, Gene3995, Gene6049, Gene9966, Gene2685, Gene87, Gene8728, Gene3509, Gene7769, Gene603, Gene7225, Gene712"
"13","29","Gene3948, Gene4601, Gene5620, Gene1972, Gene1763, Gene7634, Gene5500, Gene25, Gene2850, Gene4112, Gene909, Gene7488, Gene7129, Gene5247, Gene8618, Gene865, Gene533, Gene6730, Gene221, Gene1570, Gene7400, Gene3971, Gene1161, Gene9277, Gene3697, Gene6231, Gene2799, Gene5137, Gene3453"
"14","28","Gene8766, Gene5898, Gene9263, Gene6015, Gene132, Gene8016, Gene3130, Gene5131, Gene6583, Gene4738, Gene4065, Gene9932, Gene7032, Gene2154, Gene6057, Gene3008, Gene875, Gene1766, Gene9830, Gene9819, Gene6137, Gene3239, Gene4155, Gene9645, Gene4966, Gene4130, Gene5308, Gene6908"
"10","31","Gene2171, Gene8120, Gene9984, Gene6070, Gene6096, Gene7053, Gene6189, Gene8960, Gene9803, Gene3692, Gene6704, Gene1324, Gene3896, Gene2470, Gene4439, Gene9500, Gene9176, Gene3668, Gene1019, Gene4358, Gene6174, Gene8289, Gene4298, Gene2074, Gene5078, Gene8809, Gene317, Gene3745, Gene7195, Gene1624, Gene1232"
"6","64","Gene1880, Gene8266, Gene63, Gene6272, Gene5949, Gene8463, Gene8525, Gene5211, Gene6524, Gene2207, Gene4808, Gene1246, Gene8247, Gene3265, Gene9092, Gene9421, Gene340, Gene4734, Gene3574, Gene3949, Gene7110, Gene8776, Gene6401, Gene8977, Gene1046, Gene6297, Gene5838, Gene2532, Gene1349, Gene6585, Gene4924, Gene2473, Gene1408, Gene5334, Gene843, Gene6337, Gene6215, Gene2222, Gene9642, Gene9073, Gene6323, Gene8385, Gene3115, Gene6752, Gene2326, Gene2217, Gene8554, Gene9067, Gene1088, Gene3537, Gene1290, Gene2553, Gene4345, Gene834, Gene9380, Gene9136, Gene5473, Gene5413, Gene1163, Gene3094, Gene4454, Gene5113, Gene5276, Gene8379"
"16","25","Gene9652, Gene6739, Gene5765, Gene6194, Gene4631, Gene7817, Gene4985, Gene6587, Gene6636, Gene3308, Gene15, Gene5103, Gene2678, Gene8680, Gene6427, Gene2059, Gene93, Gene8685, Gene4062, Gene5658, Gene494, Gene7493, Gene6819, Gene6729, Gene2561"
"19","23","Gene6085, Gene6511, Gene3489, Gene5249, Gene9954, Gene8319, Gene6247, Gene2148, Gene9175, Gene7945, Gene3198, Gene6009, Gene602, Gene4069, Gene8754, Gene5505, Gene8158, Gene3577, Gene7662, Gene3572, Gene6345, Gene1849, Gene2438"
