,#genes,genes
1,185,"['Gene4584', 'Gene8650', 'Gene9893', 'Gene8764', 'Gene9857', 'Gene9359', 'Gene8841', 'Gene4646', 'Gene172', 'Gene396', 'Gene3791', 'Gene3494', 'Gene2578', 'Gene6826', 'Gene2358', 'Gene7252', 'Gene5552', 'Gene8293', 'Gene67', 'Gene8147', 'Gene7435', 'Gene641', 'Gene5092', 'Gene5001', 'Gene7916', 'Gene5342', 'Gene1307', 'Gene3729', 'Gene5996', 'Gene8186', 'Gene4204', 'Gene7692', 'Gene9628', 'Gene3018', 'Gene3185', 'Gene1928', 'Gene1425', 'Gene7783', 'Gene9602', 'Gene397', 'Gene8304', 'Gene5975', 'Gene7589', 'Gene6216', 'Gene9177', 'Gene2050', 'Gene7693', 'Gene30', 'Gene4748', 'Gene2196', 'Gene153', 'Gene5651', 'Gene1396', 'Gene7357', 'Gene5614', 'Gene6229', 'Gene6202', 'Gene3320', 'Gene771', 'Gene9249', 'Gene9821', 'Gene7690', 'Gene2238', 'Gene3853', 'Gene5080', 'Gene4214', 'Gene6031', 'Gene4649', 'Gene1910', 'Gene6381', 'Gene626', 'Gene508', 'Gene7315', 'Gene1097', 'Gene604', 'Gene457', 'Gene7201', 'Gene5551', 'Gene2666', 'Gene184', 'Gene1256', 'Gene7385', 'Gene2580', 'Gene1537', 'Gene5893', 'Gene4591', 'Gene2798', 'Gene7113', 'Gene6131', 'Gene126', 'Gene470', 'Gene6294', 'Gene7737', 'Gene1664', 'Gene9752', 'Gene9435', 'Gene1789', 'Gene6774', 'Gene7220', 'Gene4380', 'Gene494', 'Gene6534', 'Gene3688', 'Gene595', 'Gene8145', 'Gene3114', 'Gene6760', 'Gene689', 'Gene4383', 'Gene4956', 'Gene3225', 'Gene329', 'Gene1574', 'Gene3306', 'Gene3226', 'Gene2383', 'Gene3366', 'Gene2634', 'Gene3157', 'Gene9295', 'Gene8813', 'Gene2147', 'Gene3300', 'Gene2206', 'Gene5266', 'Gene577', 'Gene1253', 'Gene3542', 'Gene2007', 'Gene4777', 'Gene534', 'Gene899', 'Gene7612', 'Gene3426', 'Gene655', 'Gene152', 'Gene7730', 'Gene9118', 'Gene9736', 'Gene5025', 'Gene6336', 'Gene9832', 'Gene9050', 'Gene6833', 'Gene302', 'Gene9830', 'Gene9510', 'Gene6112', 'Gene8923', 'Gene3656', 'Gene1400', 'Gene4978', 'Gene3481', 'Gene1292', 'Gene2497', 'Gene8831', 'Gene4708', 'Gene6543', 'Gene77', 'Gene6519', 'Gene4709', 'Gene5144', 'Gene3614', 'Gene4699', 'Gene9310', 'Gene5459', 'Gene9057', 'Gene2077', 'Gene7475', 'Gene8535', 'Gene4943', 'Gene4438', 'Gene9529', 'Gene9930', 'Gene2881', 'Gene8648', 'Gene3377', 'Gene2207', 'Gene8000', 'Gene1680', 'Gene3686', 'Gene7747', 'Gene9236', 'Gene3489', 'Gene5160']"
2,188,"['Gene1814', 'Gene6643', 'Gene7401', 'Gene6856', 'Gene3341', 'Gene1155', 'Gene5839', 'Gene3037', 'Gene8682', 'Gene4827', 'Gene2093', 'Gene7795', 'Gene5961', 'Gene491', 'Gene4100', 'Gene6968', 'Gene170', 'Gene3795', 'Gene1654', 'Gene2285', 'Gene1100', 'Gene1342', 'Gene4169', 'Gene795', 'Gene5589', 'Gene6340', 'Gene2743', 'Gene1113', 'Gene6853', 'Gene4675', 'Gene1732', 'Gene9437', 'Gene4890', 'Gene5131', 'Gene8625', 'Gene6190', 'Gene5328', 'Gene4764', 'Gene832', 'Gene2733', 'Gene9191', 'Gene4880', 'Gene7969', 'Gene2615', 'Gene7972', 'Gene2112', 'Gene1067', 'Gene7855', 'Gene4936', 'Gene9895', 'Gene5718', 'Gene4965', 'Gene5375', 'Gene5309', 'Gene3792', 'Gene6759', 'Gene9996', 'Gene1223', 'Gene688', 'Gene96', 'Gene7559', 'Gene696', 'Gene8691', 'Gene1203', 'Gene4841', 'Gene6843', 'Gene1460', 'Gene5454', 'Gene4650', 'Gene4661', 'Gene5673', 'Gene648', 'Gene3383', 'Gene1011', 'Gene6713', 'Gene9697', 'Gene8980', 'Gene5804', 'Gene3860', 'Gene7606', 'Gene4660', 'Gene2556', 'Gene7152', 'Gene7971', 'Gene6137', 'Gene7300', 'Gene5808', 'Gene3845', 'Gene9735', 'Gene7416', 'Gene9754', 'Gene214', 'Gene8511', 'Gene7576', 'Gene7426', 'Gene297', 'Gene4015', 'Gene7234', 'Gene4952', 'Gene1136', 'Gene272', 'Gene5200', 'Gene3812', 'Gene8364', 'Gene7551', 'Gene7871', 'Gene7195', 'Gene7761', 'Gene8126', 'Gene1592', 'Gene4723', 'Gene8167', 'Gene5881', 'Gene6560', 'Gene5798', 'Gene9130', 'Gene3101', 'Gene7823', 'Gene9334', 'Gene9713', 'Gene4632', 'Gene1803', 'Gene513', 'Gene1402', 'Gene9406', 'Gene3821', 'Gene938', 'Gene9500', 'Gene3027', 'Gene9490', 'Gene9805', 'Gene5781', 'Gene2548', 'Gene8295', 'Gene5281', 'Gene1379', 'Gene4269', 'Gene7732', 'Gene2117', 'Gene5075', 'Gene6603', 'Gene1214', 'Gene3705', 'Gene2558', 'Gene1348', 'Gene901', 'Gene1054', 'Gene6621', 'Gene9192', 'Gene5493', 'Gene5751', 'Gene1546', 'Gene1653', 'Gene1478', 'Gene7043', 'Gene6937', 'Gene3545', 'Gene7075', 'Gene3641', 'Gene4704', 'Gene4478', 'Gene4801', 'Gene5904', 'Gene7959', 'Gene8740', 'Gene4947', 'Gene5844', 'Gene2601', 'Gene5319', 'Gene7282', 'Gene7723', 'Gene4334', 'Gene6679', 'Gene3425', 'Gene8930', 'Gene897', 'Gene4821', 'Gene4442', 'Gene6639', 'Gene6002', 'Gene5951', 'Gene7976', 'Gene4416', 'Gene3490', 'Gene3122', 'Gene3162', 'Gene3458', 'Gene5191']"
3,76,"['Gene1284', 'Gene3028', 'Gene7831', 'Gene2513', 'Gene5636', 'Gene8719', 'Gene7582', 'Gene3628', 'Gene5854', 'Gene2994', 'Gene1094', 'Gene1220', 'Gene5068', 'Gene7319', 'Gene7207', 'Gene4752', 'Gene330', 'Gene3778', 'Gene9900', 'Gene6435', 'Gene7496', 'Gene5263', 'Gene8256', 'Gene417', 'Gene4737', 'Gene6196', 'Gene1099', 'Gene9021', 'Gene7524', 'Gene7804', 'Gene2204', 'Gene8129', 'Gene9953', 'Gene7471', 'Gene1075', 'Gene3653', 'Gene7213', 'Gene684', 'Gene6640', 'Gene9544', 'Gene3684', 'Gene2486', 'Gene7026', 'Gene113', 'Gene7756', 'Gene4210', 'Gene4154', 'Gene2219', 'Gene2751', 'Gene5850', 'Gene4528', 'Gene359', 'Gene2853', 'Gene2431', 'Gene8383', 'Gene6470', 'Gene7874', 'Gene1375', 'Gene8319', 'Gene3324', 'Gene3456', 'Gene5090', 'Gene2817', 'Gene9248', 'Gene9315', 'Gene8219', 'Gene7583', 'Gene2542', 'Gene2382', 'Gene8389', 'Gene9175', 'Gene952', 'Gene3287', 'Gene8864', 'Gene4290', 'Gene2464']"
4,158,"['Gene3839', 'Gene1948', 'Gene6887', 'Gene860', 'Gene1038', 'Gene9516', 'Gene6696', 'Gene7604', 'Gene2070', 'Gene9844', 'Gene4164', 'Gene7114', 'Gene7104', 'Gene8539', 'Gene3054', 'Gene3132', 'Gene4773', 'Gene6194', 'Gene2688', 'Gene5666', 'Gene998', 'Gene2356', 'Gene4427', 'Gene7705', 'Gene6537', 'Gene5617', 'Gene1556', 'Gene6917', 'Gene707', 'Gene9831', 'Gene2833', 'Gene8903', 'Gene1085', 'Gene7121', 'Gene3799', 'Gene1442', 'Gene2541', 'Gene8009', 'Gene1597', 'Gene6592', 'Gene5166', 'Gene864', 'Gene371', 'Gene9045', 'Gene1890', 'Gene3457', 'Gene9557', 'Gene2392', 'Gene8037', 'Gene6360', 'Gene399', 'Gene2080', 'Gene857', 'Gene4074', 'Gene7068', 'Gene1258', 'Gene5625', 'Gene4696', 'Gene7565', 'Gene992', 'Gene6199', 'Gene9467', 'Gene3731', 'Gene8822', 'Gene7065', 'Gene7322', 'Gene5408', 'Gene5708', 'Gene4410', 'Gene1999', 'Gene3153', 'Gene5835', 'Gene3464', 'Gene7509', 'Gene9064', 'Gene8832', 'Gene9674', 'Gene1988', 'Gene7037', 'Gene9707', 'Gene306', 'Gene1746', 'Gene6810', 'Gene3605', 'Gene2516', 'Gene6280', 'Gene8519', 'Gene3636', 'Gene8564', 'Gene7918', 'Gene8582', 'Gene2664', 'Gene3246', 'Gene429', 'Gene5376', 'Gene4517', 'Gene8931', 'Gene3866', 'Gene7631', 'Gene6709', 'Gene5297', 'Gene7745', 'Gene9416', 'Gene2953', 'Gene85', 'Gene5158', 'Gene7605', 'Gene6875', 'Gene8375', 'Gene4049', 'Gene7694', 'Gene4059', 'Gene8644', 'Gene9867', 'Gene5915', 'Gene5953', 'Gene9336', 'Gene9290', 'Gene1561', 'Gene9012', 'Gene5058', 'Gene8051', 'Gene1618', 'Gene709', 'Gene8214', 'Gene5476', 'Gene2840', 'Gene1647', 'Gene863', 'Gene9352', 'Gene4816', 'Gene3856', 'Gene4359', 'Gene9798', 'Gene479', 'Gene4338', 'Gene324', 'Gene6693', 'Gene787', 'Gene8974', 'Gene9904', 'Gene8755', 'Gene8847', 'Gene6075', 'Gene8192', 'Gene3780', 'Gene8208', 'Gene3962', 'Gene3295', 'Gene4064', 'Gene8978', 'Gene4980', 'Gene4893', 'Gene535', 'Gene8675', 'Gene2094', 'Gene2066', 'Gene8614']"
5,134,"['Gene1669', 'Gene1531', 'Gene7411', 'Gene8008', 'Gene4553', 'Gene4776', 'Gene8487', 'Gene4485', 'Gene1854', 'Gene2871', 'Gene401', 'Gene7999', 'Gene724', 'Gene9493', 'Gene9465', 'Gene2586', 'Gene502', 'Gene2695', 'Gene9096', 'Gene2310', 'Gene2362', 'Gene5246', 'Gene4637', 'Gene9598', 'Gene2053', 'Gene6087', 'Gene8633', 'Gene2652', 'Gene929', 'Gene3376', 'Gene9968', 'Gene7618', 'Gene2308', 'Gene4369', 'Gene3436', 'Gene3576', 'Gene2034', 'Gene4648', 'Gene3009', 'Gene8792', 'Gene6127', 'Gene4771', 'Gene5955', 'Gene9313', 'Gene348', 'Gene4361', 'Gene7436', 'Gene111', 'Gene4541', 'Gene7472', 'Gene2452', 'Gene9513', 'Gene9187', 'Gene9256', 'Gene8595', 'Gene5570', 'Gene7108', 'Gene5033', 'Gene2000', 'Gene5548', 'Gene7003', 'Gene4143', 'Gene1990', 'Gene2570', 'Gene8185', 'Gene3046', 'Gene4220', 'Gene8688', 'Gene42', 'Gene4898', 'Gene1095', 'Gene6436', 'Gene8459', 'Gene5799', 'Gene1631', 'Gene525', 'Gene6678', 'Gene4389', 'Gene1414', 'Gene3250', 'Gene8629', 'Gene2984', 'Gene5615', 'Gene4813', 'Gene1502', 'Gene8358', 'Gene4826', 'Gene5834', 'Gene5273', 'Gene7363', 'Gene2985', 'Gene5065', 'Gene6025', 'Gene6269', 'Gene8698', 'Gene4775', 'Gene8316', 'Gene4596', 'Gene3930', 'Gene4270', 'Gene7167', 'Gene1775', 'Gene1470', 'Gene8229', 'Gene9573', 'Gene2277', 'Gene5491', 'Gene9845', 'Gene2551', 'Gene2642', 'Gene2406', 'Gene8920', 'Gene8039', 'Gene6941', 'Gene9346', 'Gene5035', 'Gene1734', 'Gene4155', 'Gene7349', 'Gene4550', 'Gene3259', 'Gene8709', 'Gene8335', 'Gene3180', 'Gene2628', 'Gene4905', 'Gene3015', 'Gene3683', 'Gene7724', 'Gene7334', 'Gene7657', 'Gene6824', 'Gene4971', 'Gene2753']"
6,22,"['Gene611', 'Gene9802', 'Gene2692', 'Gene9204', 'Gene4722', 'Gene3025', 'Gene131', 'Gene2141', 'Gene4734', 'Gene5829', 'Gene5400', 'Gene8876', 'Gene7773', 'Gene2301', 'Gene2121', 'Gene9926', 'Gene2461', 'Gene2282', 'Gene8469', 'Gene9597', 'Gene427', 'Gene8427']"
7,15,"['Gene8312', 'Gene9026', 'Gene3666', 'Gene7117', 'Gene4793', 'Gene5085', 'Gene5329', 'Gene2781', 'Gene6521', 'Gene1497', 'Gene7337', 'Gene6902', 'Gene8155', 'Gene2569', 'Gene5078']"
8,20,"['Gene5116', 'Gene3290', 'Gene9245', 'Gene3214', 'Gene8671', 'Gene4475', 'Gene3643', 'Gene3558', 'Gene485', 'Gene1413', 'Gene8236', 'Gene5650', 'Gene221', 'Gene6660', 'Gene8874', 'Gene3115', 'Gene4374', 'Gene3201', 'Gene8944', 'Gene9962']"
9,25,"['Gene2635', 'Gene6684', 'Gene383', 'Gene1929', 'Gene692', 'Gene4319', 'Gene2934', 'Gene9484', 'Gene5728', 'Gene8852', 'Gene3585', 'Gene5528', 'Gene4053', 'Gene6337', 'Gene4085', 'Gene5018', 'Gene2291', 'Gene1040', 'Gene8479', 'Gene9822', 'Gene106', 'Gene7448', 'Gene9054', 'Gene3452', 'Gene3827']"
10,262,"['Gene4232', 'Gene8035', 'Gene2394', 'Gene2923', 'Gene2553', 'Gene8750', 'Gene9160', 'Gene1716', 'Gene9403', 'Gene1310', 'Gene1467', 'Gene6806', 'Gene8816', 'Gene5516', 'Gene4814', 'Gene3906', 'Gene848', 'Gene7280', 'Gene7592', 'Gene7258', 'Gene5905', 'Gene5477', 'Gene2697', 'Gene5737', 'Gene8782', 'Gene9687', 'Gene5926', 'Gene8012', 'Gene8125', 'Gene7380', 'Gene9554', 'Gene4469', 'Gene2769', 'Gene4424', 'Gene5425', 'Gene4400', 'Gene3824', 'Gene7102', 'Gene3393', 'Gene618', 'Gene6369', 'Gene9482', 'Gene7956', 'Gene1989', 'Gene3127', 'Gene5432', 'Gene6577', 'Gene1062', 'Gene8586', 'Gene6193', 'Gene2801', 'Gene7338', 'Gene6565', 'Gene5248', 'Gene3676', 'Gene4605', 'Gene2490', 'Gene3603', 'Gene5313', 'Gene2444', 'Gene4500', 'Gene9763', 'Gene6357', 'Gene5703', 'Gene3403', 'Gene2489', 'Gene7660', 'Gene70', 'Gene5866', 'Gene6926', 'Gene4404', 'Gene9512', 'Gene1640', 'Gene9366', 'Gene6102', 'Gene5668', 'Gene6501', 'Gene8976', 'Gene7398', 'Gene6298', 'Gene6183', 'Gene697', 'Gene993', 'Gene2950', 'Gene7229', 'Gene2944', 'Gene9233', 'Gene8788', 'Gene8622', 'Gene4329', 'Gene6597', 'Gene2680', 'Gene6541', 'Gene8793', 'Gene6041', 'Gene8716', 'Gene9882', 'Gene4083', 'Gene3091', 'Gene91', 'Gene2605', 'Gene1179', 'Gene2144', 'Gene6443', 'Gene4278', 'Gene6936', 'Gene7041', 'Gene6015', 'Gene2858', 'Gene1207', 'Gene7512', 'Gene7766', 'Gene826', 'Gene9399', 'Gene2865', 'Gene7040', 'Gene2557', 'Gene2137', 'Gene7748', 'Gene3402', 'Gene2658', 'Gene4320', 'Gene2646', 'Gene114', 'Gene5564', 'Gene2424', 'Gene8386', 'Gene9613', 'Gene1689', 'Gene642', 'Gene2259', 'Gene9471', 'Gene4717', 'Gene6870', 'Gene7331', 'Gene1340', 'Gene299', 'Gene4594', 'Gene1126', 'Gene7554', 'Gene6735', 'Gene3034', 'Gene6059', 'Gene9538', 'Gene1848', 'Gene3776', 'Gene5460', 'Gene2515', 'Gene4200', 'Gene2236', 'Gene1819', 'Gene1053', 'Gene521', 'Gene969', 'Gene9018', 'Gene8995', 'Gene4851', 'Gene6790', 'Gene5054', 'Gene6121', 'Gene1326', 'Gene6860', 'Gene6089', 'Gene7394', 'Gene4761', 'Gene2864', 'Gene8664', 'Gene6092', 'Gene4454', 'Gene3434', 'Gene4120', 'Gene7379', 'Gene4486', 'Gene4482', 'Gene2690', 'Gene4803', 'Gene8713', 'Gene6557', 'Gene18', 'Gene333', 'Gene980', 'Gene265', 'Gene4624', 'Gene2023', 'Gene7006', 'Gene5656', 'Gene3097', 'Gene6573', 'Gene5336', 'Gene2224', 'Gene6200', 'Gene56', 'Gene1594', 'Gene4458', 'Gene2841', 'Gene2380', 'Gene1690', 'Gene2178', 'Gene4461', 'Gene4996', 'Gene4621', 'Gene6444', 'Gene4999', 'Gene2367', 'Gene1909', 'Gene4336', 'Gene5950', 'Gene1830', 'Gene1872', 'Gene1236', 'Gene6330', 'Gene6461', 'Gene3593', 'Gene5393', 'Gene9475', 'Gene6082', 'Gene1944', 'Gene1972', 'Gene5730', 'Gene6771', 'Gene5076', 'Gene1536', 'Gene8842', 'Gene5948', 'Gene5684', 'Gene2686', 'Gene1088', 'Gene7090', 'Gene6334', 'Gene3519', 'Gene4288', 'Gene856', 'Gene4367', 'Gene6653', 'Gene3833', 'Gene1080', 'Gene7776', 'Gene5293', 'Gene1452', 'Gene6671', 'Gene6243', 'Gene4909', 'Gene390', 'Gene4671', 'Gene3206', 'Gene4419', 'Gene9814', 'Gene9100', 'Gene9142', 'Gene8938', 'Gene1946', 'Gene5133', 'Gene3647', 'Gene5967', 'Gene7659', 'Gene2163', 'Gene585', 'Gene6494', 'Gene179', 'Gene1031', 'Gene5283', 'Gene8563']"
