,#genes,genes
1,90,"['Gene7350', 'Gene7754', 'Gene8350', 'Gene8360', 'Gene4931', 'Gene8000', 'Gene2566', 'Gene2854', 'Gene6858', 'Gene7893', 'Gene4149', 'Gene8789', 'Gene9601', 'Gene6769', 'Gene6695', 'Gene2790', 'Gene6862', 'Gene4759', 'Gene8141', 'Gene7876', 'Gene9483', 'Gene1380', 'Gene1214', 'Gene7238', 'Gene8984', 'Gene5723', 'Gene4520', 'Gene8949', 'Gene7607', 'Gene1092', 'Gene8816', 'Gene4993', 'Gene5924', 'Gene9971', 'Gene644', 'Gene6292', 'Gene2133', 'Gene8155', 'Gene6475', 'Gene3742', 'Gene4163', 'Gene4299', 'Gene5015', 'Gene919', 'Gene2304', 'Gene2720', 'Gene661', 'Gene8743', 'Gene2906', 'Gene4118', 'Gene4093', 'Gene5551', 'Gene2569', 'Gene7932', 'Gene7311', 'Gene886', 'Gene4984', 'Gene9422', 'Gene6422', 'Gene495', 'Gene2397', 'Gene7232', 'Gene4061', 'Gene3484', 'Gene590', 'Gene5808', 'Gene6773', 'Gene1369', 'Gene8192', 'Gene8831', 'Gene7834', 'Gene1883', 'Gene8601', 'Gene8445', 'Gene2391', 'Gene9584', 'Gene4110', 'Gene5609', 'Gene2595', 'Gene3747', 'Gene8802', 'Gene7886', 'Gene3461', 'Gene4547', 'Gene5538', 'Gene5312', 'Gene6940', 'Gene5816', 'Gene3046', 'Gene3407']"
2,149,"['Gene7878', 'Gene7124', 'Gene6362', 'Gene9617', 'Gene6163', 'Gene5448', 'Gene2791', 'Gene1168', 'Gene738', 'Gene7014', 'Gene1512', 'Gene9977', 'Gene6256', 'Gene3807', 'Gene9898', 'Gene9462', 'Gene1440', 'Gene9988', 'Gene7488', 'Gene7691', 'Gene5318', 'Gene3290', 'Gene9948', 'Gene292', 'Gene5519', 'Gene5101', 'Gene8966', 'Gene4994', 'Gene5862', 'Gene545', 'Gene8161', 'Gene8090', 'Gene2106', 'Gene6366', 'Gene8626', 'Gene2483', 'Gene8267', 'Gene3285', 'Gene8260', 'Gene9285', 'Gene8109', 'Gene9509', 'Gene6597', 'Gene6967', 'Gene243', 'Gene8060', 'Gene8375', 'Gene3600', 'Gene4443', 'Gene734', 'Gene3497', 'Gene120', 'Gene5710', 'Gene5244', 'Gene352', 'Gene4527', 'Gene5076', 'Gene8699', 'Gene4794', 'Gene5199', 'Gene2655', 'Gene4675', 'Gene1350', 'Gene4196', 'Gene8785', 'Gene7427', 'Gene5049', 'Gene7768', 'Gene9645', 'Gene1550', 'Gene49', 'Gene7869', 'Gene7811', 'Gene931', 'Gene7211', 'Gene2006', 'Gene2923', 'Gene2080', 'Gene4454', 'Gene9552', 'Gene6699', 'Gene1630', 'Gene5458', 'Gene3669', 'Gene8585', 'Gene925', 'Gene5292', 'Gene6968', 'Gene939', 'Gene3680', 'Gene8795', 'Gene7909', 'Gene9784', 'Gene3067', 'Gene1632', 'Gene4108', 'Gene608', 'Gene8027', 'Gene7479', 'Gene2654', 'Gene6946', 'Gene8065', 'Gene8876', 'Gene2745', 'Gene409', 'Gene4076', 'Gene3800', 'Gene5490', 'Gene2982', 'Gene6794', 'Gene8299', 'Gene9070', 'Gene433', 'Gene6725', 'Gene1994', 'Gene1468', 'Gene9048', 'Gene9909', 'Gene7827', 'Gene4703', 'Gene8244', 'Gene3885', 'Gene8062', 'Gene1755', 'Gene9522', 'Gene9296', 'Gene6332', 'Gene5275', 'Gene262', 'Gene612', 'Gene3729', 'Gene8433', 'Gene6298', 'Gene3341', 'Gene4240', 'Gene8838', 'Gene1631', 'Gene9595', 'Gene5421', 'Gene1124', 'Gene7889', 'Gene9420', 'Gene508', 'Gene9776', 'Gene3468', 'Gene4585', 'Gene2929', 'Gene5892', 'Gene2098']"
3,141,"['Gene8128', 'Gene8154', 'Gene4141', 'Gene7865', 'Gene5823', 'Gene6647', 'Gene9145', 'Gene1710', 'Gene5540', 'Gene9563', 'Gene1636', 'Gene5209', 'Gene7973', 'Gene4071', 'Gene5698', 'Gene2927', 'Gene1612', 'Gene5253', 'Gene9896', 'Gene2350', 'Gene2535', 'Gene5157', 'Gene8764', 'Gene6871', 'Gene3262', 'Gene2368', 'Gene3697', 'Gene3577', 'Gene6998', 'Gene4965', 'Gene7269', 'Gene7206', 'Gene7344', 'Gene3974', 'Gene5735', 'Gene6868', 'Gene754', 'Gene5397', 'Gene4341', 'Gene5702', 'Gene4625', 'Gene984', 'Gene7884', 'Gene4256', 'Gene690', 'Gene5161', 'Gene7513', 'Gene5258', 'Gene6886', 'Gene8176', 'Gene8981', 'Gene7862', 'Gene8929', 'Gene2517', 'Gene1022', 'Gene4446', 'Gene7839', 'Gene5937', 'Gene8281', 'Gene9829', 'Gene2030', 'Gene1233', 'Gene1793', 'Gene4546', 'Gene5163', 'Gene6159', 'Gene3190', 'Gene4442', 'Gene6798', 'Gene3763', 'Gene7671', 'Gene2004', 'Gene5277', 'Gene8015', 'Gene334', 'Gene7642', 'Gene5391', 'Gene2568', 'Gene358', 'Gene8511', 'Gene6570', 'Gene6271', 'Gene5469', 'Gene4774', 'Gene3589', 'Gene1057', 'Gene8516', 'Gene3090', 'Gene8327', 'Gene7227', 'Gene2970', 'Gene658', 'Gene5881', 'Gene2815', 'Gene7721', 'Gene9922', 'Gene7750', 'Gene5270', 'Gene2889', 'Gene4382', 'Gene1652', 'Gene7143', 'Gene9696', 'Gene5650', 'Gene6443', 'Gene6743', 'Gene7879', 'Gene3727', 'Gene4661', 'Gene4199', 'Gene1983', 'Gene8998', 'Gene8483', 'Gene2146', 'Gene3529', 'Gene7174', 'Gene6224', 'Gene3241', 'Gene911', 'Gene1366', 'Gene877', 'Gene9766', 'Gene6218', 'Gene1798', 'Gene5897', 'Gene4450', 'Gene1928', 'Gene4911', 'Gene9473', 'Gene630', 'Gene515', 'Gene7599', 'Gene3297', 'Gene5480', 'Gene3565', 'Gene1095', 'Gene8371', 'Gene9883', 'Gene6338', 'Gene2386', 'Gene8454']"
4,118,"['Gene1715', 'Gene2727', 'Gene1584', 'Gene589', 'Gene2231', 'Gene9385', 'Gene9499', 'Gene1760', 'Gene9085', 'Gene5653', 'Gene7267', 'Gene8799', 'Gene1601', 'Gene801', 'Gene189', 'Gene1163', 'Gene2448', 'Gene6344', 'Gene6892', 'Gene4508', 'Gene8957', 'Gene8204', 'Gene5219', 'Gene2817', 'Gene1740', 'Gene3813', 'Gene3003', 'Gene8848', 'Gene3260', 'Gene5378', 'Gene8598', 'Gene6924', 'Gene985', 'Gene9476', 'Gene3710', 'Gene8644', 'Gene4154', 'Gene1745', 'Gene2607', 'Gene9954', 'Gene9139', 'Gene556', 'Gene3869', 'Gene4349', 'Gene9506', 'Gene2949', 'Gene5225', 'Gene3422', 'Gene497', 'Gene373', 'Gene5052', 'Gene8296', 'Gene4921', 'Gene3681', 'Gene6711', 'Gene8416', 'Gene5515', 'Gene7372', 'Gene6435', 'Gene9569', 'Gene990', 'Gene9592', 'Gene9818', 'Gene3108', 'Gene7409', 'Gene6572', 'Gene5173', 'Gene7021', 'Gene531', 'Gene8256', 'Gene5683', 'Gene1229', 'Gene9487', 'Gene8581', 'Gene2758', 'Gene9913', 'Gene226', 'Gene3426', 'Gene7114', 'Gene2709', 'Gene3597', 'Gene4641', 'Gene9541', 'Gene5526', 'Gene8171', 'Gene4949', 'Gene272', 'Gene415', 'Gene4754', 'Gene4053', 'Gene6650', 'Gene6066', 'Gene4682', 'Gene5766', 'Gene4840', 'Gene5582', 'Gene5525', 'Gene6906', 'Gene2736', 'Gene6', 'Gene3828', 'Gene3919', 'Gene4387', 'Gene7685', 'Gene9141', 'Gene4816', 'Gene1131', 'Gene5939', 'Gene228', 'Gene8235', 'Gene1683', 'Gene9689', 'Gene5962', 'Gene5427', 'Gene1554', 'Gene1641', 'Gene6415', 'Gene8990']"
5,93,"['Gene209', 'Gene604', 'Gene5430', 'Gene7906', 'Gene1399', 'Gene1100', 'Gene2974', 'Gene5770', 'Gene1871', 'Gene798', 'Gene2559', 'Gene9445', 'Gene6613', 'Gene7593', 'Gene9785', 'Gene6311', 'Gene406', 'Gene6282', 'Gene6080', 'Gene6117', 'Gene1682', 'Gene5454', 'Gene1205', 'Gene3890', 'Gene4491', 'Gene6692', 'Gene5489', 'Gene8094', 'Gene9083', 'Gene428', 'Gene2508', 'Gene492', 'Gene4399', 'Gene8313', 'Gene1112', 'Gene5595', 'Gene2164', 'Gene3467', 'Gene487', 'Gene6132', 'Gene6679', 'Gene1223', 'Gene854', 'Gene4343', 'Gene3344', 'Gene1243', 'Gene843', 'Gene1594', 'Gene4801', 'Gene1803', 'Gene7821', 'Gene2031', 'Gene8660', 'Gene9320', 'Gene1238', 'Gene6364', 'Gene1694', 'Gene8817', 'Gene5272', 'Gene806', 'Gene944', 'Gene8673', 'Gene7385', 'Gene5483', 'Gene5928', 'Gene8004', 'Gene8701', 'Gene2085', 'Gene559', 'Gene7910', 'Gene9765', 'Gene2852', 'Gene5479', 'Gene5993', 'Gene5552', 'Gene2221', 'Gene5953', 'Gene1014', 'Gene3149', 'Gene3086', 'Gene3765', 'Gene3786', 'Gene9461', 'Gene800', 'Gene2228', 'Gene6283', 'Gene8425', 'Gene8510', 'Gene1645', 'Gene5947', 'Gene9795', 'Gene4536', 'Gene9587']"
6,63,"['Gene6913', 'Gene1426', 'Gene400', 'Gene8999', 'Gene8169', 'Gene2772', 'Gene3891', 'Gene575', 'Gene8631', 'Gene1252', 'Gene99', 'Gene4808', 'Gene1877', 'Gene4569', 'Gene3246', 'Gene2748', 'Gene4706', 'Gene2717', 'Gene6814', 'Gene3156', 'Gene1379', 'Gene7128', 'Gene9057', 'Gene5039', 'Gene3433', 'Gene3689', 'Gene8845', 'Gene2277', 'Gene2238', 'Gene7030', 'Gene4015', 'Gene100', 'Gene5973', 'Gene2711', 'Gene7823', 'Gene8986', 'Gene2935', 'Gene2594', 'Gene6948', 'Gene4972', 'Gene6369', 'Gene4082', 'Gene579', 'Gene4555', 'Gene3229', 'Gene4522', 'Gene5226', 'Gene5565', 'Gene3972', 'Gene257', 'Gene4316', 'Gene2754', 'Gene6396', 'Gene5019', 'Gene636', 'Gene4523', 'Gene1566', 'Gene2409', 'Gene5719', 'Gene8115', 'Gene2624', 'Gene5980', 'Gene4293']"
7,17,"['Gene76', 'Gene6143', 'Gene3654', 'Gene5048', 'Gene6958', 'Gene2928', 'Gene8717', 'Gene1540', 'Gene4694', 'Gene7374', 'Gene2284', 'Gene2778', 'Gene1564', 'Gene7940', 'Gene519', 'Gene3096', 'Gene6472']"
8,45,"['Gene4478', 'Gene9302', 'Gene2481', 'Gene3079', 'Gene9102', 'Gene9211', 'Gene857', 'Gene8624', 'Gene4079', 'Gene6510', 'Gene3547', 'Gene1591', 'Gene4077', 'Gene6615', 'Gene7619', 'Gene5067', 'Gene7190', 'Gene8133', 'Gene6518', 'Gene4470', 'Gene2592', 'Gene6740', 'Gene9826', 'Gene6885', 'Gene6765', 'Gene922', 'Gene8252', 'Gene5913', 'Gene758', 'Gene7264', 'Gene6011', 'Gene3794', 'Gene4722', 'Gene6089', 'Gene2010', 'Gene8030', 'Gene5847', 'Gene9446', 'Gene3845', 'Gene9377', 'Gene3343', 'Gene836', 'Gene6499', 'Gene7582', 'Gene9307']"
9,22,"['Gene1210', 'Gene170', 'Gene6959', 'Gene4948', 'Gene434', 'Gene5885', 'Gene6727', 'Gene3269', 'Gene7724', 'Gene214', 'Gene3242', 'Gene1622', 'Gene7319', 'Gene6023', 'Gene9996', 'Gene2529', 'Gene3887', 'Gene3284', 'Gene7169', 'Gene2918', 'Gene3694', 'Gene2900']"
10,27,"['Gene9401', 'Gene4276', 'Gene5942', 'Gene8939', 'Gene5179', 'Gene9612', 'Gene7912', 'Gene6251', 'Gene9120', 'Gene5738', 'Gene1202', 'Gene2323', 'Gene5213', 'Gene4880', 'Gene5889', 'Gene815', 'Gene6691', 'Gene7848', 'Gene7297', 'Gene6996', 'Gene3109', 'Gene4847', 'Gene6138', 'Gene4327', 'Gene4258', 'Gene747', 'Gene9086']"
