"cluster","#genes","genes"
"1","144","Mbp, Mobp, Cnp, Plp1, Fth1, Mal, Apod, Cldn11, Car2, Plekhb1, Trf, Ndrg1, Qdpr, Qk, Csrp1, Cryab, Il33, Slc12a2, Mag, C4b, S100b, Litaf, Bcas1, Anln, Olig1, Myrf, Neat1, Ttyh2, Ermn, Pip4k2a, Apoe, Ppp1r14a, Gpr37, Gsn, Gatm, Scd2, Pacs2, Selenop, Mog, Tmem88b, Mt1, S1pr5, Ugt8a, Phldb1, Gjc2, Gjb1, Hipk2, Tspan2, Trim59, 5031439G07Rik, Gjc3, Padi2, Adamts4, Sox2ot, Psat1, Plin3, Pla2g16, C4a, mt-Tl2, Fa2h, Sept4, Myo6, Tppp3, Ptprd, Slain1, Gab1, Cd82, Otud7b, 4930402H24Rik, Abca8a, Dbndd2, Clu, Pllp, Gm6977, Sirt2, Tspan15, Tubb4a, Klk6, Lamp1, Cntn2, Gpm6b, Erbin, Glul, Zbtb20, S100a16, Wnk1, Car14, Gfap, Serpina3n, Mt2, Cst3, Aplp1, Gng11, Supt7l, Fth-ps3, Evi2a, Slc44a1, mt-Tm, Mast4, Stmn4, Gstm1, A2m, Opalin, Fnbp1, Aspa, Mtmr10, Cd63, Plekhh1, Gna12, mt-Tl1, Slc6a6, Dock5, 9930021J03Rik, Clic4, Daam2, Pmp22, Efhd1, Gstp-ps, Prdx1, Ppfibp2, Carhsp1, Nfe2l3, Npc1, Foxn3, Rassf2, Abhd4, Aatk, Sez6l2, Tmcc3, Lpar1, 1700047M11Rik, Phlpp1, Sypl, mt-Ta, Aqp4, Pla2g7, Prr18, Arhgef10, Tprn, Jam3, mt-Ti, Cd9, Serpinb1a, Rab31"
"2","56","Cck, Prkcb, Dnm1, Snap25, Arf3, Diras2, Actb, Ywhaz, Slc17a7, Chn1, Kalrn, Sh3gl2, Fam163b, Slc1a2, Pgm2l1, Fkbp1a, Aldoa, Syn1, Sptbn2, Nckap1, Calm2, Psd, Chgb, Syngr1, Enc1, 3110035E14Rik, Spock1, Mapk10, Ncdn, Camta2, Nrgn, Mef2c, Dclk1, Ywhah, Adcy1, Wasf1, Pip5k1c, Nptx1, Cnih2, Calm3, Fmnl1, Snap91, Epn1, Sh3bgrl3, Stmn1, Tbr1, Itpr1, 1110008P14Rik, Ctxn1, Rtn1, Cyfip2, Selenow, Trim9, Cpe, Stxbp1, Calm1"
"3","47","Ints3, Gm37629, Rnu5g, Kcnk3, Rny3, Gm8840, mt-Rnr2, Gm26035, Gm25106, Gm37056, Gm23624, Tmbim1, Dynlt1a, Gm24447, Gm25679, Brip1os, Psmb8, Mrpl2, Ccdc73, Gm23971, Strn3, Osbp, Rn7s2, Zfp59, Map2k3, Myo1c, Gm12722, Gm23287, Ndufaf8, Nod1, Frat1, Gm26331, Nap1l4, Ggta1, Rpl26-ps4, Akap7, Mapkap1, Gabrg3, Psen2, mt-Rnr1, Mea1, B830012L14Rik, Rpl6l, Dhx38, Gm45772, Slco4c1, Cstb"
"4","81","Gm6071, Hexim2, Dcun1d2, Ankrd24, Gm6702, Akt3, Gm13015, Scrt1, 2310057M21Rik, Cul4b, Edem2, Gm43362, Glns-ps1, Fars2, Mre11a, Nek7, Cplx1, Slamf9, Osbpl7, Slc4a7, Naprt, Yaf2, Thg1l, Ankrd34c, Anapc15, Elmo1, Trap1, Zfp944, Plekho2, Rpl21-ps10, Gm16437, Gm19345, Fbxo9, 2210008F06Rik, Mppe1, Cdr1, Gm12715, Gm15770, BC029214, Zap70, 4930579K19Rik, Rgs16, Rnf168, Naf1, Adam23, Gm26794, Atp2a2, Rnps1, 0610012G03Rik, Kcnc1, Timm8a1, Cactin, Slc6a17, Gm11007, Shkbp1, Lrp8, 1300002E11Rik, Gm12726, Fam60a, Gm7730, Cox6a2, Gm10222, Gm14121, Gm24812, Rnf217, Ubr3, Nectin2, Gm43796, Tmem125, Nr2e1, Pef1, 5430403G16Rik, Sv2c, Vps72, Evi5l, Rrs1, Cnnm2, Idh3a, Tmem55a, Hapln4, Atxn7l1"
"5","271","Rapgef3, Mtus1, Zc3hc1, Tspan17, Dpagt1, Psenen, Sowahc, Ranbp10, Tmem132e, Sp9, Chrac1, Cep104, Abcd3, Gm14000, Gm18128, Kank3, Rab33b, E4f1, RP23-405I13.1, Oscp1, Cdk5rap1, Kctd15, Slc29a2, Prkra, Sdc2, Snx6, Gm12516, Paip2b, Zfp213, Sdhaf1, Zfp362, Tpbg, Grk2, Nlgn3, Hnrnpa2b1, Batf3, Zfp108, Mlh1, Rpl15-ps3, Fam76b, Snrnp35, Proser1, Gm14094, Rbp4, Dscam, D10Jhu81e, Gm17750, Ptdss1, Ngb, Shprh, Gm6794, Ptbp1, Ccdc167, 0610038B21Rik, Gm6771, Gpr153, B9d2, Glmp, Gpatch4, Sos2, Stx5a, B4galt4, Ptpn13, Dhdh, Gon4l, Tapbp, Repin1, Ezh1, Slc7a8, Dhx15, Runx1t1, Fancl, Gm28686, Eva1b, Helz, Gm29123, Nos3, Lair1, Atg14, Thap3, Pomt1, Smchd1, S100pbp, Rps19-ps9, Gpn1, Gm13935, Lsm10, Gal, Coq7, Esd, Rpp25l, Gm4876, Nars2, Slc25a25, Drg1, As3mt, Patz1, Ttc12, Atp6v0a2, D330023K18Rik, Smyd2, Rpl10-ps3, RP24-275P22.2, Coq6, Vta1, Ufc1, Mis12, Btbd9, Snip1, Gatc, Mrpl30, Sgsm1, Srsf12, AW011738, Prmt6, 4932438A13Rik, Ate1, Adcyap1r1, Cyb561d2, Mrs2, Ankra2, Slc38a3, Apoc3, Eps15l1, Srpr, Tango6, Frem1, Gzf1, Casp6, Rpn2, Gm5424, Gm15599, Zmynd19, Ncoa2, Ift80, Gm16412, Mark2, C230037L18Rik, Gm9602, Amigo2, Smarca1, Usp11, Txndc9, Cytip, Pex11g, Nubp1, Ctdspl2, Ankrd26, Ndc1, Tns2, Ccdc149, Cacybp, Aph1c, Csmd1, Rps6-ps4, Gm11438, Dcdc2a, Apopt1, Rps10-ps2, Crtc2, Pold3, Cyp4x1, Hgh1, Tspan14, Hey1, Arnt2, Gm15536, Mtmr3, Galr2, Cln6, Gm24098, Gm8356, Stk10, Zfp410, Sh3rf3, Plcd4, Gm45264, Txndc11, Dip2b, Chchd2, Gm45311, Trim3, Gm5558, Rps19-ps12, Becn1, Pex16, Rnft2, Tmem130, Vbp1, Gm11243, Sec61g, Zfp637, Lamtor2, Rps19-ps10, Zfp605, Syt3, Prcd, Mchr1, Klhl29, BC024978, Traf5, Sac3d1, Vps13d, Armt1, Gm7990, Gm6134, Pcid2, Ggact, Las1l, Prkg2, Rbm11, Gm13005, Rnls, Gm2a, Saraf, Uxs1, Cyba, Kcnk12, Utp11, Selenom, Mtch1, Ern1, Zfp598, Kdelc2, Gm5652, Kitl, Pdgfra, Pofut1, Gpr101, Klhl12, Apoa1bp, Mgat4a, Ccer2, Gm5380, Stat5b, Cbln1, Mettl21b, 2410089E03Rik, Ftl1-ps1, Ctps2, Ap3d1, Adamts15, Atp6v1f, Lrrcc1, Mfsd7b, Gm4812, Tada3, Brd9, Gm3558, Asb8, Mrap2, Hdac3, Phf5a, Disp2, Gm42627, Mif4gd, Rps6ka2, Bcl2l2, Qrfpr, Dtx4, Rpl18-ps2, Gm12322, 9430021M05Rik, Hyou1, Dvl2, Bub3, Ndc80, Mnt, Kctd14, Cyp24a1, RP24-91J7.1"
"6","33","Sil1, Gm694, Slc35f2, Rffl, Cited2, Slx1b, Gm9954, Mtcp1, Zfp869, Cc2d2a, Gm43048, Epor, Rnf130, Men1, Xpnpep1, Lss, Inpp5b, Klhl8, Mir670hg, Tyw3, Gm12758, Pcdhb4, Socs7, Insc, Traf6, Asxl3, P2rx1, RP24-77I13.1, B3galt6, Col27a1, Fads6, Ccl21a, Sorcs2"
"7","122","Arg2, Exosc9, Mettl21a, Rpp14, Abcb1a, Phf2, Pcdhb8, Gpatch3, RP24-142I9.2, RP23-434A12.2, Ece1, Crb2, Adgra2, Klf16, Dusp26, Cgref1, Rps14, Uck1, Emp3, Exoc7, Cers4, Rpl19-ps2, Cmtm3, Poc1a, Scn5a, Gm5244, Asf1a, Gm8925, Zfp617, Mbip, Tmem242, Ncapd3, Jagn1, Epb41, Zfp641, St3gal3, Gm13611, Rpl19-ps9, Nubp2, Gm37450, Scn3a, Gsta3, Gm17040, E030024N20Rik, Gucy2c, Mettl6, Psmg4, Nfxl1, C77370, Fam219b, 5430421F17Rik, Myg1, Zfp784, Gm16570, Xkrx, Rnf31, Fam53c, Gm43681, Col16a1, Exoc3l4, Sptlc2, Gm10335, Tet3, Rccd1, 1810041L15Rik, Rps10-ps1, Atp5sl, Dll1, Lgr5, Stk40, Gm6096, Tmem70, Yars2, Mrpl23-ps1, Rbpj, Lgr4, Gm27239, Bcdin3d, Gm45420, Hacd1, Ttc9c, Gm14586, Lrrc55, Gm44024, 1700007G11Rik, Nacad, Taf6l, Mrpl10, Amy1, Capza1, Gng13, Gm12912, Adam33, Ecm2, Pcdhb6, Zfp827, Smad1, Fn1, Fitm2, 1110032F04Rik, Cntnap4, Ibtk, Nat8f2, Cpsf7, Herc4, Gsto1, Rbm6, Pin4, Abhd5, Taf12, Zfp85, Qsox2, Gm2810, D430019H16Rik, Gm26526, 9330121J05Rik, Bambi-ps1, Cbr3, Snrpb2, BC022687, Gm43028, Med14"
"8","149","2510002D24Rik, Dhrs13, Trmt10a, Gm28229, Gm43524, Mmachc, Smc4, Ccdc141, Acbd3, 2310022A10Rik, Nedd1, Gm8302, Zfp553, Sis, 1810026B05Rik, Sirt6, Gm12353, Nup85, Gm6276, Slc9a9, Chsy1, Csad, Dip2a, Ccdc90b, Zfp114, Chst3, Ppp1r3g, Aif1, Hccs, Arap1, Gm13192, Tnfrsf12a, Tmem54, Nfkbiz, Samd10, Nol9, Pappa2, Zik1, Capn10, Rictor, Smarcd2, Gm13815, Hps3, Gm22953, Glb1, Pus3, Scn9a, Pou3f2, Pfn4, Mgat2, Sh2b2, Rps13-ps7, Elmod3, Kat8, Zfp386, Rpl31-ps9, Ogfod3, Camsap3, Ccdc93, Ccdc97, Rpa3, Zfp146, Lipg, Rtp4, Snora2b, Tchh, Spryd7, Acadl, Actr5, Gm26879, Zfp397, Gm16300, Pex11a, Gm9728, Diablo, Psmf1, Gm20568, Cog2, Gm10036, Auh, Gm37499, P3h3, Gm14400, Klf2, Gm44938, Gm11927, mt-Ty, Nrros, Casp3, mt-Tk, Zfp946, Tfrc, Tmem126a, Gm14827, Adora2b, Gm6311, Setd1b, Mest, Gm4613, Gm20302, Bach2, Gm3841, Gm11469, Slc46a1, Aif1l, Fam208b, Ndufaf5, Fam117b, Icam1, Gm37397, Gadd45a, 1810009A15Rik, Spryd4, Gm12155, Arhgef26, Nsfl1c, Maml2, Gm7452, Usp7, Nup88, Gm8182, Gm11100, Lancl1, Psmb6, Zfp868, Ctsf, Rpl31-ps13, Tmem43, Ddx56, Fosb, RP23-136F8.1, Tnfrsf1a, Ankfy1, Rnf4, Gm26323, Gm17139, Vcl, Gm10710, Pogk, Shroom4, Tex9, Asic4, Gm6441, Gm7363, Efemp2, Dcaf17, Gm15159, Chat, Dtna"
"9","40","Slc13a4, Tbc1d23, 1500015O10Rik, Fndc3b, Col9a3, Nat6, Gm14485, Ramp2, Kdm6b, Zfyve16, Slc1a6, Gda, Bsg, Sostdc1, Gm8919, Gm15794, Slc5a5, Atp6v0e, Zfp212, Sfrp1, Grk3, Nptxr, A330009N23Rik, Timp2, Fut11, Pcolce, Scand1, Cep85, Nfe2l2, Rreb1, Rpl31-ps7, L3mbtl3, Mob3a, Hpcal4, BC051226, Pon3, Sh2d3c, Sin3b, Ankef1, Gm13492"
"10","69","Zmym1, Rsph9, Cd2ap, Galnt10, Mdk, RP24-421D3.1, Med24, Tmem135, A930024N18Rik, Gapdh, Rpl21-ps13, Nt5c2, Mkx, Gm36985, Zfp58, Gm5764, Otof, Zfp704, L3hypdh, Zfp810, Tctn3, Gm5921, Lrrc32, Akr1b3, Mief2, Trdmt1, Tut1, Tmem64, Dlgap2, Rpl23a-ps3, Ipo5, Plpp1, Ncoa1, Fam111a, Csnk1d, Gm26825, Taf11, Npl, Gm5459, Oxsr1, Shmt2, Tnfaip8l2, Gm11873, Pdzk1ip1, Osmr, Pts, Gm9120, Fmn1, Ech1, B4galt7, Strip2, Gm13229, Uqcrh-ps1, Srek1, Gm15679, Plpp4, Mrps2, Snhg18, Msx1, Foxc2, Pik3cg, Nqo1, Thoc6, Tom1l1, Gm45852, Gm6444, Olfr1253, Rhof, Nenf"
