,#genes,genes
1,324,"['Ttr', 'Enpp2', 'Gm42418', 'Lars2', 'Folr1', 'Clic6', 'Rn18s-rs5', '1500015O10Rik', 'Kl', 'Igf2', 'Col9a3', 'Igfbp2', 'Cox8b', 'Kcne2', 'Prlr', 'Cab39l', 'Calml4', 'Col8a2', 'Spint2', 'Sostdc1', 'Ppp1r1b', 'Car12', 'Col8a1', 'Sulf1', 'Gm26917', 'Gm26461', 'Tmem72', 'F5', 'Cul4b', 'Otx2', 'Msx1', 'Rn7s1', 'Lbp', 'Kcnj13', 'Gm24245', 'Rbm47', 'Cdkn1c', 'Cd63', 'Mir6236', 'Trpm3', 'Cldn2', 'Foxj1', 'Rdh5', 'Pltp', 'Gm45396', 'Rbp1', 'Krt18', 'Gfap', 'Gm15564', 'Thbs4', 'Nedd4', 'Gm24265', 'Dcn', 'Drc7', 'Gsn', 'Ace', 'Baiap2l1', 'Wfdc2', 'Prelp', 'Ifi27', 'Stk39', 'Trpv4', 'Slc4a2', 'Tbc1d9', 'Prr32', 'Slc16a2', 'Mir6240', 'Slc13a4', 'Ezr', 'Sowahc', 'Neat1', 'Steap1', 'Slc2a12', 'Bsg', 'Gm24270', 'Lgals3', 'Hopx', 'Cd9', 'Frmpd1os', 'Slc29a4', 'Aebp1', 'Gm22122', 'Arl6ip1', 'Slc22a17', 'Pla2g16', 'Slc31a1', 'Lgals3bp', 'Car14', 'Rnaset2a', 'Sox9', 'Vamp8', 'Gm24407', 'Ahcyl2', 'Cd24a', 'Plxnb2', 'Rn7s2', 'Thumpd3', 'Mrps6', 'Slco1c1', 'Tmem212', 'Elovl7', 'Aqp1', 'Tead1', 'Id3', 'Gpx8', 'Atox1', 'Ccdc153', 'Emb', 'Pip5k1b', 'Vcam1', 'Serpinb1b', 'Zfp185', 'Mcee', 'Strip2', 'Slc4a5', 'Acss3', 'Perp', 'Gm24514', 'Hist1h2bc', 'Wls', 'Vim', 'Tc2n', 'Prps2', 'Ltc4s', 'Wdr86', 'Fxyd1', 'Mgp', 'Pbxip1', 'Tmem98', 'Gulp1', 'Lamp2', 'Mdfic', 'Rarres2', 'Hspa5', 'Aldh2', 'Cgnl1', 'A2m', 'Cldn1', 'Sh3bgrl', 'Gm25179', 'Efcab1', 'Ak7', 'Ctnna1', 'Serpinh1', 'Ucp2', 'Sgk1', 'Sgk3', 'Slc25a13', 'Rps27l', 'Vwa3a', 'C4a', 'Cd164', 'Kat2b', 'Rsph1', 'Acad8', 'Pcolce', 'Dab2', 'Wdr63', 'Steap2', '1700007K13Rik', 'Hist1h1c', 'Cd82', 'Gm25911', 'Fam84b', 'Defb11', '1110017D15Rik', 'Hba-a1', 'Slc16a9', 'Hspb8', 'Tspo', 'Hist2h2aa2', 'Npr3', 'Cetn2', 'Slc16a12', '1110004E09Rik', 'Tpt1', 'Hemk1', 'Lrrc51', 'Cd55', 'Acot1', 'Ephx1', 'Cpne2', 'Nek5', 'Riiad1', 'Mia', 'Pcolce2', 'Spef2', 'Arsg', 'Scara5', 'Acaa2', 'Rsph4a', 'Ctnnal1', 'Cdr2', 'Phactr2', 'Ins2', 'Tnfaip8', 'Hsp90b1', 'Gm23153', 'Npc2', 'Fam216b', 'Sema3b', 'Six3os1', 'Tcn2', 'Slc37a2', 'Eif4g2', 'Plin3', 'Tmem237', 'Snora73b', 'Gm24105', 'Pifo', 'Gm11992', 'Atp6v0e', 'Glb1l', 'Gm23935', 'Cd2ap', 'Ddr1', 'Ocln', 'Slc38a3', 'Tmprss11a', 'Notch2', 'S100a11', 'Mlf1', 'Cfap126', 'Col18a1', 'Cd63-ps', 'Fgd4', 'B4galt1', 'Snora28', 'Spag6l', 'Arhgef5', 'Igfbp3', 'Iqcg', '4930528J11Rik', 'Tgtp2', 'Slc39a4', 'Meig1', 'Galm', 'Slc16a6', 'Tgfbr3', 'Cast', 'Lamb1', 'Gas6', 'Cachd1', 'Prdm16', 'Gmnc', 'Isyna1', 'Prcd', 'Hfe', 'Ucma', 'Mospd1', 'Stxbp3', 'Hist1h2al', 'Manf', 'Lum', 'Fkbp9', 'Efemp2', 'Tbcel', 'Wdr78', 'BC067074', 'Fam212a', 'Fbn1', 'Kif1c', 'Ctsc', 'Cox6b2', 'Dnah12', 'Ninj1', 'Mns1', 'Crygn', 'Nid2', 'Nxn', 'Angptl2', 'Cobll1', 'Spag16', 'Ppat', 'Smim22', 'Apoo-ps', 'Nt5dc2', 'Mycbp', 'Slc16a8', 'Cetn4', 'Capsl', 'Atp5l2-ps', 'Spa17', 'Nme5', 'Intu', 'Mitf', 'Mpp7', 'Dnali1', 'Cox7a1', 'Tm4sf1', 'Ginm1', 'Pih1d2', 'Id1', 'St6galnac2', 'Cfap44', 'Yap1', 'Stra6', 'Ugdh', 'Igfbp7', 'Krt8', 'Nudt7', 'Ggh', 'Fam46c', 'Ptbp1', 'Car5b', 'Crb2', 'Gm5869', 'Odf3b', 'Cyb561', 'Hint2', 'Lbx1', 'Tbc1d2', 'Pomgnt1', 'Slc46a1', 'Tpt1-ps3', 'Wdr72', 'Mob1b', 'Tgfbi', 'Cp', 'Ehmt1', 'Oca2', 'Tekt1', 'Tomm7', 'Nop9']"
2,132,"['Tcf7l2', 'Prkcd', 'Ramp3', 'Pcp4', 'Adarb1', 'Rora', 'Shox2', 'Pdp1', 'Ptpn4', 'Plcb4', 'Amotl1', 'Zic1', 'Ccdc136', 'Ntng1', 'Tnnt1', 'Pcp4l1', 'Rgs16', 'Gabra4', 'Vav3', 'Cit', 'Rims3', 'Synpo2', 'Gpr153', 'Hlf', 'Rab37', 'Clmn', 'Kcnc2', 'Eps8l2', 'Gm43398', 'Bok', 'Lef1', 'Plekhg1', 'Cpne9', 'Pitpnc1', 'Nrip3', 'Rgs8', 'Prkch', 'Grm1', 'Kitl', 'Zfhx3', 'Patj', 'Gdf11', 'Hspa12a', '1810041L15Rik', 'Elmo1', 'Rasd1', 'Trnp1', 'Slc24a3', 'Atp6ap2', 'Xylt2', 'Lrrtm1', 'Sh3d19', 'Ildr2', 'Chrna4', 'Gbx2', 'Kndc1', 'Rap1gap', 'Mb21d2', 'Shank3', 'Tiam1', 'Lrtm2', 'Tpd52l1', 'Rnf152', 'Kcnip4', 'Cpne7', 'Adarb2', 'Cnn3', 'Grm4', 'Lhfp', 'Zmat4', 'Rorb', 'Cacng4', 'Tnc', 'Cacna1g', 'Nt5dc3', 'Cacng5', 'Vipr2', 'Inpp5a', 'Fam20c', 'Wnt3', 'Fhdc1', 'Ptpn3', 'Gpr4', 'Slc29a1', 'Nell1', 'Adra1b', 'Slitrk6', 'Epn3', 'Nexn', 'Opn3', 'Atpaf1', 'Kcnd2', 'Aplp2', 'Abhd12b', 'Hcn4', 'Osbpl5', 'F2r', 'Dbndd1', 'Trpc3', 'Mrvi1', 'Sox3', 'D130058E05Rik', 'Scn2b', 'Cited2', 'Samd5', 'Adamts15', 'Tmem41a', 'Fam19a4', 'Endou', 'Wnt9b', 'Adgrf5', 'Rsrc1', 'Cnksr3', 'Ccdc141', 'Tspan33', 'Fndc4', 'St3gal4', 'Tunar', 'Ryr3', 'Hs6st1', 'Cthrc1', 'Enho', 'Plekhd1', 'Kcnj12', 'Dclk2', 'Sgpp2', 'Grin2d', 'Mmp15', 'Napepld', 'Tespa1', 'Atp2a1', 'Grin2c']"
3,45,"['Sparc', 'Nap1l5', 'Slc6a11', 'Resp18', 'Slc17a6', 'Ndn', 'Zcchc12', 'Calb2', 'Ahi1', 'Agt', 'Itih3', 'Gap43', 'Scg2', 'Peg3', 'Pitx2', '6330403K07Rik', 'Impact', 'Zwint', 'Gprasp2', 'AW551984', 'Baiap3', 'Gaa', 'Gpx3', 'Rit2', 'Nrsn2', 'Igsf1', 'A730017C20Rik', 'Adcyap1', 'Abat', 'Tmsb10', 'Dzank1', 'Gnas', 'Bex1', 'B630019K06Rik', 'Gprasp1', 'Cxx1a', 'Grb10', 'Tmem130', 'Meg3', 'Usp29', 'Ctxn2', 'Rpl22l1', 'Rcn2', 'Pcbd1', 'Rab9b']"
4,29,"['Nrgn', 'Olfm1', 'Camk2n1', 'Camk2a', 'Mef2c', 'Ppp3ca', 'Slc17a7', 'Atp1a1', 'Calm1', 'Lamp5', 'Chn1', 'Sv2b', 'Zfp365', 'Enc1', 'Lingo1', 'Stx1a', 'Dlgap3', 'Pld3', 'Cplx2', 'Syt1', 'Ttc9b', 'Camk4', 'Ctxn1', 'Baiap2', 'Fam81a', 'Arpp19', 'Mpped1', 'Ngef', 'Phactr1']"
5,72,"['Nptxr', 'Gda', 'Nov', 'Gpm6a', 'Hpcal4', 'Ddn', 'Bhlhe22', 'Atp2b4', 'Arf3', 'Ywhaz', 'Mapk1', 'Arpp21', 'Lmo3', 'Icam5', 'Slc1a2', 'Snca', 'Ptn', 'Stum', 'Syn2', 'Fbxl16', 'Tspan7', 'Slc30a3', 'Psd3', 'Fkbp1a', 'Rasgef1a', 'Nsg2', 'Cacng3', 'Negr1', 'Wasf1', 'Kcnv1', 'Plppr4', 'Arhgap33', 'Sorbs2', 'Kcnf1', 'Fam19a1', 'Erc2', 'Gria3', 'Slc39a10', 'Sowaha', 'Rfx3', 'Ak5', 'Dbpht2', 'Syt17', 'Mkl2', 'Neurl1a', 'Hrk', 'Rab40b', 'Fam49a', 'Tusc3', 'Map2k1', 'Crip2', 'Ppp3cb', 'Unc5a', 'Ldha', 'Rab3b', 'Cdk17', 'Cadps2', 'Dlg2', 'Ypel1', 'Kcng1', 'Cacnb3', 'Caln1', 'Gprin1', 'Pak6', 'Plxnd1', 'Dynll1', 'Tiam2', 'Mtpn', 'C2cd2l', 'Nol4', 'Gucy1b3', 'Rin1']"
6,171,"['Mbp', 'Mobp', 'Plp1', 'Plekhb1', 'Fth1', 'Apod', 'Cldn11', 'Qdpr', 'Cnp', 'Qk', 'Cryab', 'Trf', 'Mal', 'Bcas1', 'Sept4', 'Malat1', 'Car2', 'Olig1', 'Mag', 'Tmem88b', 'Zbtb20', 'Tmem229a', 'Il33', 'Csrp1', 'Ermn', 'Ugt8a', 'S100b', 'Sirt2', 'Gm10801', 'Mog', 'Kif5b', 'Gatm', 'Slc12a2', 'Ndrg1', 'Gm12346', 'Endod1', 'Cst3', 'Ttyh2', 'Pacs2', 'Prr18', 'Gpr37', 'Clic4', 'Nacc2', 'Fnbp1', 'Gng11', 'Phldb1', 'Zfhx4', 'Tmcc3', 'Cers2', 'Padi2', 'Lamp1', 'Psat1', 'Ndufa3', 'Rhog', '5031439G07Rik', 'Plekhg3', 'Tspan2', 'Pura', 'Opalin', 'Plekhh1', 'Pdlim2', 'Dnajb2', 'Rnf13', 'Foxn3', 'Tprn', 'Dbndd2', 'Hipk2', 'Fa2h', 'Slain1', 'Gm9780', 'Aspa', 'C4b', 'Myo6', 'Pllp', 'Arhgap23', 'Desi1', 'Lpar1', 'Nfia', 'A330023F24Rik', 'Gjc3', 'Cntn2', 'Hapln2', 'Myrf', 'Slc44a1', 'Creb5', 'n-R5-8s1', 'S100a16', 'Pkp4', 'Carhsp1', 'Gna12', 'Sox10', 'Nfatc3', 'Rpl13-ps3', 'Fah', 'mt-Nd4l', 'Galnt6', 'Sox2ot', 'Gjb1', 'Lpin1', 'Plcl1', 'Taldo1', 'Ppp1r14a', 'Litaf', 'Zfp964', 'Efhd1', 'Pip4k2a', 'C030029H02Rik', 'Metrn', 'Idh3b', 'Hepacam', 'Nfic', 'Arhgef10', 'Josd2', 'Enpp6', 'Trp53bp2', 'Adamts4', 'Pnpla2', 'Adi1', 'Cnot3', 'Otud7b', 'Gjc2', 'Fam199x', 'Gal3st1', 'Jam3', 'Ankrd40', 'Pogk', 'Adipor2', 'Rassf2', 'Ikzf4', 'Rnf130', 'Gm11826', 'Erbin', 'Plxnb3', 'Tmbim1', 'Zfp521', 'Tcea1-ps1', 'Rcbtb1', 'Use1', 'Gm6977', 'S1pr5', 'Anln', 'Atp5h', 'Rps4x', 'Lin9', 'Sorbs3', 'Dock10', 'Runx1t1', 'Cdc42ep1', 'Tmbim6', 'Fuca1', '2900022M07Rik', 'Cdc14b', 'Osbpl9', 'Pde8a', 'Reep3', 'Efs', 'Gamt', 'Mpp6', '4930402H24Rik', 'Pnkd', 'Rimkla', 'Serinc5', 'Acbd5', 'Degs1', 'Trp53inp2', 'Gltp', 'Gm7901', 'Rpsa-ps1', 'Evi2a', 'Frmd8', 'Gm6023']"
7,22,"['Cck', 'Prkcb', 'Snap25', 'Psd', 'Egr1', 'Kalrn', 'Homer1', 'Sptbn2', 'Syn1', '3110035E14Rik', '1110008P14Rik', 'Actb', 'Dlgap1', 'Diras2', 'Tcf4', 'Dnm1', 'Ier5', 'Itpr1', 'Pip5k1c', 'Camkk2', 'Satb2', 'Cyfip2']"
8,19,"['mt-Tm', 'Sparcl1', 'Scd2', 'Aldoc', 'Ndrg2', 'mt-Tl2', 'mt-Tl1', 'mt-Tv', 'mt-Ta', 'mt-Tf', 'mt-Tn', 'Mt1', 'mt-Ti', 'mt-Tw', 'Glul', 'mt-Th', 'mt-Te', 'mt-Tc', 'mt-Tq']"
9,15,"['Nptx1', 'Pgm2l1', 'Calm2', 'Pde1a', 'Gria2', 'Foxg1', 'Agap2', 'Plcb1', 'Sipa1l1', 'Tbr1', 'Mmp17', 'Gas7', 'Phyhip', 'Bsn', 'Plk2']"
10,22,"['Ptk2b', 'Dgkz', 'Nrn1', 'Tmsb4x', 'Celf2', 'Cx3cl1', 'Fam131a', 'Ncald', 'Fbxw7', 'Nrxn2', '2010300C02Rik', 'Ppp3r1', 'Sirpa', 'Celf5', 'Chrm1', 'Lrrc4c', 'Ptms', 'Vamp2', 'D430041D05Rik', 'Ipcef1', 'Kcnj4', 'Mal2']"
