"cluster","#genes","genes"
"1","150","Plekhb1, Qdpr, Mbp, Mobp, Fth1, Cnp, Bcas1, Mal, Apod, Cryab, Plp1, Qk, Cldn11, Tmem88b, Trf, Gatm, Pacs2, Myrf, Tspan2, Car2, Rhog, Gjc3, Ttyh2, Ppp1r14a, Ndrg1, Mog, Mag, Csrp1, Opalin, Sept4, Gjb1, Aspa, Pllp, Ermn, Psat1, Plekhh1, Sox2ot, Hipk2, Gpr37, Olig1, Neat1, Erbin, Selenop, Clic4, Creb5, Tubb4a, Grb14, Slc44a1, Scd2, Itgb4, Lpar1, Cd81, Fth-ps3, Fa2h, Gjc2, Prr5l, Ugt8a, Cers2, Il33, Elovl1, Prr18, S100a16, Tjp2, Serpinb1a, Tprn, Ccp110, Evi2a, 5031439G07Rik, Carhsp1, Tmem63a, Gsn, Abca2, Fth-ps2, Rassf2, Plekhg3, Pdlim2, Frmd8, Kif5a, Sirt2, Efhd1, Gng11, Foxn3, Nkx6-2, Phldb1, Apoe, Litaf, Gamt, Fnbp1, S100b, Lrrc17, Pip4k2a, Otud7b, Gab1, Pkp4, Padi2, Pcsk6, Efnb3, Arhgef10, Bin1, Zbtb20, Ephb1, Slain1, Hapln2, Lrrc1, Ly6a, Enpp6, Wnk1, Olig2, Dbndd2, Plin3, Plod1, Map7, S1pr5, Sox10, Gpm6b, 1700047M11Rik, C030029H02Rik, Map4k4, Myo6, Shtn1, Ado, Myo1d, Gna12, Fah, Phgdh, Fgfr2, Wipf1, Arhgap23, Pik3c2b, Cpm, Josd2, Aplp1, Rftn1, Pip5k1a, Vamp3, Pmp22, Tmbim1, Lamp1, Plcl1, Sox8, Tspan15, Mob3b, Amer2, Cpox, Pla2g16, Rpl28-ps1, 2810468N07Rik, Csf1, Sypl, Clu"
"2","128","Gm42418, Igf2, Gm26917, Slc13a4, Rn18s-rs5, Kl, Rbp1, Clic6, Lars2, Otx2, F5, Ptgds, Ogn, Folr1, Enpp2, Calml4, Sostdc1, Hbb-bt, Hba-a2, Igfbp2, Hbb-bs, Kcne2, Hba-a1, Antxr1, Msx1, Col8a2, 1500015O10Rik, Rdh5, Trpm3, Cfh, Prlr, BC001981, Mir6240, Prr32, Plac9a, Ace, Ttr, Lbp, Sept5, Car12, Sowahc, Fbn1, Kcnj13, Mgp, Alas2, Spint2, Sulf1, Cab39l, Col9a3, Col8a1, Tmem72, Cul4b, Aebp1, Snora28, Dcn, Hist1h1c, Cd74, Bsg, Efcab1, Vim, Mir6236, Lbx1, Cox8b, Ggh, Rnaset2a, Sh3d19, Gm15564, Cldn1, Aqp1, Rn7s1, Mdfic, Pltp, Hemk1, Hba-ps4, Snhg7os, Tead1, Zfp36l1, Gm26461, Rn7s2, Acad8, Gm45396, Col1a1, St5, Slc7a11, Tbc1d9, Npr3, Slco1c1, Tbx1, Tbx18, Tgfbr3, Slc29a4, Acadm, Wfdc2, mt-Rnr1, Baiap2l1, Ezr, 1110004E09Rik, Snora19, Dusp18, Lum, Rarres2, Lrp10, Ccdc153, Timp3, Stk39, Gm9780, Foxj1, Vamp8, Gjb2, Ctsc, Atp10a, Mpzl2, Rsph1, Cald1, Dab2, Sp3, Spef2, Pifo, Nid2, Foxc1, Slc16a9, Tpt1, Ifi27, Gm24105, Hspa5, Lyz2, Fbln7, Cldn2"
"3","31","Tcf7l2, Ctxn3, Slc6a11, Aldoc, Slc17a6, Nap1l5, Cbln4, Hlf, Cbln1, Tmsb10, Cbln2, Rbms3, Lypd6b, Vamp1, Rit2, Foxp2, Elavl2, Sparc, Lypd6, Nrsn2, Chchd10, Cxx1a, Slc4a4, Plcxd2, Sparcl1, Efr3a, Edil3, Map1b, Lhfpl3, Stxbp6, Luzp2"
"4","55","Kalrn, Camk2n1, Snap25, Calm3, Calm1, Psd, Nrgn, Arpp19, Cck, Chn1, Mef2c, Calm2, Homer1, Pip5k1c, Egr1, Prkcb, Cyfip2, Ywhaz, Atp1a1, Arf3, Itpr1, Arhgap32, Zbtb18, Baiap2, Fkbp1a, Serinc1, Sptbn2, 1110008P14Rik, Gria2, Mical2, Fam163b, Arpp21, Grin2a, Gpm6a, Wasf1, Enc1, Plk2, Camkk2, Syt1, Adcy1, Id2, Rasgrf2, Kcnv1, Syn1, Cacng3, Nptxr, Sipa1l1, Pcsk2, Atp2b1, Mapk10, Slc12a5, Slc39a10, Sv2b, Ppp3ca, Dlgap1"
"5","57","Ddx10, Rhot1, Eif2b1, Nr2c2, Gm7286, Hectd2, Tcf19, Tbrg1, Man1a2, Phf20l1, Stx7, Gm28800, Ppp2r2c, Rpl21-ps12, Hgh1, Pex19, Cpne8, Rapgefl1, Cyth4, Terf2, Mrm1, Sox5, Ttc1, Cir1, Bcl7a, RP24-345F16.1, Mettl7a1, Slc35a2, Pgm2l1, Gpr137, Casp9, Gm16933, Lhx6, Phtf1os, Gna11, Gm6098, Gm6741, Sars2, Dcbld2, Atp5s, Gm4804, Stard5, Gm14200, Zfp213, Usp31, Adra2c, Elovl2, Rwdd4a, Gm42453, Tmeff1, Arl5c, Gm14227, RP24-226N22.2, Gm10232, Ddx4, Gm11639, Bach2"
"6","179","Shq1, Apex2, Gm6177, Vcan, Gpr108, Flii, Mcc, Gsto1, Cep250, Sf3b2, Atg2b, Gm6517, Tmem14c, Mrps5, Bag2, RP23-316F10.2, C130026L21Rik, Mtm1, Mon1b, Gm6025, Tada2a, Gm3667, Tars2, Zfp521, Mfsd9, Gm7816, Ogfod3, Ubl7, Gm7899, Cercam, Gm28883, Popdc3, Zc3hc1, Nnt, Sbds, Sec16a, 4930402H24Rik, Pou2f1, Acox3, Map3k13, Cfp, Limch1, Gm26794, Xpr1, Impdh2, Efna2, Asap2, Ercc4, Eml3, Shoc2, Kctd7, Safb2, Ciao1, Gadd45a, Cars2, Mysm1, Rnf111, Emcn, Cttnbp2nl, Tamm41, Tmem201, Zcchc8, Ehbp1l1, Arfip1, AI606181, Slc25a27, Gm12468, Abt1, G6pdx, Unc119b, Slc39a11, Borcs7, Gm38393, Nrtn, Dck, Dcaf13, Fancg, Gm8929, Smim20, Gins3, Ric8b, Pcbp4, Adamts10, Rab8a, Mapk1ip1l, Rgs6, Aph1c, Mpnd, Phf6, Gm16053, Usp45, Phkg2, Slirp, 1700030K09Rik, Cnppd1, Tmcc1, 1810053B23Rik, Tmem62, Eif3s6-ps1, B230118H07Rik, Wnk4, Rnf8, Gm15216, Clk4, Snrp1c-ps1, Fads6, Usf2, Fadd, Snx30, H2afz, Usp49, Tpt1-ps1, Fbxo10, Ppp1r14b, Zfp414, Gm38104, Cope, Maip1, Ass1, Gm5121, Il6st, Rassf9, Tceanc2, 2010320M18Rik, Zfp512b, Ankrd34c, Trdmt1, Rpap2, Map6d1, Rufy3, Dpm1, Atn1, Pisd-ps1, Pcdh17, Tubg1, Csk, Chkb, Map3k15, Gm14393, Sfxn2, Ahdc1, Rgl2, Sfmbt2, Gmpr2, Dexi, Rps4x-ps, Rps8, Gm16378, 9530068E07Rik, Socs4, Bcan, Oaz2-ps, Actn3, Gm9625, N6amt1, Dars2, Gm45120, Gm8534, Gm27529, Pglyrp1, Epb41l4aos, Asap3, Dtd1, Zfp958, Bbs2, Edrf1, Jkamp, Rnpepl1, Gm39288, Sarm1, Trpm2, Zfp747, Igfn1, Slc27a3, Cacna1e, Rnh1, Rbm4b, Gm9381, Jrkl"
"7","87","Ece1, Gm12025, Secisbp2, Smyd3, Snip1, Gm18913, Dnah8, Errfi1, Gm11759, Fbxo30, Gm44090, Col9a2, Snx9, Cacna1c, Scrt2, Uck2, Xrcc6, Taf1b, Boc, E2f4, Klhdc9, Ercc3, Fiz1, Mrpl37, Wdr81, Abcf2, Chst8, Gm8420, F2rl2, Ccdc91, Gtf3c3, Nipal3, Mfsd5, 2810407A14Rik, Ptpn23, Tpm2, Gm6426, Gm12318, Tceal1, Gtf2e1, Zkscan14, Dedd, Gm3841, Atf6, Gm12992, Anapc7, Gm15694, Rps16-ps2, Gadd45gip1, Hs1bp3, Lrrc20, Fam69a, Arl16, Gm12504, RP23-336I13.1, Gmfb, Gm16106, Ntpcr, Cdc42se2, Chac1, Gm6520, Crnkl1, Gm5278, Pax6, Prom1, Retsat, Rab27a, Svip, B230216N24Rik, Slc25a26, Zbtb38, Mphosph9, Kirrel3, Adck1, Nrarp, Dimt1, Slfn2, Gm45552, Prkd1, Ndst2, Fam122b, Tada3, Prdm11, Gm38073, Dnajc14, Nphs1, Jam2"
"8","87","Gpr12, Tmem147os, Plcd3, Tas1r3, Gpc1, Slc35b3, Rgs7, Dmtf1, Pofut1, Rars, Gm17139, Fzr1, Aspscr1, Gm43880, Lhfp, Tmem106c, Gm36952, Zkscan17, Csrnp1, Rbx1, Rap1gap, Gm45795, Ildr2, Synpo2, Nxpe4, Fh1, Slc37a1, Gm30708, Zfp950, Chrm2, Zfp759, Msrb2, Rhbdd3, 9330121J05Rik, Haus2, Cycs, March11, Sstr3, Sfmbt1, Nudt12, Plec, Fuz, Fbxo16, Lipg, Zc3h6, Lrrc3, Gm5456, S1pr3, Tubd1, Tmem230, Gm15714, Chst5, Rnps1, Kcnn3, Fam104a, Gm4353, Esrra, Fign, Pcf11, Gm42689, Slc2a1, Isca2, Gm15730, 1700019D03Rik, Slc9a1, Kat5, Gas2, Gm15454, Cish, AW549877, Ankrd54, Sema4g, Cnot4, Donson, Fstl3, Lhpp, Gm44832, Wdr19, Nkiras2, Dync1li1, Limk2, Rnf5, Ctdsp2, Rpl15-ps5, Vps50, Pank1, Gm11625"
"9","28","Lypd1, Hpcal1, Nnat, Nr2f2, Lmo3, Bhlhe22, Otof, Gda, Camk2d, Morf4l2, Dach1, Calb1, Marcks, Marcksl1, Necab2, Tac1, Myh6, Trhr, Hap1, Arhgap6, Bex2, Chst9, Penk, Atp2b4, Pea15a, Ccr5, Acvr2a, Thra"
"10","117","Entpd3, Ccdc130, Agfg2, Ptcd1, Gm12035, Gm15210, Rnf115, Irak2, Med26, Snx4, Utp6, Bcr, Bach1, Zfp445, Gba, Hck, Ddx55, Cstf3, Crem, Dagla, Tmem2, Zbtb21, Map2k7, Plekha8, Pdcd6ip, Dnmt3a, Atp5b, Nsun5, Zfp850, Slc15a4, Trak2, Diaph1, Map3k6, Txn1, Chst11, Ptpdc1, Tuba1b, Gm12350, Gm11953, Gm44083, Zdhhc12, Slc7a5, Zfp668, Dus3l, Gm5981, Zfp322a, Spp1, Naif1, Fbxl12os, Papss1, Adamts15, Gm6746, Sat2, Thsd4, Gm7556, Cntnap4, Fam98c, Pcdhb7, Mad1l1, Ttc4, Iqcb1, Rnf38, Rapgef3, Med31, Fam78b, 2700062C07Rik, Hmg20a, Slc26a11, Lrp6, Mbtps2, Trappc1, Gm5881, Timeless, Atg13, Gm12571, Akirin2, Gm45051, Rell2, Polr2k, Acin1, Zfp362, Mok, Zfp595, Zfp455, Lrrc59, Per3, Tmem167b, Stard4, Ttc30a1, Klhl20, Fuom, Myadm, Nbeal2, Mfap5, Shisa5, Luzp1, Smc3, A030001D20Rik, Timm17a, Gm16021, Gm19410, Pex14, Pdrg1, Amz2, Gm14441, Gm2546, 3110080E11Rik, Zbtb10, Tmem110, Lsm12, Rad54l2, Tex2, Pus7, Ddx42, Mpdu1, Slc16a12, Rad23b"
