"cluster","#genes","genes"
"1","121","Apoe, Fth1, Mobp, Cldn11, Plp1, Mbp, Clu, Apod, Trf, Mal, Ugt8a, Qdpr, Il33, Cnp, Evi2a, Cryab, Dbi, Gatm, Car2, Plekhb1, Gfap, Pde8a, Gpr37, Erbin, Cd9, mt-Nd4, Pdia4, Ppp1r14a, Pla2g16, Ndrg2, Neat1, Cnn3, Opalin, Qk, Gstm1, Fgfr2, Scd2, Ndrg1, Supt7l, Tspan2, Mt1, Serpinb1a, Bcas1, Slc12a2, Aspa, Fth-ps3, Gm10925, Hepacam, Gm29216, Ermn, Cst3, Desi1, Psat1, mt-Co1, C4b, Mag, Gm6977, Sirt2, Csrp1, Arhgef10, Kif5a, Gm13340, Fth-ps2, Carhsp1, Sez6, Pmp22, Gja1, Sdc4, Pllp, Trim59, Selenop, Sept4, Mif4gd, Tsc22d4, Kazn, Rassf2, Mt3, Tubb4a, Mt2, Sparcl1, Tjp2, C4a, Jam3, Selenbp2, Lbh, Golga7, Foxn3, Ostf1, Cd81, Prr5l, Olig2, Tmem88b, Slain1, mt-Ti, Elovl7, Dip2a, Prdx6, mt-Atp6, mt-Tf, Gm13339, Plekhh1, Gng11, Serinc5, Map4k4, Mpeg1, Lrrc17, Zfp991, Sox2ot, Fa2h, Reep3, Gna12, Micall1, Lpar1, Akip1, Gm28926, Rhog, mt-Cytb, mt-Tm, S100b, Smim1, Lap3"
"2","110","Sostdc1, Kl, Prlr, Igfbp2, Clic6, Otx2, Folr1, 1500015O10Rik, Ace, F5, Car12, Gulp1, Kcne2, Col8a1, Enpp2, Cox8b, Pcolce2, Fbxl6, Ap1s2, Vat1l, Kcnj13, Htr2c, Cldn2, Col8a2, Rdh5, Mest, Calml4, Gm20501, Trpm3, Igf2, Wdr86, Sulf1, Gpr75, Tgfbr1, Col9a3, Tbc1d9, Spint2, Rps27l, Ccbe1, Prr32, Ttr, Slc4a5, Dpp7, Tom1l1, Cdkn1c, Tnfaip8, Ltbp3, Lbp, Slc4a2, Car14, Cfap45, Gprc5c, Lgals3bp, Cldn1, Pifo, Slc39a4, Zfp185, Ciart, Abca4, Slc13a4, Sowahc, Ggh, Idua, Rbm47, Aqp1, Bsg, Rbm7, Gm45133, Hspa5, Ogfod3, Oca2, Npr3, Ormdl2, Syap1, Stxbp4, Gm5946, Abhd2, Slc22a17, Lrp6, Slit3, Sdf2l1, Psap, Stra6, Gm10602, Slc31a1, Ppcs, Lrp10, Gm2223, Pla2g5, Tcn2, Rhod, Pes1, Manf, Igf2r, Ints14, Tmem72, Vamp8, Msx1, Slc2a12, Ranbp10, Perp, Pycr2, Ezr, Slco1c1, Angptl2, Shisa2, Slc16a6, Pggt1b, Ttc7, Gstm4"
"3","51","Chic2, Hars2, Wdr91, Chn1, Bcas2, Prrt1, Mro, Ppp3ca, Camk2b, Itgb1bp1, Pcdh1, Impdh2, Zfp930, Enc1, Klhl42, Intu, Hpca, Tmem87b, Slc27a2, Hectd2, Gpn3, Wdr44, Lmbr1, Gnpnat1, Sema4f, Dnaja4, Zfp518b, Gm15399, Dctpp1, Mettl7a2, Gm9409, Gm9159, Htt, Tm9sf4, Tesc, Odf2, Recql5, Thop1, Dnaja2, Mex3b, Ptger1, Zbtb18, Rps2-ps11, Tmem151b, Cdip1, Gm11970, Plk4, Cby1, Ccdc28a, Plscr4, Orc3"
"4","45","Nvl, Rgs7bp, Synpr, S100pbp, Kif21b, Atxn7l2, Sorcs2, Jakmip1, Atp2b4, Plppr1, Dlx6os1, Apol10b, Rassf1, Gm5406, Dusp18, Klf7, AI504432, Mef2c, Eepd1, Ssh2, Rbfox3, 4932441J04Rik, Nptxr, Lrp4, Pkhd1, Baiap2, Dmxl1, Zfp652os, Homer1, Zfp820, Vip, Timm17b, Luc7l3, Adra1a, Cobl, Pdcd5-ps, Tpi-rs11, Itga6, Plppr2, Actr1b, Pde1a, Dnmt3a, Slc2a4, Mplkip, Zfp947"
"5","31","Gm3809, Psmg1, Gm5697, Foxp4, Tmem107, Elac2, Mapkap1, Phtf2, Yipf2, Gm10175, Ptpn13, Srp68, Mcc, Vps26a, Far2, Rab11b, Spef1, Nat8f1, Rtcb, Tmed5, Chst12, Bcap31, Etfb, Xpc, Mgea5, Ftsj3, Ccdc43, Hk1, Mib2, Tial1, 9930021J03Rik"
"6","38","Pcp4, Prkcd, Tcf7l2, Adarb1, Rora, Ntng1, Zic1, Kcnc2, Lef1, Cplx1, Plekhg1, Ptpn4, Nsmf, Shox2, Plcb4, Slc6a11, Nefh, Gabra4, Grm1, Pdp1, Tnnt1, Eps8l2, Ccdc136, Ramp3, Rab37, Synpo2, Kitl, Slc17a6, Sptbn1, Pitpnc1, Kcnj10, Cit, Patj, F2r, Atp1a2, Atp2a2, Rgs4, Serpine2"
"7","63","Ift46, Gm20594, mt-Rnr1, mt-Rnr2, Fbn1, Taco1os, Gm26917, Gm42959, Gm42418, Mir6236, Gm2651, Mir6240, Slc1a2, BC001981, Lars2, Fam212a, Rn18s-rs5, Map2, Mios, Emilin2, Lbx1, AA474408, Adamtsl5, Luzp2, Gm15564, Gm37194, Malat1, Gpatch1, Gm12896, Pom121l2, Crlf1, Phox2a, Gm1045, Prex2, Gm24245, Lat, Purb, Slc1a3, Tnrc6b, RP23-99K2.5, Lypd1, Gm24601, n-R5-8s1, Fabp7, Gm7292, Pou2f2, Ptprz1, Gm23935, Hap1, Cachd1, Gm43352, 9330132A10Rik, Gas2l3, Olfr1143, Gm14767, Nbeal1, mt-Nd5, Hpcal1, B230209E15Rik, Apc, C1ql3, Gm12061, Nop9"
"8","110","Dlgap2, Cmip, Fam122b, Susd5, Tnr, Doc2b, Tyw1, DHRSX, Zfp575, Spsb4, Gm6900, Supt4a, Tkfc, Crebl2, Vipas39, Mettl10, Rrp9, Chuk, Zufsp, Colgalt2, Zfyve19, Gm10010, Aox3, Fam188b2-ps, Gm14215, Taf1c, Gm5265, Gm13392, Tcirg1, Prmt2, Ak3, Mical3, Tbc1d1, Mnt, 6330403L08Rik, Tmem135, Fbxo45, Mmp23, Dgcr8, RP23-88C11.5, Snrnp40, Gm6166, Golga5, Mlec, Gm13292, Gm8330, Tbc1d5, Serf1, Clvs1, Lyz2, Ncstn, Csmd2, Sufu, Eif1b, Tfdp1, Cdc27, Mroh2b, Slc4a3, Thoc6, Slc1a6, Gm5558, Gm12020, Usp47, Lcmt2, Tmem67, Dbp, Gemin7, Srd5a3, Emx1, Msh2, Dnajc28, 2310030G06Rik, Muc3a, Gm18128, A830082K12Rik, Zdhhc2, Gm15067, Kcmf1, Tmem52, Armc6, Snrpd1, Ptgs2, mt-Atp8, Gm15349, Zfp319, Map3k12, Gm10033, Rars2, Uba5, Fam117b, 0610009O20Rik, Mrpl18, Baiap2l1, B4galt2, Sec23a, Gm9892, Pex13, Ufd1l, Camsap3, Hmces, Disp3, Car7, Gm17994, Sbno2, Dyrk2, Gm15131, Cdr2l, Zfp612, Tmem5, Cdk8"
"9","93","Ccdc13, Cnep1r1, Ipo13, Rab21, Hirip3, Ccdc174, Osr1, Pcdhb14, Arhgap17, Mmp15, Pyroxd1, Slc7a1, Psme3, Pecam1, Slc25a29, Angptl6, Mmadhc, Gtf3c6, Bag5, RP23-2N7.5, Dscam, Tipin, Epc1, Wdfy3, Rbm3, St3gal1, Lrrc45, Synj2, Gm15644, Art3, Seh1l, Haghl, Rpp40, Zfp959, Ecscr, Snx16, Chordc1, Cp, Spns2, Fmod, Ankrd13b, Tnks1bp1, Slc6a20a, Tchh, Adrm1, Efemp1, Traf6, Psme4, Bloc1s5, Hectd3, Tmbim4, Gm14813, Znrd1as, Socs3, Gm16083, Adsl, Akr1b10, Neurod4, Prkcdbp, Slc26a6, Snx14, Rtn4ip1, Kdm7a, Cnn2, Gm8566, Ifngr1, Trip13, Gm13588, Tmem232, Scarf2, Coq10b, Grb14, Pex16, Fgfrl1, Dcun1d2, Gm20721, Xiap, Usp15, Asah1, Gm14414, Cox11, Pcyt2, Cerk, Src, Ciao1, 1110012L19Rik, Pak7, Fam132a, Lair1, Gm28927, Cdon, Nmnat3, Fgl2"
"10","79","Tbl3, Focad, Klhdc9, Nrip2, Dffa, Dcp2, Slc25a1, Ammecr1, Rce1, Ddc, Dync2li1, Rnf25, Gm16298, Rprd1b, Pitpnb, Gm45751, Nudt13, Atr, Coq8b, E430018J23Rik, Gdpd2, Gk, 1700051A21Rik, Mettl14, Dnajc27, Tmem125, Tle3, Rhou, Mtmr2, Tor3a, Sft2d2, Khnyn, Bicd2, Sh3yl1, Gas5, Fam196b, Oprl1, Coil, Adcyap1r1, Dbndd2, Rin3, Sept3, 2310011J03Rik, Hbegf, Scd3, Dclk3, Lgr4, Gm3488, Rps6, Zscan21, Gm11619, Gm11410, Msra, Pitx2, Sertad4, Fstl1, Ssbp1, Gm4673, Gatc, Gm11207, Ncapd3, Slc39a14, Stk10, Gm16409, Dtd1, Irx2, Mrps26, RP23-358C4.1, H1f0, Faap100, Gm1840, Gm5113, Naaa, Fam210b, Gm20072, Copz1, Peg3, Aldh1l1, Tm4sf1"
