"cluster","#genes","genes"
"1","55","Gene3028, Gene1284, Gene2513, Gene5854, Gene8719, Gene5068, Gene7582, Gene3628, Gene2994, Gene1094, Gene7319, Gene4752, Gene1220, Gene3778, Gene5263, Gene9900, Gene6435, Gene5636, Gene9021, Gene417, Gene8256, Gene4737, Gene7524, Gene1099, Gene684, Gene330, Gene7117, Gene9953, Gene6640, Gene7471, Gene7804, Gene8129, Gene7213, Gene4793, Gene2486, Gene2781, Gene3684, Gene7831, Gene9844, Gene113, Gene6196, Gene1556, Gene7337, Gene4210, Gene7026, Gene2751, Gene359, Gene6521, Gene8219, Gene8319, Gene6393, Gene2431, Gene2853, Gene5875, Gene5085"
"2","126","Gene9893, Gene4584, Gene9857, Gene8764, Gene4646, Gene8841, Gene9359, Gene2578, Gene8650, Gene8147, Gene6826, Gene3791, Gene396, Gene7916, Gene7435, Gene5996, Gene5001, Gene5342, Gene8293, Gene3729, Gene8186, Gene5552, Gene3185, Gene9628, Gene5092, Gene641, Gene2358, Gene3494, Gene67, Gene8304, Gene1425, Gene1307, Gene172, Gene7252, Gene3018, Gene9602, Gene5975, Gene1928, Gene771, Gene5614, Gene6216, Gene2050, Gene4204, Gene1396, Gene6202, Gene9177, Gene153, Gene7693, Gene2692, Gene397, Gene6297, Gene6520, Gene4214, Gene6229, Gene3320, Gene4649, Gene4748, Gene587, Gene9821, Gene7692, Gene7690, Gene626, Gene2196, Gene5651, Gene9249, Gene508, Gene7357, Gene7589, Gene6031, Gene5080, Gene30, Gene7783, Gene6381, Gene2238, Gene660, Gene1256, Gene7385, Gene7201, Gene184, Gene604, Gene2580, Gene7315, Gene1537, Gene3853, Gene7220, Gene126, Gene457, Gene2666, Gene1669, Gene3114, Gene6131, Gene1664, Gene8145, Gene9204, Gene470, Gene1097, Gene7113, Gene5551, Gene1789, Gene9435, Gene689, Gene494, Gene2383, Gene595, Gene4591, Gene5893, Gene7737, Gene3226, Gene9050, Gene8876, Gene3688, Gene724, Gene2798, Gene6760, Gene4956, Gene1574, Gene6294, Gene5025, Gene3542, Gene9752, Gene329, Gene9802, Gene1910, Gene4383, Gene2206, Gene3300"
"3","139","Gene491, Gene4100, Gene6968, Gene5961, Gene7795, Gene2093, Gene1155, Gene3341, Gene6856, Gene3795, Gene170, Gene5839, Gene6643, Gene1814, Gene3037, Gene2285, Gene1654, Gene1100, Gene7401, Gene4169, Gene1342, Gene1732, Gene5589, Gene2743, Gene795, Gene6853, Gene2733, Gene4675, Gene4827, Gene5131, Gene832, Gene8625, Gene8682, Gene7855, Gene6340, Gene6759, Gene4965, Gene9895, Gene5718, Gene7972, Gene9191, Gene2112, Gene5375, Gene2615, Gene7969, Gene1223, Gene6190, Gene1067, Gene8691, Gene1460, Gene4650, Gene7559, Gene4936, Gene96, Gene4661, Gene3839, Gene3383, Gene1113, Gene4841, Gene4890, Gene696, Gene9437, Gene5673, Gene2556, Gene5804, Gene4764, Gene5454, Gene9754, Gene5309, Gene8980, Gene4015, Gene9735, Gene1011, Gene648, Gene1038, Gene7152, Gene6843, Gene7606, Gene3792, Gene6713, Gene3860, Gene7971, Gene6407, Gene8126, Gene4660, Gene688, Gene7300, Gene5328, Gene3845, Gene5798, Gene297, Gene1803, Gene8511, Gene6560, Gene7999, Gene7234, Gene9996, Gene7426, Gene2635, Gene272, Gene7195, Gene9697, Gene4880, Gene1402, Gene7761, Gene8364, Gene7576, Gene6137, Gene5808, Gene9334, Gene5200, Gene7416, Gene992, Gene1136, Gene8167, Gene3101, Gene9713, Gene1379, Gene2117, Gene8295, Gene3821, Gene214, Gene7604, Gene5781, Gene9500, Gene7823, Gene1203, Gene6684, Gene857, Gene3812, Gene5751, Gene692, Gene5281, Gene9130, Gene513, Gene4723, Gene6360, Gene4553, Gene57"
"4","42","Gene5865, Gene1672, Gene5323, Gene273, Gene5356, Gene9831, Gene6677, Gene448, Gene2586, Gene2695, Gene4626, Gene8633, Gene9707, Gene8913, Gene929, Gene1442, Gene4637, Gene6087, Gene5984, Gene8922, Gene8398, Gene3576, Gene5408, Gene6917, Gene9493, Gene4474, Gene502, Gene7121, Gene6194, Gene8009, Gene1273, Gene2310, Gene4776, Gene401, Gene348, Gene2053, Gene4648, Gene9096, Gene3009, Gene2541, Gene6436, Gene9045"
"5","28","Gene3132, Gene3006, Gene1948, Gene998, Gene9557, Gene5835, Gene5708, Gene6696, Gene7605, Gene1085, Gene4346, Gene4773, Gene9103, Gene3653, Gene9245, Gene9839, Gene8564, Gene7322, Gene6462, Gene2688, Gene2664, Gene8822, Gene8519, Gene2392, Gene3643, Gene7600, Gene7065, Gene3271"
"6","36","Gene4219, Gene6368, Gene5749, Gene268, Gene2565, Gene6275, Gene3014, Gene227, Gene2352, Gene7760, Gene554, Gene8687, Gene7423, Gene4989, Gene6878, Gene2028, Gene2727, Gene1189, Gene1500, Gene2594, Gene2399, Gene9047, Gene540, Gene1993, Gene622, Gene4653, Gene4728, Gene4318, Gene4690, Gene304, Gene5661, Gene7352, Gene3154, Gene9870, Gene8890, Gene6197"
"7","33","Gene7894, Gene6432, Gene3317, Gene4090, Gene9355, Gene9610, Gene7616, Gene2075, Gene4048, Gene217, Gene5721, Gene3881, Gene4413, Gene1373, Gene9351, Gene157, Gene5339, Gene9251, Gene5944, Gene8097, Gene4231, Gene2049, Gene5338, Gene8972, Gene6318, Gene3308, Gene4002, Gene8638, Gene8494, Gene3541, Gene8790, Gene4567, Gene411"
"8","30","Gene5318, Gene4152, Gene542, Gene8997, Gene6339, Gene7808, Gene1386, Gene9879, Gene7514, Gene4506, Gene208, Gene4992, Gene5680, Gene3863, Gene1047, Gene9766, Gene3013, Gene9940, Gene3371, Gene1900, Gene6347, Gene1350, Gene8558, Gene2086, Gene5608, Gene7675, Gene6440, Gene8156, Gene4012, Gene1229"
"9","55","Gene1046, Gene6132, Gene7429, Gene3177, Gene7505, Gene8260, Gene2025, Gene8100, Gene9168, Gene6554, Gene9820, Gene5452, Gene8411, Gene1784, Gene2184, Gene7709, Gene3515, Gene6079, Gene4819, Gene3980, Gene6061, Gene793, Gene3176, Gene810, Gene6367, Gene7399, Gene2257, Gene5670, Gene5422, Gene8346, Gene9729, Gene4265, Gene1259, Gene9198, Gene3118, Gene76, Gene4430, Gene2526, Gene9266, Gene2129, Gene8774, Gene6039, Gene2108, Gene6248, Gene8596, Gene9783, Gene4027, Gene8971, Gene1079, Gene4082, Gene3857, Gene46, Gene2990, Gene9691, Gene9077"
"10","22","Gene8221, Gene2414, Gene7296, Gene6687, Gene8443, Gene7286, Gene745, Gene7712, Gene5871, Gene2384, Gene316, Gene8877, Gene9411, Gene7288, Gene8199, Gene1733, Gene3817, Gene3086, Gene9478, Gene2342, Gene1608, Gene53"
