"cluster","#genes","genes"
"1","108","Gene9849, Gene7179, Gene3807, Gene3201, Gene1691, Gene1383, Gene1373, Gene8682, Gene3120, Gene7833, Gene231, Gene7287, Gene6844, Gene4125, Gene5112, Gene4655, Gene7936, Gene7699, Gene3411, Gene8194, Gene8839, Gene1580, Gene4835, Gene885, Gene5624, Gene2877, Gene8973, Gene2321, Gene5970, Gene2246, Gene4536, Gene7980, Gene9057, Gene5343, Gene1661, Gene9063, Gene1141, Gene8968, Gene5992, Gene3250, Gene7843, Gene6021, Gene6694, Gene4430, Gene4763, Gene7864, Gene7330, Gene9148, Gene4072, Gene9246, Gene6232, Gene3738, Gene7661, Gene9857, Gene9226, Gene4943, Gene8352, Gene1956, Gene9507, Gene1452, Gene3032, Gene1118, Gene1638, Gene1740, Gene7666, Gene3923, Gene5225, Gene2669, Gene5320, Gene4797, Gene4015, Gene2471, Gene1406, Gene3543, Gene3329, Gene9415, Gene7745, Gene7948, Gene6465, Gene2146, Gene8118, Gene7927, Gene3961, Gene9695, Gene5033, Gene499, Gene3720, Gene812, Gene2872, Gene3530, Gene5791, Gene2528, Gene2289, Gene2663, Gene1689, Gene2478, Gene8069, Gene4200, Gene251, Gene4521, Gene1288, Gene4583, Gene4008, Gene296, Gene8584, Gene7854, Gene7742, Gene8142"
"2","118","Gene2823, Gene1555, Gene1332, Gene8753, Gene4265, Gene3819, Gene5277, Gene3983, Gene4635, Gene2003, Gene1722, Gene4684, Gene5362, Gene7645, Gene87, Gene8254, Gene8280, Gene4000, Gene634, Gene6786, Gene6243, Gene7371, Gene8447, Gene2706, Gene2416, Gene6171, Gene5846, Gene7865, Gene764, Gene8476, Gene6331, Gene4078, Gene9593, Gene6333, Gene8527, Gene8426, Gene6638, Gene2654, Gene321, Gene2753, Gene3507, Gene2082, Gene8270, Gene9891, Gene1426, Gene1844, Gene7199, Gene8390, Gene8787, Gene9674, Gene6662, Gene4650, Gene8073, Gene1272, Gene4133, Gene4670, Gene6737, Gene9592, Gene6529, Gene9743, Gene5035, Gene5417, Gene6491, Gene4089, Gene6623, Gene1579, Gene317, Gene431, Gene2565, Gene3485, Gene2414, Gene4066, Gene9600, Gene9729, Gene7639, Gene6568, Gene1663, Gene9106, Gene3260, Gene6753, Gene9207, Gene81, Gene5186, Gene9556, Gene4489, Gene8878, Gene8519, Gene6084, Gene2631, Gene6015, Gene5196, Gene6658, Gene1330, Gene1798, Gene780, Gene5919, Gene2141, Gene6155, Gene4826, Gene8790, Gene4190, Gene2393, Gene5491, Gene2415, Gene9673, Gene9899, Gene5886, Gene2707, Gene9370, Gene7175, Gene2776, Gene881, Gene2719, Gene8953, Gene8965, Gene5326, Gene2135, Gene6258"
"3","87","Gene6981, Gene6344, Gene8867, Gene8572, Gene6762, Gene2215, Gene6790, Gene4201, Gene1307, Gene4221, Gene3712, Gene8758, Gene7435, Gene6800, Gene1292, Gene9030, Gene7317, Gene8009, Gene8367, Gene301, Gene3952, Gene4267, Gene220, Gene1451, Gene7921, Gene972, Gene3100, Gene4175, Gene2952, Gene8951, Gene5219, Gene5068, Gene9877, Gene1668, Gene1162, Gene9032, Gene1175, Gene5239, Gene2533, Gene1412, Gene8772, Gene1632, Gene788, Gene9085, Gene6781, Gene4364, Gene7505, Gene6070, Gene1342, Gene8514, Gene3049, Gene3588, Gene3282, Gene9790, Gene4603, Gene2358, Gene9586, Gene8226, Gene1200, Gene611, Gene8803, Gene5659, Gene2385, Gene4858, Gene415, Gene2585, Gene7752, Gene5402, Gene6386, Gene2987, Gene7949, Gene3243, Gene9365, Gene1616, Gene7062, Gene76, Gene3557, Gene172, Gene6945, Gene875, Gene2270, Gene8720, Gene3532, Gene7873, Gene5983, Gene9599, Gene1025"
"4","52","Gene448, Gene2219, Gene484, Gene391, Gene1946, Gene6932, Gene5703, Gene8954, Gene413, Gene4372, Gene2919, Gene1530, Gene3718, Gene495, Gene4262, Gene7650, Gene1159, Gene295, Gene3180, Gene8429, Gene1908, Gene6887, Gene8636, Gene2810, Gene1821, Gene4110, Gene1948, Gene3270, Gene4016, Gene8052, Gene2434, Gene7792, Gene6926, Gene2220, Gene5447, Gene7354, Gene6323, Gene385, Gene7091, Gene4235, Gene3953, Gene7633, Gene2559, Gene6509, Gene6113, Gene2635, Gene4570, Gene7295, Gene7662, Gene2943, Gene8340, Gene6868"
"5","59","Gene8738, Gene3725, Gene7118, Gene5234, Gene9467, Gene2004, Gene3525, Gene555, Gene4245, Gene7387, Gene7325, Gene180, Gene6745, Gene5459, Gene5289, Gene8554, Gene3262, Gene6585, Gene6250, Gene8864, Gene3478, Gene1548, Gene8297, Gene4647, Gene7036, Gene7727, Gene3472, Gene9150, Gene7169, Gene4128, Gene6311, Gene1675, Gene5717, Gene3140, Gene1699, Gene2905, Gene2532, Gene9259, Gene8946, Gene3011, Gene7767, Gene1873, Gene4014, Gene3231, Gene3483, Gene3666, Gene4459, Gene1267, Gene5019, Gene4688, Gene2303, Gene3910, Gene7924, Gene1082, Gene5455, Gene4040, Gene2658, Gene2782, Gene1885"
"6","31","Gene5958, Gene7302, Gene680, Gene2078, Gene5769, Gene9418, Gene188, Gene7304, Gene977, Gene2337, Gene6916, Gene7809, Gene3174, Gene2914, Gene4616, Gene6473, Gene4932, Gene8266, Gene4654, Gene4936, Gene2054, Gene1246, Gene6107, Gene9905, Gene8754, Gene4648, Gene1863, Gene1132, Gene5948, Gene8714, Gene958"
"7","21","Gene3242, Gene2725, Gene1221, Gene1235, Gene5758, Gene2768, Gene5792, Gene3344, Gene1718, Gene2479, Gene8824, Gene7353, Gene790, Gene4990, Gene4676, Gene3956, Gene2367, Gene5044, Gene1487, Gene9512, Gene9181"
"8","44","Gene7301, Gene9438, Gene4913, Gene9916, Gene5224, Gene3130, Gene5581, Gene212, Gene9167, Gene3704, Gene1886, Gene563, Gene793, Gene9210, Gene2024, Gene3444, Gene8178, Gene1618, Gene8583, Gene4740, Gene4695, Gene7609, Gene8949, Gene8638, Gene9531, Gene3795, Gene3715, Gene1928, Gene2287, Gene7701, Gene8550, Gene5578, Gene861, Gene2586, Gene8612, Gene7453, Gene9943, Gene1457, Gene3421, Gene9997, Gene2081, Gene5109, Gene1888, Gene9824"
"9","45","Gene4225, Gene9783, Gene7299, Gene6461, Gene709, Gene7781, Gene9006, Gene3278, Gene3701, Gene8690, Gene6935, Gene8295, Gene691, Gene9991, Gene4588, Gene1474, Gene7651, Gene887, Gene2431, Gene1343, Gene8005, Gene8002, Gene1120, Gene2466, Gene4766, Gene8032, Gene8213, Gene7842, Gene2116, Gene5796, Gene5367, Gene177, Gene6546, Gene8861, Gene453, Gene1785, Gene6921, Gene6840, Gene7847, Gene1756, Gene7655, Gene348, Gene8664, Gene3086, Gene7337"
"10","63","Gene7428, Gene9853, Gene8814, Gene3615, Gene8911, Gene3629, Gene8921, Gene7626, Gene7589, Gene7952, Gene2158, Gene3863, Gene9442, Gene6572, Gene8057, Gene1065, Gene7710, Gene7685, Gene4319, Gene876, Gene7178, Gene1101, Gene4660, Gene8855, Gene6143, Gene92, Gene2226, Gene9, Gene8154, Gene3384, Gene4541, Gene5940, Gene6201, Gene617, Gene4399, Gene9432, Gene8691, Gene1454, Gene722, Gene9941, Gene2705, Gene1316, Gene1144, Gene8567, Gene4234, Gene8198, Gene6133, Gene720, Gene4501, Gene4374, Gene5535, Gene2227, Gene7966, Gene7620, Gene9028, Gene5249, Gene3318, Gene2906, Gene6299, Gene3342, Gene3042, Gene5673, Gene1252"
