,#genes,genes
1,120,"['Nrgn', 'Camk2n1', 'Prkcb', 'Ppp3ca', 'Camk2a', 'Mef2c', 'Homer1', 'Egr1', 'Atp1a1', 'Cck', 'Kalrn', 'Ier5', 'Dgkz', 'Slc17a7', 'Lingo1', 'Lamp5', 'Ptk2b', 'Dkk3', 'Cx3cl1', 'Psd', 'Syt1', '1700020I14Rik', 'Arpp19', 'Fam131a', 'Clstn1', 'Nrn1', 'Scn1b', 'Chn1', 'Fbxw7', 'Enc1', 'Arc', 'Hpca', 'Efhd2', 'Sptbn2', 'Osbpl1a', 'Actb', 'Calm2', '3110035E14Rik', 'Itpr1', 'Baiap2', 'Ngef', 'Tmsb4x', 'Lmo4', 'Dlgap1', 'Kctd1', 'Atp2b2', 'Satb2', 'AI593442', 'Ndrg3', '1110008P14Rik', 'Adcy1', 'Grin2a', 'Tcf4', 'Calm1', 'Dclk1', 'Kcnb1', 'Kcnh7', 'Golga7b', 'Neurod6', 'Eef1a2', 'Mmp17', 'Pcsk2', 'Snap25', 'Epop', 'Tmem178', 'Hivep2', 'Ensa', 'Diras2', 'Atp2b1', 'Kcnh3', 'Plk2', 'Vamp2', 'Ccni', 'Nr4a1', 'Camkk2', 'Mgll', 'Npas4', 'Mpped1', 'Foxg1', 'Npdc1', 'Mical2', 'Coro1a', 'Tuba4a', 'R3hdm1', 'Pip5k1c', 'Ccl27a', 'Napa', 'Neurod2', 'Dlgap3', 'Pou6f1', 'Ptms', 'Zbtb18', 'Sorl1', 'Dnm1', 'Cyfip2', 'Ntm', 'Cplx2', 'Rock2', 'Kcnh1', 'R3hdm2', 'Tspan5', 'Tbr1', 'Etv5', 'Dnajb5', 'Dusp6', 'Brinp1', 'Cdk5r2', '9430020K01Rik', 'Git1', 'Cckbr', 'Nlk', 'Fxyd7', 'Rprml', 'Twf2', 'Cdkl5', 'Adgrb2', 'Cd34', 'Sort1', 'Fmnl1', 'Osbp2']"
2,65,"['Sparc', 'Slc6a11', 'Scd2', 'Tcf7l2', 'Mobp', 'mt-Tm', 'Mbp', 'Ndrg2', 'Aldoc', 'Agt', 'Plp1', 'Apoe', 'Nap1l5', 'Plekhb1', 'Slc17a6', 'Kcnj10', 'Gatm', 'Apod', 'Cnp', 'Trf', 'Fth1', 'Atp1a2', 'Qk', 'Cryab', 'Sparcl1', 'Bcas1', 'Cldn11', 'Peg3', 'Mal', 'Serpine2', 'Selenop', 'Prkcd', 'Abat', 'Zfhx3', 'Nrsn2', 'Acsbg1', 'Rbms3', 'Rit2', 'Atp1b2', 'Edil3', 'Itih3', 'Cd81', 'Gpr153', 'S100b', 'Nefh', 'Olig1', 'Calb2', 'Mt1', 'Mag', 'mt-Nd4', 'Amotl1', 'Scd1', 'Ramp3', 'Ermn', 'Csrp1', 'Vamp1', 'mt-Cytb', 'Mog', 'Ppp1r14a', 'Car2', 'Plcb4', 'Zic1', 'Pla2g7', 'Ccdc136', 'Tmem88b']"
3,61,"['Olfm1', 'Gm26461', 'Rn7s1', 'Nov', 'Nptxr', 'Gm24447', 'Gpm6a', 'Hpcal4', 'Gm24265', 'Gm25106', 'Gm26035', 'Gda', 'Mapk1', 'Rnu5g', 'Ctxn1', 'Gm24407', 'Gm23624', 'Arpp21', 'Gm26316', 'Gm22513', 'Gm22122', 'Ddn', 'Negr1', 'Rtn1', 'Mtpn', 'Snca', 'Gm24514', 'Rnu2-10', 'mt-Rnr2', 'Rn7s2', 'Rasgef1a', 'mt-Rnr1', 'Gm24497', 'Ap1s1', 'Gm23287', 'Atp2b4', 'Arhgap33', 'Jph4', 'Basp1', 'Gm25179', 'Tiam2', 'Sorbs2', 'Icam5', 'Gm25939', 'Gm23345', 'Gm26444', 'Plxnd1', 'Gm24146', 'Gm25890', 'Gm23445', 'Rn7s6', 'Gm25937', 'Gm26505', 'Rn7sk', 'Gm24305', 'Gm20594', 'Gm24105', 'Gm23238', 'Matr3', 'Gm23971', 'Bmp3']"
4,40,"['Gm29216', 'Lrrc17', 'Sez6', 'mt-Tf', 'Qdpr', 'Supt7l', 'Gpr37l1', 'Pip5k1a', 'Cplx1', 'Gm13339', 'Fndc5', 'Gm10925', 'Slc44a1', 'Kif15', 'mt-Tl1', 'Cpe', 'mt-Tp', 'Sec62', 'mt-Tn', 'mt-Tc', 'S1pr1', 'Chchd10', '2810433D01Rik', 'Ttyh2', 'Kif3a', 'mt-Atp6', 'mt-Tw', 'mt-Nd2', 'Cit', 'mt-Te', 'Rora', '4930426I24Rik', 'Nrip3', 'Zbtb20', 'Desi1', 'Psat1', 'Erbin', 'Ndufb8', 'Tubb4a', 'Spock2']"
5,51,"['Sv2b', 'Pld3', 'Stx1a', 'Zfp365', 'Arf3', 'Ttc9b', 'Camk4', '2010300C02Rik', 'Ncald', 'Kcnv1', 'Gria2', 'Plcb1', 'Tspan7', 'Sipa1l1', 'Ipcef1', 'Ppp3r1', 'Cnksr2', 'Fbxl16', 'Dusp14', 'Fam81a', 'Fam212b', 'Dlg4', 'Cacng3', 'Phyhip', 'Shisa7', 'Rundc3a', 'Celf5', 'Chst1', 'Chrm1', 'Arhgap32', 'Apbb1', 'Itpka', 'Kcnip3', 'Grin2b', 'Slc8a2', 'Grasp', 'Phf24', 'B3gat1', 'Synpo', 'Selenow', 'Junb', 'Kif5c', 'Nptn', 'Igfbp6', 'Ephx4', 'Rasl11b', 'Celf2', 'Cabp1', 'Phactr1', 'Iqsec2', 'Egr4']"
6,55,"['Zcchc12', 'Hap1', 'Ndn', 'Ahi1', 'Resp18', 'Gprasp2', '6330403K07Rik', 'Wdr6', 'Gnas', 'Gap43', 'AW551984', 'Tmem255a', 'Tspyl4', 'Zwint', 'Scg2', 'Tac1', 'Baiap3', 'Timp2', 'Rnd2', 'Arhgap6', 'Glud1', '2310022B05Rik', 'Impact', 'Nts', 'Etnppl', 'Efnb3', 'Gprasp1', 'Col25a1', 'Ptprz1', 'Igsf1', 'Unc13c', 'Gaa', 'Ap1s2', 'Dner', 'Ache', 'Rcn2', 'Tppp3', 'Enah', 'Araf', 'Slc4a4', 'Dlk1', 'Tmie', 'Necab2', 'Sccpdh', 'Ywhaq', 'Ecel1', 'Htr2c', 'Vat1l', 'Dcaf12l1', 'Grb10', 'Itgb8', 'Fhl1', 'Ctnnb1', 'Mrap2', 'Pnck']"
7,20,"['Rab37', 'Slc6a9', 'Adarb1', 'Kndc1', 'Fnbp1', 'Gna12', 'Myrf', 'Shox2', 'Tspan2', 'Mt2', 'Rhog', 'Hcn2', 'Nacc2', 'Pllp', 'Synpo2', 'Sept4', 'Il33', 'Ndrg1', 'Gng11', 'Rgs16']"
8,90,"['Hpcal1', 'Nnat', 'Lypd1', 'Camk2d', 'Gm42418', 'Rn18s-rs5', 'Nr2f2', 'Trhr', 'Gm26917', 'Ly6h', 'Bhlhe22', 'Gm45212', 'Lars2', 'Ids', 'Marcksl1', 'Itm2c', 'Syn2', 'Pgrmc1', 'Marcks', 'Pnmal2', 'Pea15a', 'Ptpro', 'Acvr2a', 'Thra', 'Sowaha', 'Rfx3', 'Nedd4', 'Calb1', 'Gpr101', 'Cab39l', 'Fam212a', 'Map2', 'Fbn1', 'Slc30a3', 'Alcam', 'Gm43841', 'Hsbp1', 'Lmo3', 'Unc5d', 'Crym', 'Clic6', 'Syt17', 'Rimbp3', 'Grem2', 'Synpr', 'Map2k1', 'Lbx1', 'Trp53i11', 'Ppp1r2', 'Filip1', 'Tenm1', 'Hrk', 'Mir6240', 'Fxyd6', 'Plxnc1', 'Sesn3', 'Pcdh8', 'Cd200', '2010204K13Rik', 'Ppp1r1b', 'Kcng1', 'Mllt11', 'Ubqln2', 'Slc29a4', 'Scn3a', 'Atp6v1a', 'Moxd1', 'Tox3', 'Igf2', 'Esr1', 'Rxrg', 'Ccdc148', 'Plagl1', 'Car12', 'Apaf1', 'Mylk', 'Arxes2', 'Hopx', 'Gm11341', 'Glra2', 'Rprm', 'Fam102b', 'Cmtm4', 'Kctd4', 'Spint2', 'Cetn4', 'Sys1', '1110012L19Rik', 'Dpyd', 'Csmd3']"
9,18,"['mt-Tl2', 'mt-Ti', 'mt-Ta', 'mt-Tv', 'Hsp90aa1', 'Gjc3', 'Gjb1', 'S100a16', 'Tmem229a', 'Hipk2', 'Prr18', 'mt-Th', 'Plekhg1', 'Pacs2', 'Kif5b', 'Lef1', 'Ntng1', 'Pcp4']"
10,38,"['Nsg2', 'Gabrb3', 'Pkia', 'Kcnf1', 'Eid1', 'Gm10076', 'Fbxo41', 'Lrrc4c', 'Gas7', 'Cacna2d1', 'Nol4', 'Dmtn', 'Abi2', 'Kcnj4', 'Tmem132a', 'Gpr88', 'Mal2', 'Robo2', 'Gucy1b3', 'Ano3', 'Ankrd13c', 'Dpp10', 'Svop', 'Tspan13', 'Rasgrf2', 'Cdk17', 'Crmp1', 'Fam19a1', 'Ldha', 'Palm', 'Slc39a10', 'Prkar1b', 'Car10', 'Mib1', 'Rasl10a', 'Syt5', 'Neurl1a', 'Gm45159']"
