"cluster","#genes","genes"
"1","296","Gene3202, Gene185, Gene8640, Gene95, Gene5103, Gene4607, Gene6643, Gene5027, Gene3291, Gene3628, Gene8080, Gene1815, Gene3397, Gene4706, Gene8395, Gene1313, Gene6134, Gene8251, Gene4829, Gene6303, Gene2978, Gene3345, Gene1967, Gene6107, Gene4773, Gene8411, Gene4887, Gene6912, Gene9303, Gene642, Gene8483, Gene5288, Gene7173, Gene3549, Gene9746, Gene8221, Gene1911, Gene657, Gene7699, Gene7738, Gene9601, Gene1833, Gene5981, Gene2719, Gene6307, Gene9187, Gene3658, Gene118, Gene7159, Gene726, Gene4794, Gene8840, Gene7462, Gene8339, Gene2405, Gene5580, Gene2816, Gene5961, Gene714, Gene3220, Gene8322, Gene8810, Gene8666, Gene9895, Gene3670, Gene7337, Gene6343, Gene907, Gene6159, Gene3426, Gene9634, Gene5733, Gene9241, Gene393, Gene1266, Gene2137, Gene4996, Gene1551, Gene5949, Gene8589, Gene1999, Gene2124, Gene3094, Gene328, Gene6178, Gene7216, Gene5042, Gene9304, Gene6561, Gene2141, Gene2302, Gene6749, Gene9518, Gene5687, Gene6181, Gene5655, Gene7561, Gene5248, Gene8060, Gene6224, Gene9946, Gene1609, Gene5355, Gene388, Gene7091, Gene6349, Gene2493, Gene992, Gene359, Gene8706, Gene8330, Gene423, Gene4691, Gene1082, Gene5586, Gene3212, Gene1877, Gene9928, Gene4717, Gene3878, Gene4530, Gene2837, Gene225, Gene7375, Gene4536, Gene5308, Gene8007, Gene2975, Gene9474, Gene5422, Gene3246, Gene9612, Gene2935, Gene6413, Gene3937, Gene9963, Gene1996, Gene2590, Gene9546, Gene9057, Gene1403, Gene9367, Gene843, Gene8049, Gene4574, Gene3235, Gene2665, Gene6787, Gene1698, Gene5569, Gene1474, Gene6220, Gene1261, Gene8, Gene3323, Gene3035, Gene6001, Gene9711, Gene5917, Gene7483, Gene4612, Gene4804, Gene7524, Gene4868, Gene4778, Gene5619, Gene5698, Gene9039, Gene6836, Gene2460, Gene6202, Gene7995, Gene9526, Gene7526, Gene459, Gene4942, Gene1812, Gene5601, Gene213, Gene9141, Gene911, Gene6367, Gene6847, Gene6999, Gene5800, Gene5611, Gene1463, Gene5353, Gene1620, Gene6492, Gene1016, Gene7697, Gene9298, Gene6978, Gene3988, Gene9611, Gene8342, Gene7393, Gene2840, Gene6171, Gene702, Gene943, Gene572, Gene3166, Gene701, Gene1100, Gene3231, Gene2734, Gene1499, Gene3097, Gene6436, Gene7583, Gene9499, Gene5289, Gene4657, Gene3690, Gene6731, Gene9752, Gene2670, Gene6692, Gene8410, Gene584, Gene597, Gene8263, Gene9950, Gene5821, Gene4964, Gene4430, Gene5449, Gene813, Gene9973, Gene1307, Gene129, Gene7017, Gene2228, Gene7581, Gene8496, Gene329, Gene278, Gene149, Gene4876, Gene3711, Gene5538, Gene4079, Gene901, Gene8537, Gene9173, Gene1926, Gene4393, Gene5418, Gene1829, Gene502, Gene5673, Gene4455, Gene2467, Gene9286, Gene2265, Gene4971, Gene7261, Gene1176, Gene553, Gene9305, Gene1416, Gene7889, Gene1997, Gene3947, Gene2956, Gene5787, Gene9517, Gene8385, Gene5038, Gene9576, Gene8198, Gene3623, Gene9613, Gene8090, Gene493, Gene3650, Gene2907, Gene9116, Gene9705, Gene7672, Gene7345, Gene1252, Gene4261, Gene2036, Gene8844, Gene4908, Gene9165, Gene8174, Gene4665, Gene8959, Gene3102, Gene7011, Gene6215, Gene7924"
"5","66","Gene7433, Gene4808, Gene484, Gene1624, Gene890, Gene8982, Gene2035, Gene685, Gene6530, Gene1374, Gene6540, Gene9018, Gene5610, Gene5306, Gene5754, Gene6479, Gene3484, Gene8139, Gene9814, Gene6584, Gene4702, Gene8719, Gene5031, Gene5214, Gene3090, Gene7486, Gene8898, Gene2273, Gene7987, Gene9503, Gene7210, Gene8863, Gene367, Gene1324, Gene2258, Gene620, Gene8519, Gene9019, Gene1047, Gene3503, Gene8583, Gene306, Gene9860, Gene1226, Gene4050, Gene7888, Gene5235, Gene3178, Gene7164, Gene1690, Gene8983, Gene2069, Gene5791, Gene8688, Gene2436, Gene1920, Gene8276, Gene3982, Gene204, Gene9083, Gene2814, Gene738, Gene516, Gene2526, Gene49, Gene5793"
"3","157","Gene8540, Gene7839, Gene4260, Gene6406, Gene249, Gene8899, Gene6463, Gene5583, Gene6258, Gene8054, Gene7106, Gene3332, Gene9383, Gene4132, Gene9134, Gene4741, Gene9545, Gene5060, Gene9423, Gene4115, Gene5684, Gene6156, Gene7092, Gene162, Gene8246, Gene8122, Gene1801, Gene7764, Gene8638, Gene2133, Gene2853, Gene9720, Gene5059, Gene2298, Gene2725, Gene3313, Gene1809, Gene8506, Gene2985, Gene8770, Gene927, Gene1593, Gene1061, Gene389, Gene4276, Gene8757, Gene5180, Gene7459, Gene147, Gene3529, Gene9180, Gene220, Gene789, Gene7442, Gene5409, Gene2947, Gene1224, Gene4610, Gene1081, Gene9986, Gene1412, Gene8595, Gene9965, Gene3314, Gene8205, Gene5964, Gene9437, Gene7515, Gene4111, Gene106, Gene4345, Gene2357, Gene9549, Gene8389, Gene7999, Gene9452, Gene6591, Gene1431, Gene7557, Gene6811, Gene4645, Gene880, Gene1115, Gene3365, Gene624, Gene7605, Gene8999, Gene9512, Gene139, Gene8273, Gene3857, Gene676, Gene8267, Gene8371, Gene5689, Gene5746, Gene8617, Gene5411, Gene2239, Gene2428, Gene5630, Gene6820, Gene9933, Gene6931, Gene3262, Gene78, Gene2320, Gene7981, Gene5083, Gene5571, Gene4781, Gene619, Gene6218, Gene1155, Gene4099, Gene2721, Gene3088, Gene3032, Gene1298, Gene5448, Gene4040, Gene8956, Gene7301, Gene8704, Gene3125, Gene1694, Gene3871, Gene6647, Gene6054, Gene6504, Gene1442, Gene9684, Gene296, Gene8364, Gene8356, Gene5537, Gene678, Gene8398, Gene6523, Gene3163, Gene9854, Gene2894, Gene4642, Gene974, Gene8761, Gene4023, Gene2971, Gene1849, Gene5563, Gene7005, Gene6414, Gene6493, Gene1882, Gene8203, Gene4362, Gene80, Gene8618"
"13","29","Gene9472, Gene9779, Gene1947, Gene8534, Gene3054, Gene8392, Gene5406, Gene8141, Gene4897, Gene5683, Gene8632, Gene9494, Gene9370, Gene3116, Gene2959, Gene9891, Gene9934, Gene2513, Gene8880, Gene7614, Gene6070, Gene4458, Gene8078, Gene5117, Gene1132, Gene3787, Gene9199, Gene89, Gene2565"
"2","266","Gene2284, Gene457, Gene3110, Gene3701, Gene1223, Gene4264, Gene5085, Gene381, Gene5431, Gene4885, Gene9959, Gene3074, Gene4669, Gene6952, Gene3292, Gene965, Gene1951, Gene1579, Gene128, Gene9993, Gene5983, Gene154, Gene4326, Gene1269, Gene7693, Gene6430, Gene729, Gene6368, Gene6196, Gene9449, Gene32, Gene8405, Gene4126, Gene8643, Gene4202, Gene6743, Gene5344, Gene4297, Gene1067, Gene8861, Gene756, Gene6615, Gene1387, Gene7589, Gene418, Gene7146, Gene3691, Gene9541, Gene8591, Gene9894, Gene6571, Gene9342, Gene8993, Gene8504, Gene8539, Gene8723, Gene9729, Gene7817, Gene2576, Gene5483, Gene8254, Gene4771, Gene6330, Gene6713, Gene1055, Gene7970, Gene2023, Gene3640, Gene29, Gene3373, Gene4154, Gene5055, Gene3812, Gene1458, Gene4962, Gene2636, Gene844, Gene5755, Gene6796, Gene5667, Gene40, Gene2799, Gene3217, Gene6823, Gene453, Gene6361, Gene2601, Gene599, Gene314, Gene2566, Gene3611, Gene5982, Gene671, Gene259, Gene9048, Gene4000, Gene233, Gene2630, Gene1535, Gene7900, Gene2341, Gene7549, Gene8451, Gene5159, Gene2663, Gene4375, Gene2261, Gene244, Gene6345, Gene767, Gene1321, Gene8694, Gene7606, Gene9393, Gene9318, Gene6645, Gene9848, Gene7506, Gene5155, Gene3353, Gene5642, Gene8543, Gene285, Gene382, Gene2883, Gene9362, Gene6776, Gene3673, Gene1970, Gene6866, Gene7104, Gene9694, Gene7882, Gene1062, Gene1526, Gene8853, Gene5161, Gene7629, Gene5078, Gene5077, Gene4355, Gene3071, Gene7891, Gene5966, Gene4924, Gene3011, Gene5867, Gene6063, Gene6142, Gene7413, Gene2629, Gene3134, Gene8250, Gene9985, Gene4353, Gene5585, Gene1341, Gene402, Gene4563, Gene4955, Gene9133, Gene160, Gene9761, Gene6560, Gene2945, Gene184, Gene5173, Gene4294, Gene2492, Gene1542, Gene7879, Gene5651, Gene4400, Gene3833, Gene4451, Gene4340, Gene559, Gene4269, Gene3250, Gene4660, Gene375, Gene1543, Gene343, Gene1304, Gene9592, Gene5818, Gene3168, Gene8070, Gene2519, Gene7385, Gene9227, Gene5724, Gene1114, Gene8790, Gene4272, Gene719, Gene1605, Gene1444, Gene2562, Gene8977, Gene859, Gene743, Gene1492, Gene785, Gene3350, Gene337, Gene8669, Gene6550, Gene1516, Gene2676, Gene8605, Gene2879, Gene1958, Gene6973, Gene9231, Gene4725, Gene9980, Gene394, Gene2716, Gene8832, Gene5313, Gene8518, Gene9272, Gene3728, Gene9058, Gene4027, Gene4918, Gene7945, Gene1093, Gene1037, Gene2554, Gene830, Gene6352, Gene4166, Gene6954, Gene3084, Gene7058, Gene7363, Gene2572, Gene7450, Gene9542, Gene7040, Gene2110, Gene8109, Gene932, Gene1039, Gene994, Gene7289, Gene8022, Gene2356, Gene7568, Gene1326, Gene9157, Gene2042, Gene7329, Gene7932, Gene5189, Gene480, Gene1394, Gene8520, Gene6552, Gene4127, Gene6873, Gene2902, Gene6185, Gene8530"
"9","38","Gene3017, Gene3200, Gene3154, Gene5335, Gene557, Gene7156, Gene3830, Gene8864, Gene4238, Gene6801, Gene978, Gene8996, Gene6458, Gene2384, Gene1284, Gene8242, Gene6652, Gene2855, Gene6374, Gene602, Gene2753, Gene6292, Gene4817, Gene4502, Gene8144, Gene3932, Gene7800, Gene8772, Gene3492, Gene755, Gene2589, Gene9389, Gene3366, Gene1692, Gene500, Gene8744, Gene4346, Gene1966"
"4","132","Gene7791, Gene5524, Gene7499, Gene8299, Gene6773, Gene1854, Gene164, Gene2478, Gene5572, Gene4787, Gene3364, Gene4187, Gene5857, Gene8432, Gene2735, Gene2689, Gene9627, Gene6468, Gene4492, Gene1302, Gene4309, Gene1938, Gene7456, Gene1678, Gene1872, Gene417, Gene3965, Gene8514, Gene6988, Gene7415, Gene222, Gene6012, Gene2738, Gene675, Gene6752, Gene2222, Gene460, Gene61, Gene8732, Gene8310, Gene3372, Gene8714, Gene3143, Gene4196, Gene2091, Gene6139, Gene9548, Gene2114, Gene2870, Gene9233, Gene358, Gene7033, Gene1084, Gene4179, Gene2082, Gene3399, Gene221, Gene9169, Gene691, Gene3806, Gene9954, Gene6087, Gene8187, Gene2701, Gene7916, Gene9399, Gene3155, Gene5426, Gene1662, Gene7969, Gene9203, Gene3511, Gene9939, Gene8567, Gene2330, Gene877, Gene8094, Gene3768, Gene3792, Gene4497, Gene8387, Gene6704, Gene2169, Gene1646, Gene4968, Gene6822, Gene1791, Gene9675, Gene5139, Gene6590, Gene3441, Gene6260, Gene1697, Gene334, Gene6480, Gene5799, Gene9828, Gene8399, Gene594, Gene5890, Gene677, Gene4941, Gene5325, Gene2678, Gene3513, Gene2605, Gene1515, Gene4098, Gene134, Gene4270, Gene238, Gene6106, Gene8727, Gene993, Gene1169, Gene9270, Gene6190, Gene1395, Gene623, Gene5913, Gene170, Gene5748, Gene9721, Gene35, Gene4515, Gene3790, Gene6903, Gene1786, Gene651, Gene3642, Gene9013, Gene1843"
"11","34","Gene3884, Gene3580, Gene8987, Gene8745, Gene2209, Gene3541, Gene107, Gene7755, Gene8818, Gene3788, Gene4803, Gene5661, Gene8151, Gene5935, Gene4489, Gene7552, Gene1836, Gene4552, Gene4620, Gene5006, Gene2412, Gene6052, Gene4925, Gene953, Gene5865, Gene5946, Gene856, Gene176, Gene4005, Gene5533, Gene3115, Gene5030, Gene2256, Gene874"
"7","45","Gene6634, Gene5075, Gene9354, Gene6987, Gene4692, Gene6471, Gene2108, Gene2575, Gene4721, Gene6073, Gene4354, Gene5363, Gene2530, Gene1191, Gene7976, Gene5223, Gene2461, Gene7359, Gene6039, Gene1172, Gene2733, Gene7842, Gene1580, Gene8010, Gene4384, Gene3795, Gene4524, Gene9142, Gene6390, Gene7767, Gene7669, Gene5382, Gene9022, Gene2779, Gene6378, Gene6943, Gene9493, Gene709, Gene2784, Gene4095, Gene769, Gene9813, Gene8186, Gene6526, Gene2815"
"16","23","Gene721, Gene4472, Gene8768, Gene6180, Gene6725, Gene1352, Gene4176, Gene2929, Gene9607, Gene7084, Gene1644, Gene442, Gene945, Gene4327, Gene568, Gene9916, Gene8665, Gene8230, Gene8752, Gene226, Gene8170, Gene1246, Gene4280"
