,#genes,genes
1,373,"['Gene3302', 'Gene4752', 'Gene789', 'Gene1881', 'Gene6966', 'Gene9488', 'Gene3523', 'Gene6195', 'Gene5745', 'Gene6285', 'Gene8184', 'Gene9199', 'Gene8563', 'Gene8770', 'Gene3836', 'Gene8753', 'Gene9757', 'Gene9256', 'Gene9636', 'Gene1897', 'Gene2997', 'Gene7477', 'Gene8589', 'Gene2949', 'Gene9371', 'Gene8440', 'Gene7939', 'Gene4209', 'Gene6706', 'Gene293', 'Gene7217', 'Gene9533', 'Gene8388', 'Gene6574', 'Gene6880', 'Gene8726', 'Gene1476', 'Gene634', 'Gene5545', 'Gene8423', 'Gene3883', 'Gene460', 'Gene2675', 'Gene9131', 'Gene3079', 'Gene8526', 'Gene9986', 'Gene9597', 'Gene9818', 'Gene2959', 'Gene2163', 'Gene2767', 'Gene5261', 'Gene1146', 'Gene3315', 'Gene2836', 'Gene6020', 'Gene6840', 'Gene8688', 'Gene7774', 'Gene4063', 'Gene6988', 'Gene4357', 'Gene5050', 'Gene9493', 'Gene4022', 'Gene7844', 'Gene4994', 'Gene267', 'Gene9194', 'Gene8766', 'Gene2513', 'Gene8329', 'Gene6664', 'Gene5542', 'Gene557', 'Gene7088', 'Gene5553', 'Gene5623', 'Gene9457', 'Gene21', 'Gene1906', 'Gene2801', 'Gene5308', 'Gene9909', 'Gene8923', 'Gene5115', 'Gene9260', 'Gene8226', 'Gene6137', 'Gene6929', 'Gene7972', 'Gene6370', 'Gene898', 'Gene540', 'Gene8969', 'Gene6421', 'Gene6930', 'Gene219', 'Gene8327', 'Gene6099', 'Gene9755', 'Gene4244', 'Gene3361', 'Gene8055', 'Gene826', 'Gene6004', 'Gene1850', 'Gene5038', 'Gene9903', 'Gene1375', 'Gene6784', 'Gene8925', 'Gene5539', 'Gene6012', 'Gene9108', 'Gene8242', 'Gene9367', 'Gene1140', 'Gene955', 'Gene4411', 'Gene5027', 'Gene1740', 'Gene62', 'Gene8967', 'Gene9129', 'Gene252', 'Gene5949', 'Gene5000', 'Gene337', 'Gene242', 'Gene2768', 'Gene1447', 'Gene2528', 'Gene7714', 'Gene207', 'Gene1921', 'Gene8124', 'Gene6461', 'Gene2390', 'Gene2664', 'Gene871', 'Gene8377', 'Gene5592', 'Gene432', 'Gene9748', 'Gene3464', 'Gene1401', 'Gene5714', 'Gene4093', 'Gene1581', 'Gene4268', 'Gene7290', 'Gene2793', 'Gene1038', 'Gene1933', 'Gene7746', 'Gene4876', 'Gene3223', 'Gene3530', 'Gene5380', 'Gene9904', 'Gene8151', 'Gene9483', 'Gene7618', 'Gene9049', 'Gene4242', 'Gene2751', 'Gene6922', 'Gene2776', 'Gene7991', 'Gene923', 'Gene1091', 'Gene4005', 'Gene7765', 'Gene7361', 'Gene2033', 'Gene3588', 'Gene8208', 'Gene4269', 'Gene2845', 'Gene1534', 'Gene6354', 'Gene6479', 'Gene8372', 'Gene7363', 'Gene4505', 'Gene4307', 'Gene4262', 'Gene8845', 'Gene9452', 'Gene2523', 'Gene7041', 'Gene2297', 'Gene1817', 'Gene8929', 'Gene6244', 'Gene8332', 'Gene2765', 'Gene8993', 'Gene4490', 'Gene1793', 'Gene9081', 'Gene3666', 'Gene7963', 'Gene8908', 'Gene2038', 'Gene4403', 'Gene5144', 'Gene6868', 'Gene1913', 'Gene3940', 'Gene3913', 'Gene5360', 'Gene4014', 'Gene5429', 'Gene4474', 'Gene3757', 'Gene9208', 'Gene4616', 'Gene4623', 'Gene1909', 'Gene8311', 'Gene1575', 'Gene1454', 'Gene283', 'Gene9546', 'Gene8506', 'Gene4596', 'Gene121', 'Gene9097', 'Gene3169', 'Gene256', 'Gene462', 'Gene8674', 'Gene5004', 'Gene6323', 'Gene3750', 'Gene6253', 'Gene861', 'Gene2553', 'Gene8959', 'Gene8728', 'Gene5639', 'Gene3132', 'Gene3631', 'Gene2578', 'Gene6753', 'Gene9298', 'Gene9334', 'Gene1088', 'Gene6080', 'Gene8879', 'Gene6026', 'Gene1742', 'Gene166', 'Gene6275', 'Gene1461', 'Gene7396', 'Gene2504', 'Gene7569', 'Gene9344', 'Gene4803', 'Gene9270', 'Gene1522', 'Gene8990', 'Gene1494', 'Gene5786', 'Gene8614', 'Gene2809', 'Gene8541', 'Gene4941', 'Gene4410', 'Gene8104', 'Gene4076', 'Gene5533', 'Gene8555', 'Gene6637', 'Gene3772', 'Gene5938', 'Gene3389', 'Gene6131', 'Gene922', 'Gene593', 'Gene5348', 'Gene1818', 'Gene3159', 'Gene3850', 'Gene3335', 'Gene3929', 'Gene87', 'Gene7742', 'Gene480', 'Gene5830', 'Gene2593', 'Gene1436', 'Gene7574', 'Gene1841', 'Gene2735', 'Gene5879', 'Gene6186', 'Gene365', 'Gene5569', 'Gene180', 'Gene4443', 'Gene6503', 'Gene2617', 'Gene5425', 'Gene3145', 'Gene9858', 'Gene5477', 'Gene1215', 'Gene605', 'Gene9814', 'Gene5424', 'Gene4854', 'Gene4287', 'Gene9004', 'Gene547', 'Gene6519', 'Gene7092', 'Gene8582', 'Gene9690', 'Gene1815', 'Gene8873', 'Gene5814', 'Gene560', 'Gene9698', 'Gene7666', 'Gene3932', 'Gene9079', 'Gene8826', 'Gene3494', 'Gene6005', 'Gene8517', 'Gene3286', 'Gene3109', 'Gene1700', 'Gene1473', 'Gene4904', 'Gene4096', 'Gene4157', 'Gene5176', 'Gene5305', 'Gene1373', 'Gene8045', 'Gene7695', 'Gene8096', 'Gene6946', 'Gene5259', 'Gene7920', 'Gene6194', 'Gene9204', 'Gene385', 'Gene2247', 'Gene7360', 'Gene3938', 'Gene3446', 'Gene5715', 'Gene7002', 'Gene5373', 'Gene314', 'Gene9765', 'Gene4659', 'Gene3232', 'Gene5836', 'Gene661', 'Gene4899', 'Gene1470', 'Gene8744', 'Gene5333', 'Gene5716', 'Gene1167']"
2,28,"['Gene9337', 'Gene6435', 'Gene650', 'Gene4183', 'Gene5334', 'Gene523', 'Gene4749', 'Gene5730', 'Gene6816', 'Gene2666', 'Gene8435', 'Gene2806', 'Gene1010', 'Gene3815', 'Gene1289', 'Gene8971', 'Gene8059', 'Gene9139', 'Gene4707', 'Gene2503', 'Gene2187', 'Gene1787', 'Gene1079', 'Gene2177', 'Gene394', 'Gene5147', 'Gene7151', 'Gene4823']"
3,241,"['Gene1759', 'Gene4048', 'Gene9815', 'Gene9013', 'Gene3437', 'Gene7710', 'Gene6991', 'Gene6229', 'Gene7416', 'Gene5939', 'Gene7952', 'Gene8344', 'Gene3851', 'Gene5511', 'Gene269', 'Gene3163', 'Gene9185', 'Gene8218', 'Gene1585', 'Gene6050', 'Gene3695', 'Gene9857', 'Gene7967', 'Gene3334', 'Gene7144', 'Gene8426', 'Gene5886', 'Gene2580', 'Gene5449', 'Gene1883', 'Gene3473', 'Gene3621', 'Gene6527', 'Gene7907', 'Gene982', 'Gene5240', 'Gene9586', 'Gene9866', 'Gene1962', 'Gene9944', 'Gene9537', 'Gene2117', 'Gene7177', 'Gene8522', 'Gene2239', 'Gene9870', 'Gene2853', 'Gene1414', 'Gene6704', 'Gene2449', 'Gene1444', 'Gene8633', 'Gene3622', 'Gene8915', 'Gene9897', 'Gene2455', 'Gene2907', 'Gene2144', 'Gene4603', 'Gene3358', 'Gene5223', 'Gene9883', 'Gene6109', 'Gene9569', 'Gene8651', 'Gene9699', 'Gene844', 'Gene5743', 'Gene4418', 'Gene4234', 'Gene6031', 'Gene7480', 'Gene9996', 'Gene8205', 'Gene115', 'Gene1788', 'Gene3595', 'Gene7930', 'Gene6104', 'Gene3811', 'Gene1757', 'Gene9189', 'Gene4761', 'Gene4675', 'Gene1333', 'Gene9292', 'Gene6023', 'Gene7845', 'Gene4830', 'Gene9921', 'Gene4739', 'Gene8976', 'Gene9575', 'Gene9203', 'Gene9284', 'Gene8370', 'Gene3687', 'Gene1239', 'Gene118', 'Gene3696', 'Gene1838', 'Gene3016', 'Gene3751', 'Gene689', 'Gene3723', 'Gene4077', 'Gene5812', 'Gene2439', 'Gene6029', 'Gene4498', 'Gene4921', 'Gene6412', 'Gene6995', 'Gene9995', 'Gene7098', 'Gene296', 'Gene4535', 'Gene3744', 'Gene3583', 'Gene1586', 'Gene7295', 'Gene303', 'Gene984', 'Gene1961', 'Gene1090', 'Gene3105', 'Gene2887', 'Gene9948', 'Gene1506', 'Gene9267', 'Gene1424', 'Gene5530', 'Gene4510', 'Gene5512', 'Gene1065', 'Gene7507', 'Gene1857', 'Gene7560', 'Gene3805', 'Gene5839', 'Gene2242', 'Gene746', 'Gene5822', 'Gene5552', 'Gene3403', 'Gene9795', 'Gene5237', 'Gene5009', 'Gene9450', 'Gene8636', 'Gene6813', 'Gene7555', 'Gene1486', 'Gene1047', 'Gene7473', 'Gene7461', 'Gene354', 'Gene1947', 'Gene5945', 'Gene571', 'Gene4254', 'Gene5631', 'Gene7391', 'Gene4525', 'Gene4336', 'Gene855', 'Gene5072', 'Gene4704', 'Gene9786', 'Gene2420', 'Gene4968', 'Gene4625', 'Gene9202', 'Gene8841', 'Gene5726', 'Gene4509', 'Gene7686', 'Gene8256', 'Gene772', 'Gene6973', 'Gene8449', 'Gene5175', 'Gene125', 'Gene8525', 'Gene6781', 'Gene2009', 'Gene2217', 'Gene3863', 'Gene9958', 'Gene9217', 'Gene6539', 'Gene3195', 'Gene2476', 'Gene1404', 'Gene6682', 'Gene431', 'Gene6312', 'Gene5471', 'Gene6117', 'Gene7062', 'Gene1007', 'Gene739', 'Gene5918', 'Gene8482', 'Gene9714', 'Gene9238', 'Gene3179', 'Gene8937', 'Gene8337', 'Gene4780', 'Gene4541', 'Gene7646', 'Gene1952', 'Gene3061', 'Gene3601', 'Gene7812', 'Gene6842', 'Gene7946', 'Gene445', 'Gene790', 'Gene1103', 'Gene6220', 'Gene1615', 'Gene2490', 'Gene168', 'Gene3710', 'Gene6434', 'Gene542', 'Gene2939', 'Gene8530', 'Gene3993', 'Gene4003', 'Gene3300', 'Gene6853', 'Gene6863', 'Gene2407', 'Gene3885', 'Gene667', 'Gene1052', 'Gene5577', 'Gene891']"
4,20,"['Gene1960', 'Gene5832', 'Gene4795', 'Gene1452', 'Gene714', 'Gene6116', 'Gene1753', 'Gene92', 'Gene2566', 'Gene1329', 'Gene1871', 'Gene5321', 'Gene1180', 'Gene8305', 'Gene4036', 'Gene1081', 'Gene1608', 'Gene4539', 'Gene3985', 'Gene7866']"
5,199,"['Gene2363', 'Gene5283', 'Gene6441', 'Gene7733', 'Gene3605', 'Gene8606', 'Gene6365', 'Gene3526', 'Gene1519', 'Gene8625', 'Gene9445', 'Gene9566', 'Gene4931', 'Gene3042', 'Gene7799', 'Gene4214', 'Gene249', 'Gene7629', 'Gene4526', 'Gene722', 'Gene2340', 'Gene9856', 'Gene5052', 'Gene5083', 'Gene3890', 'Gene7803', 'Gene9983', 'Gene3693', 'Gene4822', 'Gene165', 'Gene2442', 'Gene6751', 'Gene4139', 'Gene2850', 'Gene7131', 'Gene1704', 'Gene3662', 'Gene7420', 'Gene5417', 'Gene4915', 'Gene6599', 'Gene1024', 'Gene9460', 'Gene3365', 'Gene1589', 'Gene3545', 'Gene361', 'Gene4873', 'Gene5813', 'Gene9183', 'Gene4501', 'Gene36', 'Gene7412', 'Gene7837', 'Gene302', 'Gene8568', 'Gene1295', 'Gene3189', 'Gene1207', 'Gene4166', 'Gene4925', 'Gene1736', 'Gene8121', 'Gene8341', 'Gene7542', 'Gene6752', 'Gene233', 'Gene1886', 'Gene9670', 'Gene3176', 'Gene8979', 'Gene4337', 'Gene2899', 'Gene7780', 'Gene2336', 'Gene3550', 'Gene8562', 'Gene622', 'Gene2918', 'Gene9826', 'Gene5826', 'Gene5976', 'Gene2760', 'Gene6205', 'Gene5785', 'Gene4570', 'Gene551', 'Gene3033', 'Gene8483', 'Gene4251', 'Gene5509', 'Gene599', 'Gene2365', 'Gene6097', 'Gene2931', 'Gene7347', 'Gene4530', 'Gene4895', 'Gene9006', 'Gene8479', 'Gene9657', 'Gene6719', 'Gene7921', 'Gene5028', 'Gene4905', 'Gene5818', 'Gene213', 'Gene1967', 'Gene2755', 'Gene3581', 'Gene6889', 'Gene8252', 'Gene6481', 'Gene9937', 'Gene7470', 'Gene9192', 'Gene8816', 'Gene5435', 'Gene8442', 'Gene7044', 'Gene4681', 'Gene7423', 'Gene4815', 'Gene4794', 'Gene8699', 'Gene4306', 'Gene5075', 'Gene7962', 'Gene9794', 'Gene5888', 'Gene2873', 'Gene6517', 'Gene604', 'Gene4054', 'Gene1376', 'Gene6243', 'Gene6771', 'Gene19', 'Gene1621', 'Gene6628', 'Gene6984', 'Gene9919', 'Gene3044', 'Gene3036', 'Gene5160', 'Gene8061', 'Gene4134', 'Gene6613', 'Gene8207', 'Gene1326', 'Gene2283', 'Gene4891', 'Gene1945', 'Gene3400', 'Gene5930', 'Gene8481', 'Gene4522', 'Gene1152', 'Gene1583', 'Gene8385', 'Gene5784', 'Gene731', 'Gene8576', 'Gene7966', 'Gene6115', 'Gene3333', 'Gene8661', 'Gene2558', 'Gene3659', 'Gene4479', 'Gene6950', 'Gene3032', 'Gene2229', 'Gene6860', 'Gene7590', 'Gene4455', 'Gene9749', 'Gene3627', 'Gene7382', 'Gene238', 'Gene59', 'Gene4236', 'Gene6805', 'Gene2419', 'Gene8474', 'Gene2682', 'Gene9439', 'Gene8500', 'Gene7722', 'Gene3748', 'Gene8443', 'Gene5717', 'Gene4169', 'Gene2048', 'Gene4340', 'Gene4711', 'Gene9048', 'Gene1562', 'Gene5097']"
6,173,"['Gene6120', 'Gene9496', 'Gene6038', 'Gene4975', 'Gene2620', 'Gene1149', 'Gene6622', 'Gene1125', 'Gene5500', 'Gene3876', 'Gene7297', 'Gene8772', 'Gene2212', 'Gene4817', 'Gene4153', 'Gene7926', 'Gene3539', 'Gene888', 'Gene9076', 'Gene5344', 'Gene2388', 'Gene378', 'Gene971', 'Gene4840', 'Gene4861', 'Gene9215', 'Gene2881', 'Gene767', 'Gene4019', 'Gene8604', 'Gene8362', 'Gene1367', 'Gene3664', 'Gene6068', 'Gene5614', 'Gene2077', 'Gene6555', 'Gene7827', 'Gene3359', 'Gene5936', 'Gene8445', 'Gene3478', 'Gene6239', 'Gene7334', 'Gene8792', 'Gene2173', 'Gene4046', 'Gene2763', 'Gene8414', 'Gene8160', 'Gene6796', 'Gene1821', 'Gene4583', 'Gene3199', 'Gene4779', 'Gene3822', 'Gene8790', 'Gene448', 'Gene1680', 'Gene5430', 'Gene1218', 'Gene6478', 'Gene7240', 'Gene5981', 'Gene4158', 'Gene6176', 'Gene4358', 'Gene8156', 'Gene3353', 'Gene6834', 'Gene7146', 'Gene4159', 'Gene1669', 'Gene9734', 'Gene2318', 'Gene9614', 'Gene5165', 'Gene545', 'Gene406', 'Gene328', 'Gene2863', 'Gene5572', 'Gene2543', 'Gene2791', 'Gene1727', 'Gene4627', 'Gene1302', 'Gene2136', 'Gene1646', 'Gene4132', 'Gene5664', 'Gene6439', 'Gene6681', 'Gene7037', 'Gene6072', 'Gene1443', 'Gene7467', 'Gene2971', 'Gene2955', 'Gene6236', 'Gene8308', 'Gene7455', 'Gene2357', 'Gene9418', 'Gene2795', 'Gene4356', 'Gene2461', 'Gene1630', 'Gene766', 'Gene3097', 'Gene515', 'Gene3835', 'Gene7885', 'Gene1507', 'Gene2495', 'Gene995', 'Gene3833', 'Gene9433', 'Gene9166', 'Gene9075', 'Gene825', 'Gene4914', 'Gene4672', 'Gene7399', 'Gene904', 'Gene4031', 'Gene3790', 'Gene910', 'Gene1355', 'Gene6800', 'Gene9230', 'Gene5464', 'Gene9894', 'Gene4111', 'Gene4664', 'Gene8452', 'Gene2328', 'Gene9228', 'Gene6953', 'Gene1571', 'Gene1647', 'Gene7173', 'Gene2265', 'Gene7747', 'Gene7447', 'Gene2672', 'Gene3496', 'Gene9982', 'Gene3654', 'Gene3287', 'Gene4117', 'Gene9567', 'Gene7202', 'Gene6470', 'Gene8356', 'Gene1438', 'Gene4441', 'Gene9073', 'Gene7863', 'Gene9360', 'Gene6352', 'Gene1565', 'Gene6587', 'Gene7648', 'Gene5192', 'Gene2240', 'Gene8106', 'Gene2722', 'Gene9639', 'Gene9178', 'Gene4270', 'Gene8630', 'Gene6402']"
7,29,"['Gene7079', 'Gene5961', 'Gene7941', 'Gene6572', 'Gene409', 'Gene8831', 'Gene9997', 'Gene736', 'Gene1466', 'Gene4636', 'Gene85', 'Gene4426', 'Gene1991', 'Gene2960', 'Gene525', 'Gene9182', 'Gene9891', 'Gene4832', 'Gene8508', 'Gene6794', 'Gene7326', 'Gene2087', 'Gene1365', 'Gene2536', 'Gene8947', 'Gene4576', 'Gene3788', 'Gene3049', 'Gene1220']"
8,26,"['Gene3404', 'Gene2559', 'Gene7685', 'Gene4229', 'Gene2203', 'Gene7090', 'Gene1370', 'Gene9322', 'Gene854', 'Gene9135', 'Gene8373', 'Gene3663', 'Gene2358', 'Gene1056', 'Gene4920', 'Gene5318', 'Gene1272', 'Gene4161', 'Gene2331', 'Gene7720', 'Gene9331', 'Gene6827', 'Gene3200', 'Gene3241', 'Gene9980', 'Gene7628']"
9,53,"['Gene5805', 'Gene1950', 'Gene8091', 'Gene3237', 'Gene6106', 'Gene3422', 'Gene5324', 'Gene4193', 'Gene4095', 'Gene1631', 'Gene5908', 'Gene7940', 'Gene9551', 'Gene8460', 'Gene986', 'Gene775', 'Gene4212', 'Gene2131', 'Gene2405', 'Gene8371', 'Gene1315', 'Gene956', 'Gene8867', 'Gene1501', 'Gene2909', 'Gene1533', 'Gene5508', 'Gene8921', 'Gene2668', 'Gene2345', 'Gene9305', 'Gene8351', 'Gene116', 'Gene8538', 'Gene2646', 'Gene4367', 'Gene4028', 'Gene6512', 'Gene4380', 'Gene970', 'Gene277', 'Gene8978', 'Gene5248', 'Gene8280', 'Gene9286', 'Gene8949', 'Gene7719', 'Gene2535', 'Gene911', 'Gene1387', 'Gene6577', 'Gene4215', 'Gene6169']"
10,22,"['Gene2052', 'Gene5718', 'Gene6996', 'Gene3467', 'Gene8264', 'Gene6066', 'Gene2000', 'Gene4573', 'Gene4152', 'Gene9306', 'Gene732', 'Gene6569', 'Gene3402', 'Gene7451', 'Gene7434', 'Gene8416', 'Gene7790', 'Gene4348', 'Gene3229', 'Gene8245', 'Gene6390', 'Gene8317']"
