,#genes,genes
1,45,"['Camk2n1', 'Nrgn', 'Snap25', 'Egr1', 'Prkcb', 'Calm1', 'Atp1a1', 'Sv2b', 'Mef2c', 'Arpp19', 'Camk2a', '3110035E14Rik', 'Ppp3ca', 'Enc1', 'Psd', 'Homer1', 'Lamp5', 'Slc17a7', 'Stx1a', 'Chn1', '1110008P14Rik', 'Zfp365', 'Itpr1', 'Kalrn', 'Calm2', 'Scn1b', 'Fam131a', 'Syt1', 'Arc', 'Satb2', 'Cck', 'Ier5', 'Fmnl1', 'Camkk2', 'Efhd2', 'Hpca', 'Tbr1', 'Fbxw7', 'Cplx2', 'Sipa1l1', 'Dlgap1', 'Rapgef4', 'Ipcef1', 'Ccl27a', 'Dkk3']"
2,37,"['Tcf7l2', 'mt-Rnr1', 'Malat1', 'mt-Rnr2', 'Rora', 'Prkcd', 'Qk', 'Gpr55', 'Gm26917', 'Mir6240', 'Amotl1', 'Gm20594', 'Rn18s-rs5', 'Prox1', 'Cit', 'Gm42418', 'Shox2', 'Zic1', 'Ramp3', 'Ntng1', 'Snhg14', 'Rimbp3', 'Lars2', 'Mir6236', 'Ift46', 'Vav3', 'Pitpnc1', 'Gm24601', 'Gm15564', 'n-R5-8s1', 'Grm1', 'Zfhx3', 'Macf1', 'Pdp1', 'Rgs8', '9330162G02Rik', 'Lhx9']"
3,51,"['Ttr', 'Enpp2', 'Olfm1', 'Nov', 'Gpm6a', 'Nptxr', 'Gda', 'Arpp21', 'Gm10076', 'Hpcal4', 'Clic6', 'Snca', 'Kl', 'Slc22a17', 'Basp1', 'Mapk1', 'Lypd1', 'Rpl41', '1500015O10Rik', 'Igf2', 'Syn2', 'Negr1', 'Chst1', 'Prkacb', 'Arl6ip1', 'Tmem30a', 'Ppp1r1b', 'Atp2b4', 'Nsg2', 'Map2k1', 'Rtn1', 'Tubb2a', 'Caln1', 'Uqcr11', 'Rbp1', 'Spint2', 'Crym', 'Ddn', 'F5', 'Erc2', 'Rasgef1a', 'Cadm1', 'Cmtm4', 'Tusc3', 'Rps20', 'Ccnd1', 'Syt5', 'Tgfbr3', 'Trp53i11', 'Fam13c', 'Meis2']"
4,66,"['Apod', 'Plp1', 'Mobp', 'Mbp', 'Pcp4', 'Adarb1', 'Nefh', 'Rgs16', 'Qdpr', 'Scd2', 'Clmn', 'Ccdc136', 'Atp1a2', 'Gatm', 'Gpr37l1', 'Tnnt1', 'Sparcl1', 'Sept4', 'St3gal4', 'Aldh1a1', 'Bcas1', 'Edil3', 'Gabra4', 'Trim3', 'Ermn', 'Aldoc', 'Wnk1', 'Hspa4l', 'Hcn2', 'Lef1', 'Arhgap5', 'Cdc42bpa', 'Synpo2', 'Nell1', 'Zbtb20', 'Srrm2', 'Scd1', 'Sema5a', 'Nexn', 'Rbms3', 'Kcnc2', 'Olig1', 'Csrp1', 'Gm12346', 'Hepacam', 'Eps8l2', 'Tshz2', 'Slc25a5', 'Lrtm2', 'Cpne9', 'Gng11', 'Gja1', 'Ccdc88a', 'Adarb2', 'Pllp', 'Asap2', 'Vamp1', 'Kitl', 'Il33', 'Xylt2', 'Nrip3', 'Onecut2', 'Nrip2', 'Nsmf', 'Prkch', 'Hipk2']"
5,19,"['Lmo4', 'Kcnv1', 'Baiap2', 'Ppp3r1', 'Sst', 'Cox8a', 'Gria2', 'Tspan7', 'Ttc9b', 'Pld3', 'Lingo1', 'Serpini1', 'Khdrbs3', 'Phactr1', 'Fbxl16', 'Ngef', 'Scn2a', 'Ptn', 'Nptx1']"
6,28,"['Sparc', 'Slc6a11', 'Slc17a6', 'Nap1l5', 'Agt', 'Peg3', 'Calb2', 'Plcb4', 'Slc4a4', 'Spock3', 'Ndrg2', 'Kcnj10', 'Ptpn4', 'Meg3', 'Serpine2', 'Selenop', 'Plekhg1', 'Zfhx4', 'Peg10', 'Itih3', 'Mpp6', 'Rab3c', 'Ngb', 'Gprasp2', 'Gm12896', 'Fam212a', 'Abat', 'Ptprz1']"
7,65,"['Pgrmc1', 'Gm28661', 'Nnat', 'Tmem256', 'Gm13341', 'Hpcal1', 'Gnas', 'mt-Co2', 'Gap43', 'Ptgds', 'mt-Nd3', 'Gm28437', 'Gm28438', 'Mgp', 'Marcks', 'Pcdh8', 'Htr2c', 'Ly6h', 'Gm23134', 'Rpl8', 'Gpr101', 'Wdr6', 'Rpl15', 'mt-Cytb', 'Rps16-ps2', 'Calb1', 'Ndufa6', 'Marcksl1', 'Pcbd1', 'Rplp1', 'Hap1', 'Rps23', 'Gm14586', 'Gm10073', 'Pnmal2', 'Cd59a', 'Pop5', 'Vamp8', 'Emb', 'Rps9', 'Gm11478', 'Nedd4', 'Gm11942', 'Esr1', 'Arhgap6', 'Rpsa', 'Gabra2', 'Gm5905', 'Gm17511', 'Arpc1b', 'RP24-142I9.2', 'Dus2', 'Sdhb', 'Kansl3', 'Mrap2', 'Bhlhb9', 'Sumo1', 'Cacna2d1', 'Gabarap', 'Ehbp1l1', 'Uqcrh', 'Tspo', 'Prlr', 'Suox', 'Rps8-ps4']"
8,19,"['Supt7l', 'Sez6', 'Lrrc17', 'Fth1', 'Mt3', 'Aldoa', 'Aplp1', '2810433D01Rik', 'Pcsk1n', 'Eef1a2', 'Snrpn', 'Pip5k1a', 'Gm15728', 'Sncb', 'Calm3', 'Hspa8', 'Dlgap3', 'Gm8355', 'Sept7']"
9,25,"['Vsnl1', 'Stac2', 'Atp2b2', 'Sorl1', 'Dgkz', 'Diras2', 'Kif5a', 'Pip5k1c', 'Gabra1', 'Actb', 'Chgb', 'Asap1', 'Strn4', 'Mapk10', 'Dusp3', 'Osbpl1a', 'Neurod6', '1700020I14Rik', 'Mgll', 'Fxyd7', '9130024F11Rik', 'Camta2', 'Sytl2', 'Pou6f1', 'Tmem178']"
10,67,"['Ahi1', '6330403K07Rik', 'Zcchc12', 'Scg2', 'Ndn', 'Glra3', 'Resp18', 'Dlk1', 'Gaa', 'Tmem255a', 'Tspyl4', 'Impact', 'Pitx2', 'Tmx4', 'Crim1', 'Tac1', 'AW551984', 'Zfas1', 'Gabrg1', 'Zwint', 'Rpl22l1', 'Nxph1', 'Rpl19', 'mt-Nd6', 'Gm26716', 'Canx', 'Ostc', 'Rpsa-ps2', 'Irs4', 'Disp2', 'Gpx3', 'Efnb3', 'Cops3', 'Nts', 'Nipsnap3b', 'Tmem130', 'Arxes2', 'Npy2r', 'Grik2', 'Phactr2', 'Gm14323', 'Gm3488', 'Rps23-ps1', 'Med28', 'Dzank1', 'Maged1', 'Eif4a2', 'Rgs10', 'Rpl26', 'Rpl6l', 'Ecel1', 'Prrc2a', 'Mpc2', 'Drg1', 'Gprasp1', 'Gm10689', 'Rpl6', 'Itgb8', 'Arhgap36', 'Hdac11', 'Kars', 'Glud1', 'Spsb4', '2210013O21Rik', 'Tmed4', 'Rps12-ps4', 'Podxl2']"
