"cluster","#genes","genes"
"1","129","Cnp, Cryab, Fth1, Mbp, Plp1, Mobp, Cldn11, Mal, Gatm, Qk, Plekhb1, Apod, Scd2, Car2, Myo6, Csrp1, Dbi, Qdpr, Clu, Trf, Tspan2, Lpar1, Gfap, Tubb4a, Ermn, Ndrg1, Il33, Myrf, Arhgef10, Aspa, Slain1, Bcas1, Fth-ps3, Gstm1, Cnn3, Pla2g16, Slc44a1, Apoe, Kif5a, Cst3, Mt1, Olig1, Gltp, Slc12a2, Tmcc3, Igsf11, Aplp1, Tmbim1, Cd9, Mag, Idh2, Mog, Lamp1, Pllp, Gpr37, Pkp4, Trim36, Rnf13, Pip4k2a, Phgdh, Litaf, Kif5b, Tmem88b, Erbin, Pacs2, Fa2h, Hsp90aa1, Ddr1, Sept4, Dync1li2, Mtmr2, Gng5, Phldb1, Tspan15, Npc1, Pbxip1, Fxyd1, Rhog, Hn1l, Jam3, Frmd8, Reep3, Dnajb2, Ttyh2, Prr18, Sgce, Gsn, Cd82, Sox10, Tmem98, 4930402H24Rik, Adi1, Ctss, Lrrc17, Ppp1r14a, Trim59, Vim, Aqp4, Gm12504, Mcam, Ugt8a, Gab1, Gjb1, Itpkb, Anln, 5430405H02Rik, Pea15a, Psat1, C4b, Sirt2, RP23-468J15.4, Sdc4, Plekhh1, Neat1, Pm20d1, Crkl, Tppp3, C1qa, Bpgm, Gm10051, Serpina3n, Sox2ot, Gm7901, Aldh6a1, Ppfibp2, Cers2, Apobec3, Spa17, Gjc3"
"2","69","Ift46, Gm20594, Gm26917, mt-Rnr1, mt-Rnr2, Gm42418, Mir6236, Lars2, Slc46a3, Rn18s-rs5, Mir6240, Gm15564, Fbn1, Kazald1, Lbx1, Rcan3, Fam212a, Gm24245, Phox2a, Gm12896, Sept5, BC001981, Gm24270, Map2, Mios, Malat1, AA474408, Apc, Gm23935, Gm12061, Luzp2, Gm43352, Cachd1, Gm7292, Gm1045, n-R5-8s1, Lrrc63, Gm37194, Purb, Slc1a2, Emilin2, Gm25911, Gm19582, Cd300a, Sigirr, Pten, Gpatch1, Vps13a, Dgkb, Tnrc6b, Gm24601, Pom121l2, Gm9517, Clasp1, Prex2, Gas2l3, Camk2d, Crlf1, 5730522E02Rik, E130116L18Rik, Arhgap5, Gm15739, Dlg2, Gm45884, Ncam2, Nov, Lypd1, Atp2b4, Jrk"
"3","59","Olfml3, Dbndd2, Ctsh, Adgrv1, Myoc, Vasp, Gm28439, Lrrn1, Gm9104, Nr2f1, Tmem169, P3h4, Serping1, Lrrc8a, Plxnb3, Gm10243, Gm14816, Rpl9-ps3, Thbd, RP23-136K21.4, Als2cl, Zdhhc7, Olfr1162, Pld1, Yy1, Ephb6, Gm45743, Hdac1, Limd1, Pex11a, Gm14541, Gm16297, Tob2, Ddn, Plin4, Slc24a4, D730003I15Rik, Tmbim4, Spata33, Rpl28-ps4, Dopey2, Saysd1, Tmem62, Rpsa-ps9, Tnk2, Pcdhb11, Fam173b, Prob1, Csnk2a1, 1700017B05Rik, Gm43669, Rida, Cfh, Gm12109, Plpp3, Unc93b1, Rictor, Hibadh, Gm17511"
"4","145","N4bp2l1, Pik3r4, Blvra, Vegfa, Slc25a51, Wdr54, Gm37494, Lst1, Gm6851, Gm15536, Svil, Tagln2, Gm15834, Tmem150b, D10Wsu102e, Ppia, Cmtr2, Crcp, Sigmar1, Gpr3, Tmem63a, Dtx2, Gapvd1, Adamts9, Exosc4, Gm15879, St6galnac4, Rps27a-ps1, Syndig1l, RP24-361I17.1, Dab1, Ap5s1, Il17re, Med19, Ublcp1, Pigx, Gm12655, Ppp2r5d, Trim11, Commd7, Gm20033, Chid1, Ncln, Rps11-ps2, Dhrs11, Timm8b, Gm7291, Appl2, Dusp3, Taf1, Frg1, Mxd1, Vstm2l, Inppl1, Slc40a1, Ush2a, Gm42845, Prrc2c, Copa, Rab33b, Cbx4, Rspry1, Mthfsd, Prpsap1, Pigh, Asnsd1, Mgme1, Edem3, Katnb1, Ntsr2, Gm12999, Ttc30b, RP23-82F10.5, Alg11, 1810034E14Rik, Ogfod1, Gm12322, Pcdhb20, Phb2, Gm15531, Abca1, Gm8062, Gm13889, Gm12543, Zfp729a, Nsun4, Ascc2, Galk2, Prkaa1, Zcchc12, Grhpr, Gm11673, Cyth1, Med8, Hmmr, Gm26690, Pms2, Gm11849, Thsd7b, Tbc1d4, Rngtt, Asb4, Magoh, Eif4ebp1, Foxd1, Eif3f, Gm10723, Gm44053, Vps39, Eno1b, Lonp1, Baz1b, Kctd9, Slc5a5, Casp3, Gbp4, Fut4, Arf2, AU041133, Rps11-ps4, Mtss1, Prkra, Ddit4l, Cebpd, Magi3, Rbms1, Snx4, Gatad2a, Dnaja3, Laptm5, Cldn5, Xdh, Gm3436, Ddx27, Zc3h10, Lamtor5, Gm15621, H2-T23, Ehhadh, Rpl19-ps11, Lhfpl3, Gm20657, Dhx15, Gm42829, Gbe1"
"5","55","Pcp4, Ptpn4, Cul4b, Rgs16, Shox2, Pcp4l1, Rab37, Patj, Cab39l, Rora, Plekhg1, Prkcd, Clmn, Plcb4, Grm1, Adarb1, Otx2, Enpp2, Cox8b, Kcnc2, Slc2a12, Scd3, Sowahc, Ogfrl1, Sptssb, Igf2, Pdp1, Eps8l2, Bod1l, Cplx1, Zic1, Kcnc1, Clic6, 1810041L15Rik, Zfp804a, Rgs4, Vav3, Sgpp2, Vamp1, Chrna3, Sept10, Nefh, Gm9522, Tnnt1, Prlr, Gm17259, Slitrk6, Fam184a, Fam63b, Gabra4, Cthrc1, Ttr, Amotl1, Sostdc1, Igfbp2"
"6","113","Fam175a, Tex261, Fam187b, Bysl, Rab30, Gm6274, Ap4m1, Nt5m, Pnpla2, Btaf1, Gstm6, Pcnx4, Abcg2, Nol9, Rps12-ps3, Msh5, Polr1b, Gm12110, Vmn2r-ps127, Oplah, S1pr3, Pxn, Mettl5, Pnp, Slc15a2, Cutc, Tcea3, Nedd9, Fbxo3, Uhrf1bp1, Gpatch2, Mlip, E2f8, Brd1, R3hcc1l, Arid2, Bbs4, Zfp369, Gm4960, Col7a1, Rrbp1, Ncoa4, Gm11512, Phf23, Nmral1, Extl1, Cdkn2d, Capn10, Fam227b, Fam149b, Telo2, Tnfaip3, Zfp748, Zdhhc4, Nim1k, Qsox1, Zfp142, Gm5513, Gm7626, Gm12987, Rorc, Rps19-ps7, Tmtc2, Zbtb8a, Tjp1, Erlec1, Grp, Ppp2r5e, 2610301B20Rik, Gm17139, mt-Tp, Scd1, Cpsf6, Nagk, Vps26a, Zfp961, Nupr1, Fn1, Fndc4, Ccnd2, Man2b2, Gm7027, Pask, Rmnd1, Snx19, Ttll11, Api5, Gm44898, Snx15, RP24-117K18.2, Mthfd2l, Gm37009, Josd1, Gm23061, Map2k2, Gm694, Ash2l, Hdac8, Fgl2, Htr3a, Samd1, Ftx, Olfr896-ps1, Slc25a40, Gm18943, Gm12286, 9030407P20Rik, Bloc1s4, Oxsm, Kat5, Gm16286, Eif4a3, Pcbd2"
"7","146","Sufu, Napepld, Atxn10, Robo1, Tm6sf1, Glmp, Stau2, Abtb1, Erbb3, Sall2, Itgb5, Mrps27, Map4k2, Prpf31, Zfp518b, Mboat7, Naa60, Il11ra1, Rabif, Sf3a3, Lrrfip2, Copg2, Sh3tc2, Slc2a3, Timmdc1, N4bp2, Eif4e3, Gm5124, Bmp2k, Tet1, Ppp4r3a, Zmym5, Phc3, Slc17a5, Ppp2r3c, Adgrf5, Gamt, Eln, Mtmr11, Irf9, Dok7, Adap1, RP24-189I2.4, Maea, Hsd17b12, Gm9061, Wipf1, Tspan4, Stx17, Gt(ROSA)26Sor, Gm13205, Rttn, Ankzf1, Mrps31, Slc16a10, Helq, Dusp15, Flii, RP24-406I15.3, Actr1a, Terf2ip, Ppp1r7, Gm6855, Snx21, Wdtc1, Shc3, Zcchc10, Rbm15b, Gm8526, Cdh4, Cryz, Msantd2, Tnfrsf10b, Eif3j2, Gm35040, Vip, Sprtn, Suox, Slco2b1, Rac1, Rxrg, Rassf6, Gng11, Lrrc4, Trak2, B3galt6, Rassf2, Elk4, Nt5c3b, Snapc5, Aff1, Cat, Abcf3, Nsd2, Tbrg4, Rgcc, Tex2, Pcolce2, Gm11450, Gm9457, Plek2, Zbtb44, Pin1rt1, Ptrf, Iqce, Gm43681, Snapin, Fgf9, Pcnx3, Zkscan1, Impact, Armc1, Kctd5, Rnf112, Klhl22, Zfp322a, Ccdc77, Rbm18, Prima1, Cast, RP24-365A12.1, Ifitm10, Mterf1a, 5330416C01Rik, Gabbr2, Kdm5c, Armc8, Zfp637, Gm14806, Insc, Gm11970, Fermt2, Gm12816, Gkap1, Glo1, Epc1, Gm16437, Nsfl1c, 2310069G16Rik, Smpd2, Itgb4, Nfasc, Larp4, Rgma, Eif3i, Efnb3"
"8","98","Fntb, Npas1, Gdap1l1, Stk26, Gm5135, Acat2, Ap5z1, Rnf114, Srgap1, Ddx59, Ptprn2, Kdr, Npl, Ergic2, Slc9a8, Flt1, Rap2c, Rnf6, Clock, Usp1, Mafb, Cnih4, Hinfp, S1pr2, Pitx2, Syvn1, Slc7a6, Carns1, Btbd6, Fbxl12, Adamts2, Six3, Tmem260, Gpr19, Igsf5, Rasgrp2, Myo7b, Jarid2, Pla2g4a, Ndc1, Gm18025, Zfp334, Gm26642, Lsg1, Srpk1, St3gal2, Rpl19, Rpl27-ps3, Rpl9-ps4, Arhgap22, Gad1, Atp8b2, Arhgap17, Grm3, Csmd1, Gm8358, Rps4l-ps, Ttc33, Pafah1b3, Cep83os, Kcnip1, 5330438D12Rik, Mvk, Mapk1ip1, Ak3, Rnf130, Etnk2, RP23-58D1.3, Rps12l1, Tmem129, Elac1, Gm13408, Gbp6, Tmem204, Scx, Thap4, Mphosph6, Ehd3, Akt1s1, Brd8, Tprn, Gm10282, Chodl, Usp20, Washc3, Nme6, Gcdh, Arhgdia, Kcnmb4os2, Ankrd13b, Usp3, Heyl, Slc44a2, Atg10, BC029722, Bptf, Tmem29, Gm9317"
"9","31","Gm33080, Rps6ka1, Znhit2, Amt, Csnk2a2, Mllt10, Nek9, Smim11, Dhrs13, Pitpnc1, Pwwp2a, Ugdh, Fdps, Gtf2f1, Cgrrf1, Rbm33, Bmpr1a, Tmem147, Glud1, Sorcs2, Parg, Rnft2, Mrpl24, Megf11, Hcn2, Osbpl3, Nrsn2, Pgap2, Gm5710, Lrrc7, Hebp1"
"10","68","Tmc7, Sumo3, Hs3st1, Ercc4, Scaf8, Aox4, Oxnad1, Rpgr, Tango6, Acy1, AC149090.1, Fam160a1, Immt, Gabrg3, Itga1, Maged2, Hmgcll1, Eps8, Suv39h2, Gm10778, Mrps30, Gm12630, Taf5l, Arhgef12, 6530402F18Rik, Gm8226, Acad12, Tbl1xr1, Gm14399, Abhd3, Cdk9, Atg13, Jrkl, Pgghg, Zscan25, Nphp4, Eps15, Gm15763, Ppox, Ddit3, Foxn4, Mga, Banp, Gm8523, Slc16a1, Cdk20, RP23-359K10.8, Gm4943, Zfp595, Igsf9, 6030458C11Rik, Adgrl4, Zfp971, Gm9143, Rbm6, Muc16, D430042O09Rik, Lclat1, Cbx7, 1810058I24Rik, Kazn, Ap1ar, Rtcb, Gm9493, Ssna1, Gon4l, Ttll13, Fos"
