"cluster","#genes","genes"
"1","61","Gene7545, Gene1324, Gene3263, Gene9498, Gene2386, Gene9927, Gene9649, Gene8302, Gene8216, Gene5441, Gene3194, Gene129, Gene6288, Gene3544, Gene1879, Gene7842, Gene8580, Gene6850, Gene3227, Gene7578, Gene3907, Gene3947, Gene65, Gene4561, Gene785, Gene3056, Gene9840, Gene278, Gene7476, Gene6220, Gene9389, Gene2756, Gene8960, Gene1036, Gene7444, Gene5114, Gene5921, Gene1120, Gene6416, Gene95, Gene2358, Gene8973, Gene7183, Gene6518, Gene3433, Gene4119, Gene4275, Gene9854, Gene9421, Gene4985, Gene4250, Gene8299, Gene3330, Gene8297, Gene7899, Gene675, Gene2740, Gene7076, Gene4818, Gene5245, Gene5431"
"2","166","Gene4320, Gene553, Gene6383, Gene6310, Gene9722, Gene5204, Gene2812, Gene3743, Gene9545, Gene8054, Gene4699, Gene543, Gene9627, Gene8810, Gene2937, Gene9692, Gene8716, Gene2072, Gene7391, Gene7927, Gene5490, Gene9112, Gene4684, Gene881, Gene7753, Gene3975, Gene9735, Gene3187, Gene1223, Gene3003, Gene4129, Gene5922, Gene2306, Gene2275, Gene5171, Gene3020, Gene1152, Gene7969, Gene2648, Gene7096, Gene1060, Gene7014, Gene5719, Gene6592, Gene4044, Gene4964, Gene3434, Gene4012, Gene2342, Gene9728, Gene7219, Gene9771, Gene9710, Gene313, Gene2284, Gene7989, Gene8536, Gene6171, Gene6934, Gene5614, Gene8575, Gene7636, Gene5099, Gene1947, Gene268, Gene9654, Gene214, Gene6654, Gene3554, Gene124, Gene5107, Gene9332, Gene4915, Gene5385, Gene7479, Gene6607, Gene2614, Gene4444, Gene8693, Gene5678, Gene291, Gene8676, Gene4375, Gene1717, Gene5237, Gene9075, Gene9885, Gene7966, Gene4354, Gene4597, Gene6848, Gene855, Gene3843, Gene8935, Gene8523, Gene5225, Gene8766, Gene6599, Gene7806, Gene2763, Gene7895, Gene5951, Gene5161, Gene5730, Gene2226, Gene2037, Gene3426, Gene3769, Gene2135, Gene2130, Gene9954, Gene8, Gene2701, Gene8900, Gene3804, Gene7253, Gene6185, Gene1613, Gene4552, Gene7347, Gene3840, Gene4656, Gene4666, Gene2569, Gene2506, Gene8966, Gene477, Gene2934, Gene6149, Gene5069, Gene2932, Gene5280, Gene5283, Gene6825, Gene6253, Gene2341, Gene5195, Gene7216, Gene8312, Gene1191, Gene6450, Gene4414, Gene8748, Gene3252, Gene6751, Gene8240, Gene9984, Gene1309, Gene9798, Gene7672, Gene7237, Gene3131, Gene5174, Gene8283, Gene6945, Gene1280, Gene8574, Gene3867, Gene753, Gene6939, Gene8271, Gene7567, Gene2148, Gene6271, Gene4179, Gene3103"
"3","116","Gene4082, Gene9430, Gene4839, Gene5196, Gene9220, Gene5374, Gene6741, Gene2315, Gene6976, Gene9042, Gene9181, Gene7459, Gene149, Gene1255, Gene739, Gene948, Gene3340, Gene4974, Gene1242, Gene6230, Gene5203, Gene8193, Gene5574, Gene4081, Gene9141, Gene7754, Gene4208, Gene2127, Gene5799, Gene7159, Gene7955, Gene4165, Gene2502, Gene8649, Gene1973, Gene4599, Gene482, Gene3238, Gene4462, Gene4994, Gene4513, Gene6812, Gene2256, Gene2669, Gene7304, Gene7908, Gene9234, Gene5948, Gene9701, Gene7646, Gene6041, Gene167, Gene3445, Gene5118, Gene7570, Gene6052, Gene4571, Gene2893, Gene467, Gene8350, Gene1306, Gene236, Gene6954, Gene2627, Gene2336, Gene6605, Gene6977, Gene9592, Gene171, Gene7179, Gene535, Gene221, Gene3172, Gene8408, Gene1318, Gene1508, Gene4018, Gene4536, Gene7370, Gene5916, Gene7577, Gene8244, Gene542, Gene6640, Gene2382, Gene7693, Gene8355, Gene258, Gene2220, Gene8236, Gene4093, Gene3450, Gene7441, Gene8482, Gene6239, Gene9786, Gene2751, Gene5875, Gene448, Gene3175, Gene6395, Gene8548, Gene4688, Gene6609, Gene7266, Gene7269, Gene2622, Gene4510, Gene8917, Gene3663, Gene2803, Gene319, Gene2166, Gene5766, Gene125, Gene1802"
"4","33","Gene6726, Gene1044, Gene8798, Gene2577, Gene919, Gene4551, Gene6561, Gene4617, Gene5501, Gene1846, Gene2426, Gene232, Gene8955, Gene2783, Gene7688, Gene1649, Gene6006, Gene1749, Gene3879, Gene5876, Gene1463, Gene5022, Gene9127, Gene4351, Gene3391, Gene5368, Gene5901, Gene862, Gene2295, Gene343, Gene3819, Gene172, Gene8734"
"5","75","Gene7182, Gene5768, Gene834, Gene1420, Gene2109, Gene4504, Gene6407, Gene3, Gene4334, Gene62, Gene9947, Gene2637, Gene5334, Gene4032, Gene3373, Gene7859, Gene9300, Gene7509, Gene6172, Gene8831, Gene5416, Gene3860, Gene5029, Gene4805, Gene3617, Gene9072, Gene279, Gene8144, Gene6255, Gene3742, Gene9731, Gene2083, Gene304, Gene3282, Gene2327, Gene6781, Gene8372, Gene1512, Gene4966, Gene3797, Gene9675, Gene609, Gene5454, Gene8132, Gene1553, Gene4920, Gene131, Gene7875, Gene3431, Gene3387, Gene4459, Gene8879, Gene7378, Gene8294, Gene117, Gene8568, Gene530, Gene7728, Gene1216, Gene5973, Gene9699, Gene989, Gene1715, Gene3783, Gene7638, Gene3371, Gene4482, Gene4028, Gene6522, Gene5219, Gene9779, Gene6419, Gene1938, Gene2625, Gene2991"
"6","46","Gene9326, Gene6420, Gene6138, Gene9443, Gene6849, Gene5750, Gene6795, Gene5622, Gene4593, Gene9873, Gene8776, Gene4496, Gene1246, Gene4516, Gene5255, Gene1287, Gene1763, Gene1106, Gene6868, Gene2801, Gene7429, Gene1949, Gene8090, Gene8013, Gene3132, Gene5434, Gene8407, Gene1344, Gene2989, Gene1852, Gene9814, Gene1625, Gene8880, Gene4362, Gene5795, Gene680, Gene4367, Gene265, Gene3332, Gene4436, Gene1445, Gene1935, Gene2790, Gene3565, Gene7607, Gene8228"
"7","36","Gene8760, Gene6275, Gene312, Gene9041, Gene2845, Gene1365, Gene6266, Gene67, Gene2167, Gene1611, Gene8850, Gene5191, Gene9820, Gene8230, Gene9367, Gene9353, Gene8057, Gene5050, Gene2649, Gene790, Gene7132, Gene4067, Gene2717, Gene2302, Gene2805, Gene5940, Gene6686, Gene7860, Gene3902, Gene201, Gene5046, Gene6805, Gene9800, Gene7312, Gene4670, Gene9406"
"8","39","Gene7235, Gene5049, Gene99, Gene6859, Gene8887, Gene3485, Gene8292, Gene7345, Gene7798, Gene2862, Gene1822, Gene4526, Gene731, Gene3660, Gene5896, Gene6181, Gene3416, Gene2859, Gene8837, Gene1484, Gene407, Gene8219, Gene8242, Gene6458, Gene6375, Gene2516, Gene8539, Gene2215, Gene1425, Gene9374, Gene1146, Gene4611, Gene4729, Gene3621, Gene3258, Gene1367, Gene2384, Gene2795, Gene6161"
"9","23","Gene5911, Gene1431, Gene2184, Gene9465, Gene2612, Gene3545, Gene3523, Gene1103, Gene9851, Gene1573, Gene6242, Gene835, Gene5895, Gene4440, Gene1346, Gene8342, Gene2026, Gene2935, Gene30, Gene5499, Gene5493, Gene5361, Gene614"
"10","39","Gene4336, Gene4378, Gene8165, Gene4196, Gene5194, Gene8074, Gene9523, Gene4192, Gene9468, Gene2388, Gene3716, Gene2248, Gene1519, Gene9558, Gene4132, Gene9883, Gene2961, Gene5771, Gene2601, Gene7019, Gene7938, Gene6040, Gene5018, Gene7340, Gene5131, Gene7191, Gene6875, Gene9450, Gene6290, Gene3488, Gene5424, Gene7328, Gene2123, Gene2683, Gene9521, Gene1885, Gene8594, Gene9348, Gene7453"
