"cluster","#genes","genes"
"1","44","Gene3818, Gene8550, Gene7424, Gene4254, Gene2212, Gene9985, Gene6543, Gene9927, Gene8655, Gene4515, Gene4087, Gene6649, Gene4985, Gene3432, Gene9538, Gene3986, Gene2900, Gene9032, Gene8906, Gene2320, Gene7802, Gene7290, Gene4236, Gene9482, Gene4488, Gene8673, Gene788, Gene9555, Gene5566, Gene3110, Gene6618, Gene3791, Gene5663, Gene3105, Gene3305, Gene1845, Gene7583, Gene3852, Gene4916, Gene2736, Gene6454, Gene2895, Gene8018, Gene6956"
"2","105","Gene8178, Gene8792, Gene9226, Gene2001, Gene7138, Gene7903, Gene4949, Gene5545, Gene3214, Gene8491, Gene4734, Gene8010, Gene2891, Gene388, Gene838, Gene3953, Gene4772, Gene7390, Gene5361, Gene7867, Gene5845, Gene735, Gene1571, Gene8532, Gene5993, Gene886, Gene1906, Gene5564, Gene4773, Gene9414, Gene9403, Gene8077, Gene2014, Gene8751, Gene3298, Gene381, Gene5843, Gene4448, Gene3403, Gene4832, Gene3192, Gene1933, Gene5651, Gene9653, Gene5648, Gene6282, Gene1441, Gene3532, Gene8191, Gene1331, Gene9510, Gene889, Gene7874, Gene4370, Gene1086, Gene5574, Gene212, Gene8470, Gene3576, Gene2834, Gene2280, Gene3285, Gene1700, Gene5375, Gene1107, Gene225, Gene6175, Gene5480, Gene8620, Gene8571, Gene9179, Gene228, Gene4045, Gene1245, Gene2133, Gene3659, Gene3912, Gene4393, Gene5165, Gene7906, Gene477, Gene8942, Gene1608, Gene5959, Gene4954, Gene8404, Gene3526, Gene6971, Gene7542, Gene9189, Gene7023, Gene7505, Gene3902, Gene3945, Gene6898, Gene6134, Gene7928, Gene5467, Gene3067, Gene9822, Gene968, Gene279, Gene9865, Gene7033, Gene6962"
"3","183","Gene6173, Gene8774, Gene6504, Gene8151, Gene4460, Gene5421, Gene7003, Gene5129, Gene8867, Gene3512, Gene1946, Gene5182, Gene433, Gene4913, Gene7198, Gene1339, Gene8235, Gene453, Gene7939, Gene5639, Gene7084, Gene8482, Gene2803, Gene2816, Gene8651, Gene2962, Gene397, Gene6477, Gene6362, Gene9504, Gene4346, Gene4481, Gene2649, Gene7831, Gene1144, Gene7353, Gene3589, Gene4455, Gene3098, Gene7224, Gene2246, Gene8212, Gene2312, Gene745, Gene2947, Gene4486, Gene2543, Gene6586, Gene297, Gene9784, Gene9789, Gene5609, Gene9494, Gene3482, Gene8103, Gene946, Gene7275, Gene2325, Gene3745, Gene602, Gene5924, Gene6003, Gene5262, Gene3960, Gene4688, Gene5546, Gene5535, Gene8071, Gene4584, Gene7507, Gene2632, Gene2719, Gene6356, Gene699, Gene7594, Gene3232, Gene6086, Gene9370, Gene8782, Gene1434, Gene9010, Gene1040, Gene9119, Gene7677, Gene6160, Gene3600, Gene6657, Gene6693, Gene6777, Gene5332, Gene5634, Gene3820, Gene4170, Gene8341, Gene103, Gene473, Gene417, Gene3690, Gene9665, Gene8800, Gene4736, Gene7634, Gene6142, Gene7184, Gene7152, Gene1780, Gene5834, Gene3151, Gene2631, Gene2000, Gene9910, Gene1911, Gene9817, Gene8134, Gene4893, Gene2788, Gene3149, Gene2533, Gene5264, Gene6295, Gene6262, Gene7303, Gene5933, Gene6033, Gene7, Gene9441, Gene4208, Gene6349, Gene8237, Gene8061, Gene7202, Gene5768, Gene882, Gene9468, Gene7922, Gene1122, Gene4600, Gene6118, Gene2521, Gene9775, Gene9518, Gene6390, Gene9338, Gene6682, Gene3500, Gene1787, Gene4174, Gene3493, Gene2567, Gene9439, Gene9493, Gene8551, Gene5981, Gene9984, Gene4815, Gene6981, Gene6315, Gene9326, Gene4838, Gene7590, Gene4206, Gene3043, Gene3836, Gene9378, Gene6881, Gene3666, Gene1280, Gene6684, Gene8159, Gene64, Gene9044, Gene670, Gene507, Gene4018, Gene4819, Gene2573, Gene9027, Gene4611, Gene3253, Gene7625, Gene172, Gene1354, Gene8840"
"4","36","Gene5457, Gene9426, Gene4212, Gene1643, Gene7738, Gene6061, Gene5469, Gene4126, Gene450, Gene6766, Gene9969, Gene3710, Gene5426, Gene3135, Gene8365, Gene749, Gene1353, Gene5549, Gene9833, Gene1977, Gene1255, Gene4472, Gene2626, Gene4116, Gene6548, Gene5454, Gene3786, Gene5529, Gene2549, Gene4881, Gene1616, Gene7659, Gene308, Gene7114, Gene173, Gene9740"
"5","33","Gene6422, Gene4259, Gene6577, Gene4763, Gene7689, Gene929, Gene1981, Gene1993, Gene1673, Gene673, Gene1765, Gene7636, Gene8771, Gene5947, Gene8334, Gene9498, Gene4938, Gene8230, Gene1799, Gene4602, Gene7249, Gene6679, Gene8371, Gene6070, Gene5866, Gene232, Gene3230, Gene6209, Gene4439, Gene4053, Gene8788, Gene490, Gene1768"
"6","28","Gene8257, Gene98, Gene5169, Gene2892, Gene2438, Gene9760, Gene4329, Gene2799, Gene2262, Gene9112, Gene9668, Gene9159, Gene5902, Gene6833, Gene9894, Gene4865, Gene8830, Gene6942, Gene8672, Gene4497, Gene3581, Gene8727, Gene7854, Gene5913, Gene3044, Gene4349, Gene2230, Gene5484"
"7","22","Gene8803, Gene1683, Gene3578, Gene5036, Gene1006, Gene3534, Gene7286, Gene7443, Gene1975, Gene4555, Gene9501, Gene8951, Gene9362, Gene7593, Gene2898, Gene4151, Gene1486, Gene6229, Gene254, Gene8199, Gene1433, Gene972"
"8","22","Gene6210, Gene5345, Gene6023, Gene4779, Gene4180, Gene5833, Gene5813, Gene6776, Gene3713, Gene1227, Gene1532, Gene6936, Gene7362, Gene6866, Gene8347, Gene1504, Gene9605, Gene2743, Gene9329, Gene8922, Gene3625, Gene4806"
"9","32","Gene6511, Gene2699, Gene9965, Gene2187, Gene4869, Gene1539, Gene9222, Gene6357, Gene1275, Gene4804, Gene7685, Gene5601, Gene6292, Gene5463, Gene7795, Gene6771, Gene8194, Gene2776, Gene5690, Gene729, Gene2893, Gene7472, Gene5525, Gene4812, Gene666, Gene4696, Gene1398, Gene5797, Gene2547, Gene4412, Gene2363, Gene7471"
"10","72","Gene5142, Gene5237, Gene7577, Gene2766, Gene9424, Gene8350, Gene8843, Gene9245, Gene7035, Gene6521, Gene2986, Gene5240, Gene2414, Gene3104, Gene9887, Gene6009, Gene328, Gene8742, Gene9679, Gene5181, Gene3022, Gene3609, Gene1287, Gene2071, Gene9558, Gene7986, Gene3237, Gene2796, Gene8503, Gene7044, Gene7096, Gene9415, Gene8858, Gene5474, Gene2943, Gene2651, Gene8294, Gene8206, Gene5669, Gene4750, Gene4848, Gene115, Gene2224, Gene359, Gene8121, Gene587, Gene2109, Gene6627, Gene606, Gene7807, Gene8887, Gene1018, Gene7459, Gene5064, Gene3760, Gene2336, Gene9033, Gene214, Gene7499, Gene7468, Gene6923, Gene6958, Gene7887, Gene540, Gene5511, Gene3950, Gene27, Gene3904, Gene618, Gene596, Gene1572, Gene7498"
"11","43","Gene9254, Gene8143, Gene1151, Gene3383, Gene4324, Gene731, Gene6308, Gene6819, Gene5754, Gene1074, Gene9855, Gene9967, Gene8517, Gene692, Gene7121, Gene5135, Gene6624, Gene3863, Gene1454, Gene7585, Gene9956, Gene1097, Gene5452, Gene2168, Gene9107, Gene6420, Gene2689, Gene316, Gene9612, Gene995, Gene2999, Gene6317, Gene4970, Gene3303, Gene2295, Gene5258, Gene8711, Gene4015, Gene6326, Gene3885, Gene5592, Gene6333, Gene7619"
