,#genes,genes
1,214,"['Gene553', 'Gene4320', 'Gene6310', 'Gene9545', 'Gene6383', 'Gene9722', 'Gene8054', 'Gene2812', 'Gene5204', 'Gene2342', 'Gene3975', 'Gene8810', 'Gene9627', 'Gene3743', 'Gene3003', 'Gene2937', 'Gene4699', 'Gene9692', 'Gene543', 'Gene2072', 'Gene4012', 'Gene5490', 'Gene8716', 'Gene3020', 'Gene7927', 'Gene4684', 'Gene7391', 'Gene5719', 'Gene7989', 'Gene3187', 'Gene9112', 'Gene6934', 'Gene1223', 'Gene2284', 'Gene9735', 'Gene2648', 'Gene7753', 'Gene5171', 'Gene5385', 'Gene881', 'Gene4044', 'Gene2275', 'Gene7969', 'Gene2130', 'Gene4129', 'Gene5922', 'Gene6592', 'Gene1152', 'Gene7096', 'Gene2306', 'Gene9654', 'Gene4964', 'Gene7014', 'Gene1060', 'Gene9728', 'Gene313', 'Gene6171', 'Gene1947', 'Gene9710', 'Gene9771', 'Gene7219', 'Gene5951', 'Gene8575', 'Gene8536', 'Gene3434', 'Gene7479', 'Gene5614', 'Gene7636', 'Gene124', 'Gene7966', 'Gene214', 'Gene8676', 'Gene8693', 'Gene3804', 'Gene3769', 'Gene5107', 'Gene5099', 'Gene7806', 'Gene5678', 'Gene4597', 'Gene9075', 'Gene3843', 'Gene8523', 'Gene4444', 'Gene2763', 'Gene291', 'Gene5237', 'Gene4354', 'Gene4915', 'Gene9332', 'Gene268', 'Gene6599', 'Gene6654', 'Gene6607', 'Gene6848', 'Gene2135', 'Gene9885', 'Gene5730', 'Gene4552', 'Gene8900', 'Gene8766', 'Gene4375', 'Gene2037', 'Gene855', 'Gene2226', 'Gene8935', 'Gene2614', 'Gene8181', 'Gene3188', 'Gene5280', 'Gene7253', 'Gene3840', 'Gene2701', 'Gene1717', 'Gene2341', 'Gene7895', 'Gene6939', 'Gene3554', 'Gene9954', 'Gene6253', 'Gene6825', 'Gene5161', 'Gene4656', 'Gene2569', 'Gene6185', 'Gene2506', 'Gene2244', 'Gene4666', 'Gene8', 'Gene8574', 'Gene2934', 'Gene6450', 'Gene2915', 'Gene1613', 'Gene3252', 'Gene7347', 'Gene8748', 'Gene8966', 'Gene8312', 'Gene3131', 'Gene7237', 'Gene7672', 'Gene7567', 'Gene753', 'Gene5174', 'Gene5069', 'Gene6751', 'Gene1830', 'Gene1191', 'Gene9694', 'Gene4414', 'Gene4298', 'Gene9984', 'Gene8271', 'Gene1309', 'Gene5130', 'Gene3867', 'Gene6271', 'Gene4097', 'Gene8024', 'Gene3591', 'Gene5060', 'Gene7107', 'Gene8117', 'Gene6690', 'Gene681', 'Gene1280', 'Gene945', 'Gene6534', 'Gene1971', 'Gene7642', 'Gene6992', 'Gene2538', 'Gene6063', 'Gene3162', 'Gene6824', 'Gene2148', 'Gene5536', 'Gene9004', 'Gene3193', 'Gene8561', 'Gene4162', 'Gene9561', 'Gene8386', 'Gene2221', 'Gene2272', 'Gene8972', 'Gene4607', 'Gene3035', 'Gene3594', 'Gene6081', 'Gene2697', 'Gene7161', 'Gene9856', 'Gene9765', 'Gene9448', 'Gene9269', 'Gene531', 'Gene1872', 'Gene556', 'Gene704', 'Gene8839', 'Gene9210', 'Gene9906', 'Gene3255', 'Gene2771', 'Gene7448', 'Gene9138', 'Gene7500', 'Gene9596', 'Gene1601', 'Gene776', 'Gene8920', 'Gene3780']"
2,67,"['Gene1255', 'Gene3340', 'Gene9181', 'Gene6741', 'Gene5799', 'Gene9042', 'Gene6976', 'Gene7459', 'Gene7304', 'Gene5196', 'Gene171', 'Gene6230', 'Gene9430', 'Gene5374', 'Gene948', 'Gene6052', 'Gene2315', 'Gene1973', 'Gene149', 'Gene8649', 'Gene4571', 'Gene9141', 'Gene9701', 'Gene4208', 'Gene7955', 'Gene2502', 'Gene3445', 'Gene7159', 'Gene5203', 'Gene9234', 'Gene4081', 'Gene2127', 'Gene7754', 'Gene7179', 'Gene4165', 'Gene4599', 'Gene482', 'Gene4462', 'Gene7570', 'Gene3238', 'Gene6933', 'Gene6812', 'Gene2669', 'Gene6239', 'Gene4994', 'Gene2256', 'Gene5948', 'Gene7908', 'Gene236', 'Gene1318', 'Gene467', 'Gene9592', 'Gene2336', 'Gene167', 'Gene6041', 'Gene6977', 'Gene6954', 'Gene1306', 'Gene3172', 'Gene5875', 'Gene7577', 'Gene2627', 'Gene8408', 'Gene258', 'Gene6640', 'Gene8244', 'Gene8236']"
3,378,"['Gene7545', 'Gene9649', 'Gene9498', 'Gene3194', 'Gene9927', 'Gene5441', 'Gene9389', 'Gene3263', 'Gene1324', 'Gene8302', 'Gene2386', 'Gene6220', 'Gene8216', 'Gene129', 'Gene7842', 'Gene3056', 'Gene6074', 'Gene6850', 'Gene4256', 'Gene3544', 'Gene3227', 'Gene8973', 'Gene8297', 'Gene1879', 'Gene7578', 'Gene5114', 'Gene6288', 'Gene250', 'Gene8580', 'Gene785', 'Gene3907', 'Gene65', 'Gene7476', 'Gene4985', 'Gene5628', 'Gene3947', 'Gene7183', 'Gene2756', 'Gene8599', 'Gene6518', 'Gene3308', 'Gene8960', 'Gene3337', 'Gene278', 'Gene1120', 'Gene5921', 'Gene2740', 'Gene95', 'Gene4561', 'Gene7076', 'Gene9840', 'Gene8299', 'Gene3433', 'Gene7444', 'Gene5454', 'Gene3330', 'Gene6416', 'Gene4119', 'Gene1036', 'Gene6086', 'Gene5431', 'Gene2214', 'Gene6531', 'Gene8360', 'Gene2589', 'Gene5728', 'Gene4818', 'Gene7899', 'Gene3583', 'Gene6545', 'Gene4250', 'Gene9039', 'Gene1460', 'Gene8780', 'Gene2610', 'Gene1886', 'Gene5148', 'Gene5924', 'Gene8102', 'Gene5970', 'Gene2514', 'Gene1471', 'Gene9083', 'Gene8870', 'Gene6470', 'Gene3514', 'Gene4301', 'Gene647', 'Gene6105', 'Gene8816', 'Gene9686', 'Gene6100', 'Gene4262', 'Gene4951', 'Gene6568', 'Gene5366', 'Gene3106', 'Gene4920', 'Gene4509', 'Gene6014', 'Gene1401', 'Gene1553', 'Gene5689', 'Gene4395', 'Gene9146', 'Gene6616', 'Gene2424', 'Gene5189', 'Gene864', 'Gene719', 'Gene540', 'Gene5968', 'Gene1091', 'Gene9230', 'Gene4254', 'Gene7588', 'Gene8029', 'Gene9285', 'Gene2995', 'Gene3674', 'Gene1312', 'Gene937', 'Gene9225', 'Gene2864', 'Gene276', 'Gene3021', 'Gene494', 'Gene8537', 'Gene3351', 'Gene7954', 'Gene9836', 'Gene5155', 'Gene5215', 'Gene5072', 'Gene3057', 'Gene7080', 'Gene5848', 'Gene2770', 'Gene4286', 'Gene2508', 'Gene3217', 'Gene6876', 'Gene2132', 'Gene8835', 'Gene1272', 'Gene6623', 'Gene5832', 'Gene2269', 'Gene128', 'Gene6204', 'Gene7623', 'Gene9133', 'Gene5298', 'Gene3642', 'Gene910', 'Gene8399', 'Gene9707', 'Gene8923', 'Gene1779', 'Gene1943', 'Gene6453', 'Gene7998', 'Gene9957', 'Gene1686', 'Gene6240', 'Gene5183', 'Gene6195', 'Gene222', 'Gene9904', 'Gene9571', 'Gene432', 'Gene390', 'Gene2175', 'Gene2108', 'Gene9987', 'Gene1540', 'Gene72', 'Gene5716', 'Gene8602', 'Gene8832', 'Gene4394', 'Gene3855', 'Gene8919', 'Gene1980', 'Gene9378', 'Gene5446', 'Gene9366', 'Gene1960', 'Gene9634', 'Gene2414', 'Gene1454', 'Gene1757', 'Gene7677', 'Gene4429', 'Gene5814', 'Gene5289', 'Gene8981', 'Gene3683', 'Gene7991', 'Gene5604', 'Gene6520', 'Gene1801', 'Gene9655', 'Gene758', 'Gene5463', 'Gene3270', 'Gene3643', 'Gene6423', 'Gene7442', 'Gene8736', 'Gene9857', 'Gene3731', 'Gene686', 'Gene8621', 'Gene4698', 'Gene8834', 'Gene7715', 'Gene869', 'Gene9758', 'Gene819', 'Gene9455', 'Gene7866', 'Gene2459', 'Gene3208', 'Gene9212', 'Gene8665', 'Gene7239', 'Gene7601', 'Gene2578', 'Gene3719', 'Gene7005', 'Gene2645', 'Gene1561', 'Gene4490', 'Gene9179', 'Gene8225', 'Gene8677', 'Gene2643', 'Gene4325', 'Gene7153', 'Gene9305', 'Gene8334', 'Gene2307', 'Gene3331', 'Gene5686', 'Gene5737', 'Gene5108', 'Gene7077', 'Gene9933', 'Gene5932', 'Gene1578', 'Gene4996', 'Gene4172', 'Gene3184', 'Gene5186', 'Gene6916', 'Gene1256', 'Gene2671', 'Gene9286', 'Gene1199', 'Gene9549', 'Gene7', 'Gene9640', 'Gene7573', 'Gene4363', 'Gene1188', 'Gene3587', 'Gene5518', 'Gene3577', 'Gene6746', 'Gene229', 'Gene2345', 'Gene9158', 'Gene9061', 'Gene7641', 'Gene3910', 'Gene990', 'Gene7738', 'Gene620', 'Gene6656', 'Gene7718', 'Gene9265', 'Gene91', 'Gene8576', 'Gene9780', 'Gene7484', 'Gene9537', 'Gene9038', 'Gene4015', 'Gene7127', 'Gene5993', 'Gene7976', 'Gene182', 'Gene8634', 'Gene3494', 'Gene2153', 'Gene6793', 'Gene6735', 'Gene7130', 'Gene9599', 'Gene3969', 'Gene2032', 'Gene1300', 'Gene4579', 'Gene5509', 'Gene4215', 'Gene728', 'Gene2536', 'Gene7467', 'Gene2998', 'Gene455', 'Gene3157', 'Gene9278', 'Gene8004', 'Gene5258', 'Gene554', 'Gene6270', 'Gene9149', 'Gene360', 'Gene2404', 'Gene7696', 'Gene594', 'Gene381', 'Gene4103', 'Gene1582', 'Gene6755', 'Gene8398', 'Gene7070', 'Gene3036', 'Gene2289', 'Gene5725', 'Gene621', 'Gene7774', 'Gene5723', 'Gene8218', 'Gene768', 'Gene9550', 'Gene2741', 'Gene6353', 'Gene5129', 'Gene7658', 'Gene4824', 'Gene4738', 'Gene486', 'Gene7433', 'Gene7862', 'Gene5884', 'Gene8865', 'Gene8093', 'Gene1679', 'Gene2119', 'Gene4777', 'Gene8529', 'Gene8194', 'Gene5058', 'Gene9186', 'Gene8520', 'Gene1592', 'Gene8156', 'Gene6400', 'Gene6799', 'Gene7403', 'Gene3245', 'Gene6178', 'Gene8420', 'Gene3960', 'Gene7864', 'Gene634', 'Gene1222', 'Gene6679', 'Gene2954', 'Gene8014', 'Gene8017', 'Gene83', 'Gene1998', 'Gene5277', 'Gene4019', 'Gene2629']"
4,105,"['Gene1749', 'Gene1797', 'Gene4688', 'Gene2577', 'Gene1044', 'Gene7064', 'Gene8954', 'Gene9421', 'Gene131', 'Gene8734', 'Gene303', 'Gene3762', 'Gene3069', 'Gene4285', 'Gene7138', 'Gene92', 'Gene5673', 'Gene7134', 'Gene5286', 'Gene5245', 'Gene3617', 'Gene8160', 'Gene834', 'Gene4459', 'Gene6060', 'Gene100', 'Gene8294', 'Gene2358', 'Gene3641', 'Gene8786', 'Gene7182', 'Gene6563', 'Gene5416', 'Gene8144', 'Gene3442', 'Gene7012', 'Gene5852', 'Gene960', 'Gene9072', 'Gene2592', 'Gene5901', 'Gene117', 'Gene3121', 'Gene6172', 'Gene4890', 'Gene7875', 'Gene6368', 'Gene4805', 'Gene4032', 'Gene2772', 'Gene8879', 'Gene7688', 'Gene3783', 'Gene894', 'Gene4575', 'Gene9719', 'Gene6961', 'Gene4663', 'Gene7589', 'Gene4482', 'Gene6948', 'Gene2991', 'Gene520', 'Gene6602', 'Gene3080', 'Gene8577', 'Gene6972', 'Gene6272', 'Gene8544', 'Gene9250', 'Gene5613', 'Gene478', 'Gene530', 'Gene9477', 'Gene6578', 'Gene6886', 'Gene223', 'Gene9779', 'Gene3510', 'Gene5850', 'Gene7093', 'Gene5276', 'Gene6419', 'Gene7721', 'Gene1533', 'Gene359', 'Gene8372', 'Gene5817', 'Gene7415', 'Gene393', 'Gene4028', 'Gene3211', 'Gene8568', 'Gene5869', 'Gene4380', 'Gene9874', 'Gene5926', 'Gene243', 'Gene1836', 'Gene1311', 'Gene5219', 'Gene8373', 'Gene5460', 'Gene6414', 'Gene5036']"
5,23,"['Gene4082', 'Gene1242', 'Gene4839', 'Gene8350', 'Gene4513', 'Gene9220', 'Gene739', 'Gene5574', 'Gene8193', 'Gene7646', 'Gene4974', 'Gene5118', 'Gene1508', 'Gene7441', 'Gene8355', 'Gene535', 'Gene4093', 'Gene6605', 'Gene2382', 'Gene4536', 'Gene542', 'Gene3450', 'Gene2220']"
6,312,"['Gene5283', 'Gene6561', 'Gene3572', 'Gene101', 'Gene2562', 'Gene9813', 'Gene4551', 'Gene9452', 'Gene232', 'Gene343', 'Gene2932', 'Gene477', 'Gene8823', 'Gene3426', 'Gene6011', 'Gene3869', 'Gene8807', 'Gene32', 'Gene9941', 'Gene7995', 'Gene4029', 'Gene862', 'Gene441', 'Gene2188', 'Gene5195', 'Gene4179', 'Gene348', 'Gene7216', 'Gene4784', 'Gene3103', 'Gene1463', 'Gene1206', 'Gene14', 'Gene8767', 'Gene208', 'Gene3125', 'Gene8283', 'Gene241', 'Gene1630', 'Gene7279', 'Gene9798', 'Gene8964', 'Gene5443', 'Gene8084', 'Gene5700', 'Gene3639', 'Gene555', 'Gene724', 'Gene8861', 'Gene3150', 'Gene6449', 'Gene600', 'Gene1289', 'Gene8433', 'Gene429', 'Gene6536', 'Gene5409', 'Gene4628', 'Gene1438', 'Gene4541', 'Gene3560', 'Gene5625', 'Gene1047', 'Gene2162', 'Gene8348', 'Gene9142', 'Gene7257', 'Gene2369', 'Gene8815', 'Gene7175', 'Gene969', 'Gene6439', 'Gene646', 'Gene5045', 'Gene2145', 'Gene8827', 'Gene2219', 'Gene9370', 'Gene6842', 'Gene5213', 'Gene2309', 'Gene5530', 'Gene9518', 'Gene4451', 'Gene2911', 'Gene3908', 'Gene5959', 'Gene3212', 'Gene2632', 'Gene2853', 'Gene7196', 'Gene9384', 'Gene288', 'Gene3314', 'Gene7469', 'Gene8559', 'Gene6306', 'Gene6867', 'Gene9496', 'Gene5288', 'Gene9401', 'Gene1688', 'Gene8382', 'Gene6682', 'Gene6377', 'Gene6978', 'Gene7537', 'Gene8197', 'Gene1727', 'Gene9347', 'Gene1257', 'Gene9569', 'Gene7820', 'Gene4247', 'Gene9104', 'Gene1073', 'Gene1534', 'Gene2734', 'Gene9604', 'Gene2413', 'Gene7760', 'Gene3864', 'Gene6193', 'Gene2081', 'Gene5337', 'Gene132', 'Gene1376', 'Gene9556', 'Gene8671', 'Gene2966', 'Gene8586', 'Gene9168', 'Gene1466', 'Gene9344', 'Gene7912', 'Gene8273', 'Gene9833', 'Gene6941', 'Gene2396', 'Gene4428', 'Gene8929', 'Gene7650', 'Gene747', 'Gene3527', 'Gene8206', 'Gene2903', 'Gene6056', 'Gene4418', 'Gene8282', 'Gene1910', 'Gene13', 'Gene564', 'Gene1462', 'Gene4214', 'Gene8792', 'Gene6208', 'Gene6210', 'Gene4549', 'Gene5593', 'Gene2985', 'Gene280', 'Gene6443', 'Gene3126', 'Gene7749', 'Gene1366', 'Gene8508', 'Gene6914', 'Gene3579', 'Gene6564', 'Gene612', 'Gene7621', 'Gene7716', 'Gene7410', 'Gene3516', 'Gene6051', 'Gene1543', 'Gene9217', 'Gene6902', 'Gene6595', 'Gene6958', 'Gene3889', 'Gene8149', 'Gene9449', 'Gene5484', 'Gene1946', 'Gene3206', 'Gene7157', 'Gene5759', 'Gene9319', 'Gene3166', 'Gene3251', 'Gene9130', 'Gene3727', 'Gene1774', 'Gene1587', 'Gene2620', 'Gene178', 'Gene5962', 'Gene5831', 'Gene2228', 'Gene427', 'Gene488', 'Gene8178', 'Gene4306', 'Gene3759', 'Gene1766', 'Gene8708', 'Gene7610', 'Gene1944', 'Gene422', 'Gene755', 'Gene7181', 'Gene3964', 'Gene9965', 'Gene4675', 'Gene3316', 'Gene5544', 'Gene1628', 'Gene5188', 'Gene5026', 'Gene2360', 'Gene615', 'Gene3525', 'Gene3905', 'Gene4891', 'Gene8280', 'Gene2773', 'Gene3865', 'Gene5535', 'Gene4970', 'Gene4780', 'Gene5167', 'Gene636', 'Gene1041', 'Gene3498', 'Gene4417', 'Gene9479', 'Gene1595', 'Gene8254', 'Gene684', 'Gene5978', 'Gene3781', 'Gene7878', 'Gene3060', 'Gene8379', 'Gene5214', 'Gene8375', 'Gene2696', 'Gene1132', 'Gene3233', 'Gene164', 'Gene4960', 'Gene7730', 'Gene7812', 'Gene3315', 'Gene8970', 'Gene8038', 'Gene9355', 'Gene6734', 'Gene9116', 'Gene5918', 'Gene453', 'Gene3336', 'Gene7044', 'Gene8893', 'Gene4211', 'Gene5862', 'Gene2137', 'Gene4305', 'Gene1156', 'Gene4756', 'Gene2886', 'Gene9753', 'Gene5611', 'Gene5694', 'Gene5348', 'Gene3574', 'Gene1623', 'Gene3289', 'Gene8638', 'Gene526', 'Gene3575', 'Gene7148', 'Gene1657', 'Gene2902', 'Gene9185', 'Gene5477', 'Gene6586', 'Gene286', 'Gene9241', 'Gene9514', 'Gene3081', 'Gene1672', 'Gene6973', 'Gene349', 'Gene5714', 'Gene2011', 'Gene5021', 'Gene412', 'Gene4131', 'Gene21', 'Gene797', 'Gene794', 'Gene4888', 'Gene4747', 'Gene7283', 'Gene6745', 'Gene9418', 'Gene3016', 'Gene3478', 'Gene2060', 'Gene3745']"
7,22,"['Gene2893', 'Gene3', 'Gene448', 'Gene4617', 'Gene9786', 'Gene7370', 'Gene1649', 'Gene8955', 'Gene6255', 'Gene9293', 'Gene4018', 'Gene3966', 'Gene4622', 'Gene6828', 'Gene8169', 'Gene6514', 'Gene7276', 'Gene8628', 'Gene5935', 'Gene2166', 'Gene2070', 'Gene6224']"
8,23,"['Gene3819', 'Gene8414', 'Gene3571', 'Gene5225', 'Gene2888', 'Gene8939', 'Gene4302', 'Gene3890', 'Gene6149', 'Gene8240', 'Gene713', 'Gene6661', 'Gene567', 'Gene2038', 'Gene9999', 'Gene1570', 'Gene2738', 'Gene6363', 'Gene6672', 'Gene1302', 'Gene4817', 'Gene1651', 'Gene9003']"
9,22,"['Gene2109', 'Gene9300', 'Gene3279', 'Gene2766', 'Gene4115', 'Gene9976', 'Gene9731', 'Gene5200', 'Gene1349', 'Gene6781', 'Gene3387', 'Gene3273', 'Gene2626', 'Gene3742', 'Gene9271', 'Gene474', 'Gene4271', 'Gene4966', 'Gene8831', 'Gene5522', 'Gene8270', 'Gene7378']"
10,33,"['Gene2457', 'Gene9065', 'Gene8538', 'Gene8449', 'Gene3441', 'Gene714', 'Gene4269', 'Gene2079', 'Gene527', 'Gene5105', 'Gene4239', 'Gene7203', 'Gene9764', 'Gene804', 'Gene4944', 'Gene9945', 'Gene4228', 'Gene4774', 'Gene1878', 'Gene3725', 'Gene5395', 'Gene6554', 'Gene954', 'Gene8517', 'Gene628', 'Gene6996', 'Gene8619', 'Gene629', 'Gene6481', 'Gene5278', 'Gene9956', 'Gene8138', 'Gene6228']"
