,#genes,genes
1,203,"['Gene553', 'Gene4320', 'Gene6310', 'Gene6383', 'Gene9545', 'Gene9722', 'Gene8054', 'Gene2812', 'Gene5204', 'Gene3975', 'Gene2342', 'Gene8810', 'Gene9627', 'Gene3743', 'Gene3003', 'Gene2937', 'Gene4699', 'Gene9692', 'Gene543', 'Gene2072', 'Gene4012', 'Gene8716', 'Gene5490', 'Gene3020', 'Gene4684', 'Gene7927', 'Gene7391', 'Gene7989', 'Gene5719', 'Gene3187', 'Gene9112', 'Gene6934', 'Gene9735', 'Gene2284', 'Gene1223', 'Gene2648', 'Gene7753', 'Gene5171', 'Gene881', 'Gene4129', 'Gene5385', 'Gene2130', 'Gene2275', 'Gene4044', 'Gene5922', 'Gene7969', 'Gene1152', 'Gene6592', 'Gene7096', 'Gene9654', 'Gene2306', 'Gene4964', 'Gene1060', 'Gene7014', 'Gene9728', 'Gene6171', 'Gene313', 'Gene1947', 'Gene9710', 'Gene7219', 'Gene9771', 'Gene5951', 'Gene8575', 'Gene8536', 'Gene7479', 'Gene3434', 'Gene5614', 'Gene124', 'Gene7966', 'Gene8693', 'Gene7636', 'Gene5107', 'Gene5099', 'Gene214', 'Gene3769', 'Gene7806', 'Gene3804', 'Gene9075', 'Gene5678', 'Gene4597', 'Gene8523', 'Gene4915', 'Gene268', 'Gene9332', 'Gene6654', 'Gene4444', 'Gene4354', 'Gene2763', 'Gene3843', 'Gene5237', 'Gene291', 'Gene6599', 'Gene6607', 'Gene9885', 'Gene6848', 'Gene2135', 'Gene5730', 'Gene4552', 'Gene2037', 'Gene8766', 'Gene855', 'Gene8900', 'Gene4375', 'Gene2226', 'Gene2614', 'Gene8935', 'Gene7895', 'Gene5280', 'Gene8181', 'Gene2701', 'Gene3840', 'Gene1717', 'Gene7253', 'Gene2341', 'Gene3554', 'Gene9954', 'Gene3188', 'Gene6253', 'Gene6939', 'Gene5161', 'Gene2569', 'Gene8', 'Gene6825', 'Gene6945', 'Gene6185', 'Gene2506', 'Gene4666', 'Gene8574', 'Gene2244', 'Gene2934', 'Gene2915', 'Gene4656', 'Gene7347', 'Gene6450', 'Gene3131', 'Gene8966', 'Gene8312', 'Gene1613', 'Gene8639', 'Gene3252', 'Gene7237', 'Gene5174', 'Gene1191', 'Gene9694', 'Gene6907', 'Gene7672', 'Gene6751', 'Gene9984', 'Gene8271', 'Gene4414', 'Gene3867', 'Gene5069', 'Gene5130', 'Gene9798', 'Gene1309', 'Gene4298', 'Gene5443', 'Gene6271', 'Gene6534', 'Gene7107', 'Gene4097', 'Gene6690', 'Gene8024', 'Gene8117', 'Gene9901', 'Gene3591', 'Gene5060', 'Gene681', 'Gene6992', 'Gene1971', 'Gene7642', 'Gene2538', 'Gene945', 'Gene5536', 'Gene8386', 'Gene3162', 'Gene4162', 'Gene6063', 'Gene9004', 'Gene2272', 'Gene6824', 'Gene8972', 'Gene2221', 'Gene3193', 'Gene9561', 'Gene6081', 'Gene4607', 'Gene3035', 'Gene3594', 'Gene9856', 'Gene9765', 'Gene9448', 'Gene7161', 'Gene556', 'Gene9210', 'Gene4396', 'Gene9269', 'Gene704', 'Gene531', 'Gene8839', 'Gene2771', 'Gene8920', 'Gene1872']"
2,58,"['Gene1255', 'Gene3340', 'Gene9181', 'Gene6741', 'Gene5799', 'Gene9042', 'Gene6976', 'Gene7459', 'Gene7304', 'Gene5196', 'Gene171', 'Gene9430', 'Gene6230', 'Gene5374', 'Gene948', 'Gene6052', 'Gene2315', 'Gene1973', 'Gene149', 'Gene4571', 'Gene8649', 'Gene9701', 'Gene7955', 'Gene9141', 'Gene4208', 'Gene2502', 'Gene3445', 'Gene5203', 'Gene7159', 'Gene9234', 'Gene4081', 'Gene7179', 'Gene2127', 'Gene7754', 'Gene4599', 'Gene4165', 'Gene482', 'Gene7570', 'Gene4462', 'Gene6933', 'Gene3238', 'Gene2669', 'Gene6239', 'Gene4994', 'Gene2256', 'Gene6812', 'Gene236', 'Gene1318', 'Gene467', 'Gene9592', 'Gene6977', 'Gene167', 'Gene6041', 'Gene2336', 'Gene6954', 'Gene1306', 'Gene2627', 'Gene7577']"
3,169,"['Gene7545', 'Gene9649', 'Gene9498', 'Gene3194', 'Gene9927', 'Gene5441', 'Gene9389', 'Gene3263', 'Gene1324', 'Gene8302', 'Gene2386', 'Gene6220', 'Gene8216', 'Gene129', 'Gene7842', 'Gene6074', 'Gene3056', 'Gene6850', 'Gene4256', 'Gene8973', 'Gene3544', 'Gene3227', 'Gene8297', 'Gene5114', 'Gene7578', 'Gene1879', 'Gene6288', 'Gene785', 'Gene8580', 'Gene3907', 'Gene65', 'Gene7476', 'Gene2358', 'Gene4985', 'Gene3947', 'Gene5628', 'Gene2756', 'Gene3442', 'Gene8599', 'Gene7183', 'Gene6518', 'Gene3337', 'Gene8960', 'Gene278', 'Gene1120', 'Gene3308', 'Gene2740', 'Gene5921', 'Gene95', 'Gene4561', 'Gene7076', 'Gene9840', 'Gene7444', 'Gene8299', 'Gene3433', 'Gene3330', 'Gene5454', 'Gene4119', 'Gene5431', 'Gene6416', 'Gene6086', 'Gene1036', 'Gene2214', 'Gene8360', 'Gene6531', 'Gene2589', 'Gene5728', 'Gene4818', 'Gene6545', 'Gene4250', 'Gene7899', 'Gene1460', 'Gene2610', 'Gene9039', 'Gene1886', 'Gene8780', 'Gene5148', 'Gene3583', 'Gene2514', 'Gene5924', 'Gene1471', 'Gene8102', 'Gene5970', 'Gene6470', 'Gene9083', 'Gene4301', 'Gene8870', 'Gene647', 'Gene3514', 'Gene8816', 'Gene6105', 'Gene9686', 'Gene6100', 'Gene4951', 'Gene4509', 'Gene6568', 'Gene5366', 'Gene4262', 'Gene4920', 'Gene3106', 'Gene6014', 'Gene1401', 'Gene1553', 'Gene9146', 'Gene5689', 'Gene2424', 'Gene6616', 'Gene5189', 'Gene4395', 'Gene5968', 'Gene540', 'Gene864', 'Gene1091', 'Gene719', 'Gene7093', 'Gene9230', 'Gene4254', 'Gene8029', 'Gene223', 'Gene9779', 'Gene3510', 'Gene5850', 'Gene9285', 'Gene1312', 'Gene3674', 'Gene7588', 'Gene2864', 'Gene3021', 'Gene9225', 'Gene2995', 'Gene276', 'Gene5215', 'Gene937', 'Gene3351', 'Gene7954', 'Gene8537', 'Gene494', 'Gene6876', 'Gene3217', 'Gene5155', 'Gene9836', 'Gene2508', 'Gene4286', 'Gene2770', 'Gene5848', 'Gene1272', 'Gene8835', 'Gene7623', 'Gene128', 'Gene2132', 'Gene5832', 'Gene8923', 'Gene910', 'Gene3642', 'Gene2269', 'Gene1779', 'Gene6204', 'Gene6453', 'Gene5298', 'Gene6195', 'Gene749', 'Gene5183', 'Gene9904', 'Gene1943', 'Gene432', 'Gene1757', 'Gene222', 'Gene8832', 'Gene9571']"
4,77,"['Gene1749', 'Gene1797', 'Gene4688', 'Gene2577', 'Gene1044', 'Gene8954', 'Gene7064', 'Gene9421', 'Gene131', 'Gene303', 'Gene8734', 'Gene3069', 'Gene3762', 'Gene4285', 'Gene7138', 'Gene92', 'Gene7134', 'Gene5673', 'Gene5286', 'Gene5245', 'Gene3617', 'Gene250', 'Gene8160', 'Gene4459', 'Gene6060', 'Gene100', 'Gene8294', 'Gene3641', 'Gene8786', 'Gene834', 'Gene6563', 'Gene7182', 'Gene5416', 'Gene8144', 'Gene960', 'Gene7012', 'Gene5852', 'Gene9072', 'Gene2637', 'Gene2592', 'Gene5901', 'Gene3121', 'Gene4890', 'Gene6172', 'Gene117', 'Gene7875', 'Gene4805', 'Gene6368', 'Gene2772', 'Gene4032', 'Gene8879', 'Gene7688', 'Gene3783', 'Gene894', 'Gene4575', 'Gene9719', 'Gene6961', 'Gene4482', 'Gene4663', 'Gene7589', 'Gene6948', 'Gene520', 'Gene6602', 'Gene9250', 'Gene6972', 'Gene3080', 'Gene2991', 'Gene8577', 'Gene5613', 'Gene6272', 'Gene8544', 'Gene478', 'Gene6578', 'Gene530', 'Gene6886', 'Gene9477', 'Gene6419']"
5,19,"['Gene4082', 'Gene1242', 'Gene8350', 'Gene4839', 'Gene4513', 'Gene9220', 'Gene739', 'Gene5574', 'Gene8193', 'Gene7646', 'Gene4974', 'Gene5118', 'Gene5948', 'Gene7908', 'Gene1508', 'Gene7441', 'Gene8355', 'Gene535', 'Gene4093']"
6,127,"['Gene5283', 'Gene6561', 'Gene3572', 'Gene101', 'Gene2562', 'Gene9813', 'Gene4551', 'Gene9452', 'Gene232', 'Gene477', 'Gene343', 'Gene8823', 'Gene3426', 'Gene8807', 'Gene32', 'Gene7995', 'Gene9941', 'Gene4029', 'Gene862', 'Gene441', 'Gene5195', 'Gene2188', 'Gene4179', 'Gene348', 'Gene7216', 'Gene4784', 'Gene1463', 'Gene1206', 'Gene14', 'Gene8283', 'Gene208', 'Gene8767', 'Gene3125', 'Gene241', 'Gene5022', 'Gene7279', 'Gene8964', 'Gene1630', 'Gene3639', 'Gene8084', 'Gene555', 'Gene8861', 'Gene714', 'Gene724', 'Gene5700', 'Gene5105', 'Gene6449', 'Gene1289', 'Gene600', 'Gene8433', 'Gene4628', 'Gene1438', 'Gene4541', 'Gene429', 'Gene4228', 'Gene6536', 'Gene5409', 'Gene3560', 'Gene1047', 'Gene5625', 'Gene2162', 'Gene7828', 'Gene9142', 'Gene7257', 'Gene2369', 'Gene8815', 'Gene3493', 'Gene969', 'Gene5045', 'Gene2145', 'Gene6439', 'Gene5213', 'Gene8827', 'Gene4451', 'Gene9370', 'Gene2309', 'Gene6842', 'Gene2219', 'Gene9518', 'Gene646', 'Gene5530', 'Gene2911', 'Gene2799', 'Gene3908', 'Gene9384', 'Gene7196', 'Gene3314', 'Gene3212', 'Gene2632', 'Gene7469', 'Gene6306', 'Gene288', 'Gene6867', 'Gene6682', 'Gene8559', 'Gene7537', 'Gene9401', 'Gene6978', 'Gene4247', 'Gene6377', 'Gene8197', 'Gene9347', 'Gene1257', 'Gene9496', 'Gene1727', 'Gene2413', 'Gene9604', 'Gene9344', 'Gene2081', 'Gene7760', 'Gene8586', 'Gene2966', 'Gene7820', 'Gene9556', 'Gene132', 'Gene8671', 'Gene9569', 'Gene3864', 'Gene2396', 'Gene3527', 'Gene1073', 'Gene9168', 'Gene7650', 'Gene6941', 'Gene5337', 'Gene564', 'Gene4428']"
7,26,"['Gene3175', 'Gene9849', 'Gene7269', 'Gene8482', 'Gene5916', 'Gene499', 'Gene4128', 'Gene8548', 'Gene319', 'Gene2622', 'Gene5766', 'Gene7726', 'Gene2957', 'Gene3663', 'Gene1693', 'Gene1446', 'Gene1721', 'Gene3281', 'Gene9331', 'Gene125', 'Gene3286', 'Gene4288', 'Gene7631', 'Gene2534', 'Gene3322', 'Gene8298']"
8,31,"['Gene3819', 'Gene8414', 'Gene3571', 'Gene5225', 'Gene2888', 'Gene8939', 'Gene8676', 'Gene4302', 'Gene3890', 'Gene6149', 'Gene8240', 'Gene713', 'Gene6661', 'Gene567', 'Gene753', 'Gene8748', 'Gene7567', 'Gene2038', 'Gene9999', 'Gene1570', 'Gene1280', 'Gene2738', 'Gene8561', 'Gene6672', 'Gene6363', 'Gene2148', 'Gene2697', 'Gene1302', 'Gene4817', 'Gene1651', 'Gene9003']"
9,23,"['Gene2893', 'Gene448', 'Gene3', 'Gene9786', 'Gene4617', 'Gene7370', 'Gene1649', 'Gene8955', 'Gene6255', 'Gene9293', 'Gene3966', 'Gene4018', 'Gene4622', 'Gene6828', 'Gene8169', 'Gene6514', 'Gene9976', 'Gene7276', 'Gene8628', 'Gene5935', 'Gene6224', 'Gene2070', 'Gene4706']"
10,26,"['Gene2457', 'Gene9065', 'Gene8538', 'Gene9674', 'Gene7266', 'Gene2079', 'Gene4239', 'Gene7203', 'Gene9764', 'Gene804', 'Gene8808', 'Gene9945', 'Gene4774', 'Gene3725', 'Gene6554', 'Gene954', 'Gene6996', 'Gene8517', 'Gene629', 'Gene8619', 'Gene6481', 'Gene5278', 'Gene2121', 'Gene4439', 'Gene8138', 'Gene9956']"
