"cluster","#genes","genes"
"26","28","Gene4460, Gene8482, Gene3209, Gene1144, Gene6728, Gene6032, Gene998, Gene3482, Gene1570, Gene2124, Gene9547, Gene9228, Gene5191, Gene6028, Gene897, Gene6717, Gene3270, Gene1628, Gene9817, Gene3257, Gene4819, Gene891, Gene2962, Gene4296, Gene621, Gene809, Gene4590, Gene790"
"18","21","Gene7138, Gene2001, Gene5993, Gene2891, Gene3871, Gene1107, Gene7936, Gene3298, Gene1162, Gene2768, Gene7144, Gene9717, Gene1054, Gene3496, Gene1677, Gene6686, Gene6134, Gene6979, Gene2647, Gene6243, Gene2279"
"1","257","Gene3818, Gene4938, Gene4515, Gene8550, Gene9772, Gene4254, Gene3986, Gene4272, Gene4236, Gene3215, Gene6618, Gene4488, Gene6543, Gene3432, Gene3791, Gene7991, Gene9232, Gene8673, Gene6649, Gene8655, Gene9803, Gene9556, Gene7871, Gene8756, Gene3633, Gene3334, Gene9115, Gene9985, Gene6640, Gene8018, Gene3749, Gene5566, Gene9032, Gene7070, Gene2900, Gene5325, Gene3622, Gene2212, Gene4268, Gene1981, Gene7159, Gene5657, Gene5301, Gene4008, Gene5848, Gene2417, Gene8179, Gene8493, Gene9942, Gene4972, Gene3905, Gene2117, Gene7453, Gene6408, Gene4816, Gene230, Gene1300, Gene9482, Gene4916, Gene3554, Gene8719, Gene1352, Gene8785, Gene425, Gene788, Gene1229, Gene3758, Gene8754, Gene1315, Gene4970, Gene3227, Gene8229, Gene6868, Gene9758, Gene1011, Gene4836, Gene4716, Gene1016, Gene7079, Gene9769, Gene2448, Gene78, Gene1980, Gene9538, Gene8360, Gene6135, Gene8779, Gene780, Gene4521, Gene2957, Gene2406, Gene3920, Gene1973, Gene6026, Gene6318, Gene8748, Gene2960, Gene3249, Gene584, Gene4151, Gene6155, Gene331, Gene4287, Gene6454, Gene5174, Gene3441, Gene8606, Gene6730, Gene3911, Gene6487, Gene5739, Gene4588, Gene3705, Gene8875, Gene8962, Gene3747, Gene6125, Gene5173, Gene9952, Gene5732, Gene1845, Gene9275, Gene2877, Gene4028, Gene561, Gene861, Gene7750, Gene8167, Gene3597, Gene6841, Gene8854, Gene925, Gene2156, Gene854, Gene3206, Gene7917, Gene3837, Gene4499, Gene53, Gene3790, Gene657, Gene8349, Gene7802, Gene2792, Gene1539, Gene3148, Gene6017, Gene6122, Gene7913, Gene6206, Gene8806, Gene1989, Gene3105, Gene4104, Gene5237, Gene9677, Gene4985, Gene7639, Gene2359, Gene161, Gene256, Gene875, Gene7943, Gene9048, Gene8583, Gene3110, Gene2682, Gene6951, Gene9096, Gene5155, Gene7290, Gene6209, Gene4755, Gene5341, Gene5145, Gene9357, Gene2326, Gene9252, Gene8688, Gene5797, Gene5010, Gene1627, Gene6381, Gene3213, Gene9466, Gene2173, Gene5169, Gene1586, Gene8706, Gene5718, Gene2610, Gene9937, Gene921, Gene2970, Gene4919, Gene4139, Gene5820, Gene1869, Gene4290, Gene3660, Gene4054, Gene9878, Gene7154, Gene1636, Gene4271, Gene3108, Gene3239, Gene776, Gene1635, Gene1449, Gene1173, Gene526, Gene6427, Gene5242, Gene8650, Gene1118, Gene312, Gene9592, Gene914, Gene9124, Gene6943, Gene4188, Gene5984, Gene1201, Gene870, Gene3088, Gene4110, Gene5787, Gene9405, Gene2151, Gene9863, Gene4086, Gene2226, Gene4727, Gene5117, Gene6930, Gene5895, Gene2197, Gene2777, Gene8742, Gene1174, Gene1557, Gene818, Gene9867, Gene7412, Gene9931, Gene2655, Gene6740, Gene6967, Gene5708, Gene4087, Gene3220, Gene2754, Gene4701, Gene6130, Gene2848, Gene5857"
"2","204","Gene9226, Gene5545, Gene8792, Gene8178, Gene7903, Gene8010, Gene3953, Gene7561, Gene7867, Gene4773, Gene5819, Gene735, Gene5361, Gene5651, Gene6282, Gene5845, Gene1524, Gene5375, Gene7874, Gene4949, Gene9414, Gene3793, Gene7390, Gene1511, Gene1441, Gene5564, Gene838, Gene381, Gene1240, Gene4448, Gene3461, Gene2014, Gene9403, Gene1113, Gene5648, Gene1275, Gene3214, Gene2186, Gene4309, Gene1608, Gene7856, Gene886, Gene2366, Gene6898, Gene3526, Gene3403, Gene9397, Gene1890, Gene2125, Gene7158, Gene1933, Gene2369, Gene6175, Gene2133, Gene889, Gene1086, Gene5891, Gene9653, Gene2280, Gene8129, Gene5843, Gene3601, Gene5153, Gene567, Gene8275, Gene4605, Gene8191, Gene8470, Gene8642, Gene7875, Gene9442, Gene9702, Gene2234, Gene3192, Gene8721, Gene7095, Gene1950, Gene4370, Gene5959, Gene5357, Gene3769, Gene9209, Gene6501, Gene7860, Gene7181, Gene1245, Gene3912, Gene1331, Gene9274, Gene287, Gene8620, Gene2343, Gene2306, Gene2794, Gene1913, Gene1270, Gene2045, Gene5219, Gene5574, Gene123, Gene6965, Gene5808, Gene6526, Gene8937, Gene9835, Gene388, Gene1996, Gene2834, Gene8811, Gene22, Gene1115, Gene2825, Gene407, Gene9510, Gene4107, Gene477, Gene624, Gene4840, Gene7102, Gene3412, Gene8305, Gene5779, Gene5467, Gene6645, Gene661, Gene3613, Gene5355, Gene9369, Gene9613, Gene6658, Gene9824, Gene8398, Gene9725, Gene8019, Gene416, Gene7420, Gene2099, Gene8801, Gene8311, Gene1807, Gene9176, Gene9462, Gene4578, Gene6997, Gene9766, Gene8355, Gene2010, Gene840, Gene8853, Gene5178, Gene2783, Gene3111, Gene8797, Gene3437, Gene3067, Gene6352, Gene6570, Gene702, Gene4868, Gene1690, Gene3659, Gene5561, Gene893, Gene279, Gene1405, Gene1082, Gene8404, Gene880, Gene4787, Gene9311, Gene6172, Gene1894, Gene8190, Gene6817, Gene9765, Gene2715, Gene9189, Gene7844, Gene3532, Gene4045, Gene8629, Gene4954, Gene9972, Gene5742, Gene2138, Gene7309, Gene8264, Gene8571, Gene6929, Gene8489, Gene6611, Gene1220, Gene9983, Gene5643, Gene949, Gene5193, Gene5366, Gene7701, Gene4159, Gene8739, Gene9957, Gene4742, Gene2267, Gene7716"
"8","42","Gene7003, Gene3512, Gene6504, Gene8551, Gene5421, Gene5182, Gene9415, Gene3589, Gene2816, Gene276, Gene6356, Gene8774, Gene9010, Gene8926, Gene2453, Gene3411, Gene7789, Gene3003, Gene9494, Gene3012, Gene4600, Gene9543, Gene297, Gene602, Gene4170, Gene9346, Gene368, Gene4913, Gene8075, Gene8501, Gene5834, Gene846, Gene7690, Gene2312, Gene6693, Gene6778, Gene64, Gene3896, Gene4174, Gene8071, Gene677, Gene4063"
"29","23","Gene433, Gene2803, Gene4763, Gene9420, Gene5348, Gene259, Gene4845, Gene6211, Gene5144, Gene5068, Gene2000, Gene7696, Gene6286, Gene7849, Gene8270, Gene7349, Gene7832, Gene9441, Gene7470, Gene6896, Gene3116, Gene1253, Gene9486"
"15","32","Gene1571, Gene8077, Gene6198, Gene7819, Gene3606, Gene7505, Gene4577, Gene434, Gene6370, Gene3170, Gene6755, Gene4529, Gene9586, Gene984, Gene2015, Gene4981, Gene6962, Gene2820, Gene2693, Gene6806, Gene7345, Gene225, Gene3930, Gene2526, Gene1507, Gene55, Gene2127, Gene9384, Gene9809, Gene9337, Gene5294, Gene3460"
"11","37","Gene4772, Gene8491, Gene7411, Gene4734, Gene5165, Gene3304, Gene5971, Gene6861, Gene1906, Gene8063, Gene1927, Gene3285, Gene3990, Gene2340, Gene8751, Gene228, Gene7033, Gene8780, Gene8222, Gene40, Gene7694, Gene1182, Gene1234, Gene7157, Gene9095, Gene1610, Gene4805, Gene2464, Gene7408, Gene8166, Gene5013, Gene196, Gene6751, Gene5749, Gene7906, Gene7004, Gene7471"
"3","134","Gene4452, Gene1765, Gene5983, Gene9582, Gene2309, Gene8351, Gene8586, Gene3180, Gene2172, Gene6748, Gene2491, Gene841, Gene258, Gene7524, Gene5605, Gene1481, Gene1543, Gene9348, Gene8230, Gene7315, Gene9144, Gene3582, Gene4019, Gene9042, Gene2210, Gene6766, Gene9813, Gene4006, Gene1421, Gene5150, Gene2266, Gene1382, Gene636, Gene7533, Gene5216, Gene7648, Gene5342, Gene6659, Gene7546, Gene5181, Gene42, Gene6552, Gene9998, Gene571, Gene8074, Gene5533, Gene5528, Gene3890, Gene8444, Gene6724, Gene4652, Gene3470, Gene8920, Gene2389, Gene4099, Gene732, Gene6577, Gene5997, Gene7182, Gene6599, Gene7630, Gene1971, Gene5611, Gene5608, Gene8446, Gene7456, Gene482, Gene3329, Gene6382, Gene1640, Gene4933, Gene7211, Gene4860, Gene3125, Gene2195, Gene5743, Gene1712, Gene7736, Gene459, Gene1525, Gene1050, Gene7526, Gene411, Gene3521, Gene109, Gene2595, Gene5286, Gene1177, Gene3373, Gene7608, Gene2331, Gene2276, Gene4361, Gene1183, Gene4785, Gene5785, Gene5947, Gene6215, Gene7429, Gene5696, Gene4065, Gene9198, Gene9692, Gene8954, Gene3007, Gene5146, Gene2890, Gene7378, Gene9389, Gene2190, Gene1754, Gene5511, Gene6809, Gene3376, Gene1735, Gene6820, Gene2202, Gene9707, Gene1534, Gene5904, Gene7985, Gene7951, Gene9341, Gene3238, Gene7303, Gene2729, Gene8788, Gene2625, Gene5028, Gene6731, Gene6626, Gene7166, Gene3805, Gene752"
"4","108","Gene6362, Gene3786, Gene4351, Gene1774, Gene8755, Gene3960, Gene9370, Gene7356, Gene5509, Gene3623, Gene5076, Gene6529, Gene939, Gene5770, Gene5792, Gene5639, Gene3754, Gene8159, Gene2874, Gene3584, Gene8557, Gene5324, Gene6752, Gene9659, Gene6492, Gene5890, Gene3620, Gene7873, Gene9868, Gene562, Gene1236, Gene9941, Gene7530, Gene4890, Gene626, Gene7028, Gene3859, Gene4455, Gene4323, Gene4000, Gene7928, Gene1044, Gene438, Gene2534, Gene1718, Gene6825, Gene3771, Gene2196, Gene6891, Gene4551, Gene6129, Gene3943, Gene2621, Gene7899, Gene2016, Gene3525, Gene2330, Gene1591, Gene7683, Gene1965, Gene8225, Gene9143, Gene7451, Gene1566, Gene9693, Gene5485, Gene7333, Gene1658, Gene1766, Gene8929, Gene3426, Gene4757, Gene1307, Gene5091, Gene822, Gene9821, Gene3810, Gene7653, Gene1308, Gene8840, Gene7344, Gene1438, Gene2229, Gene7274, Gene5699, Gene1286, Gene350, Gene4144, Gene4388, Gene8357, Gene9238, Gene1029, Gene2642, Gene1990, Gene4650, Gene2533, Gene7268, Gene2390, Gene1698, Gene4344, Gene3856, Gene5951, Gene8820, Gene6254, Gene4431, Gene6093, Gene9271, Gene2885"
