,#genes,genes
1,96,"['Nrgn', 'Prkcb', 'Camk2n1', 'Mef2c', 'Olfm1', 'Gpm6a', 'Psd', 'Cck', 'Ppp3ca', 'Zfp365', 'Itpr1', 'Atp1a1', 'Sv2b', 'Slc17a7', 'R3hdm1', 'Calm2', 'Lamp5', 'Homer1', 'Arf3', 'Syt1', '3110035E14Rik', 'Egr1', 'Calm1', 'Basp1', 'Gm24447', 'Dlgap1', 'Camkk2', '1110008P14Rik', 'Dkk3', 'Satb2', 'Arpp19', 'Kalrn', 'Dgkz', 'Atp2b1', 'Clstn1', 'Dclk1', 'Gria2', 'Efhd2', 'Ppp3r1', 'Cap2', 'Lmo4', 'Chgb', 'Tcf4', 'Gm26035', 'Tspan7', 'Arhgap32', 'Ier5', 'Cyfip2', 'Adgrb2', 'Fbxw7', 'Ube2ql1', 'Nptn', 'Tbr1', 'Cnksr2', 'Nlk', 'Sptbn2', 'Mpped1', 'Cadm2', 'Kcnh7', 'Tmem178', 'Nrn1', 'Prkce', 'Grin2a', 'Frrs1l', 'Hivep2', 'Stx1a', 'Epn1', 'Rbfox1', 'Rock2', 'Sirpa', 'Anks1b', 'Gpr26', 'Plk2', 'Atp1b1', 'Neurod6', 'Gas7', 'Chst1', 'Tmsb4x', 'Rasgrp1', 'Rab6b', 'Kctd1', 'Satb1', 'Akap5', 'Gm11549', 'Fam212b', 'Pip5k1c', 'Epop', 'Camkv', 'Sprn', 'Cacnb3', 'Kcnb1', 'Celf2', '9430020K01Rik', 'Pantr1', 'Rgs4', 'Pgbd5']"
2,34,"['Sparc', 'Tcf7l2', 'Slc6a11', 'Nap1l5', 'Mbp', 'Sparcl1', 'Plp1', 'Ndrg2', 'Agt', 'Selenop', 'Mobp', 'Cnp', 'Aldoc', 'Atp1a2', 'Gatm', 'Scd2', 'Vamp1', 'Apod', 'Qk', 'Qdpr', 'Ermn', 'Serpine2', 'Rbms3', 'Eef2', 'Zfhx3', 'Peg3', 'Tulp4', 'Aldh1a1', 'Kcnj10', 'Unc13c', 'Slc17a6', 'Itih3', 'Scd1', 'Abat']"
3,17,"['Hpcal4', 'Rn7s1', 'Rtn1', 'Gm26461', 'Snca', 'Enc1', 'Nptxr', 'Fbxl16', 'Ddn', 'Nov', 'Rn7s2', 'Arpp21', 'Psd3', 'Mapk1', 'Sipa1l1', 'Baiap2', 'Fam81a']"
4,22,"['Spock3', 'Bcas1', 'Pacs2', 'Tmem229a', 'S100b', 'Pde8a', 'Klhl13', 'Ndrg1', 'Nacc2', 'Il33', 'Mal', 'Slc4a4', 'Clic4', 'Zfhx4', 'Edil3', 'Ntng1', 'Gprc5b', 'Amotl1', 'Sox2ot', 'Slc6a9', 'Car2', 'Olig1']"
5,16,"['Chn1', 'Gda', 'Cplx2', 'Ptk2b', 'Mal2', 'Gria3', 'Ncald', 'Rasgef1a', 'Celf5', 'Fam19a1', 'Plcb1', 'Fam49a', 'Gm23624', 'Agap2', 'Nptx1', 'Pde1a']"
6,37,"['Adcy1', 'Snap25', 'Dnm1', 'Diras2', 'Eef1a2', 'Atp2b2', 'Nrsn1', 'Osbpl1a', 'AI593442', 'Scn1b', 'Nrxn3', 'Asap1', 'Aldoa', 'Atp2a2', 'Prickle1', 'Ppm1h', 'Vmp1', 'Cacnb4', 'Mgll', 'Etl4', 'Slc24a2', 'R3hdm2', 'Gm4750', 'Slc6a17', 'Sh3gl2', 'Wasl', 'Gls', 'Strbp', 'Gabrd', 'Pou3f1', 'Ppp1r16b', 'Camta2', 'Slc35b1', 'Gm9866', 'Pde4a', 'Kif5a', 'Pdp1']"
7,27,"['Wasf1', 'Pld3', 'Foxg1', 'Scn2a', 'Ipcef1', 'Zbtb18', 'Tspan13', 'Mtpn', 'Pgm2l1', 'Mmd', 'Lingo1', 'Ngef', 'Cacng3', 'Bcl11a', '2010300C02Rik', 'Ldha', 'Oxr1', 'Vamp2', 'Ywhaz', 'Ptprs', 'Ccl27a', 'Gm10419', 'Ctxn1', 'Slitrk1', 'Ephx4', 'Ttc9b', 'Opcml']"
8,32,"['Cst3', '6330403K07Rik', 'Gm28437', 'Meg3', 'Gm29216', 'mt-Cytb', 'mt-Tv', 'Tspyl4', 'Gnas', 'Tuba1a', 'Gm10925', 'Snhg11', 'mt-Tm', 'mt-Tl2', 'Gabarapl1', 'Tmem59l', 'Gm28661', 'Atp5g3', 'mt-Ti', 'Eif4a2', 'Rps3', 'Gm13341', 'Ckb', 'Rpl26', 'Chchd2', 'Maged1', 'mt-Co2', 'Bex2', 'Idh3b', 'Rpl7', 'Gm11410', 'Rpl27a']"
9,60,"['Gm42418', 'Rn18s-rs5', 'Gm26917', 'Tbx1', 'Sept5', 'Lars2', 'Mir6240', 'Gm42959', 'Clic6', 'Kl', 'Apc', 'Mir6236', 'Enpp2', 'Nr2f2', 'Gm20594', 'Tpt1-ps3', 'Gm15564', 'Lbx1', 'Gm13456', 'Tpt1', 'Otx2', 'Slc2a12', 'Snora73b', 'F5', 'Eef1a1', 'Cab39l', 'Prlr', 'Sh3d19', 'Tead1', 'Brwd3', 'Sowahc', 'Msx1', 'Rbm47', 'Nop9', 'Folr1', 'Spata6', 'Prps2', 'Cul4b', 'Camk2d', 'Trpm3', 'Npr3', 'Spa17', 'Lcorl', 'Chuk', 'Dpyd', 'Gm6767', 'Galk2', 'Sostdc1', 'Sh3bgrl', 'Tnfaip8', '1700088E04Rik', 'Cdkn1c', 'Gm45420', 'Fam135b', 'Ebf2', '2210408I21Rik', 'Vat1l', 'Gm12350', 'Ccdc34', 'Cald1']"
10,33,"['mt-Co1', 'Ift46', 'Ppp1r14a', 'Plekhb1', 'Rora', 'Tspan2', 'Fth1', 'Anln', 'Prox1', 'Lpar1', 'Plekhg1', 'Dst', 'Prr5l', 'Foxn3', 'Zic1', 'Kif1b', 'Kif5b', 'Ank3', 'Dock5', 'Dock10', 'Tnnt1', 'Aatk', 'Zcchc24', 'Erbin', 'Tprn', 'Ubxn2a', 'Plod1', 'Mag', 'Hepacam', 'Dbndd2', 'Ccdc88a', 'Reep3', 'Enah']"
