,#genes,genes
1,143,"['Gm28437', 'Cst3', 'mt-Cytb', 'Gm29216', 'Gm28661', 'Gm10925', 'Supt7l', 'Sez6', 'mt-Nd1', 'mt-Nd3', 'Ndrg4', 'Tspyl4', 'Atp1b1', 'Gnas', 'App', 'Gm28438', 'Tuba1a', 'Gm13341', 'mt-Nd4', 'mt-Tv', 'Gm13340', 'Lrrc17', 'Itm2c', 'mt-Te', 'Tmem30a', 'Ywhah', 'mt-Tl1', 'mt-Tl2', 'Tspan7', 'Mpc2', 'Ubb', 'mt-Tn', 'Matr3', 'Tubb2a', 'Nptn', 'Hsp90aa1', 'mt-Tf', 'mt-Tc', 'Rps21', 'mt-Tm', 'Thy1', 'mt-Co2', 'Rtn4', 'Cox7b', 'Serinc1', 'mt-Nd2', 'Atp5g3', 'Ckb', 'Atp5b', 'Gabra1', 'Cfl1', 'Zwint', 'Chchd2', 'mt-Ta', 'Slc25a4', 'Rtn3', 'Rbfox1', 'Rps29', 'Rpl18', 'Gm10073', 'Gm13339', 'Atp5a1', 'Ywhag', 'Slc12a5', 'Hsph1', 'mt-Atp6', 'mt-Tp', 'Atp5f1', 'Ubqln2', 'mt-Co3', 'Idh3b', 'mt-Th', 'Gdi1', 'Syt11', 'Prkar1a', 'Pip5k1a', 'Rpl13-ps3', 'Ldhb', 'Gm11966', 'Tmem59l', 'Pld3', 'Scg5', 'Gm20721', 'Atp5k', 'Rps9', 'Napb', 'Pkm', 'Cox7c', 'Slc6a1', 'Ndufb6', 'Gm11942', 'Serinc3', 'Cox4i1', 'Gm43841', 'Psmb4', 'Ywhab', 'Hnrnpk', 'Hspa8', 'Cox6c', 'Actg1', 'Rpl22l1', '2810433D01Rik', 'Rps24', 'RP23-269H21.1', 'Wsb2', 'Ncdn', 'Vamp2', 'Atp5j', 'Sept8', 'Tmx4', 'Gm5963', 'Rpl37', 'Tpi1', 'Canx', 'Aco2', 'Ddx5', 'Stmn1', 'Ndufb9', 'Rpl39', 'Snap91', 'Ywhae', 'mt-Tw', 'Eif4a2', 'Slc22a17', 'Srsf5', 'Ctsb', 'Atp5e', 'Gm11410', 'Gm14323', 'Rps14', 'Gm14539', 'Atp6v0b', 'Gm10268', 'Atp6v1a', 'Itm2b', 'Atp6ap1', 'Ap2a2', 'Rps3', 'Oaz1', 'Apbb1', 'Cox7a2', 'Cox8a', 'Ssr1']"
2,73,"['Camk2n1', 'Nrgn', 'Olfm1', 'Mef2c', 'Ppp3ca', 'Rtn1', 'Snap25', 'Gpm6a', 'Prkcb', 'Lamp5', 'Basp1', 'Cck', 'Adcy1', 'Calm2', 'Zfp365', 'Egr1', 'Slc17a7', 'Clstn1', 'Chgb', 'Camkk2', 'Atp1a1', 'Arhgap32', 'Sv2b', 'R3hdm1', 'Lmo4', 'Syt1', 'Arpp19', '3110035E14Rik', '1110008P14Rik', 'Itpr1', 'Calm1', 'Psd', 'Ppp3r1', 'Atp2b1', 'Homer1', 'Diras2', 'Arf3', 'Gria2', 'Nrn1', 'Dkk3', 'Dlgap1', 'Dclk1', 'Cap2', 'Mal2', 'Chn1', 'Efhd2', 'Satb2', 'Tspan13', 'Prkce', 'Atp6v1b2', 'Rab6b', 'Cyfip2', 'Kalrn', 'Ngef', 'Klc1', '2900011O08Rik', 'Ywhaz', 'Fbxw7', 'Gria3', 'Pja2', 'Scn2a', 'Wasf1', 'Rasgrp1', 'Rgs4', 'Ier5', 'Lingo1', 'Mpped1', 'Adgrb2', 'Ldha', 'Kcnh7', 'Ttc9b', 'Opcml', 'Serpini1']"
3,60,"['Gm42418', 'Gm26917', 'Tbx1', 'Rn18s-rs5', 'mt-Rnr1', 'mt-Rnr2', 'Lars2', 'Mir6240', 'Sept5', 'Mir6236', 'Fbn1', 'Gm20594', 'Gm45212', 'Ift46', 'Gm42959', 'mt-Co1', 'Gm15564', 'mt-Nd5', 'Map2', 'Gpr55', 'Apc', 'Cachd1', 'Gm24601', 'mt-Nd4l', 'Arhgap27', 'n-R5-8s1', 'Rimbp3', 'Emilin2', '9330132A10Rik', 'Phox2a', 'Lbx1', 'Syne1', 'Gcn1l1', 'AA474408', 'Luzp2', 'Gm12896', 'Ptprz1', 'Arhgap5', 'Nop9', 'Ydjc', 'Lrrc63', 'Gm12715', 'Trim52', 'mt-Atp8', 'Map3k19', 'Sigirr', 'Dgkb', 'BC001981', 'Gm3724', 'Nsl1', 'Cbx3-ps6', 'Mios', 'Gm7327', 'Pwwp2a', 'Brd7', 'A730017L22Rik', 'Gm19582', 'Gm11407', '2900097C17Rik', 'Gm43352']"
4,111,"['Clic6', 'Otx2', 'Ttr', 'Kl', 'Trpm3', 'Cab39l', 'Enpp2', 'Gm24245', 'Snora73b', 'Eef1a1', 'F5', 'Tpt1', 'Gm6767', 'Ezr', 'Tead1', 'Vat1l', 'Pcp4l1', 'Brwd3', 'Sowahc', 'Tpt1-ps3', 'Cul4b', 'Rbm47', 'Msx1', 'Prlr', 'Stk39', 'Dab2', 'Calml4', 'Dbi', 'Cdkn1c', 'Gm24270', 'Tbcel', 'Gm5869', 'Spata6', 'Cdr2', 'Dstn', 'Spa17', 'Car12', 'Sh3bgrl', 'Prps2', 'Tbc1d9', 'Ahcyl2', 'Mpp7', 'Gm13456', 'Hopx', 'Gm6170', '1500015O10Rik', 'Spef2', 'Cfap44', 'Col9a3', 'Tpt1-ps6', 'Sulf1', 'Sgk3', 'Ap1s2', 'Gm23935', 'Slc2a12', 'Thumpd3', 'Sh3d19', 'Gm25911', 'Eif4g2', 'Fsd1l', 'Spint2', 'Npr3', 'Slc5a3', 'Ybx1', 'Rdh5', 'Arsg', 'Sostdc1', 'Ppp1r1b', 'Tpt1-ps5', 'Gm9800', 'Strip2', 'Gm10221', 'Msi2', 'Odc1', 'Efcab1', 'Cox8b', 'Mob1b', 'Acss3', 'Gm45113', 'Fam84b', 'Gm13111', 'Folr1', 'Wbp1', 'Gm5844', 'Prcd', 'Kcne2', 'Mospd1', 'Stxbp3', 'Sox9', 'Phkb', 'Gm7964', 'Tmem123', 'Polr1a', 'Arl4a', 'Vamp8', 'Fam107b', 'Tnfaip8', 'Cfap54', 'Gm45396', 'Parva', 'Gm6421', 'Pip5k1b', 'Gulp1', 'Rhpn2', 'Kat2b', 'Gkap1', 'Cfap69', 'Fhad1', 'Id4', 'Ccdc122', 'Zfp36l1']"
5,58,"['Mbp', 'Plp1', 'Mobp', 'Fth1', 'Gatm', 'Cnp', 'Qk', 'Apod', 'Trf', 'Cldn11', 'Mal', 'Ermn', 'Qdpr', 'Car2', 'Plekhb1', 'Pacs2', 'Bcas1', 'Tubb4a', 'S100b', 'Il33', 'Prr5l', 'Anln', 'Sept4', 'Cryab', 'Mag', 'Dst', 'Pde8a', 'Plekhh1', 'Kif1b', 'Tspan2', 'Clic4', 'Olig1', 'Sox2ot', 'Prr18', 'Ppp1r14a', 'Neat1', 'Ank3', 'Syt2', 'Gltp', 'Ndrg1', 'Foxn3', 'Tmcc3', 'Gpr37', 'Lpar1', 'Slain1', 'Gprc5b', 'Pip4k2a', 'Pllp', 'Gng11', 'Fnbp1', 'Hapln2', 'Serpinb1a', 'Ttyh2', 'Tmem88b', 'Rnf13', 'Snx30', '4930402H24Rik', 'Zdhhc20']"
6,40,"['Prkcd', 'Pcp4', 'Ntng1', 'Rora', 'Zic1', 'Tnnt1', 'Adarb1', 'Ptpn4', 'Amotl1', 'Zfhx3', 'Plekhg1', 'Ramp3', 'Cit', 'Shox2', 'Nsmf', 'Plcb4', 'Rgs16', 'Lef1', 'Prox1', 'Ccdc136', 'Patj', 'Kcnc2', 'Tanc1', 'Grm4', 'Tprn', 'Serinc5', 'Fign', 'Synpo2', 'Zmat4', 'Tox2', 'Cdc42bpa', 'Zfp804a', 'Shank3', 'Kitl', 'Elmo1', 'Vav3', 'Lats2', 'Nrip3', 'Gdpd5', 'Ppard']"
7,40,"['Tcf7l2', 'Sparc', 'Slc6a11', 'Nap1l5', 'Sparcl1', 'Vamp1', 'Aldoc', 'Scd2', 'Agt', 'Atp1a2', 'Tulp4', 'Ndrg2', 'Unc13c', 'Spock3', 'Selenop', 'Edil3', 'Slc17a6', 'Aldh1a1', 'Kcnj10', 'Serpine2', 'Tmem229a', 'Hspa4l', 'Peg3', 'Scd1', 'Rcan2', 'Eef2', 'Nacc2', 'Cxx1a', 'Dnm3', 'Rbms3', 'Abat', 'Ina', 'Nova1', 'Slc6a9', 'Zfhx4', 'Slc4a4', 'Pla2g7', 'Calb2', 'Klhl13', 'Ubc']"
8,48,"['Gm24447', 'Gm26461', 'Rn7s1', 'Gm25106', 'Rnu2-10', 'Gm26035', 'Gm26316', 'Gm23624', 'Gm23971', 'Rn7s2', 'Gm25890', 'Slitrk1', 'Usp39', 'Nme7', 'Sirpa', 'Rasgrf2', 'Ptn', 'Ube2ql1', 'Gm24146', 'Gm23153', 'Ndufa4', 'Gm22513', 'Atl1', 'Gm23973', 'Kcnf1', 'Atp6v1c1', 'Lsm14b', 'Amph', 'Phactr1', 'Adrb1', 'Gm26723', 'Emc6', 'Gm10419', 'Rn7sk', 'Nlgn1', 'Gm26444', 'Rpl35a-ps6', 'Gm24497', 'Mapk11', 'Gm22614', 'Ccl27a', 'Mff', 'Epha4', 'Gm24514', 'Gm25581', 'Plekho1', 'Becn1', 'Ccl27b']"
9,40,"['Dnm1', 'Vsnl1', 'Dynll2', 'Meg3', 'Pdp1', 'Eef1a2', 'Atp2a2', 'Atp2b2', 'Cpe', 'Osbpl1a', 'Snhg11', 'Ttc3', 'Aldoa', 'Etl4', 'Scn1b', 'Sncb', 'Cyc1', 'Stx1b', 'Stxbp1', 'Vmp1', 'Oxr1', 'Eno2', 'Arhgef4', 'Tuba4a', 'Strbp', 'Tcf25', 'Sh3gl2', 'Rap1gds1', 'Atp6v0a1', 'Uqcc2', 'Dnaja1', 'Atp6v1e1', 'Ube2m', 'Uqcrc1', 'Rnf187', 'Rab6a', 'Syngr1', 'Ppm1l', 'Napa', 'Dusp3']"
10,16,"['Hpcal4', 'Ddn', 'Nptxr', 'Nsg2', 'Arpp21', 'Nov', 'Mapk1', 'Snca', 'Enc1', 'Fbxl16', 'Gda', 'Cplx2', 'Baiap2', 'Chst1', 'Cdk17', 'Celf5']"
