"cluster","#genes","genes"
"20","20","Gene6579, Gene6033, Gene3697, Gene5019, Gene3082, Gene8037, Gene5067, Gene2202, Gene8668, Gene7266, Gene5303, Gene9991, Gene6929, Gene606, Gene3804, Gene4558, Gene3229, Gene4071, Gene192, Gene5284"
"8","54","Gene2215, Gene1460, Gene8268, Gene9685, Gene1346, Gene4503, Gene4386, Gene9781, Gene7458, Gene6626, Gene7725, Gene1571, Gene3552, Gene172, Gene7064, Gene9662, Gene3952, Gene7465, Gene3213, Gene3100, Gene3114, Gene6265, Gene7675, Gene4219, Gene9375, Gene1655, Gene9256, Gene1096, Gene3116, Gene683, Gene7949, Gene2316, Gene6036, Gene9132, Gene7444, Gene9847, Gene7801, Gene3373, Gene8349, Gene58, Gene7721, Gene1952, Gene7093, Gene3449, Gene4437, Gene6959, Gene7953, Gene5553, Gene7587, Gene7241, Gene8355, Gene1557, Gene1465, Gene2422"
"13","27","Gene8280, Gene634, Gene2003, Gene6331, Gene5326, Gene5863, Gene9481, Gene279, Gene5167, Gene764, Gene697, Gene6333, Gene6404, Gene9317, Gene6658, Gene8599, Gene641, Gene4941, Gene506, Gene3666, Gene8871, Gene7748, Gene317, Gene6786, Gene8999, Gene4490, Gene8421"
"10","33","Gene3725, Gene5675, Gene8738, Gene1735, Gene1548, Gene8297, Gene2180, Gene2532, Gene5231, Gene6875, Gene1699, Gene7253, Gene3759, Gene1034, Gene3676, Gene9654, Gene3534, Gene6582, Gene4645, Gene7884, Gene4253, Gene2881, Gene3910, Gene5575, Gene880, Gene1814, Gene1990, Gene7036, Gene9904, Gene8554, Gene6222, Gene1280, Gene7476"
"16","25","Gene8916, Gene2403, Gene2659, Gene3195, Gene589, Gene4101, Gene1649, Gene629, Gene8063, Gene940, Gene7720, Gene709, Gene4161, Gene3988, Gene5330, Gene444, Gene5441, Gene8816, Gene4099, Gene2024, Gene7096, Gene1868, Gene4243, Gene4527, Gene4954"
"14","26","Gene2795, Gene5508, Gene6693, Gene7181, Gene3871, Gene655, Gene3112, Gene2181, Gene2163, Gene1375, Gene3902, Gene6668, Gene490, Gene2235, Gene8857, Gene7914, Gene458, Gene1392, Gene416, Gene1999, Gene2826, Gene9171, Gene2918, Gene7081, Gene4279, Gene331"
"9","53","Gene6079, Gene7468, Gene7079, Gene7891, Gene2484, Gene9482, Gene4733, Gene7785, Gene8837, Gene7991, Gene6301, Gene8064, Gene6974, Gene132, Gene6188, Gene6399, Gene3578, Gene6580, Gene1786, Gene2696, Gene6807, Gene8791, Gene6436, Gene5026, Gene152, Gene1596, Gene8101, Gene6438, Gene6645, Gene869, Gene4746, Gene4153, Gene5626, Gene8817, Gene3510, Gene8531, Gene7924, Gene7275, Gene5832, Gene7986, Gene6515, Gene8179, Gene7383, Gene3274, Gene6007, Gene9081, Gene5294, Gene6372, Gene8547, Gene6924, Gene4017, Gene160, Gene4497"
"19","23","Gene453, Gene7763, Gene6289, Gene5867, Gene778, Gene8921, Gene7908, Gene9962, Gene899, Gene4037, Gene1263, Gene1207, Gene767, Gene2882, Gene9283, Gene8223, Gene3419, Gene7746, Gene5032, Gene7711, Gene1320, Gene886, Gene2157"
"12","27","Gene3241, Gene8928, Gene2021, Gene8932, Gene9680, Gene5396, Gene2204, Gene1054, Gene3071, Gene3803, Gene9741, Gene5030, Gene757, Gene758, Gene8361, Gene5210, Gene8419, Gene7700, Gene3005, Gene2396, Gene5786, Gene9362, Gene4428, Gene4149, Gene1097, Gene7654, Gene3948"
"17","24","Gene1852, Gene7350, Gene1258, Gene4555, Gene1934, Gene9668, Gene4150, Gene253, Gene7452, Gene3128, Gene975, Gene966, Gene7578, Gene1400, Gene9255, Gene7481, Gene3091, Gene1107, Gene9608, Gene8891, Gene1593, Gene7930, Gene1654, Gene4168"
