"cluster","#genes","genes"
"1","20","mt-Atp8, Eid1, Nol4, Scn2a, Mal2, Matr3, Rangap1, App, Gm7565, Atg5, Ppp3cb, Syt11, Tmem184c, Cox7a2l, Tmem30a, Rpsa-ps2, Cdkn2aipnl, Gm6565, Mpc1-ps, Ranbp9"
"2","259","Qk, Csrp1, Qdpr, Cryab, Gatm, Car2, Scd2, Plekhb1, Sept4, Trf, Mag, Bcas1, Fth1, Ermn, Mbp, Cnp, Mobp, Cldn11, Ndrg1, Mog, Mal, Apod, Tspan2, Myrf, Opalin, Ugt8a, Prr18, Tubb4a, Olig1, Gpr37, Dnajb2, Ttyh2, Plp1, Tmem88b, Erbin, Fth-ps2, Slain1, Desi1, Pllp, Gjb1, Fth-ps3, Ppp1r14a, Gm6977, S100b, Gng11, Phldb1, Pdlim2, Pkp4, Anln, Kif5a, Il33, Gsn, Psat1, Gjc2, Fnbp1, Gltp, Cd9, Fa2h, Gjc3, Gna12, Plekhh1, Carhsp1, Ppp2r3a, Gm42644, Tmem63a, Grb14, Cers2, Rnf13, Sirt2, Pla2g16, Aspa, Clu, Cntn2, Sox2ot, Klk6, Dbndd2, Slc12a2, 5031439G07Rik, Lamp1, Tprn, Neat1, Clic4, Pacs2, Serpinb1a, Arhgef10, Ptprd, Pip4k2a, Nkx6-2, Lpar1, Foxn3, S1pr5, Wnk1, Prr5l, Rhog, Scd1, Zcchc24, Slc44a1, Evi2a, Kif5b, Cpm, Litaf, Gpm6b, Aplp1, Stxbp3, Hhip, Tppp3, Frmd8, Cd82, Sox10, Gfap, Magt1, Rdx, Micall1, Arrdc3, Ccp110, Rassf2, Pogk, 2810468N07Rik, Rffl, Hepacam, Arhgap23, Trp53inp2, Elovl1, Olfml1, Jam3, Gab1, Plin3, Trim59, Fgfr2, Tnfaip6, Padi2, Insc, Pde8a, Rasgrp3, Hapln2, Gm5847, Gprc5b, Bnip3l, Gm15440, 1700047M11Rik, Gamt, Taldo1, Sez6l2, Prdx1, Dock10, Npc1, Efnb3, Tmem125, Bin1, Mcam, Tmcc3, Etv1, Cst3, Olig2, Cyp2j12, Tppp, Ywhaq, Cd81, Mob3b, Gm12034, Tspan15, Gal3st1, Nkx2-2, Cdc42ep1, Prrg1, Ankrd40, Smco3, Tjp2, Tsc22d4, Gm11456, Mapt, Pik3c2b, Nfia, Plcl1, Gm9347, Pmp22, Ccdc13, RP23-360L4.4, Degs1, Myo6, Pld1, Map7d1, Fam234a, Lgi3, Creb5, Spg20, Gm45751, Adamts4, Efhd1, Kif13b, Elovl7, Nipa1, Nbas, Map4k4, March8, Abca2, Rcbtb1, Ypel2, Kcnk13, Trim13, Nacad, Tmbim1, Pls1, Agpat4, Ctdsp1, S100a16, Plekhg3, Gm7901, Nfasc, Smim1, Otud7b, Cpox, D7Ertd443e, Gstp-ps, Nde1, Rap1a, C030029H02Rik, Fah, Pdlim1, Map7, Nmral1, Dock5, Enpp4, Slc48a1, Ankrd28, Adamtsl4, Rps12l1, Myo1d, Josd2, E130114P18Rik, Larp6, Endod1, Dync1li2, Serinc5, Wasf2, Plxdc2, Mvk, Fbxo7, Shtn1, Syngr2, A230001M10Rik, Efcab14, Ptma, Rnf141, Abhd4, Csf1, Ctnna1, Cep97, Sh3gl3, Fbxo32, Dctn4, Pigz, Oxsr1, Emilin2, 4930402H24Rik, Abl1, Gstm7, Aldh3b1, Snx1"
"3","131","Igfbp2, Tmem72, Wfdc2, Otx2, Folr1, Stk39, Cox8b, Sowahc, Rbp1, Prlr, Cul4b, 1500015O10Rik, Sulf1, Ppp1r1b, Clic6, Prcd, Cab39l, Calml4, Col8a1, Kcnj13, Arl4a, Ezr, Msx1, Prr32, Cldn2, Kl, Rdh5, Wdr86, Spint2, Col9a3, Bsg, Cdkn1c, Sostdc1, Trpm3, Aqp1, Ace, Tbc1d9, Kcne2, Mdfic, Trpv4, Lbp, Defb11, Slc4a5, Fam84b, Rbm47, Hemk1, Ucp2, Perp, Steap2, Gm15564, Cox6b2, Mir6236, Ifi27, Slc16a2, Cldn1, Lars2, Ahcyl2, Fbn1, Igf2, Phactr2, Intu, Prps2, Car12, Acad8, Fhad1, Slc4a2, Rn18s-rs5, Lamp2, Nid2, Pla2g5, Gm20501, Tead1, Col8a2, Enpp2, Gm26917, Hey2, Myof, Slco1c1, Drc7, Capsl, Steap1, Strip2, Slc2a12, Ctnnal1, Sgk3, Vcam1, Serpinb1b, Fam212a, Ap1s2, Scara5, Baiap2l1, Slc31a1, Acaa2, Arl6ip1, Pcolce2, Stxbp4, Vat1l, Zadh2, Tc2n, Nop9, Frmpd1os, Hist1h2bc, Glis3, Mccc1, Gm24245, Atp2b3, Tnfaip8, Gpx8, Defb10, Ltc4s, Mospd1, Itpripl1, Fzd4, Mitf, Ttr, Ctsd, Dmrta2, Brwd3, Gcn1l1, Gm24270, Tmem27, Apoo, Gulp1, Snora73b, Sh3d19, Gm23153, Cd59a, Etfa, Cgnl1, Abhd2, Gm42418"
"4","29","Prkcb, Aldoa, Calm3, Malat1, Snap25, Nrgn, Arf3, Kalrn, Dnm1, Fkbp1a, Syn1, Mical2, Wasf1, Cck, Pfn2, Calm2, Mapk10, Diras2, 3110035E14Rik, Actb, Tmsb4x, Nckap1, Usmg5, Chn1, Snca, Hpca, Mmp17, Slc17a7, Psd"
"5","39","Slc6a11, Cxx1a, Aldoc, Tmsb10, Vamp1, Abat, Nrsn2, Gad1, Sparcl1, Sparc, Cxx1b, Gad2, Dynll2, Rgs17, Meg3, Pcsk1n, Calb2, Serpine2, Zwint, Stxbp1, Ctxn3, Cxx1c, Rnd2, Cox4i1, Fndc5, Chchd10, Gpr139, Ndrg2, BC039966, Gnas, Tuba1b, Cbln4, Insig1, Eml2, Ndufb8, Ache, Tox2, Ckmt1, Iglon5"
"6","135","Ccdc153, Rarres2, Cfap43, Plac9a, Cfap74, Lrrc23, Tm4sf1, Gm9780, Lrrc51, Cox20-ps, Dnah10, Pltp, Hydin, Grk4, Sntn, Tex15, Riiad1, Mns1, Lrrc55, Nwd2, Foxj1, Cd24a, Pifo, Cfap54, Tmem212, Stoml3, Ankrd44, Cfap46, 1700001C02Rik, Sumf2, Ppp1r36, Ascl4, Casc1, 1700088E04Rik, Scnn1a, Zfp36l1, A330008L17Rik, Fam216b, Srcin1, Tac2, Dnah3, Ap1g2, Dusp18, Gm5421, Ankrd24, Cdhr4, Nfkbib, Ak7, Chst14, Cfap65, Myo16, Iqca, 1700012B09Rik, Abcc5, Pak4, Ppp1r32, Spef2, Pih1d2, Parp4, Kptn, Crocc2, A330035P11Rik, Wdr78, Ccdc162, Ccdc81, Ttc29, Gm12183, Tpbgl, Gm5741, Fam109b, Plekha1, Gga3, Hgh1, Rsph4a, Cnmd, Ccdc167, BC051019, Acvr1, Trmt61b, Angptl6, Slc12a7, Fgf10, Mrps9, Kcnma1, Dynlrb2, Fam227a, Vwa3a, Hvcn1, Enkur, Dlec1, Cfap206, Dmkn, Ttc16, 4933434E20Rik, Stmnd1, Mbtd1, Cfap57, Syne1, Gm11992, Elof1, Tcte1, Etnk2, Scube1, Zic4, Gabrr2, Atg4c, 1110017D15Rik, Spag6l, Fbxw10, Fkbp9, Taf7, Cdc37l1, Upf3a, Mettl7a2, Nat8, Rab11fip2, RP23-240G3.2, Rgs22, Gca, Ackr3, Lrrc9, Gm45507, Gm16006, Ccdc121, Cfap161, Gpr151, Meig1, Ttll9, Hipk1, Mcu, Fam183b, 2810403D21Rik, Chek2, Kremen1, Dnajb13"
"7","31","Hpcal1, Trhr, Lypd1, Nnat, Hap1, Ly6h, Gm10736, Hpcal4, Nr2f2, Rpl41, Cartpt, Nptxr, Acvr2a, Atp2b4, Dner, Rpl37a, Gda, Ahi1, Pcdh8, Unc5d, Gpr101, Tac1, Marcksl1, Bex2, Calb1, Pnck, Slc30a3, Arhgap6, Gm1826, Gaa, Bhlhe22"
"8","150","Rora, Adarb1, Tnnt1, Amotl1, Ptpn3, Rab37, Ramp3, Prkcd, Pdp1, Lef1, Shox2, Synpo2, Ptpn4, Ccdc136, Plekhg1, Pcp4, Ntng1, Grm1, Atp2a2, Elmo1, Patj, Plcb4, Cit, Rgs16, Gm43398, Eps8l2, Nrip3, Zic1, Sptbn1, Gabra4, Bok, Fam20c, Nefh, Gabbr2, Gabrd, Nsmf, Vav3, Grm4, Vipr2, Rasd1, Rap1gds1, Kcnc2, Atp6ap2, Ldhb, Hspa12a, Kitl, Adgrf5, Xylt2, Ndrg4, Pitpnc1, Prkch, St3gal4, Vwc2, Cplx1, Shank3, Hcn4, Spock1, Spock2, Syt9, Gnal, Tcf7l2, Nexn, Cacng5, Clmn, Inpp5a, Mrvi1, Cpne9, Trnp1, Adra1b, Spock3, Ywhaz, Rgs8, Dbndd1, 1810041L15Rik, Tmem56, Adamts15, Lhfp, Fzd10, Rasgef1b, Tmem41a, Edil3, Zmat4, D130058E05Rik, Tiam1, Sox13, Nell1, Adarb2, Rab6b, Reep2, Kndc1, Sgpp2, Ildr2, Rgs4, Gm3510, Fam19a4, Tmem163, Abhd12b, Cacna1g, Tpd52l1, Rims3, Zfp804a, Gdf11, Hrh3, Grin2c, Mb21d2, Mturn, Rasl11a, Nmnat2, Opn3, Endou, F2r, Rab3c, Lrrn2, Smpx, Gbx2, Mctp2, Fhdc1, Pcp4l1, Scrt1, Rsrc1, Camk2n2, Uchl1, Slc9a3r1, Rap1gap, Heg1, Hcn2, Lrtm2, Gpr4, Fam222a, Gpr153, Osbpl5, Ctnnb1, 1700019D03Rik, Ptprj, Ttll7, Samd5, Ncs1, Hdac9, Adgra1, Chst8, Megf9, Slc24a2, Thsd7a, Rnf152, Tspan9, Trpm2, Plxdc1, Gpc1, Cpe, Rbms3"
"9","114","Gjb2, Slc6a20a, Rnasel, Foxc1, Maf, Map2k5, Ahnak, Dab2, Slc7a11, Dcn, Plek, Tuba8, Fyb, Slc6a13, Ap5b1, Hba-a2, D330023K18Rik, Ranbp3l, Omd, Mettl3, Vtn, Fmod, Plagl2, Ifitm1, Stard9, Cfh, Gm11954, Prcp, Lrp4, Gm13981, F13a1, Recql, Ptgds, Pglyrp1, Igfbp3, Itih2, Hba-a1, Arnt, Papss2, 9130023H24Rik, Fibin, Snapc4, B4galt2, Hbb-bs, Hbb-bt, Srsf9, 4931406P16Rik, Gm45860, Serping1, Snx12, Col4a5, Tbx1, Mettl4, Ogn, Zfp599, Pard6g, Col1a2, Gm15393, Gm11334, Emp3, Arl5b, Clic1, Cemip, Gata2, Pcolce, Dimt1, Myo1e, Slc38a9, Tmem200c, Igfbp5, Stam, Bcl2l11, Gm13827, Cc2d2a, Gm24407, Ddx31, Gm15644, Gm5459, Nbl1, Zfp13, Bgn, Phldb2, H2-Eb1, Laptm5, Rsu1, Gm19246, Tm2d1, Zc3hav1, Rbp4, Tnfsf12, Crispld2, Slc13a3, Fam134a, Ube3c, Uaca, Kcnb2, Osr1, Fcgrt, Ikzf5, Thbs2, Aldh1a2, Tal1, Fancg, Gm15661, Myoc, B2m, Gm5942, Cdhr1, Tap1, Gm11956, Gm14989, Vwa5a, Prpsap1, Dse"
"10","131","Morn1, Il17rc, Wdr4, Nanp, Taf1b, Cecr2, Irf9, Galnt12, Ash2l, Coq2, Fam126a, Cox18, Agpat2, Dtx3l, Atp5sl, Ablim3, Gm14121, Gm11451, Plcg1, Gm5931, Irf2bpl, Gpatch1, Paqr6, Pappa2, 1700023F06Rik, Nxt1, Med7, Smarcad1, AW495222, Timm17b, Agpat5, Mettl2, Gm9917, Tnfsf13b, Nln, RP23-434A12.4, Gm13743, Wdr36, Ndst3, Vps37b, Nubpl, Gm29367, Ankra2, Wnk4, Pdgfd, Soga3, Chuk, Gm10767, C920006O11Rik, Ascl1, Rac2, Dpysl2, Zfp868, Gm12340, Col19a1, Mif4gd, Slc17a5, Dennd4b, Rel, Cdk20, Spop, RP23-134M7.2, Acads, Vasp, Zfp282, Pacsin2, Gm6317, Zbtb2, Ice1, Stk16, Irf1, Zfp11, Rnf170, Msrb2, Bckdha, Nampt, B3galt5, 2900005J15Rik, Gm26127, Ccdc174, Hcrtr2, Maml1, B3gat2, 4921531C22Rik, Gpsm2, RP23-358M4.7, 3000002C10Rik, Ubiad1, Stox1, Ifit3, Gm11281, A230050P20Rik, Psmg1, Sepsecs, Gm7730, Serpinb1c, Hibadh, Rrm1, Dpysl4, Zfp516, Atad3aos, Gm6807, Gm6166, Kdm5d, Arhgap31, Dctn5, Tfe3, Fam214b, Isg20l2, Pcdhb3, Gm14419, March11, Gramd1a, Ranbp3, Gm20563, Gm5392, Crb2, Zfp442, Rgma, Ccl25, Kctd21, Sema4a, Zcchc4, Pi15, Gm7312, Irak1, Slco1a5, Gm4810, Ubxn6, Zfp777, Gm4795"
