,#genes,genes
1,37,"['ENSG00000128567', 'ENSG00000166710', 'ENSG00000166033', 'ENSG00000113578', 'ENSG00000163453', 'ENSG00000129757', 'ENSG00000115461', 'ENSG00000234745', 'ENSG00000163710', 'ENSG00000151490', 'ENSG00000167996', 'ENSG00000112782', 'ENSG00000116218', 'ENSG00000182718', 'ENSG00000107742', 'ENSG00000168743', 'ENSG00000171992', 'ENSG00000204472', 'ENSG00000164035', 'ENSG00000137831', 'ENSG00000204525', 'ENSG00000112715', 'ENSG00000130449', 'ENSG00000163513', 'ENSG00000011465', 'ENSG00000113140', 'ENSG00000205542', 'ENSG00000107317', 'ENSG00000026025', 'ENSG00000167941', 'ENSG00000136156', 'ENSG00000159388', 'ENSG00000132688', 'ENSG00000196549', 'ENSG00000161270', 'ENSG00000143933', 'ENSG00000153246']"
2,27,"['ENSG00000070915', 'ENSG00000118785', 'ENSG00000113889', 'ENSG00000164825', 'ENSG00000137731', 'ENSG00000143153', 'ENSG00000138798', 'ENSG00000163399', 'ENSG00000165685', 'ENSG00000060237', 'ENSG00000198886', 'ENSG00000198899', 'ENSG00000074410', 'ENSG00000151704', 'ENSG00000198727', 'ENSG00000188488', 'ENSG00000092439', 'ENSG00000104267', 'ENSG00000198763', 'ENSG00000135940', 'ENSG00000110955', 'ENSG00000196482', 'ENSG00000198888', 'ENSG00000178568', 'ENSG00000133116', 'ENSG00000198786', 'ENSG00000126562']"
3,19,"['ENSG00000170345', 'ENSG00000165272', 'ENSG00000153234', 'ENSG00000135480', 'ENSG00000172005', 'ENSG00000113073', 'ENSG00000120129', 'ENSG00000117984', 'ENSG00000074800', 'ENSG00000101443', 'ENSG00000120885', 'ENSG00000150201', 'ENSG00000137331', 'ENSG00000126878', 'ENSG00000130844', 'ENSG00000198805', 'ENSG00000171223', 'ENSG00000116741', 'ENSG00000170525']"
4,18,"['ENSG00000104327', 'ENSG00000198804', 'ENSG00000176387', 'ENSG00000123358', 'ENSG00000140519', 'ENSG00000069122', 'ENSG00000164266', 'ENSG00000120738', 'ENSG00000109684', 'ENSG00000171174', 'ENSG00000147606', 'ENSG00000167748', 'ENSG00000147614', 'ENSG00000115310', 'ENSG00000113448', 'ENSG00000172348', 'ENSG00000134240', 'ENSG00000137154']"
5,18,"['ENSG00000136872', 'ENSG00000211445', 'ENSG00000130707', 'ENSG00000089220', 'ENSG00000124253', 'ENSG00000087086', 'ENSG00000167588', 'ENSG00000159423', 'ENSG00000163631', 'ENSG00000163586', 'ENSG00000167658', 'ENSG00000100353', 'ENSG00000178363', 'ENSG00000127884', 'ENSG00000100804', 'ENSG00000169738', 'ENSG00000167468', 'ENSG00000109475']"
